model,N,M,workers,alg,init-mstime,insert-num,remove-num,mstime,V*,V+,S,relabel,tag,subtag,assert,Insert,Delete,date
DBLP,1824702,8344615,4,4,962.985084,0,100000,25.788214,112105,0,613243,0,0,0,-1,-1,-1,2022-10-01.02:53:34
DBLP,-1,-1,4,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,512.094,198.141,2022-10-01.02:54:10
Flickr,2302926,22838276,4,4,1281.453304,100000,0,152.090862,106557,126280,9424320,1,1,11036,-1,-1,-1,2022-10-01.02:54:48
Flickr,2302926,22838276,4,4,1288.858086,0,100000,87.458118,106731,0,8110895,0,0,0,-1,-1,-1,2022-10-01.02:55:25
Flickr,-1,-1,4,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,2317.33,474.313,2022-10-01.02:56:34
StackOverflow,2601978,28183518,4,4,2295.650587,100000,0,689.501986,101368,176185,40278766,10,11,47413,-1,-1,-1,2022-10-01.02:57:45
StackOverflow,2601978,28183518,4,4,2298.164022,0,100000,359.437662,100855,0,23209975,0,0,0,-1,-1,-1,2022-10-01.02:58:52
StackOverflow,-1,-1,4,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,4906.45,825.609,2022-10-01.03:00:56
wiki-edits-sh,4579815,6265043,4,4,278.297404,100000,0,1739.142262,100575,118979,85265022,44,52,13133,-1,-1,-1,2022-10-01.03:01:07
wiki-edits-sh,4579815,6265043,4,4,279.187968,0,100000,1306.022166,100833,0,42226449,0,0,0,-1,-1,-1,2022-10-01.03:01:17
wiki-edits-sh,-1,-1,4,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2022-10-01.03:04:24
DBLP,1824702,8344615,8,4,947.693704,100000,0,48.192590,114175,143833,946290,0,0,16820,-1,-1,-1,2022-10-01.03:04:43
DBLP,1824702,8344615,8,4,952.007194,0,100000,39.804531,111791,0,608052,0,0,0,-1,-1,-1,2022-10-01.03:05:00
DBLP,-1,-1,8,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,387.216,236.384,2022-10-01.03:05:35
Flickr,2302926,22838276,8,4,1280.778599,100000,0,173.098462,107835,127501,8064073,1,1,11021,-1,-1,-1,2022-10-01.03:06:13
Flickr,2302926,22838276,8,4,1303.637273,0,100000,94.811561,106934,0,7495727,0,0,0,-1,-1,-1,2022-10-01.03:06:50
Flickr,-1,-1,8,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,2788.02,491.721,2022-10-01.03:08:00
StackOverflow,2601978,28183518,8,4,2302.259241,100000,0,619.141688,101016,175389,35496428,12,12,47422,-1,-1,-1,2022-10-01.03:09:10
StackOverflow,2601978,28183518,8,4,2304.397802,0,100000,275.752242,98007,0,21088270,0,0,0,-1,-1,-1,2022-10-01.03:10:19
StackOverflow,-1,-1,8,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,5080.76,867.716,2022-10-01.03:12:25
wiki-edits-sh,4579815,6265043,8,4,278.079010,100000,0,1482.441099,99705,116635,79794386,12,12,11553,-1,-1,-1,2022-10-01.03:12:35
wiki-edits-sh,4579815,6265043,8,4,276.537216,0,100000,1307.229089,100539,0,41965066,0,0,0,-1,-1,-1,2022-10-01.03:12:45
wiki-edits-sh,-1,-1,8,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2022-10-01.03:15:53
DBLP,1824702,8344615,16,4,948.980235,100000,0,59.834225,113612,142695,905509,0,0,16693,-1,-1,-1,2022-10-01.03:16:11
DBLP,1824702,8344615,16,4,963.789598,0,100000,53.352851,113152,0,627309,0,0,0,-1,-1,-1,2022-10-01.03:16:29
DBLP,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,347.335,242.276,2022-10-01.03:17:04
Flickr,2302926,22838276,16,4,1284.804308,100000,0,192.920429,108238,127546,7502139,1,1,10949,-1,-1,-1,2022-10-01.03:17:42
Flickr,2302926,22838276,16,4,1300.034648,0,100000,108.946262,106888,0,6650919,0,0,0,-1,-1,-1,2022-10-01.03:18:20
Flickr,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,2698.49,542.172,2022-10-01.03:19:29
StackOverflow,2601978,28183518,16,4,2353.523527,100000,0,603.590084,100910,175052,28348748,9,9,47279,-1,-1,-1,2022-10-01.03:20:40
StackOverflow,2601978,28183518,16,4,2314.227397,0,100000,283.794706,96967,0,17846509,0,0,0,-1,-1,-1,2022-10-01.03:21:48
StackOverflow,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,5175.53,972.587,2022-10-01.03:23:54
wiki-edits-sh,4579815,6265043,16,4,279.826540,100000,0,1436.293872,98412,115716,75433376,21,21,12011,-1,-1,-1,2022-10-01.03:24:04
wiki-edits-sh,4579815,6265043,16,4,277.816358,0,100000,1271.893801,100487,0,46111492,0,0,0,-1,-1,-1,2022-10-01.03:24:14
wiki-edits-sh,-1,-1,16,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2022-10-01.03:27:22
DBLP,1824702,8344615,32,4,949.232907,100000,0,78.865700,114320,143385,927266,1,1,16518,-1,-1,-1,2022-10-01.03:27:40
DBLP,1824702,8344615,32,4,961.814895,0,100000,60.736927,113174,0,633670,0,0,0,-1,-1,-1,2022-10-01.03:27:58
DBLP,-1,-1,32,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,356.423,248.065,2022-10-01.03:28:33
Flickr,2302926,22838276,32,4,1284.564776,100000,0,230.519240,108413,126051,7145132,1,1,10765,-1,-1,-1,2022-10-01.03:29:12
Flickr,2302926,22838276,32,4,1298.628280,0,100000,118.356437,106507,0,6527407,0,0,0,-1,-1,-1,2022-10-01.03:29:49
Flickr,-1,-1,32,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,2808.15,521.141,2022-10-01.03:30:59
StackOverflow,2601978,28183518,32,4,2417.089198,100000,0,637.195744,100865,174293,23671972,7,7,46756,-1,-1,-1,2022-10-01.03:32:10
StackOverflow,2601978,28183518,32,4,2307.991064,0,100000,261.560964,95826,0,15547338,0,0,0,-1,-1,-1,2022-10-01.03:33:17
StackOverflow,-1,-1,32,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,5404.72,1017.03,2022-10-01.03:35:24
wiki-edits-sh,4579815,6265043,32,4,280.187784,100000,0,1676.952027,98268,115337,81827100,15,15,11717,-1,-1,-1,2022-10-01.03:35:34
wiki-edits-sh,4579815,6265043,32,4,276.900425,0,100000,1253.334305,100365,0,46861735,0,0,0,-1,-1,-1,2022-10-01.03:35:44
wiki-edits-sh,-1,-1,32,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2022-10-01.03:38:52
DBLP,1824702,8344615,64,4,950.269541,100000,0,130.343192,114342,142968,955480,0,0,16370,-1,-1,-1,2022-10-01.03:39:11
DBLP,1824702,8344615,64,4,962.346026,0,100000,77.489166,114568,0,645641,0,0,0,-1,-1,-1,2022-10-01.03:39:29
DBLP,-1,-1,64,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,345.158,240.153,2022-10-01.03:40:04
Flickr,2302926,22838276,64,4,1283.534341,100000,0,306.460948,108959,121926,7304531,0,0,10649,-1,-1,-1,2022-10-01.03:40:42
Flickr,2302926,22838276,64,4,1303.842839,0,100000,133.118897,107745,0,6965579,0,0,0,-1,-1,-1,2022-10-01.03:41:20
Flickr,-1,-1,64,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,2809.92,525.115,2022-10-01.03:42:30
StackOverflow,2601978,28183518,64,4,2360.358009,100000,0,760.268097,100872,174362,20484963,5,5,46981,-1,-1,-1,2022-10-01.03:43:41
StackOverflow,2601978,28183518,64,4,2324.410122,0,100000,302.513117,95534,0,14044112,0,0,0,-1,-1,-1,2022-10-01.03:44:49
StackOverflow,-1,-1,64,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,5262.86,943.394,2022-10-01.03:46:56
wiki-edits-sh,4579815,6265043,64,4,282.378375,100000,0,2049.321388,98510,117268,91180261,52,59,13830,-1,-1,-1,2022-10-01.03:47:07
wiki-edits-sh,4579815,6265043,64,4,282.177409,0,100000,1363.250568,100285,0,42742661,0,0,0,-1,-1,-1,2022-10-01.03:47:17
wiki-edits-sh,-1,-1,64,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2022-10-01.03:50:25
DBLP,1824702,8344615,0,4,953.036510,100000,0,77.256686,118187,148070,1159137,0,0,16716,-1,-1,-1,2022-10-01.03:50:43
DBLP,1824702,8344615,0,4,958.514602,0,100000,52.925637,118187,0,656630,0,0,0,-1,-1,-1,2022-10-01.03:51:00
DBLP,-1,-1,0,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,882.867,159.187,2022-10-01.03:51:36
Flickr,2302926,22838276,0,4,1292.333561,100000,0,237.068242,110044,130351,10818444,1,1,11089,-1,-1,-1,2022-10-01.03:52:14
Flickr,2302926,22838276,0,4,1297.467034,0,100000,169.875201,110044,0,8642827,0,0,0,-1,-1,-1,2022-10-01.03:52:51
Flickr,-1,-1,0,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,2782.76,375.535,2022-10-01.03:54:01
StackOverflow,2601978,28183518,0,4,2307.282865,100000,0,1583.892834,101477,176306,43483076,9,10,47318,-1,-1,-1,2022-10-01.03:55:11
StackOverflow,2601978,28183518,0,4,2308.234571,0,100000,847.079931,101477,0,24803420,0,0,0,-1,-1,-1,2022-10-01.03:56:19
StackOverflow,-1,-1,0,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,6845.75,861.895,2022-10-01.03:58:27
wiki-edits-sh,4579815,6265043,0,4,275.059195,100000,0,1792.675434,100867,116956,78568581,2,2,10631,-1,-1,-1,2022-10-01.03:58:37
wiki-edits-sh,4579815,6265043,0,4,276.197387,0,100000,1799.934002,100867,0,43642478,0,0,0,-1,-1,-1,2022-10-01.03:58:48
wiki-edits-sh,-1,-1,0,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2022-10-01.04:01:55
DBLP,1824702,8344615,1,4,950.933493,100000,0,78.211317,118187,148070,1159137,0,0,16716,-1,-1,-1,2022-10-01.04:02:13
DBLP,1824702,8344615,1,4,961.089288,0,100000,54.259319,118187,0,656630,0,0,0,-1,-1,-1,2022-10-01.04:02:31
DBLP,-1,-1,1,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,859.383,149.196,2022-10-01.04:03:06
Flickr,2302926,22838276,1,4,1280.971815,100000,0,243.109400,110044,130351,10818444,1,1,11089,-1,-1,-1,2022-10-01.04:03:45
Flickr,2302926,22838276,1,4,1297.431927,0,100000,175.092189,110044,0,8642827,0,0,0,-1,-1,-1,2022-10-01.04:04:22
Flickr,-1,-1,1,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,2728.26,384.966,2022-10-01.04:05:32
StackOverflow,2601978,28183518,1,4,2294.644963,100000,0,1647.249101,101477,176306,43483076,9,10,47318,-1,-1,-1,2022-10-01.04:06:43
StackOverflow,2601978,28183518,1,4,2305.287677,0,100000,856.240821,101477,0,24803420,0,0,0,-1,-1,-1,2022-10-01.04:07:52
StackOverflow,-1,-1,1,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,7062.38,873.979,2022-10-01.04:10:00
wiki-edits-sh,4579815,6265043,1,4,279.708342,100000,0,1801.551739,100867,116956,78568581,2,2,10631,-1,-1,-1,2022-10-01.04:10:11
wiki-edits-sh,4579815,6265043,1,4,279.010778,0,100000,1809.830246,100867,0,43642478,0,0,0,-1,-1,-1,2022-10-01.04:10:21
wiki-edits-sh,-1,-1,1,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2022-10-01.04:13:29
DBLP,1824702,8344615,2,4,951.888344,100000,0,52.086309,116783,146351,1121700,0,0,16721,-1,-1,-1,2022-10-01.04:13:47
DBLP,1824702,8344615,2,4,958.677282,0,100000,37.633349,115434,0,646101,0,0,0,-1,-1,-1,2022-10-01.04:14:04
DBLP,-1,-1,2,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,622.766,164.942,2022-10-01.04:14:40
Flickr,2302926,22838276,2,4,1286.690548,100000,0,180.959897,108458,128467,10403728,1,1,11045,-1,-1,-1,2022-10-01.04:15:18
Flickr,-1,-1,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2022-10-01.04:18:18
Flickr,-1,-1,2,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,2250.57,469.857,2022-10-01.04:19:27
StackOverflow,2601978,28183518,2,4,2313.044940,100000,0,984.276367,101424,176157,42319712,10,11,47274,-1,-1,-1,2022-10-01.04:20:38
StackOverflow,2601978,28183518,2,4,2319.194627,0,100000,537.009895,101249,0,24351504,0,0,0,-1,-1,-1,2022-10-01.04:21:47
StackOverflow,-1,-1,2,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,4853.83,813.891,2022-10-01.04:23:53
wiki-edits-sh,4579815,6265043,2,4,281.069209,100000,0,1507.875529,100713,117336,77359878,7,7,11179,-1,-1,-1,2022-10-01.04:24:03
wiki-edits-sh,4579815,6265043,2,4,281.055747,0,100000,1498.104673,100839,0,47305278,0,0,0,-1,-1,-1,2022-10-01.04:24:13
wiki-edits-sh,-1,-1,2,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2022-10-01.04:27:21
DBLP,1824702,8344615,4,4,945.274334,100000,0,38.383991,115011,144411,1035163,0,0,16814,-1,-1,-1,2022-10-01.04:27:39
DBLP,1824702,8344615,4,4,954.907501,0,100000,25.546349,111820,0,614260,0,0,0,-1,-1,-1,2022-10-01.04:27:56
DBLP,-1,-1,4,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,531.083,180.853,2022-10-01.04:28:32
Flickr,2302926,22838276,4,4,1276.127426,100000,0,154.925075,106779,126528,9411812,1,1,11042,-1,-1,-1,2022-10-01.04:29:09
Flickr,2302926,22838276,4,4,1292.722034,0,100000,81.952156,106394,0,8114451,0,0,0,-1,-1,-1,2022-10-01.04:29:46
Flickr,-1,-1,4,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,2374.07,454.737,2022-10-01.04:30:56
StackOverflow,2601978,28183518,4,4,2307.347196,100000,0,697.149748,101351,176189,40287537,11,12,47426,-1,-1,-1,2022-10-01.04:32:06
StackOverflow,2601978,28183518,4,4,2326.446610,0,100000,356.721004,100902,0,23153052,0,0,0,-1,-1,-1,2022-10-01.04:33:15
StackOverflow,-1,-1,4,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,4707.96,820.425,2022-10-01.04:35:20
wiki-edits-sh,4579815,6265043,4,4,278.802754,100000,0,1861.156531,100578,119513,87560656,52,63,13703,-1,-1,-1,2022-10-01.04:35:31
wiki-edits-sh,4579815,6265043,4,4,279.694232,0,100000,1310.178357,100832,0,42278203,0,0,0,-1,-1,-1,2022-10-01.04:35:41
wiki-edits-sh,-1,-1,4,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2022-10-01.04:38:48
DBLP,1824702,8344615,8,4,941.513649,100000,0,48.197315,114264,143811,951691,0,0,16824,-1,-1,-1,2022-10-01.04:39:06
DBLP,1824702,8344615,8,4,953.318343,0,100000,40.631917,111969,0,612208,0,0,0,-1,-1,-1,2022-10-01.04:39:24
DBLP,-1,-1,8,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,399.689,234.229,2022-10-01.04:39:59
Flickr,2302926,22838276,8,4,1279.134870,100000,0,175.412088,107736,127505,8142601,1,1,11013,-1,-1,-1,2022-10-01.04:40:37
Flickr,2302926,22838276,8,4,1298.612173,0,100000,96.073086,106791,0,7365837,0,0,0,-1,-1,-1,2022-10-01.04:41:14
Flickr,-1,-1,8,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,2773.91,507.913,2022-10-01.04:42:24
StackOverflow,2601978,28183518,8,4,2306.808293,100000,0,620.783284,100994,175388,35270619,10,10,47370,-1,-1,-1,2022-10-01.04:43:35
StackOverflow,2601978,28183518,8,4,2312.278743,0,100000,277.022755,97881,0,20836936,0,0,0,-1,-1,-1,2022-10-01.04:44:43
StackOverflow,-1,-1,8,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,4910.15,823.347,2022-10-01.04:46:49
wiki-edits-sh,4579815,6265043,8,4,275.257596,100000,0,1487.278617,99719,117222,79797768,29,34,12297,-1,-1,-1,2022-10-01.04:46:59
wiki-edits-sh,4579815,6265043,8,4,280.976296,0,100000,1271.043628,100553,0,43411613,0,0,0,-1,-1,-1,2022-10-01.04:47:09
wiki-edits-sh,-1,-1,8,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2022-10-01.04:50:17
DBLP,1824702,8344615,16,4,952.524255,100000,0,60.613508,113699,142821,911101,0,0,16654,-1,-1,-1,2022-10-01.04:50:36
DBLP,1824702,8344615,16,4,962.559460,0,100000,53.087842,113273,0,623165,0,0,0,-1,-1,-1,2022-10-01.04:50:53
DBLP,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,350.86,247.04,2022-10-01.04:51:28
Flickr,2302926,22838276,16,4,1280.863687,100000,0,194.433877,108105,127169,7581677,1,1,10877,-1,-1,-1,2022-10-01.04:52:06
Flickr,2302926,22838276,16,4,1298.708189,0,100000,106.387479,106439,0,6849592,0,0,0,-1,-1,-1,2022-10-01.04:52:44
Flickr,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,2765.5,527.91,2022-10-01.04:53:53
StackOverflow,2601978,28183518,16,4,2350.206578,100000,0,586.558118,100845,175021,28151453,11,12,47283,-1,-1,-1,2022-10-01.04:55:04
StackOverflow,2601978,28183518,16,4,2309.468472,0,100000,282.472632,96734,0,17577333,0,0,0,-1,-1,-1,2022-10-01.04:56:12
StackOverflow,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,5253.39,984.598,2022-10-01.04:58:19
wiki-edits-sh,4579815,6265043,16,4,277.065473,100000,0,1382.309447,98461,115833,74367097,22,24,12064,-1,-1,-1,2022-10-01.04:58:29
wiki-edits-sh,4579815,6265043,16,4,282.500938,0,100000,1252.305287,100542,0,42824971,0,0,0,-1,-1,-1,2022-10-01.04:58:39
wiki-edits-sh,-1,-1,16,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2022-10-01.05:01:47
DBLP,1824702,8344615,32,4,947.478676,100000,0,80.174605,114447,143376,923452,0,0,16501,-1,-1,-1,2022-10-01.05:02:05
DBLP,1824702,8344615,32,4,957.654070,0,100000,68.551077,113889,0,640143,0,0,0,-1,-1,-1,2022-10-01.05:02:23
DBLP,-1,-1,32,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,355.331,256.048,2022-10-01.05:02:58
Flickr,2302926,22838276,32,4,1284.684468,100000,0,232.171662,108359,126127,7402300,1,1,10849,-1,-1,-1,2022-10-01.05:03:37
Flickr,2302926,22838276,32,4,1302.686166,0,100000,117.029180,106513,0,6534700,0,0,0,-1,-1,-1,2022-10-01.05:04:14
Flickr,-1,-1,32,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,2827.7,557.027,2022-10-01.05:05:24
StackOverflow,2601978,28183518,32,4,2358.023215,100000,0,635.753473,100787,174465,22813466,8,8,47031,-1,-1,-1,2022-10-01.05:06:35
StackOverflow,2601978,28183518,32,4,2314.154607,0,100000,250.350316,96115,0,15971804,0,0,0,-1,-1,-1,2022-10-01.05:07:42
StackOverflow,-1,-1,32,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,5323.49,979.06,2022-10-01.05:09:48
wiki-edits-sh,4579815,6265043,32,4,282.228655,100000,0,1810.548488,98305,117981,85883020,83,88,14683,-1,-1,-1,2022-10-01.05:09:59
wiki-edits-sh,-1,-1,32,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2022-10-01.05:12:59
wiki-edits-sh,-1,-1,32,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2022-10-01.05:16:07
DBLP,1824702,8344615,64,4,952.789890,100000,0,128.819436,113599,142207,939522,0,0,16478,-1,-1,-1,2022-10-01.05:16:25
DBLP,1824702,8344615,64,4,950.267374,0,100000,77.441583,114826,0,644225,0,0,0,-1,-1,-1,2022-10-01.05:16:43
DBLP,-1,-1,64,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,350.29,236.847,2022-10-01.05:17:18
Flickr,2302926,22838276,64,4,1286.030139,100000,0,305.483599,108595,124661,7249521,1,1,10988,-1,-1,-1,2022-10-01.05:17:57
Flickr,2302926,22838276,64,4,1299.803253,0,100000,133.603117,107445,0,7111843,0,0,0,-1,-1,-1,2022-10-01.05:18:34
Flickr,-1,-1,64,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,2832.96,495.531,2022-10-01.05:19:44
StackOverflow,2601978,28183518,64,4,2351.157343,100000,0,758.067426,100946,174693,20307697,5,5,47118,-1,-1,-1,2022-10-01.05:20:55
StackOverflow,2601978,28183518,64,4,2317.459017,0,100000,265.476220,95680,0,14519390,0,0,0,-1,-1,-1,2022-10-01.05:22:03
StackOverflow,-1,-1,64,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,5303.28,903.459,2022-10-01.05:24:09
wiki-edits-sh,4579815,6265043,64,4,281.469586,100000,0,2503.577933,98364,117652,98621903,53,60,14189,-1,-1,-1,2022-10-01.05:24:21
wiki-edits-sh,4579815,6265043,64,4,285.566375,0,100000,1364.631411,100271,0,46884077,0,0,0,-1,-1,-1,2022-10-01.05:24:31
wiki-edits-sh,-1,-1,64,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2022-10-01.05:27:39
DBLP,1824702,8344615,0,4,953.430477,100000,0,76.998251,118187,148070,1159137,0,0,16716,-1,-1,-1,2022-10-01.05:27:57
DBLP,1824702,8344615,0,4,959.129986,0,100000,52.375919,118187,0,656630,0,0,0,-1,-1,-1,2022-10-01.05:28:15
DBLP,-1,-1,0,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,822.035,144.606,2022-10-01.05:28:50
Flickr,2302926,22838276,0,4,1287.387233,100000,0,237.532840,110044,130351,10818444,1,1,11089,-1,-1,-1,2022-10-01.05:29:29
Flickr,2302926,22838276,0,4,1302.511910,0,100000,170.658683,110044,0,8642827,0,0,0,-1,-1,-1,2022-10-01.05:30:06
Flickr,-1,-1,0,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,2782.51,376.369,2022-10-01.05:31:16
StackOverflow,2601978,28183518,0,4,2298.452479,100000,0,1590.843013,101477,176306,43483076,9,10,47318,-1,-1,-1,2022-10-01.05:32:27
StackOverflow,2601978,28183518,0,4,2324.146096,0,100000,848.191616,101477,0,24803420,0,0,0,-1,-1,-1,2022-10-01.05:33:36
StackOverflow,-1,-1,0,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,6973.83,865.918,2022-10-01.05:35:44
wiki-edits-sh,4579815,6265043,0,4,275.541388,100000,0,1791.049043,100867,116956,78568581,2,2,10631,-1,-1,-1,2022-10-01.05:35:54
wiki-edits-sh,4579815,6265043,0,4,277.576876,0,100000,1806.157178,100867,0,43642478,0,0,0,-1,-1,-1,2022-10-01.05:36:04
wiki-edits-sh,-1,-1,0,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2022-10-01.05:39:12
DBLP,1824702,8344615,1,4,948.969717,100000,0,80.087672,118187,148070,1159137,0,0,16716,-1,-1,-1,2022-10-01.05:39:30
DBLP,1824702,8344615,1,4,962.242049,0,100000,55.381990,118187,0,656630,0,0,0,-1,-1,-1,2022-10-01.05:39:48
DBLP,-1,-1,1,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,832.633,143.338,2022-10-01.05:40:24
Flickr,2302926,22838276,1,4,1287.868475,100000,0,243.066446,110044,130351,10818444,1,1,11089,-1,-1,-1,2022-10-01.05:41:02
Flickr,2302926,22838276,1,4,1301.711774,0,100000,175.249687,110044,0,8642827,0,0,0,-1,-1,-1,2022-10-01.05:41:39
Flickr,-1,-1,1,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,2802.67,385.039,2022-10-01.05:42:49
StackOverflow,2601978,28183518,1,4,2300.378374,100000,0,1656.614433,101477,176306,43483076,9,10,47318,-1,-1,-1,2022-10-01.05:44:00
StackOverflow,2601978,28183518,1,4,2295.384940,0,100000,872.817847,101477,0,24803420,0,0,0,-1,-1,-1,2022-10-01.05:45:09
StackOverflow,-1,-1,1,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,6836.98,855.313,2022-10-01.05:47:15
wiki-edits-sh,4579815,6265043,1,4,279.536740,100000,0,1810.803901,100867,116956,78568581,2,2,10631,-1,-1,-1,2022-10-01.05:47:26
wiki-edits-sh,4579815,6265043,1,4,279.386194,0,100000,1806.349614,100867,0,43642478,0,0,0,-1,-1,-1,2022-10-01.05:47:36
wiki-edits-sh,-1,-1,1,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2022-10-01.05:50:44
DBLP,1824702,8344615,2,4,951.117579,100000,0,53.276990,116758,146434,1121734,0,0,16753,-1,-1,-1,2022-10-01.05:51:02
DBLP,1824702,8344615,2,4,952.535513,0,100000,37.834875,115412,0,645765,0,0,0,-1,-1,-1,2022-10-01.05:51:19
DBLP,-1,-1,2,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,596.924,146.926,2022-10-01.05:51:54
Flickr,2302926,22838276,2,4,1281.492820,100000,0,180.201643,108309,128254,10388101,1,1,11034,-1,-1,-1,2022-10-01.05:52:32
Flickr,2302926,22838276,2,4,1298.337241,0,100000,114.159116,108551,0,8473305,0,0,0,-1,-1,-1,2022-10-01.05:53:10
Flickr,-1,-1,2,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,2189.21,490.147,2022-10-01.05:54:19
StackOverflow,2601978,28183518,2,4,2300.788191,100000,0,1010.050479,101414,176204,42383672,10,11,47324,-1,-1,-1,2022-10-01.05:55:30
StackOverflow,2601978,28183518,2,4,2300.296409,0,100000,536.300028,101236,0,24319061,0,0,0,-1,-1,-1,2022-10-01.05:56:38
StackOverflow,-1,-1,2,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,5015.44,842.874,2022-10-01.05:58:44
wiki-edits-sh,4579815,6265043,2,4,279.644995,100000,0,1515.503096,100737,117365,77399454,7,7,11188,-1,-1,-1,2022-10-01.05:58:54
wiki-edits-sh,4579815,6265043,2,4,279.164511,0,100000,1494.389970,100840,0,47438014,0,0,0,-1,-1,-1,2022-10-01.05:59:04
wiki-edits-sh,-1,-1,2,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2022-10-01.06:02:12
DBLP,1824702,8344615,4,4,950.993732,100000,0,37.989090,114906,144236,1031236,0,0,16762,-1,-1,-1,2022-10-01.06:02:30
DBLP,1824702,8344615,4,4,955.510834,0,100000,25.991468,112314,0,612458,0,0,0,-1,-1,-1,2022-10-01.06:02:48
DBLP,-1,-1,4,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,532.851,201.988,2022-10-01.06:03:23
