model,N,M,workers,alg,init-mstime,insert-num,remove-num,mstime,V*,V+,S,tag,batch-repeat,assert,date
er-1m-8m,1000000,8000000,1,2,923.548066,100000,0,328.439376,39510,55197,664169,0,-1,-1,2021-09-27.17:29:32
ba-1m-8m,1000000,7999964,1,3,543.909349,0,100000,34.815609,22169,0,155486,22169,-1,-1,2021-09-27.17:35:27
er-1m-8m,1000000,8000000,1,3,866.093154,0,100000,39.248326,39510,0,435368,39510,-1,-1,2021-09-27.17:36:17
ba-1m-8m,1000000,7999964,1,2,629.178223,0,100000,261.085647,22169,0,310972,0,-1,-1,2021-09-27.17:41:41
er-1m-8m,1000000,8000000,1,2,924.783071,0,100000,382.689421,39510,0,870736,0,-1,-1,2021-09-27.17:42:46
ba-1m-8m,1000000,7999964,1,3,555.806273,100000,0,158.130777,22169,166722,1856147,358468,-1,-1,2021-09-27.17:48:41
er-1m-8m,1000000,8000000,1,3,861.880192,100000,0,82.89095,39510,66758,664169,434218,-1,-1,2021-09-27.17:49:30
ba-1m-8m,1000000,7999964,1,13,548.839192,100000,0,231.30235,22169,156375,1711731,104530,4,-1,2021-09-27.17:54:46
er-1m-8m,1000000,8000000,1,13,858.701938,100000,0,121.324113,39510,62720,631097,53556,5,-1,2021-09-27.17:55:36
ba-1m-8m,1000000,7999964,1,2,634.608938,100000,0,1229.911275,22169,111826,1856147,0,-1,-1,2021-09-27.18:30:59
er-1m-8m,1000000,8000000,1,2,930.84883,100000,0,332.964956,39510,55197,664169,0,-1,-1,2021-09-27.18:32:03
ba-1m-8m,1000000,7999964,1,3,544.563634,0,100000,34.782139,22169,0,155486,22169,-1,-1,2021-09-27.18:37:58
er-1m-8m,1000000,8000000,1,3,859.124459,0,100000,39.265259,39510,0,435368,39510,-1,-1,2021-09-27.18:38:48
ba-1m-8m,1000000,7999964,1,2,630.653504,0,100000,261.03844,22169,0,310972,0,-1,-1,2021-09-27.18:44:12
er-1m-8m,1000000,8000000,1,2,930.719402,0,100000,382.191197,39510,0,870736,0,-1,-1,2021-09-27.18:45:17
ba-1m-8m,1000000,7999964,1,3,550.874235,100000,0,159.621162,22169,166722,1856147,358468,-1,-1,2021-09-27.18:51:11
er-1m-8m,1000000,8000000,1,3,862.615529,100000,0,83.042915,39510,66758,664169,434218,-1,-1,2021-09-27.18:52:01
ba-1m-8m,1000000,7999964,1,13,554.400277,100000,0,232.085823,22169,156375,1711731,104530,4,-1,2021-09-27.18:57:16
er-1m-8m,1000000,8000000,1,13,860.836396,100000,0,119.749333,39510,62720,631097,53556,5,-1,2021-09-27.18:58:06
