model,N,M,workers,alg,init-mstime,insert-num,remove-num,mstime,V*,V+,S,tag,assert,date
ssca2,1048577,157877986,1,2,1342.247743,100000,0,2443.859566,1591613,1652373,125305739,0,-1,2021-08-11.10:29:27
wiki-links,5710993,130160392,1,2,9197.953206,100000,0,1853.370917,185701,201840,61194396,0,-1,2021-08-11.10:32:30
wikitalk,2394385,5021410,1,2,806.085372,100000,0,372.194486,100638,105833,14747805,0,-1,2021-08-11.10:32:44
wiki_talk_en,2987536,24981163,1,2,1274.001778,100000,0,808.116201,99950,105610,21437374,0,-1,2021-08-11.10:32:54
ba-1m-8m,1000000,7999964,1,3,801.340495,100000,0,293.260069,22200,166668,1829282,360945,-1,2021-08-11.10:33:05
baidu,2141301,17794839,1,3,1701.428101,100000,0,262.510250,98836,132690,9929149,814935,-1,2021-08-11.10:33:40
dbpedia,3966925,13820853,1,3,2095.267007,100000,0,157.590112,101149,129274,1905569,1105639,-1,2021-08-11.10:34:03
er-1m-8m,1000000,8000000,1,3,1240.771885,100000,0,103.617216,39137,66218,658392,445531,-1,2021-08-11.10:34:20
livej,4847571,68993773,1,3,5226.405727,100000,0,453.338794,112044,157646,10715291,773880,-1,2021-08-11.10:35:47
patent,6009555,16518948,1,3,3912.221939,100000,0,274.892621,107332,183114,2428043,1036233,-1,2021-08-11.10:37:54
pokec,1632804,30622564,1,3,2474.698223,100000,0,280.218832,85868,147363,6070307,716001,-1,2021-08-11.10:38:29
rmat-1m-8m,999760,7810950,1,3,527.094641,100000,0,455.665617,100442,133350,30456916,634676,-1,2021-08-11.10:38:34
ssca2,1048577,157877986,1,3,2034.475866,100000,0,11362.291258,1595465,1685756,126363618,11984711,-1,2021-08-11.10:40:02
wiki-links,5710993,130160392,1,3,9563.408530,100000,0,5644.289385,186910,218200,56929069,768871,-1,2021-08-11.10:43:26
wikitalk,2394385,5021410,1,3,611.655772,100000,0,318.337843,100660,109466,14540607,1063079,-1,2021-08-11.10:44:05
wiki_talk_en,2987536,24981163,1,3,871.938482,100000,0,456.573746,100192,110066,21943810,949762,-1,2021-08-11.10:44:59
ba-1m-8m,1000000,7999964,1,2,766.452386,0,100000,360.464172,22129,0,155223,0,-1,2021-08-11.10:45:26
baidu,2141301,17794839,1,2,1693.981317,0,100000,439.446369,98825,0,5993461,0,-1,2021-08-11.10:46:02
dbpedia,3966925,13820853,1,2,2252.144710,0,100000,913.051140,100892,0,952956,0,-1,2021-08-11.10:46:36
er-1m-8m,1000000,8000000,1,2,1094.279871,0,100000,495.682875,39527,0,434250,0,-1,2021-08-11.10:47:07
livej,4847571,68993773,1,2,5142.883833,0,100000,429.722644,112084,0,8397729,0,-1,2021-08-11.10:48:23
patent,6009555,16518948,1,2,3658.906667,0,100000,528.485914,106164,0,1499234,0,-1,2021-08-11.10:49:20
pokec,1632804,30622564,1,2,2222.531072,0,100000,420.643177,87013,0,3540711,0,-1,2021-08-11.10:50:00
rmat-1m-8m,999760,7810950,1,2,560.169562,0,100000,425.434273,100604,0,22797508,0,-1,2021-08-11.10:50:05
ssca2,1048577,157877986,1,2,1343.758375,0,100000,2075.775127,1588799,0,120298947,0,-1,2021-08-11.10:51:37
wiki-links,5710993,130160392,1,2,9627.150427,0,100000,1421.732531,187369,0,55783841,0,-1,2021-08-11.10:54:37
wikitalk,2394385,5021410,1,2,769.483716,0,100000,567.480183,100625,0,11116205,0,-1,2021-08-11.10:54:43
wiki_talk_en,2987536,24981163,1,2,1280.785353,0,100000,855.270859,101272,0,21062785,0,-1,2021-08-11.10:54:53
ba-1m-8m,1000000,7999964,1,3,850.189759,0,100000,44.651184,21997,0,154338,21997,-1,2021-08-11.10:55:03
baidu,2141301,17794839,1,3,1672.802971,0,100000,298.767052,98790,0,6025077,98790,-1,2021-08-11.10:55:35
dbpedia,3966925,13820853,1,3,1959.164443,0,100000,823.778983,101088,0,999191,101088,-1,2021-08-11.10:56:43
er-1m-8m,1000000,8000000,1,3,1203.812935,0,100000,51.041136,40270,0,444038,40270,-1,2021-08-11.10:56:55
livej,4847571,68993773,1,3,5351.927744,0,100000,237.573768,113709,0,8544048,113709,-1,2021-08-11.10:58:00
patent,6009555,16518948,1,3,3742.905442,0,100000,102.504966,107922,0,1520767,107922,-1,2021-08-11.11:00:01
pokec,1632804,30622564,1,3,2337.025104,0,100000,152.269279,86679,0,3484580,86679,-1,2021-08-11.11:00:33
rmat-1m-8m,999760,7810950,1,3,520.144243,0,100000,445.949142,99491,0,20489969,99491,-1,2021-08-11.11:00:38
ssca2,1048577,157877986,1,3,2101.499596,0,100000,1269.480913,1590100,0,120402937,1590100,-1,2021-08-11.11:01:54
wiki-links,5710993,130160392,1,3,11116.265734,0,100000,1179.455329,188445,0,49263843,188445,-1,2021-08-11.11:04:40
wikitalk,2394385,5021410,1,3,601.122690,0,100000,431.722484,100536,0,11111051,100536,-1,2021-08-11.11:04:44
wiki_talk_en,2987536,24981163,1,3,869.871081,0,100000,23031.891482,99812,0,17132246,99812,-1,2021-08-11.11:05:15
ba-1m-8m,1000000,7999964,1,2,777.556923,100000,0,2203.253934,22120,111121,1859442,0,-1,2021-08-11.11:05:45
baidu,2141301,17794839,1,2,1730.156808,100000,0,447.150294,98718,120389,10096456,0,-1,2021-08-11.11:06:20
dbpedia,3966925,13820853,1,2,2197.453988,100000,0,401.867694,101367,117568,1655617,0,-1,2021-08-11.11:06:52
er-1m-8m,1000000,8000000,1,2,979.513746,100000,0,833.388165,39505,55150,663072,0,-1,2021-08-11.11:07:24
livej,4847571,68993773,1,2,5060.537883,100000,0,614.640872,111847,139636,11199402,0,-1,2021-08-11.11:08:39
patent,6009555,16518948,1,2,3641.095113,100000,0,1144.171456,108352,158987,2490344,0,-1,2021-08-11.11:09:38
pokec,1632804,30622564,1,2,2121.333798,100000,0,608.808044,86032,126035,6033412,0,-1,2021-08-11.11:10:18
rmat-1m-8m,999760,7810950,1,2,565.232602,100000,0,385.787007,100637,120599,30821136,0,-1,2021-08-11.11:10:24
ssca2,1048577,157877986,1,2,1473.316003,100000,0,2437.748842,1594288,1654711,125629262,0,-1,2021-08-11.11:11:55
wiki-links,5710993,130160392,1,2,9552.405041,100000,0,1725.266911,185094,201958,54609277,0,-1,2021-08-11.11:14:56
wikitalk,2394385,5021410,1,2,784.343220,100000,0,360.401980,100753,105714,14334079,0,-1,2021-08-11.11:15:02
wiki_talk_en,2987536,24981163,1,2,1299.306373,100000,0,771.050201,101180,106761,25384721,0,-1,2021-08-11.11:15:12
ba-1m-8m,1000000,7999964,1,3,823.922045,100000,0,300.422059,22103,167276,1866171,373644,-1,2021-08-11.11:15:23
baidu,2141301,17794839,1,3,1624.718153,100000,0,266.718342,97962,132170,10153233,813393,-1,2021-08-11.11:15:57
dbpedia,3966925,13820853,1,3,1945.625251,100000,0,161.491168,100401,127758,1719487,1096715,-1,2021-08-11.11:17:11
er-1m-8m,1000000,8000000,1,3,1192.638956,100000,0,101.291274,39217,66459,661853,451865,-1,2021-08-11.11:17:27
livej,4847571,68993773,1,3,5453.088286,100000,0,465.633814,113814,159587,11067769,775450,-1,2021-08-11.11:18:55
patent,6009555,16518948,1,3,3670.410978,100000,0,268.909242,107599,183945,2419439,1024136,-1,2021-08-11.11:21:00
pokec,1632804,30622564,1,3,2518.514447,100000,0,278.078292,85707,147687,6118494,712226,-1,2021-08-11.11:21:35
rmat-1m-8m,999760,7810950,1,3,484.732640,100000,0,392.984577,99576,132683,28310012,634243,-1,2021-08-11.11:21:44
ssca2,1048577,157877986,1,3,2037.228512,100000,0,11071.472497,1588505,1680309,125945188,11961792,-1,2021-08-11.11:23:12
wiki-links,5710993,130160392,1,3,9960.079090,100000,0,5584.666215,184935,216313,57023129,768499,-1,2021-08-11.11:26:34
wikitalk,2394385,5021410,1,3,606.058708,100000,0,326.831085,100506,109681,15034340,1048710,-1,2021-08-11.11:26:39
wiki_talk_en,2987536,24981163,1,3,871.615638,100000,0,528.160211,101044,110764,25327277,928332,-1,2021-08-11.11:27:33
ba-1m-8m,1000000,7999964,1,2,771.460084,0,100000,347.218633,22162,0,155496,0,-1,2021-08-11.11:28:00
baidu,2141301,17794839,1,2,1710.249735,0,100000,442.156196,98435,0,6165605,0,-1,2021-08-11.11:28:35
dbpedia,3966925,13820853,1,2,2160.038205,0,100000,895.057985,101259,0,931828,0,-1,2021-08-11.11:29:08
er-1m-8m,1000000,8000000,1,2,1055.496504,0,100000,504.357940,39239,0,430776,0,-1,2021-08-11.11:29:39
livej,4847571,68993773,1,2,5133.286629,0,100000,426.038990,112022,0,7870599,0,-1,2021-08-11.11:30:54
patent,6009555,16518948,1,2,3702.086176,0,100000,522.918350,106468,0,1448263,0,-1,2021-08-11.11:31:51
pokec,1632804,30622564,1,2,2109.111900,0,100000,434.870894,86085,0,3407176,0,-1,2021-08-11.11:32:31
rmat-1m-8m,999760,7810950,1,2,586.558389,0,100000,407.183235,99718,0,20399727,0,-1,2021-08-11.11:32:37
ssca2,1048577,157877986,1,2,1375.874957,0,100000,2019.990654,1586899,0,120208866,0,-1,2021-08-11.11:34:07
wiki-links,5710993,130160392,1,2,9334.430593,0,100000,1348.529021,188018,0,51581133,0,-1,2021-08-11.11:37:09
wikitalk,2394385,5021410,1,2,787.250249,0,100000,573.662083,100659,0,11034976,0,-1,2021-08-11.11:37:15
wiki_talk_en,2987536,24981163,1,2,1318.662441,0,100000,802.795570,99937,0,17379786,0,-1,2021-08-11.11:37:25
ba-1m-8m,1000000,7999964,1,3,886.087117,0,100000,44.745145,22255,0,156118,22255,-1,2021-08-11.11:37:34
baidu,2141301,17794839,1,3,1792.191330,0,100000,301.225057,99023,0,6041114,99023,-1,2021-08-11.11:38:07
dbpedia,3966925,13820853,1,3,1973.627804,0,100000,843.711877,100956,0,874236,100956,-1,2021-08-11.11:39:14
er-1m-8m,1000000,8000000,1,3,1332.441604,0,100000,50.892595,39429,0,434614,39429,-1,2021-08-11.11:39:26
livej,4847571,68993773,1,3,5501.932651,0,100000,233.054104,110905,0,8045386,110905,-1,2021-08-11.11:40:49
patent,6009555,16518948,1,3,3838.819244,0,100000,99.732479,104560,0,1422837,104560,-1,2021-08-11.11:42:50
pokec,1632804,30622564,1,3,2406.042574,0,100000,150.443331,86235,0,3479912,86235,-1,2021-08-11.11:43:23
rmat-1m-8m,999760,7810950,1,3,512.892582,0,100000,481.454967,100844,0,22993579,100844,-1,2021-08-11.11:43:28
ssca2,1048577,157877986,1,3,2155.637611,0,100000,1270.331711,1593955,0,120758275,1593955,-1,2021-08-11.11:44:43
wiki-links,5710993,130160392,1,3,10527.469883,0,100000,1177.852872,190510,0,51840063,190510,-1,2021-08-11.11:47:30
wikitalk,2394385,5021410,1,3,603.285160,0,100000,397.970026,99996,0,9582287,99996,-1,2021-08-11.11:47:34
wiki_talk_en,2987536,24981163,1,3,917.820496,0,100000,32637.918714,100052,0,17417996,100052,-1,2021-08-11.11:48:15
ba-1m-8m,1000000,7999964,1,2,783.919955,100000,0,1746.035832,21911,111412,1845861,0,-1,2021-08-11.11:48:45
baidu,2141301,17794839,1,2,1751.791368,100000,0,520.919070,103138,123431,14175470,0,-1,2021-08-11.11:49:20
dbpedia,3966925,13820853,1,2,2188.109447,100000,0,408.365837,101049,117736,1835343,0,-1,2021-08-11.11:49:46
er-1m-8m,1000000,8000000,1,2,1045.020173,100000,0,662.061712,39950,55772,672281,0,-1,2021-08-11.11:50:18
livej,4847571,68993773,1,2,5174.482070,100000,0,620.950882,113135,139856,11342501,0,-1,2021-08-11.11:51:33
patent,6009555,16518948,1,2,3627.313579,100000,0,1293.275784,107907,159560,2493969,0,-1,2021-08-11.11:52:31
pokec,1632804,30622564,1,2,2480.102914,100000,0,787.040836,87023,127936,6256416,0,-1,2021-08-11.11:53:11
rmat-1m-8m,999760,7810950,1,2,530.827057,100000,0,382.127382,100955,120412,30550880,0,-1,2021-08-11.11:53:18
ssca2,1048577,157877986,1,2,1421.681901,100000,0,2470.535470,1594922,1656015,125707078,0,-1,2021-08-11.11:54:50
wiki-links,5710993,130160392,1,2,9335.885467,100000,0,1718.678107,188911,205239,56951020,0,-1,2021-08-11.11:57:51
wikitalk,2394385,5021410,1,2,769.372164,100000,0,478.656500,100470,105682,14627804,0,-1,2021-08-11.11:57:57
wiki_talk_en,2987536,24981163,1,2,1268.066820,100000,0,667.425484,99993,105573,21108306,0,-1,2021-08-11.11:58:07
ba-1m-8m,1000000,7999964,1,3,929.038205,100000,0,297.628282,21848,167079,1872644,363772,-1,2021-08-11.11:58:18
baidu,2141301,17794839,1,3,1782.098922,100000,0,265.752292,98612,132995,10105336,819398,-1,2021-08-11.11:58:52
dbpedia,3966925,13820853,1,3,1977.109388,100000,0,157.831623,101782,128679,1954191,1118024,-1,2021-08-11.12:00:06
er-1m-8m,1000000,8000000,1,3,1238.169699,100000,0,104.823499,39308,66973,666073,439746,-1,2021-08-11.12:00:19
livej,4847571,68993773,1,3,5772.396748,100000,0,505.558121,113207,160086,11537798,775637,-1,2021-08-11.12:01:49
patent,6009555,16518948,1,3,3917.031323,100000,0,275.637668,106930,183446,2470914,1023654,-1,2021-08-11.12:03:55
pokec,1632804,30622564,1,3,2679.372950,100000,0,314.878839,85894,147718,6059684,719744,-1,2021-08-11.12:04:32
rmat-1m-8m,999760,7810950,1,3,496.464843,100000,0,468.236989,100546,133685,31118237,635024,-1,2021-08-11.12:04:45
ssca2,1048577,157877986,1,3,2076.856506,100000,0,11211.190335,1598398,1687098,126423290,11994983,-1,2021-08-11.12:06:13
wiki-links,5710993,130160392,1,3,10729.841969,100000,0,6236.449426,189074,220932,64858282,775656,-1,2021-08-11.12:09:37
wikitalk,2394385,5021410,1,3,618.775001,100000,0,345.532667,100516,109552,15023243,1083030,-1,2021-08-11.12:10:08
wiki_talk_en,2987536,24981163,1,3,878.478425,100000,0,446.278866,99984,109282,21450948,941612,-1,2021-08-11.12:11:00
ba-1m-8m,1000000,7999964,1,2,776.118940,0,100000,359.341250,22021,0,154485,0,-1,2021-08-11.12:11:27
baidu,2141301,17794839,1,2,1764.938946,0,100000,439.755882,99276,0,6151992,0,-1,2021-08-11.12:12:01
dbpedia,3966925,13820853,1,2,2246.857907,0,100000,901.149904,100707,0,1061006,0,-1,2021-08-11.12:12:36
er-1m-8m,1000000,8000000,1,2,1123.574676,0,100000,500.294250,39167,0,430864,0,-1,2021-08-11.12:13:08
livej,4847571,68993773,1,2,5117.250344,0,100000,431.647573,114527,0,8497175,0,-1,2021-08-11.12:14:22
patent,6009555,16518948,1,2,3617.702025,0,100000,521.328774,105020,0,1447743,0,-1,2021-08-11.12:15:18
pokec,1632804,30622564,1,2,2073.780797,0,100000,473.933703,86879,0,3575791,0,-1,2021-08-11.12:15:58
rmat-1m-8m,999760,7810950,1,2,530.566354,0,100000,403.426069,99150,0,20232883,0,-1,2021-08-11.12:16:05
ssca2,1048577,157877986,1,2,1384.488409,0,100000,2042.311811,1587611,0,120118566,0,-1,2021-08-11.12:17:35
wiki-links,5710993,130160392,1,2,9842.885053,0,100000,1391.990353,182807,0,46774146,0,-1,2021-08-11.12:20:38
wikitalk,2394385,5021410,1,2,815.646064,0,100000,449.699929,100585,0,11041792,0,-1,2021-08-11.12:20:44
wiki_talk_en,2987536,24981163,1,2,1336.347693,0,100000,804.370754,100004,0,17103604,0,-1,2021-08-11.12:20:54
ba-1m-8m,1000000,7999964,1,3,836.647437,0,100000,43.936997,21869,0,153432,21869,-1,2021-08-11.12:21:03
baidu,2141301,17794839,1,3,1631.035935,0,100000,302.541759,98483,0,5930395,98483,-1,2021-08-11.12:21:37
dbpedia,3966925,13820853,1,3,1921.915031,0,100000,826.545160,100355,0,882988,100355,-1,2021-08-11.12:22:45
er-1m-8m,1000000,8000000,1,3,1122.530086,0,100000,50.850244,40046,0,440714,40046,-1,2021-08-11.12:22:57
livej,4847571,68993773,1,3,5352.194806,0,100000,232.350556,112167,0,8258334,112167,-1,2021-08-11.12:24:01
patent,6009555,16518948,1,3,3844.954154,0,100000,101.423615,106432,0,1475117,106432,-1,2021-08-11.12:26:03
pokec,1632804,30622564,1,3,2614.661181,0,100000,151.150078,85799,0,3384392,85799,-1,2021-08-11.12:26:36
rmat-1m-8m,999760,7810950,1,3,534.887136,0,100000,478.740571,100801,0,22864498,100801,-1,2021-08-11.12:26:41
ssca2,1048577,157877986,1,3,2087.443259,0,100000,1273.789895,1595211,0,120862542,1595211,-1,2021-08-11.12:27:56
wiki-links,5710993,130160392,1,3,10011.527851,0,100000,1318.461079,186187,0,55351020,186187,-1,2021-08-11.12:30:39
wikitalk,2394385,5021410,1,3,601.022039,0,100000,388.505335,100096,0,9689756,100096,-1,2021-08-11.12:30:57
wiki_talk_en,2987536,24981163,1,3,860.871083,0,100000,31096.965694,99959,0,17451059,99959,-1,2021-08-11.12:31:36
ba-1m-8m,1000000,7999964,1,2,782.445121,100000,0,2078.878415,21985,111071,1854268,0,-1,2021-08-11.12:32:06
baidu,2141301,17794839,1,2,1765.118838,100000,0,439.155657,98772,119923,9872049,0,-1,2021-08-11.12:32:41
dbpedia,3966925,13820853,1,2,2149.273420,100000,0,409.572649,101127,118054,1763578,0,-1,2021-08-11.12:33:07
er-1m-8m,1000000,8000000,1,2,1017.582436,100000,0,892.178738,39341,54923,660591,0,-1,2021-08-11.12:33:39
livej,4847571,68993773,1,2,5150.460227,100000,0,631.952129,112875,140059,11146114,0,-1,2021-08-11.12:34:54
patent,6009555,16518948,1,2,3623.720234,100000,0,1243.622561,105510,156243,2382476,0,-1,2021-08-11.12:35:52
pokec,1632804,30622564,1,2,2166.102093,100000,0,614.352338,86780,128413,6207669,0,-1,2021-08-11.12:36:32
rmat-1m-8m,999760,7810950,1,2,580.332088,100000,0,358.612354,99344,119231,27977897,0,-1,2021-08-11.12:36:38
ssca2,1048577,157877986,1,2,1392.919372,100000,0,2448.312825,1587810,1648887,125193260,0,-1,2021-08-11.12:38:10
wiki-links,5710993,130160392,1,2,9652.527473,100000,0,1742.497138,188737,205678,61564964,0,-1,2021-08-11.12:41:12
wikitalk,2394385,5021410,1,2,810.926178,100000,0,355.967038,100670,105744,14121296,0,-1,2021-08-11.12:41:17
wiki_talk_en,2987536,24981163,1,2,1363.552067,100000,0,726.333196,100077,105966,21799689,0,-1,2021-08-11.12:41:28
ba-1m-8m,1000000,7999964,1,3,858.904414,100000,0,294.145498,22363,165690,1824456,365597,-1,2021-08-11.12:41:39
baidu,2141301,17794839,1,3,1649.979989,100000,0,262.407609,98348,132708,9966180,815740,-1,2021-08-11.12:42:13
dbpedia,3966925,13820853,1,3,1917.360797,100000,0,161.535509,101409,127814,1856740,1141612,-1,2021-08-11.12:43:26
er-1m-8m,1000000,8000000,1,3,1254.156334,100000,0,104.510875,39605,66893,665050,438776,-1,2021-08-11.12:43:43
livej,4847571,68993773,1,3,5600.590440,100000,0,500.262390,114263,160676,11588885,790986,-1,2021-08-11.12:45:11
patent,6009555,16518948,1,3,4041.349351,100000,0,287.499493,107018,184073,2587532,1026809,-1,2021-08-11.12:47:17
pokec,1632804,30622564,1,3,2508.277568,100000,0,281.908159,86543,148207,6127617,735298,-1,2021-08-11.12:47:53
rmat-1m-8m,999760,7810950,1,3,510.127837,100000,0,394.840806,99522,132902,28868093,632777,-1,2021-08-11.12:48:06
ssca2,1048577,157877986,1,3,2173.215633,100000,0,11376.116138,1589675,1679561,125812108,11940565,-1,2021-08-11.12:49:34
wiki-links,5710993,130160392,1,3,10066.636696,100000,0,5401.887689,186845,215016,55424665,759205,-1,2021-08-11.12:52:35
wikitalk,2394385,5021410,1,3,601.531244,100000,0,328.899135,100698,109164,14865276,1069859,-1,2021-08-11.12:52:52
wiki_talk_en,2987536,24981163,1,3,872.179513,100000,0,527.964630,101097,110727,25571941,943782,-1,2021-08-11.12:53:34
ba-1m-8m,1000000,7999964,1,2,796.740541,0,100000,353.840447,22003,0,154363,0,-1,2021-08-11.12:54:01
baidu,2141301,17794839,1,2,1682.218273,0,100000,431.846025,98003,0,5830922,0,-1,2021-08-11.12:54:35
dbpedia,3966925,13820853,1,2,2236.521377,0,100000,930.293418,100959,0,1120477,0,-1,2021-08-11.12:55:10
er-1m-8m,1000000,8000000,1,2,1001.803702,0,100000,510.922943,38854,0,427442,0,-1,2021-08-11.12:55:41
livej,4847571,68993773,1,2,5237.586623,0,100000,436.036346,112374,0,8465535,0,-1,2021-08-11.12:56:55
patent,6009555,16518948,1,2,3634.139775,0,100000,529.303032,107656,0,1531211,0,-1,2021-08-11.12:57:51
pokec,1632804,30622564,1,2,2424.828057,0,100000,422.210522,85975,0,3423369,0,-1,2021-08-11.12:58:32
rmat-1m-8m,999760,7810950,1,2,582.545200,0,100000,411.997993,99418,0,20595294,0,-1,2021-08-11.12:58:37
