model,N,M,workers,alg,init-mstime,insert-num,remove-num,mstime,V*,V+,S,tag,assert,date
rmat-1m-8m,999760,7810950,1,3,395.259464,100000,0,279.427037,87786,134560,31372623,637813,-1,2021-09-13.16:01:26
ssca2,1048577,157877986,1,3,2132.983909,100000,0,2363.644360,1533767,1685886,126379985,11963542,-1,2021-09-13.16:02:25
wiki-links,5710993,130160392,1,3,9853.674975,100000,0,830.939121,169624,212960,61042578,761302,-1,2021-09-13.16:04:40
wikitalk,2394385,5021410,1,3,463.127097,100000,0,200.912858,96453,108697,13115589,1040934,-1,2021-09-13.16:04:43
wiki_talk_en,2987536,24981163,1,3,676.233662,100000,0,299.532106,96143,109475,21800422,928630,-1,2021-09-13.16:04:50
ba-1m-8m,1000000,7999964,1,2,647.531498,0,100000,258.718937,21974,0,308388,0,-1,2021-09-13.16:05:06
baidu,2141301,17794839,1,2,1359.576909,0,100000,437.805186,103118,0,20998294,0,-1,2021-09-13.16:05:33
dbpedia,3966925,13820853,1,2,1633.525000,0,100000,841.620794,101616,0,2424432,0,-1,2021-09-13.16:05:53
er-1m-8m,1000000,8000000,1,2,1087.694877,0,100000,393.445657,39656,0,872230,0,-1,2021-09-13.16:06:11
livej,4847571,68993773,1,2,4741.287444,0,100000,364.949244,114424,0,17846360,0,-1,2021-09-13.16:07:08
patent,6009555,16518948,1,2,3411.858781,0,100000,373.260434,106979,0,2987438,0,-1,2021-09-13.16:07:49
pokec,1632804,30622564,1,2,1797.745783,0,100000,349.428222,86249,0,6814226,0,-1,2021-09-13.16:08:18
rmat-1m-8m,999760,7810950,1,2,422.669657,0,100000,368.439352,100476,0,45417688,0,-1,2021-09-13.16:08:23
ssca2,1048577,157877986,1,2,1206.269472,0,100000,1779.655263,1597215,0,242022066,0,-1,2021-09-13.16:09:28
wiki-links,5710993,130160392,1,2,9249.052156,0,100000,1076.268168,184697,0,97009252,0,-1,2021-09-13.16:11:52
wikitalk,2394385,5021410,1,2,534.624409,0,100000,388.500645,100579,0,22436242,0,-1,2021-09-13.16:11:56
wiki_talk_en,2987536,24981163,1,2,753.237087,0,100000,699.378306,100158,0,34152242,0,-1,2021-09-13.16:12:04
ba-1m-8m,1000000,7999964,1,3,760.121630,0,100000,35.026797,21915,0,153701,21915,-1,2021-09-13.16:12:11
baidu,2141301,17794839,1,3,1343.223299,0,100000,325.228018,102921,0,10249148,102921,-1,2021-09-13.16:12:36
dbpedia,3966925,13820853,1,3,1630.855260,0,100000,557.037013,100744,0,1008763,100744,-1,2021-09-13.16:12:53
er-1m-8m,1000000,8000000,1,3,1258.875914,0,100000,39.884796,39800,0,438764,39800,-1,2021-09-13.16:13:02
livej,4847571,68993773,1,3,4814.722744,0,100000,184.223661,111686,0,7915780,111686,-1,2021-09-13.16:13:53
patent,6009555,16518948,1,3,3583.884219,0,100000,82.997341,104415,0,1442712,104415,-1,2021-09-13.16:14:26
pokec,1632804,30622564,1,3,1909.348801,0,100000,118.873520,85568,0,3319608,85568,-1,2021-09-13.16:14:51
rmat-1m-8m,999760,7810950,1,3,397.411478,0,100000,395.859957,100481,0,22738680,100481,-1,2021-09-13.16:14:56
ssca2,1048577,157877986,1,3,2123.561377,0,100000,1064.973652,1589881,0,120430423,1589881,-1,2021-09-13.16:15:54
wiki-links,5710993,130160392,1,3,9800.071933,0,100000,972.299759,185699,0,48486759,185699,-1,2021-09-13.16:18:09
wikitalk,2394385,5021410,1,3,466.199820,0,100000,342.086305,100573,0,11194526,100573,-1,2021-09-13.16:18:13
wiki_talk_en,2987536,24981163,1,3,678.340600,0,100000,652.375544,100099,0,17094607,100099,-1,2021-09-13.16:18:20
ba-1m-8m,1000000,7999964,1,2,640.901418,100000,0,1238.488551,21747,111756,1868335,0,-1,2021-09-13.16:18:38
baidu,2141301,17794839,1,2,1348.504536,100000,0,386.211691,98463,119081,10057162,0,-1,2021-09-13.16:19:04
dbpedia,3966925,13820853,1,2,1637.066658,100000,0,328.919080,101795,118426,1810692,0,-1,2021-09-13.16:19:24
er-1m-8m,1000000,8000000,1,2,1084.705118,100000,0,344.016011,39159,54639,657298,0,-1,2021-09-13.16:19:42
livej,4847571,68993773,1,2,4737.136574,100000,0,501.806295,112098,139570,10631787,0,-1,2021-09-13.16:20:40
patent,6009555,16518948,1,2,3403.102287,100000,0,669.406938,104681,154841,2382898,0,-1,2021-09-13.16:21:21
pokec,1632804,30622564,1,2,1784.071901,100000,0,534.932691,86546,127481,6181091,0,-1,2021-09-13.16:21:50
rmat-1m-8m,999760,7810950,1,2,417.143172,100000,0,354.445268,100492,120447,30488467,0,-1,2021-09-13.16:21:55
ssca2,1048577,157877986,1,2,1226.654953,100000,0,2183.968269,1591567,1650773,125299180,0,-1,2021-09-13.16:23:00
wiki-links,5710993,130160392,1,2,9231.353517,100000,0,989.139413,187771,203756,52540896,0,-1,2021-09-13.16:25:23
wikitalk,2394385,5021410,1,2,534.252204,100000,0,303.756934,100502,105649,14417986,0,-1,2021-09-13.16:25:27
wiki_talk_en,2987536,24981163,1,2,752.187777,100000,0,459.130139,101064,106937,25613193,0,-1,2021-09-13.16:25:36
ba-1m-8m,1000000,7999964,1,3,758.895246,100000,0,162.423280,-32799,165668,1866175,371175,-1,2021-09-13.16:25:42
baidu,2141301,17794839,1,3,1339.154579,100000,0,218.576441,85904,133584,10464045,809300,-1,2021-09-13.16:26:07
dbpedia,3966925,13820853,1,3,1620.906295,100000,0,129.781688,91227,127700,1656224,1131141,-1,2021-09-13.16:26:24
er-1m-8m,1000000,8000000,1,3,1237.384880,100000,0,87.338998,27987,66454,660513,438045,-1,2021-09-13.16:26:33
livej,4847571,68993773,1,3,4830.364217,100000,0,249.755257,94625,160438,11479970,778108,-1,2021-09-13.16:27:24
patent,6009555,16518948,1,3,3572.394083,100000,0,197.801151,83324,182997,2429335,1028004,-1,2021-09-13.16:27:58
pokec,1632804,30622564,1,3,1870.967373,100000,0,195.176019,63837,146334,5931889,718098,-1,2021-09-13.16:28:22
rmat-1m-8m,999760,7810950,1,3,396.752625,100000,0,275.537696,87342,133370,30180947,636064,-1,2021-09-13.16:28:27
ssca2,1048577,157877986,1,3,2130.856213,100000,0,2359.977903,1529167,1677346,125882727,11994164,-1,2021-09-13.16:29:26
wiki-links,5710993,130160392,1,3,9872.621565,100000,0,861.276726,167518,220842,62495169,764075,-1,2021-09-13.16:31:42
wikitalk,2394385,5021410,1,3,463.893998,100000,0,203.653936,96726,108518,12819920,1082431,-1,2021-09-13.16:31:45
wiki_talk_en,2987536,24981163,1,3,674.234746,100000,0,339.118608,97316,110870,25846276,952487,-1,2021-09-13.16:31:52
ba-1m-8m,1000000,7999964,1,2,636.918188,0,100000,258.506358,21906,0,307264,0,-1,2021-09-13.16:32:08
baidu,2141301,17794839,1,2,1359.096146,0,100000,381.891308,98881,0,12189030,0,-1,2021-09-13.16:32:34
dbpedia,3966925,13820853,1,2,1632.790099,0,100000,834.548573,101430,0,2029616,0,-1,2021-09-13.16:32:55
er-1m-8m,1000000,8000000,1,2,1092.883934,0,100000,391.290209,39258,0,862786,0,-1,2021-09-13.16:33:13
livej,4847571,68993773,1,2,4738.427003,0,100000,354.877409,112603,0,15725338,0,-1,2021-09-13.16:34:10
patent,6009555,16518948,1,2,3418.089223,0,100000,375.306632,107340,0,3029738,0,-1,2021-09-13.16:34:51
pokec,1632804,30622564,1,2,1805.999319,0,100000,340.619089,85433,0,6838858,0,-1,2021-09-13.16:35:20
rmat-1m-8m,999760,7810950,1,2,419.557126,0,100000,370.862642,100658,0,45671824,0,-1,2021-09-13.16:35:25
ssca2,1048577,157877986,1,2,1209.603220,0,100000,1781.432089,1597731,0,242201732,0,-1,2021-09-13.16:36:30
wiki-links,5710993,130160392,1,2,9254.456438,0,100000,1122.467046,190880,0,105035106,0,-1,2021-09-13.16:38:53
wikitalk,2394385,5021410,1,2,534.337822,0,100000,390.612807,100716,0,22512622,0,-1,2021-09-13.16:38:58
wiki_talk_en,2987536,24981163,1,2,753.570106,0,100000,746.016058,101138,0,42487946,0,-1,2021-09-13.16:39:06
ba-1m-8m,1000000,7999964,1,3,754.940060,0,100000,35.653442,21963,0,154098,21963,-1,2021-09-13.16:39:13
baidu,2141301,17794839,1,3,1349.952926,0,100000,244.293195,98714,0,5941082,98714,-1,2021-09-13.16:39:37
dbpedia,3966925,13820853,1,3,1626.306581,0,100000,570.522596,101716,0,1145558,101716,-1,2021-09-13.16:39:54
er-1m-8m,1000000,8000000,1,3,1261.349442,0,100000,40.091601,39898,0,439392,39898,-1,2021-09-13.16:40:04
livej,4847571,68993773,1,3,4849.726949,0,100000,184.076126,111852,0,8027943,111852,-1,2021-09-13.16:40:55
patent,6009555,16518948,1,3,3568.440002,0,100000,84.701813,106997,0,1485889,106997,-1,2021-09-13.16:41:28
pokec,1632804,30622564,1,3,1887.267412,0,100000,121.991751,87171,0,3471623,87171,-1,2021-09-13.16:41:53
rmat-1m-8m,999760,7810950,1,3,398.034925,0,100000,394.424957,100546,0,22784913,100546,-1,2021-09-13.16:41:58
ssca2,1048577,157877986,1,3,2128.763380,0,100000,1062.820295,1589866,0,120304756,1589866,-1,2021-09-13.16:42:56
wiki-links,5710993,130160392,1,3,9876.754105,0,100000,1029.440084,190792,0,50840870,190792,-1,2021-09-13.16:45:11
wikitalk,2394385,5021410,1,3,466.228856,0,100000,337.955618,100654,0,10924170,100654,-1,2021-09-13.16:45:15
wiki_talk_en,2987536,24981163,1,3,678.377026,0,100000,646.836088,99991,0,17117982,99991,-1,2021-09-13.16:45:22
ba-1m-8m,1000000,7999964,1,2,641.505296,100000,0,1218.990872,21933,111180,1836753,0,-1,2021-09-13.16:45:39
baidu,2141301,17794839,1,2,1348.082640,100000,0,383.593541,99005,119600,9806504,0,-1,2021-09-13.16:46:06
dbpedia,3966925,13820853,1,2,1629.582826,100000,0,320.069815,101225,117693,1649286,0,-1,2021-09-13.16:46:26
er-1m-8m,1000000,8000000,1,2,1088.636858,100000,0,342.069329,39682,55323,665481,0,-1,2021-09-13.16:46:44
livej,4847571,68993773,1,2,4735.579092,100000,0,515.711545,114010,142134,11391248,0,-1,2021-09-13.16:47:42
patent,6009555,16518948,1,2,3405.562080,100000,0,675.564343,106400,157162,2417113,0,-1,2021-09-13.16:48:23
pokec,1632804,30622564,1,2,1789.780505,100000,0,523.744843,85079,124895,5978233,0,-1,2021-09-13.16:48:51
rmat-1m-8m,999760,7810950,1,2,417.579459,100000,0,357.142431,100438,120323,30466013,0,-1,2021-09-13.16:48:57
ssca2,1048577,157877986,1,2,1222.511295,100000,0,2182.248140,1593710,1653728,125508378,0,-1,2021-09-13.16:50:02
wiki-links,5710993,130160392,1,2,9257.674411,100000,0,1023.470944,186625,203318,55562310,0,-1,2021-09-13.16:52:25
wikitalk,2394385,5021410,1,2,533.872407,100000,0,302.854105,100645,106034,14617640,0,-1,2021-09-13.16:52:29
wiki_talk_en,2987536,24981163,1,2,751.971080,100000,0,457.899414,100990,106698,25545694,0,-1,2021-09-13.16:52:38
ba-1m-8m,1000000,7999964,1,3,753.095846,100000,0,162.169894,-32289,166018,1880398,364560,-1,2021-09-13.16:52:44
baidu,2141301,17794839,1,3,1337.472520,100000,0,218.605101,86164,133918,10510576,821358,-1,2021-09-13.16:53:09
dbpedia,3966925,13820853,1,3,1624.672225,100000,0,129.033546,91199,128228,1781260,1108409,-1,2021-09-13.16:53:26
er-1m-8m,1000000,8000000,1,3,1252.075595,100000,0,87.819783,27690,66974,665723,442582,-1,2021-09-13.16:53:35
livej,4847571,68993773,1,3,4830.645997,100000,0,243.593856,94263,158144,11109153,778591,-1,2021-09-13.16:54:26
patent,6009555,16518948,1,3,3570.454731,100000,0,197.735974,80810,181888,2374346,1017511,-1,2021-09-13.16:55:00
pokec,1632804,30622564,1,3,1867.563262,100000,0,201.009248,65578,149616,6281765,723703,-1,2021-09-13.16:55:24
rmat-1m-8m,999760,7810950,1,3,395.816299,100000,0,281.430049,87830,133784,30873502,635944,-1,2021-09-13.16:55:30
ssca2,1048577,157877986,1,3,2185.345984,100000,0,2365.898918,1530924,1681283,126044827,11978639,-1,2021-09-13.16:56:29
wiki-links,5710993,130160392,1,3,9857.933703,100000,0,778.762667,174863,217344,55985556,766183,-1,2021-09-13.16:58:43
wikitalk,2394385,5021410,1,3,462.404472,100000,0,223.595946,97138,109454,14716892,1081717,-1,2021-09-13.16:58:47
wiki_talk_en,2987536,24981163,1,3,674.530663,100000,0,299.486862,95989,109545,21839508,943493,-1,2021-09-13.16:58:54
ba-1m-8m,1000000,7999964,1,2,635.585502,0,100000,261.871132,22222,0,311648,0,-1,2021-09-13.16:59:10
baidu,2141301,17794839,1,2,1351.706186,0,100000,376.071412,98285,0,11563110,0,-1,2021-09-13.16:59:36
dbpedia,3966925,13820853,1,2,1634.033975,0,100000,837.163554,100725,0,1891898,0,-1,2021-09-13.16:59:56
er-1m-8m,1000000,8000000,1,2,1097.834589,0,100000,377.866225,38892,0,854902,0,-1,2021-09-13.17:00:15
livej,4847571,68993773,1,2,4762.219774,0,100000,367.057225,113837,0,17923184,0,-1,2021-09-13.17:01:12
patent,6009555,16518948,1,2,3413.590838,0,100000,369.488248,105978,0,2935850,0,-1,2021-09-13.17:01:53
pokec,1632804,30622564,1,2,1821.204935,0,100000,355.470345,87084,0,7090782,0,-1,2021-09-13.17:02:22
rmat-1m-8m,999760,7810950,1,2,419.157606,0,100000,368.592103,100798,0,45542226,0,-1,2021-09-13.17:02:27
