model,N,M,workers,alg,init-mstime,insert-num,remove-num,mstime,V*,V+,S,tag,batch-repeat,assert,date
rmat-1m-8m,999760,7810950,1,2,495.238619,100000,0,1027.729863,100447,120439,30615026,0,-1,-1,2021-09-29.19:12:45
ssca2,1048577,157877986,1,2,1257.919355,100000,0,2455.012115,1592871,1654719,125694681,0,-1,-1,2021-09-29.19:14:08
wiki-links,5710993,130160392,1,2,8640.729980,100000,0,1212.712348,189707,206357,59141161,0,-1,-1,2021-09-29.19:16:57
wikitalk,2394385,5021410,1,2,712.447118,100000,0,540.487609,99797,104970,12676351,0,-1,-1,2021-09-29.19:17:02
wiki_talk_en,2987536,24981163,1,2,1198.461315,100000,0,478.272723,100062,105749,21214237,0,-1,-1,2021-09-29.19:17:11
ba-1m-8m,1000000,7999964,1,3,733.697410,0,100000,2971.699164,21940,0,153939,21940,-1,-1,2021-09-29.19:17:19
baidu,2141301,17794839,1,3,1714.992984,0,100000,279.616837,98235,0,5781599,98235,-1,-1,2021-09-29.19:17:51
dbpedia,3966925,13820853,1,3,1843.413501,0,100000,648.631467,101302,0,1039313,101302,-1,-1,2021-09-29.19:18:11
er-1m-8m,1000000,8000000,1,3,1028.445067,0,100000,51.495052,39505,0,434142,39505,-1,-1,2021-09-29.19:18:22
livej,4847571,68993773,1,3,5422.146873,0,100000,21034.077821,113673,0,8655366,113673,-1,-1,2021-09-29.19:19:44
patent,6009555,16518948,1,3,3339.660841,0,100000,753.674788,106246,0,1473524,106246,-1,-1,2021-09-29.19:20:22
pokec,1632804,30622564,1,3,2158.148056,0,100000,146.885877,85610,0,3374965,85610,-1,-1,2021-09-29.19:20:53
rmat-1m-8m,999760,7810950,1,3,487.022694,0,100000,435.616512,99579,0,20468025,99579,-1,-1,2021-09-29.19:20:57
ssca2,1048577,157877986,1,3,1303.994575,0,100000,1236.565880,1598365,0,120956819,1598365,-1,-1,2021-09-29.19:22:10
wiki-links,5710993,130160392,1,3,10790.195772,0,100000,1155.778418,185631,0,49332897,185631,-1,-1,2021-09-29.19:24:53
wikitalk,2394385,5021410,1,3,595.919165,0,100000,392.807305,100702,0,10990784,100702,-1,-1,2021-09-29.19:24:57
wiki_talk_en,2987536,24981163,1,3,849.704159,0,100000,772.127993,99995,0,17154007,99995,-1,-1,2021-09-29.19:25:05
ba-1m-8m,1000000,7999964,1,2,733.233492,0,100000,2488.085797,22204,0,311514,0,-1,-1,2021-09-29.19:25:23
baidu,2141301,17794839,1,2,1603.327500,0,100000,451.551756,98452,0,11718206,0,-1,-1,2021-09-29.19:25:56
dbpedia,3966925,13820853,1,2,2080.748903,0,100000,1094.180916,101148,0,2462168,0,-1,-1,2021-09-29.19:26:31
er-1m-8m,1000000,8000000,1,2,969.134976,0,100000,461.097720,39569,0,869706,0,-1,-1,2021-09-29.19:26:52
livej,4847571,68993773,1,2,5094.210342,0,100000,10029.278666,112703,0,17719208,0,-1,-1,2021-09-29.19:28:11
patent,6009555,16518948,1,2,3548.359458,0,100000,460.115363,108167,0,3020014,0,-1,-1,2021-09-29.19:28:57
pokec,1632804,30622564,1,2,1958.567920,0,100000,428.830460,85897,0,6768798,0,-1,-1,2021-09-29.19:29:32
rmat-1m-8m,999760,7810950,1,2,509.606351,0,100000,420.108632,99294,0,40553920,0,-1,-1,2021-09-29.19:29:37
ssca2,1048577,157877986,1,2,1194.881516,0,100000,2134.746125,1594636,0,241276128,0,-1,-1,2021-09-29.19:30:58
wiki-links,5710993,130160392,1,2,8688.764166,0,100000,1257.265429,189037,0,97017854,0,-1,-1,2021-09-29.19:33:48
wikitalk,2394385,5021410,1,2,707.965712,0,100000,31129.148081,100577,0,22000890,0,-1,-1,2021-09-29.19:34:24
wiki_talk_en,2987536,24981163,1,2,1158.483408,0,100000,897.815937,100168,0,34305092,0,-1,-1,2021-09-29.19:34:33
ba-1m-8m,1000000,7999964,1,3,737.761835,100000,0,183.639177,22021,167691,1882924,356357,-1,-1,2021-09-29.19:34:39
baidu,2141301,17794839,1,3,1616.242732,100000,0,260.707400,98580,132728,9952346,814803,-1,-1,2021-09-29.19:35:10
dbpedia,3966925,13820853,1,3,1794.571965,100000,0,142.495165,101016,127178,1580592,1106463,-1,-1,2021-09-29.19:35:29
er-1m-8m,1000000,8000000,1,3,1033.329450,100000,0,90.560561,39017,66227,657648,419727,-1,-1,2021-09-29.19:35:40
livej,4847571,68993773,1,3,5182.489606,100000,0,308.483403,114078,159876,11546099,783327,-1,-1,2021-09-29.19:36:42
patent,6009555,16518948,1,3,3505.336755,100000,0,230.230008,108435,183237,2461576,1032523,-1,-1,2021-09-29.19:37:19
pokec,1632804,30622564,1,3,2369.117643,100000,0,245.563771,84985,147755,6006665,715878,-1,-1,2021-09-29.19:37:51
rmat-1m-8m,999760,7810950,1,3,499.442123,100000,0,327.081312,100473,134228,31178898,636954,-1,-1,2021-09-29.19:37:56
ssca2,1048577,157877986,1,3,1329.938660,100000,0,2590.914379,1589551,1682176,125911043,11974232,-1,-1,2021-09-29.19:39:10
wiki-links,5710993,130160392,1,3,9853.648525,100000,0,925.801486,187518,221013,58923238,770860,-1,-1,2021-09-29.19:41:51
wikitalk,2394385,5021410,1,3,586.492487,100000,0,298.061070,100581,109539,14886584,1071779,-1,-1,2021-09-29.19:41:55
wiki_talk_en,2987536,24981163,1,3,1201.581901,100000,0,374.092791,100070,109248,21119058,954016,-1,-1,2021-09-29.19:42:03
ba-1m-8m,1000000,7999964,1,13,727.916415,100000,0,505.832365,21926,156594,1704704,104449,4,-1,2021-09-29.19:42:09
baidu,2141301,17794839,1,13,1615.535633,100000,0,332.610069,102911,127509,12399542,116905,5,-1,2021-09-29.19:42:40
dbpedia,3966925,13820853,1,13,1846.651558,100000,0,163.305798,100677,124082,1436232,114573,3,[0m,,2021-09-29.19:42:58
er-1m-8m,1000000,8000000,1,13,1022.404148,100000,0,129.554676,39538,62924,633149,52482,4,-1,2021-09-29.19:43:09
livej,4847571,68993773,1,13,5287.267873,100000,0,364.187352,110401,149926,9683644,133492,5,[0m,,2021-09-29.19:44:10
patent,6009555,16518948,1,13,3524.880668,100000,0,271.521956,105995,171258,2206677,147769,3,-1,2021-09-29.19:44:48
pokec,1632804,30622564,1,13,2307.939043,100000,0,285.241784,86363,133475,5226819,114896,4,-1,2021-09-29.19:45:19
rmat-1m-8m,999760,7810950,1,13,526.221306,100000,0,325.278941,100412,118851,25553329,110516,11,-1,2021-09-29.19:45:23
ssca2,1048577,157877986,1,13,1342.137398,100000,0,2051.113256,1584729,1588491,120345805,2364835,5,-1,2021-09-29.19:46:37
wiki-links,5710993,130160392,1,13,9985.601676,100000,0,1135.660877,185685,207957,52642908,198037,4,-1,2021-09-29.19:49:19
wikitalk,2394385,5021410,1,13,577.991105,100000,0,231.595904,100462,105173,12650227,103039,9,-1,2021-09-29.19:49:23
wiki_talk_en,2987536,24981163,1,13,884.999137,100000,0,352.621084,100027,105172,18947342,102842,8,-1,2021-09-29.19:49:30
ba-1m-8m,1000000,7999964,1,2,865.543147,100000,0,1420.137011,22216,111358,1846536,0,-1,-1,2021-09-29.19:49:50
baidu,2141301,17794839,1,2,1766.932277,100000,0,443.511112,98817,120004,10226357,0,-1,-1,2021-09-29.19:50:24
dbpedia,3966925,13820853,1,2,2071.421037,100000,0,372.094506,100597,116677,1760986,0,-1,-1,2021-09-29.19:50:46
er-1m-8m,1000000,8000000,1,2,990.356129,100000,0,363.834740,39724,55167,663729,0,-1,-1,2021-09-29.19:51:08
livej,4847571,68993773,1,2,4984.078179,100000,0,617.938606,112105,139517,10741742,0,-1,-1,2021-09-29.19:52:16
patent,6009555,16518948,1,2,3527.242213,100000,0,800.658090,107122,157764,2438991,0,-1,-1,2021-09-29.19:53:02
pokec,1632804,30622564,1,2,1963.363265,100000,0,641.179636,85730,125818,5932891,0,-1,-1,2021-09-29.19:53:38
rmat-1m-8m,999760,7810950,1,2,520.723747,100000,0,384.744383,100627,120731,30766325,0,-1,-1,2021-09-29.19:53:43
ssca2,1048577,157877986,1,2,1384.289694,100000,0,2476.469508,1593283,1654279,125545303,0,-1,-1,2021-09-29.19:55:05
wiki-links,5710993,130160392,1,2,8725.352897,100000,0,1193.837476,189753,206872,58122677,0,-1,-1,2021-09-29.19:57:55
wikitalk,2394385,5021410,1,2,707.366500,100000,0,587.939865,100543,105765,14432871,0,-1,-1,2021-09-29.19:58:00
wiki_talk_en,2987536,24981163,1,2,1230.594718,100000,0,487.410927,100081,105767,21489155,0,-1,-1,2021-09-29.19:58:09
ba-1m-8m,1000000,7999964,1,3,633.671006,0,100000,45.308035,22283,0,156268,22283,-1,-1,2021-09-29.19:58:15
baidu,2141301,17794839,1,3,1549.421404,0,100000,290.725557,99229,0,6249108,99229,-1,-1,2021-09-29.19:58:46
dbpedia,3966925,13820853,1,3,1911.787477,0,100000,76499.492083,101292,0,911052,101292,-1,-1,2021-09-29.20:00:22
er-1m-8m,1000000,8000000,1,3,1043.504857,0,100000,51.530191,39340,0,432970,39340,-1,-1,2021-09-29.20:00:33
livej,4847571,68993773,1,3,5173.240091,0,100000,18504.413772,113843,0,8697982,113843,-1,-1,2021-09-29.20:01:52
patent,6009555,16518948,1,3,3725.325751,0,100000,104.433446,107017,0,1531921,107017,-1,-1,2021-09-29.20:02:30
pokec,1632804,30622564,1,3,2212.137200,0,100000,147.180888,85792,0,3316815,85792,-1,-1,2021-09-29.20:03:02
rmat-1m-8m,999760,7810950,1,3,512.615847,0,100000,436.830997,99674,0,20426479,99674,-1,-1,2021-09-29.20:03:06
ssca2,1048577,157877986,1,3,1406.926629,0,100000,1234.039829,1585560,0,119993696,1585560,-1,-1,2021-09-29.20:04:19
wiki-links,5710993,130160392,1,3,10574.354051,0,100000,1169.668095,185274,0,49739818,185274,-1,-1,2021-09-29.20:07:02
wikitalk,2394385,5021410,1,3,621.536518,0,100000,1224.632916,100716,0,11284770,100716,-1,-1,2021-09-29.20:07:07
wiki_talk_en,2987536,24981163,1,3,861.717834,0,100000,772.126960,100112,0,17174160,100112,-1,-1,2021-09-29.20:07:15
ba-1m-8m,1000000,7999964,1,2,856.097901,0,100000,525.651156,22067,0,309584,0,-1,-1,2021-09-29.20:07:31
baidu,2141301,17794839,1,2,1612.997782,0,100000,452.442152,98241,0,11722154,0,-1,-1,2021-09-29.20:08:04
dbpedia,3966925,13820853,1,2,2097.581443,0,100000,1076.333877,100811,0,1997210,0,-1,-1,2021-09-29.20:08:34
er-1m-8m,1000000,8000000,1,2,1009.337001,0,100000,468.660533,39785,0,876736,0,-1,-1,2021-09-29.20:08:56
livej,4847571,68993773,1,2,4999.765694,0,100000,6470.584940,111056,0,15608360,0,-1,-1,2021-09-29.20:10:14
patent,6009555,16518948,1,2,3553.204868,0,100000,451.002029,105806,0,2934264,0,-1,-1,2021-09-29.20:11:00
pokec,1632804,30622564,1,2,1994.013868,0,100000,419.556608,85736,0,6808540,0,-1,-1,2021-09-29.20:11:35
rmat-1m-8m,999760,7810950,1,2,507.403739,0,100000,421.728987,99624,0,41167736,0,-1,-1,2021-09-29.20:11:39
ssca2,1048577,157877986,1,2,1348.148247,0,100000,2113.812680,1594385,0,241609912,0,-1,-1,2021-09-29.20:13:01
wiki-links,5710993,130160392,1,2,8700.349154,0,100000,1307.034236,189362,0,103847190,0,-1,-1,2021-09-29.20:15:50
wikitalk,2394385,5021410,1,2,709.681080,0,100000,478.784453,100682,0,22076810,0,-1,-1,2021-09-29.20:15:55
wiki_talk_en,2987536,24981163,1,2,1239.062673,0,100000,911.783039,101191,0,42650294,0,-1,-1,2021-09-29.20:16:05
ba-1m-8m,1000000,7999964,1,3,851.785366,100000,0,183.861678,21881,167349,1848700,363970,-1,-1,2021-09-29.20:16:10
baidu,2141301,17794839,1,3,1641.627977,100000,0,263.760040,98248,132593,10143540,822552,-1,-1,2021-09-29.20:16:42
dbpedia,3966925,13820853,1,3,1899.110001,100000,0,142.664629,101440,128507,1661311,1111157,-1,-1,2021-09-29.20:17:01
er-1m-8m,1000000,8000000,1,3,994.186132,100000,0,94.172398,39563,66761,664181,454753,-1,-1,2021-09-29.20:17:12
livej,4847571,68993773,1,3,5834.691968,100000,0,318.160964,113059,160378,11445581,777117,-1,-1,2021-09-29.20:18:14
patent,6009555,16518948,1,3,3323.100036,100000,0,226.177443,107303,183487,2440535,1012597,-1,-1,2021-09-29.20:18:52
pokec,1632804,30622564,1,3,2336.169711,100000,0,237.579279,84905,146248,5963919,713657,-1,-1,2021-09-29.20:19:23
rmat-1m-8m,999760,7810950,1,3,481.072757,100000,0,328.713235,100609,134151,31310612,635416,-1,-1,2021-09-29.20:19:27
ssca2,1048577,157877986,1,3,1407.422636,100000,0,2587.677238,1590081,1679479,125894146,11954798,-1,-1,2021-09-29.20:20:42
wiki-links,5710993,130160392,1,3,10858.222192,100000,0,901.934879,186097,216383,56488360,761048,-1,-1,2021-09-29.20:23:25
wikitalk,2394385,5021410,1,3,606.135592,100000,0,270.871026,100639,109581,15160502,1074088,-1,-1,2021-09-29.20:23:29
wiki_talk_en,2987536,24981163,1,3,875.523828,100000,0,365.896825,100006,109680,21923618,949882,-1,-1,2021-09-29.20:23:37
ba-1m-8m,1000000,7999964,1,13,855.119689,100000,0,263.857112,22188,156222,1718131,104392,4,-1,2021-09-29.20:23:43
baidu,2141301,17794839,1,13,1699.116635,100000,0,266.547475,98773,123436,8076134,112686,5,[0m,,2021-09-29.20:24:14
dbpedia,3966925,13820853,1,13,1885.049331,100000,0,167.637751,101493,125085,1635945,115454,3,-1,2021-09-29.20:24:33
er-1m-8m,1000000,8000000,1,13,985.736895,100000,0,129.739483,39591,63083,634074,52629,5,-1,2021-09-29.20:24:44
livej,4847571,68993773,1,13,5594.529337,100000,0,372.381766,113027,152707,10463303,136106,5,[0m,,2021-09-29.20:25:45
patent,6009555,16518948,1,13,3387.658750,100000,0,270.476114,105387,170683,2197113,147465,3,[0m,,2021-09-29.20:26:22
pokec,1632804,30622564,1,13,2115.118839,100000,0,281.573099,85866,132951,5159493,114406,4,-1,2021-09-29.20:26:54
rmat-1m-8m,999760,7810950,1,13,475.495877,100000,0,325.028581,100489,118984,25741253,110661,10,-1,2021-09-29.20:26:58
ssca2,1048577,157877986,1,13,1405.836613,100000,0,2095.753069,1598848,1602335,121428595,2379207,5,-1,2021-09-29.20:28:12
wiki-links,-1,-1,1,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-09-29.20:58:12
wikitalk,2394385,5021410,1,13,574.198759,100000,0,228.745597,100618,105355,12322770,103240,10,[0m,,2021-09-29.20:58:16
wiki_talk_en,2987536,24981163,1,13,865.724348,100000,0,360.364029,100180,105290,18679107,102984,8,-1,2021-09-29.20:58:23
ba-1m-8m,1000000,7999964,1,2,744.050778,100000,0,1474.597638,22339,111449,1835426,0,-1,-1,2021-09-29.20:58:40
baidu,2141301,17794839,1,2,1613.210031,100000,0,508.534307,102764,123676,14611526,0,-1,-1,2021-09-29.20:59:14
dbpedia,3966925,13820853,1,2,2076.725520,100000,0,378.120633,100667,118006,1823429,0,-1,-1,2021-09-29.20:59:37
er-1m-8m,1000000,8000000,1,2,940.699651,100000,0,363.485474,39374,55117,663413,0,-1,-1,2021-09-29.20:59:58
livej,4847571,68993773,1,2,4951.165288,100000,0,624.718380,110973,138903,10827873,0,-1,-1,2021-09-29.21:01:06
patent,6009555,16518948,1,2,3556.173883,100000,0,768.406423,107028,157099,2394829,0,-1,-1,2021-09-29.21:01:53
pokec,1632804,30622564,1,2,1954.968534,100000,0,601.337361,86008,125686,5999863,0,-1,-1,2021-09-29.21:02:27
rmat-1m-8m,999760,7810950,1,2,508.985631,100000,0,379.634258,100260,120218,30417905,0,-1,-1,2021-09-29.21:02:32
ssca2,1048577,157877986,1,2,1373.046475,100000,0,2433.080029,1593161,1655186,125630581,0,-1,-1,2021-09-29.21:03:55
wiki-links,5710993,130160392,1,2,8728.819838,100000,0,1141.762363,183503,199355,53445889,0,-1,-1,2021-09-29.21:06:44
wikitalk,2394385,5021410,1,2,742.269469,100000,0,350.244823,100568,105956,14566644,0,-1,-1,2021-09-29.21:06:59
wiki_talk_en,2987536,24981163,1,2,1210.292648,100000,0,484.840525,100045,105578,21516918,0,-1,-1,2021-09-29.21:07:08
ba-1m-8m,1000000,7999964,1,3,611.742973,0,100000,45.243952,21861,0,153343,21861,-1,-1,2021-09-29.21:07:13
baidu,2141301,17794839,1,3,1649.227999,0,100000,285.109469,98715,0,6037665,98715,-1,-1,2021-09-29.21:07:45
dbpedia,3966925,13820853,1,3,1840.945453,0,100000,6300.044832,101486,0,1084782,101486,-1,-1,2021-09-29.21:08:10
er-1m-8m,1000000,8000000,1,3,1071.242595,0,100000,51.488562,39828,0,438198,39828,-1,-1,2021-09-29.21:08:21
livej,4847571,68993773,1,3,5083.619346,0,100000,14042.115266,113530,0,8843329,113530,-1,-1,2021-09-29.21:09:37
patent,6009555,16518948,1,3,3502.495257,0,100000,105.164711,108618,0,1530044,108618,-1,-1,2021-09-29.21:10:14
pokec,1632804,30622564,1,3,2098.056292,0,100000,147.894639,86324,0,3416571,86324,-1,-1,2021-09-29.21:10:45
rmat-1m-8m,999760,7810950,1,3,486.329433,0,100000,438.592313,99356,0,20411745,99356,-1,-1,2021-09-29.21:10:50
ssca2,1048577,157877986,1,3,1401.499010,0,100000,1232.028602,1589162,0,120178700,1589162,-1,-1,2021-09-29.21:12:03
wiki-links,5710993,130160392,1,3,10819.010254,0,100000,1149.367177,189609,0,50138770,189609,-1,-1,2021-09-29.21:14:47
wikitalk,2394385,5021410,1,3,623.594000,0,100000,395.797601,100430,0,11122415,100430,-1,-1,2021-09-29.21:14:51
wiki_talk_en,2987536,24981163,1,3,872.814138,0,100000,778.376730,100181,0,17426713,100181,-1,-1,2021-09-29.21:14:59
ba-1m-8m,1000000,7999964,1,2,738.047614,0,100000,2606.856494,21910,0,307458,0,-1,-1,2021-09-29.21:15:17
baidu,2141301,17794839,1,2,1601.282264,0,100000,514.415107,102720,0,20635830,0,-1,-1,2021-09-29.21:15:50
dbpedia,3966925,13820853,1,2,2079.256632,0,100000,1123.626481,100338,0,2113710,0,-1,-1,2021-09-29.21:16:21
er-1m-8m,1000000,8000000,1,2,950.844710,0,100000,542.019684,39506,0,868324,0,-1,-1,2021-09-29.21:16:42
livej,4847571,68993773,1,2,5006.943132,0,100000,12277.841738,108179,0,14740406,0,-1,-1,2021-09-29.21:18:02
patent,6009555,16518948,1,2,3518.420377,0,100000,449.559169,106584,0,3036634,0,-1,-1,2021-09-29.21:18:49
pokec,1632804,30622564,1,2,1895.239499,0,100000,413.943222,85311,0,6696800,0,-1,-1,2021-09-29.21:19:24
rmat-1m-8m,999760,7810950,1,2,508.725010,0,100000,421.311073,99550,0,40780874,0,-1,-1,2021-09-29.21:19:29
ssca2,1048577,157877986,1,2,1288.978822,0,100000,2123.611137,1587975,0,240809006,0,-1,-1,2021-09-29.21:20:52
wiki-links,5710993,130160392,1,2,8704.260314,0,100000,1374.163828,186532,0,109040318,0,-1,-1,2021-09-29.21:23:41
wikitalk,2394385,5021410,1,2,710.288596,0,100000,30191.899329,100665,0,22357852,0,-1,-1,2021-09-29.21:24:15
wiki_talk_en,2987536,24981163,1,2,1214.118816,0,100000,823.519035,100021,0,34480412,0,-1,-1,2021-09-29.21:24:25
ba-1m-8m,1000000,7999964,1,3,781.739368,100000,0,182.103911,22052,166701,1845078,361584,-1,-1,2021-09-29.21:24:30
baidu,2141301,17794839,1,3,1646.769966,100000,0,264.564446,98896,133071,10337002,819546,-1,-1,2021-09-29.21:25:01
dbpedia,3966925,13820853,1,3,1808.131063,100000,0,148.647084,101425,127967,1757863,1126412,-1,-1,2021-09-29.21:25:21
er-1m-8m,1000000,8000000,1,3,981.490503,100000,0,91.105196,38657,65522,649929,427723,-1,-1,2021-09-29.21:25:32
livej,4847571,68993773,1,3,5320.073203,100000,0,303.077915,113849,160548,11050356,793453,-1,-1,2021-09-29.21:26:34
patent,6009555,16518948,1,3,3455.303500,100000,0,230.002457,107133,184360,2485794,1024250,-1,-1,2021-09-29.21:27:12
pokec,1632804,30622564,1,3,2178.680588,100000,0,239.834549,85938,147917,6049753,718675,-1,-1,2021-09-29.21:27:43
rmat-1m-8m,999760,7810950,1,3,539.056382,100000,0,324.672392,100729,134468,31300663,637341,-1,-1,2021-09-29.21:27:47
ssca2,1048577,157877986,1,3,1399.015490,100000,0,2619.139948,1597548,1690146,126788725,12008639,-1,-1,2021-09-29.21:29:01
wiki-links,5710993,130160392,1,3,9971.005166,100000,0,1081.064246,192139,222279,68772827,770452,-1,-1,2021-09-29.21:31:44
wikitalk,2394385,5021410,1,3,603.587486,100000,0,267.676860,100824,109298,14809890,1084865,-1,-1,2021-09-29.21:31:48
wiki_talk_en,2987536,24981163,1,3,853.874755,100000,0,355.191673,100078,109426,21144335,942044,-1,-1,2021-09-29.21:31:56
ba-1m-8m,1000000,7999964,1,13,832.693233,100000,0,266.856559,22046,156529,1713433,104516,4,-1,2021-09-29.21:32:01
baidu,2141301,17794839,1,13,1564.666786,100000,0,262.873057,98163,122637,7978488,112043,5,[0m,,2021-09-29.21:32:32
dbpedia,-1,-1,1,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-09-29.22:02:32
er-1m-8m,1000000,8000000,1,13,992.462101,100000,0,131.756386,39069,62368,625213,51966,5,-1,2021-09-29.22:02:43
livej,4847571,68993773,1,13,5219.022285,100000,0,367.362593,112531,151687,10116363,135434,5,[0m,,2021-09-29.22:03:43
patent,6009555,16518948,1,13,3576.386405,100000,0,271.795851,106339,171895,2249510,148465,3,[0m,,2021-09-29.22:04:21
pokec,1632804,30622564,1,13,2147.282670,100000,0,284.394299,86506,133101,5141761,114692,4,-1,2021-09-29.22:04:52
rmat-1m-8m,999760,7810950,1,13,513.613760,100000,0,329.830298,100507,119053,25935118,110725,10,-1,2021-09-29.22:04:56
ssca2,1048577,157877986,1,13,1393.220964,100000,0,2071.888285,1586656,1589999,120462239,2386847,5,[0m,,2021-09-29.22:06:10
wiki-links,-1,-1,1,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-09-29.22:36:10
wikitalk,2394385,5021410,1,13,607.498341,100000,0,233.028019,100683,105584,12500893,103384,8,-1,2021-09-29.22:36:14
wiki_talk_en,2987536,24981163,1,13,860.796488,100000,0,351.085908,100052,105165,18850679,102864,9,-1,2021-09-29.22:36:22
ba-1m-8m,1000000,7999964,1,2,744.619976,100000,0,1582.616975,21814,111272,1850333,0,-1,-1,2021-09-29.22:36:39
baidu,2141301,17794839,1,2,1575.822041,100000,0,432.047779,98249,119254,9838552,0,-1,-1,2021-09-29.22:37:12
dbpedia,3966925,13820853,1,2,2074.935296,100000,0,365.082244,101030,117388,1818120,0,-1,-1,2021-09-29.22:37:45
er-1m-8m,1000000,8000000,1,2,981.909063,100000,0,365.420397,40502,56254,676870,0,-1,-1,2021-09-29.22:38:07
livej,4847571,68993773,1,2,4966.179366,100000,0,596.726474,112784,140963,11469349,0,-1,-1,2021-09-29.22:39:15
patent,6009555,16518948,1,2,3541.979037,100000,0,771.436977,106148,156934,2392929,0,-1,-1,2021-09-29.22:40:02
pokec,1632804,30622564,1,2,1875.614751,100000,0,598.397302,85183,125263,5950888,0,-1,-1,2021-09-29.22:40:36
rmat-1m-8m,999760,7810950,1,2,501.638021,100000,0,358.995375,99554,119141,28002161,0,-1,-1,2021-09-29.22:40:41
ssca2,1048577,157877986,1,2,1376.425266,100000,0,2454.186657,1595508,1657242,125767194,0,-1,-1,2021-09-29.22:42:03
wiki-links,5710993,130160392,1,2,8642.232222,100000,0,1100.769113,181467,197351,50412590,0,-1,-1,2021-09-29.22:44:52
wikitalk,2394385,5021410,1,2,730.246250,100000,0,345.547854,100704,105788,14355464,0,-1,-1,2021-09-29.22:45:06
wiki_talk_en,2987536,24981163,1,2,1248.517911,100000,0,489.053062,100056,105843,21765496,0,-1,-1,2021-09-29.22:45:16
ba-1m-8m,1000000,7999964,1,3,720.372889,0,100000,45.117850,21787,0,152870,21787,-1,-1,2021-09-29.22:45:21
baidu,2141301,17794839,1,3,1593.212878,0,100000,380.325040,102973,0,10430049,102973,-1,-1,2021-09-29.22:45:52
dbpedia,3966925,13820853,1,3,1875.842432,0,100000,78598.765880,100897,0,964490,100897,-1,-1,2021-09-29.22:47:30
er-1m-8m,1000000,8000000,1,3,954.313330,0,100000,51.237432,39526,0,434140,39526,-1,-1,2021-09-29.22:47:41
livej,4847571,68993773,1,3,5468.994010,0,100000,17387.805553,112655,0,8934527,112655,-1,-1,2021-09-29.22:48:59
patent,6009555,16518948,1,3,3494.457045,0,100000,103.209362,107005,0,1501546,107005,-1,-1,2021-09-29.22:49:37
pokec,1632804,30622564,1,3,2235.032870,0,100000,146.648975,85223,0,3356245,85223,-1,-1,2021-09-29.22:50:08
rmat-1m-8m,999760,7810950,1,3,501.574163,0,100000,463.868569,100345,0,22691998,100345,-1,-1,2021-09-29.22:50:13
ssca2,1048577,157877986,1,3,1396.987514,0,100000,1246.704607,1602148,0,121335308,1602148,-1,-1,2021-09-29.22:51:25
wiki-links,5710993,130160392,1,3,10728.167199,0,100000,1190.708298,187538,0,50956530,187538,-1,-1,2021-09-29.22:54:07
wikitalk,2394385,5021410,1,3,595.412451,0,100000,396.467033,100782,0,11008718,100782,-1,-1,2021-09-29.22:54:11
wiki_talk_en,2987536,24981163,1,3,862.462303,0,100000,767.512361,100122,0,17096958,100122,-1,-1,2021-09-29.22:54:19
ba-1m-8m,1000000,7999964,1,2,740.412091,0,100000,2609.291591,21855,0,306550,0,-1,-1,2021-09-29.22:54:37
baidu,2141301,17794839,1,2,1583.534989,0,100000,456.372024,98955,0,12451858,0,-1,-1,2021-09-29.22:55:11
dbpedia,3966925,13820853,1,2,2077.363174,0,100000,1069.779159,101292,0,2202598,0,-1,-1,2021-09-29.22:55:47
er-1m-8m,1000000,8000000,1,2,955.680044,0,100000,458.523645,39436,0,867318,0,-1,-1,2021-09-29.22:56:08
livej,4847571,68993773,1,2,5002.247086,0,100000,8942.145877,114294,0,17455812,0,-1,-1,2021-09-29.22:57:26
patent,6009555,16518948,1,2,3563.123864,0,100000,730.051987,108962,0,3087038,0,-1,-1,2021-09-29.22:58:13
pokec,1632804,30622564,1,2,2021.986557,0,100000,422.983383,86075,0,6695372,0,-1,-1,2021-09-29.22:58:48
rmat-1m-8m,999760,7810950,1,2,510.577939,0,100000,437.305540,100638,0,45544352,0,-1,-1,2021-09-29.22:58:53
ssca2,1048577,157877986,1,2,1328.512765,0,100000,2103.791980,1587672,0,240771474,0,-1,-1,2021-09-29.23:00:15
wiki-links,5710993,130160392,1,2,8688.172065,0,100000,1274.415487,186894,0,98012134,0,-1,-1,2021-09-29.23:03:04
wikitalk,2394385,5021410,1,2,715.564906,0,100000,27074.008252,100467,0,22104670,0,-1,-1,2021-09-29.23:03:36
wiki_talk_en,2987536,24981163,1,2,1218.629245,0,100000,839.842254,100039,0,34265354,0,-1,-1,2021-09-29.23:03:45
ba-1m-8m,1000000,7999964,1,3,853.928159,100000,0,182.987839,21675,166605,1834516,367610,-1,-1,2021-09-29.23:03:51
baidu,2141301,17794839,1,3,1608.599939,100000,0,322.541351,103050,137022,14475547,826680,-1,-1,2021-09-29.23:04:22
dbpedia,3966925,13820853,1,3,1775.879620,100000,0,145.317040,101200,127205,1635962,1125509,-1,-1,2021-09-29.23:04:41
er-1m-8m,1000000,8000000,1,3,1069.457957,100000,0,93.835949,39374,66878,664540,455499,-1,-1,2021-09-29.23:04:52
livej,4847571,68993773,1,3,5332.367146,100000,0,304.217651,112137,158369,11070703,778043,-1,-1,2021-09-29.23:05:53
