I,T,t,l,w,Itime,Otime,Dtime,Mtime,tag#,subtag#,orepeat#,relabel#,maxtag#,morepeat#
10000000,2,20,0,0,1804.495540,682.556703,876.752412,3353.464450,0,10000000,0,0,0,0
10000000,2,21,0,0,1859.472515,670.260989,894.804070,3365.887596,4902,10068628,0,2451,0,0
10000000,2,22,0,0,612.116963,55.972562,422.753727,1020.371087,5754374,19985808,0,356636,643,0
10000000,2,23,0,0,1288.282258,36.171787,136.290790,1585.977571,99024410,19999976,0,357142,713076,0
10000000,2,20,1,0,1879.163322,682.773030,1124.321967,3489.271590,0,10000000,0,0,0,0
10000000,2,21,1,0,1936.656712,669.460453,1195.440143,3498.682572,5124,10071736,0,2562,0,0
10000000,2,22,1,0,783.430638,54.949756,581.890432,1300.405439,5754375,19985556,0,356627,643,0
10000000,2,23,1,0,1691.573230,36.248403,282.554770,1969.471862,99024410,19999976,0,357142,713076,0
10000000,2,20,0,1,1822.649681,810.902851,886.760441,6423.991878,0,10000000,0,0,0,0
10000000,2,21,0,1,1882.028230,795.587614,903.806877,6432.309748,5130,10071820,0,2565,0,0
10000000,2,22,0,1,598.621729,56.141308,430.629313,4161.551690,5754341,19985808,0,356636,643,0
10000000,2,23,0,1,1255.513729,35.927693,141.737846,4679.799528,99024410,19999976,0,357142,713076,0
10000000,2,20,1,1,1902.909215,810.023243,1128.880497,6487.177579,0,10000000,0,0,0,0
10000000,2,21,1,1,1952.756893,795.502755,1198.445500,6504.506019,4924,10068936,0,2462,0,0
10000000,2,22,1,1,775.165552,56.528488,587.662063,4472.565634,5754975,19985276,0,356617,643,0
10000000,2,23,1,1,1669.958021,36.549041,290.323718,5012.199763,99024410,19999976,0,357142,713076,0
10000000,2,20,0,2,967.968387,410.348709,452.082037,3301.149962,0,10000000,0,0,0,0
10000000,2,21,0,2,996.317261,403.777946,463.803826,3293.805762,5062,10070868,0,2531,0,0
10000000,2,22,0,2,416.958952,28.662591,224.695561,2265.753594,5754657,19985500,0,356625,643,0
10000000,2,23,0,2,1832.542470,18.443478,71.583717,4055.257092,99024410,19999976,0,357142,713076,0
10000000,2,20,1,2,1011.225761,409.944627,572.775390,3360.161858,0,10000000,0,0,0,0
10000000,2,21,1,2,1048.690297,403.466826,610.962139,3361.206500,5056,10070784,0,2528,0,0
10000000,2,22,1,2,514.119946,28.635393,285.276439,2407.245116,5754388,19985752,0,356634,643,0
10000000,2,23,1,2,2334.577168,18.205950,236.747114,4346.515813,99024410,19999976,0,357142,713076,0
10000000,2,20,0,4,498.813595,209.987908,236.313621,1709.332845,0,10000000,0,0,0,0
10000000,2,21,0,4,514.773241,205.718951,243.433634,1712.255065,5056,10070784,0,2528,0,0
10000000,2,22,0,4,299.738943,14.623929,118.462078,1221.520932,5754248,19985528,0,356626,643,0
10000000,2,23,0,4,1956.745374,10.119670,37.221374,3835.643983,99024410,19999976,0,357142,713076,0
10000000,2,20,1,4,531.621142,209.999766,296.156178,1761.519096,0,10000000,0,0,0,0
10000000,2,21,1,4,549.678793,204.953678,314.569641,1750.373219,4970,10069580,0,2485,0,0
10000000,2,22,1,4,329.538956,14.587427,144.484434,1293.952478,5754347,19985472,0,356624,643,0
10000000,2,23,1,4,2993.032464,9.200995,90.679454,4022.068114,99024410,19999976,0,357142,713076,0
10000000,2,20,0,8,325.828276,111.729940,139.817893,1003.470221,0,10000000,0,0,0,0
10000000,2,21,0,8,331.659059,107.216231,143.741139,984.450754,5036,10070504,0,2518,0,0
10000000,2,22,0,8,387.868390,7.261718,92.828971,1140.346230,5754205,19985024,0,356608,643,0
10000000,2,23,0,8,2050.310585,4.967747,21.528025,8000.472711,99024410,19999976,0,357142,713076,0
10000000,2,20,1,8,377.328193,113.111528,169.242375,1020.366961,0,10000000,0,0,0,0
10000000,2,21,1,8,380.391597,107.361581,170.352571,998.854323,4978,10069692,0,2489,0,0
10000000,2,22,1,8,436.976974,7.232367,129.624894,1166.035195,5755180,19985612,0,356629,643,0
10000000,2,23,1,8,4876.726351,4.730648,89.150269,7563.014443,99024410,19999976,0,357142,713076,0
10000000,2,20,0,16,303.262856,58.834557,84.139613,601.467213,0,10000000,0,0,0,0
10000000,2,21,0,16,293.920867,54.518826,81.773358,588.561842,4992,10069888,0,2496,0,0
10000000,2,22,0,16,341.999248,3.779750,63.061855,886.701812,5754443,19985584,0,356628,643,0
10000000,2,23,0,16,3685.892681,2.742739,14.376621,8700.565439,99024410,19999976,0,357142,713076,0
10000000,2,20,1,16,317.052456,58.794917,93.709516,608.704712,0,10000000,0,0,0,0
10000000,2,21,1,16,314.253746,54.578890,92.631314,593.675037,5084,10071176,0,2542,0,0
10000000,2,22,1,16,361.472645,3.745179,72.642129,893.456813,5754786,19985248,0,356616,643,0
10000000,2,23,1,16,5769.370709,2.389655,48.168496,10341.720581,99024410,19999976,0,357142,713076,0
10000000,2,20,0,24,300.674717,44.507691,71.941694,376.270097,0,10000000,0,0,0,0
