model,N,M,workers,alg,init-mstime,insert-num,remove-num,mstime,V*,V+,S,relabel,tag,subtag,assert,Insert,Delete,date
StackOverflow,2601978,28183518,2,4,2302.521260,100000,0,1029.212795,101423,176223,42413572,10,11,47340,-1,-1,-1,2022-10-03.17:14:53
StackOverflow,2601978,28183518,2,4,2306.870495,0,100000,541.980855,101230,0,24298053,0,0,0,-1,-1,-1,2022-10-03.17:16:02
StackOverflow,-1,-1,2,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,5085.17,933.431,2022-10-03.17:18:07
wiki-edits-sh,4579815,6265043,2,4,278.904936,100000,0,1516.075813,100710,117328,77372018,7,7,11175,-1,-1,-1,2022-10-03.17:18:17
wiki-edits-sh,4579815,6265043,2,4,276.240592,0,100000,1499.853056,100837,0,47308473,0,0,0,-1,-1,-1,2022-10-03.17:18:27
wiki-edits-sh,-1,-1,2,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,1270.06,641.18,2022-10-03.17:31:16
DBLP,1824702,8344615,4,4,943.436014,100000,0,38.417545,114970,144353,1033530,0,0,16805,-1,-1,-1,2022-10-03.17:31:34
DBLP,1824702,8344615,4,4,953.555893,0,100000,25.339468,111656,0,615268,0,0,0,-1,-1,-1,2022-10-03.17:31:51
DBLP,-1,-1,4,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,585.495,225.305,2022-10-03.17:32:26
Flickr,2302926,22838276,4,4,1283.591221,100000,0,154.989750,106820,126555,9453551,1,1,11041,-1,-1,-1,2022-10-03.17:33:04
Flickr,2302926,22838276,4,4,1298.977987,0,100000,86.057014,106761,0,8107851,0,0,0,-1,-1,-1,2022-10-03.17:33:42
Flickr,-1,-1,4,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,2496.01,505.103,2022-10-03.17:34:51
StackOverflow,2601978,28183518,4,4,2291.643211,100000,0,714.181190,101340,176137,40342917,10,11,47417,-1,-1,-1,2022-10-03.17:36:01
StackOverflow,2601978,28183518,4,4,2304.196801,0,100000,355.451596,100924,0,23300997,0,0,0,-1,-1,-1,2022-10-03.17:37:10
StackOverflow,-1,-1,4,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,5005.26,941.199,2022-10-03.17:39:16
wiki-edits-sh,4579815,6265043,4,4,279.470995,100000,0,1736.926397,100546,119018,85342029,44,52,13198,-1,-1,-1,2022-10-03.17:39:26
wiki-edits-sh,4579815,6265043,4,4,279.485120,0,100000,1343.264330,100817,0,43536310,0,0,0,-1,-1,-1,2022-10-03.17:39:36
wiki-edits-sh,-1,-1,4,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,1268.3,691.573,2022-10-03.17:51:56
DBLP,1824702,8344615,8,4,943.810862,100000,0,48.957201,114453,143921,956846,0,0,16809,-1,-1,-1,2022-10-03.17:52:14
DBLP,1824702,8344615,8,4,952.031138,0,100000,40.822434,112004,0,612701,0,0,0,-1,-1,-1,2022-10-03.17:52:32
DBLP,-1,-1,8,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,456.229,261.784,2022-10-03.17:53:07
Flickr,2302926,22838276,8,4,1282.185175,100000,0,170.633121,107872,127575,8161187,1,1,11021,-1,-1,-1,2022-10-03.17:53:45
Flickr,2302926,22838276,8,4,1296.101092,0,100000,96.373789,106982,0,7441678,0,0,0,-1,-1,-1,2022-10-03.17:54:22
Flickr,-1,-1,8,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,2818.66,534.16,2022-10-03.17:55:32
StackOverflow,2601978,28183518,8,4,2307.133089,100000,0,614.006509,100995,175618,35404736,12,12,47551,-1,-1,-1,2022-10-03.17:56:41
StackOverflow,2601978,28183518,8,4,2299.822474,0,100000,275.835200,98151,0,20867844,0,0,0,-1,-1,-1,2022-10-03.17:57:50
StackOverflow,-1,-1,8,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,5216.07,1004.38,2022-10-03.17:59:55
wiki-edits-sh,4579815,6265043,8,4,276.286424,100000,0,1383.770714,99583,117115,76193258,23,24,12264,-1,-1,-1,2022-10-03.18:00:05
wiki-edits-sh,4579815,6265043,8,4,280.738155,0,100000,1279.039553,100542,0,41374551,0,0,0,-1,-1,-1,2022-10-03.18:00:15
wiki-edits-sh,-1,-1,8,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,1276.46,788.023,2022-10-03.18:12:35
DBLP,1824702,8344615,16,4,942.507486,100000,0,59.053051,113860,143369,916965,0,0,16805,-1,-1,-1,2022-10-03.18:12:53
DBLP,1824702,8344615,16,4,955.706900,0,100000,56.553476,113383,0,627650,0,0,0,-1,-1,-1,2022-10-03.18:13:11
DBLP,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,387.687,281.592,2022-10-03.18:13:46
Flickr,2302926,22838276,16,4,1284.018630,100000,0,194.887028,108074,125911,7558728,1,1,10907,-1,-1,-1,2022-10-03.18:14:24
Flickr,2302926,22838276,16,4,1300.818827,0,100000,107.977413,107041,0,6993037,0,0,0,-1,-1,-1,2022-10-03.18:15:02
Flickr,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,2897.63,554.478,2022-10-03.18:16:11
StackOverflow,2601978,28183518,16,4,2336.798468,100000,0,594.372397,100912,175238,28224545,5,5,47398,-1,-1,-1,2022-10-03.18:17:22
StackOverflow,2601978,28183518,16,4,2311.415686,0,100000,252.028436,97301,0,18058893,0,0,0,-1,-1,-1,2022-10-03.18:18:30
StackOverflow,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,5431.99,1117.6,2022-10-03.18:20:37
wiki-edits-sh,4579815,6265043,16,4,279.402277,100000,0,1576.851507,98310,117057,79326239,46,49,13610,-1,-1,-1,2022-10-03.18:20:47
wiki-edits-sh,4579815,6265043,16,4,280.321636,0,100000,1256.757141,100481,0,46054283,0,0,0,-1,-1,-1,2022-10-03.18:20:57
wiki-edits-sh,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,1281.29,855.075,2022-10-03.18:33:44
DBLP,1824702,8344615,32,4,960.360415,100000,0,74.889682,114569,143706,936607,0,0,16543,-1,-1,-1,2022-10-03.18:34:03
DBLP,1824702,8344615,32,4,978.021112,0,100000,63.865231,113675,0,637991,0,0,0,-1,-1,-1,2022-10-03.18:34:21
DBLP,-1,-1,32,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,384.026,263.831,2022-10-03.18:34:56
Flickr,2302926,22838276,32,4,1299.553743,100000,0,230.541657,108599,125680,7177446,1,1,10783,-1,-1,-1,2022-10-03.18:35:35
Flickr,2302926,22838276,32,4,1308.966839,0,100000,137.666446,106856,0,6732461,0,0,0,-1,-1,-1,2022-10-03.18:36:12
Flickr,-1,-1,32,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,2856.61,538.815,2022-10-03.18:37:23
StackOverflow,2601978,28183518,32,4,2350.333432,100000,0,634.166540,100792,174453,22640977,7,7,46968,-1,-1,-1,2022-10-03.18:38:33
StackOverflow,2601978,28183518,32,4,2312.842424,0,100000,258.060097,96125,0,16016354,0,0,0,-1,-1,-1,2022-10-03.18:39:42
StackOverflow,-1,-1,32,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,5458.17,1172.9,2022-10-03.18:41:48
wiki-edits-sh,4579815,6265043,32,4,280.492928,100000,0,1380.434314,98443,115155,69886472,8,8,11372,-1,-1,-1,2022-10-03.18:41:58
wiki-edits-sh,4579815,6265043,32,4,282.299775,0,100000,1275.156271,100336,0,46799057,0,0,0,-1,-1,-1,2022-10-03.18:42:08
wiki-edits-sh,-1,-1,32,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,1281.53,817.955,2022-10-03.18:54:55
DBLP,1824702,8344615,64,4,956.308656,100000,0,121.619219,115277,144214,938363,0,0,16500,-1,-1,-1,2022-10-03.18:55:13
DBLP,1824702,8344615,64,4,980.680298,0,100000,76.982583,114621,0,644585,0,0,0,-1,-1,-1,2022-10-03.18:55:31
DBLP,-1,-1,64,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,385.921,274.831,2022-10-03.18:56:06
Flickr,2302926,22838276,64,4,1295.167780,100000,0,310.494544,108943,122970,7258843,1,1,10842,-1,-1,-1,2022-10-03.18:56:45
Flickr,2302926,22838276,64,4,1308.552151,0,100000,134.635162,107518,0,6994165,0,0,0,-1,-1,-1,2022-10-03.18:57:23
Flickr,-1,-1,64,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,2877.01,550.903,2022-10-03.18:58:33
StackOverflow,2601978,28183518,64,4,2361.481418,100000,0,757.831206,100893,174049,20828949,6,6,46743,-1,-1,-1,2022-10-03.18:59:44
StackOverflow,2601978,28183518,64,4,2336.345749,0,100000,239.581280,95722,0,14665402,0,0,0,-1,-1,-1,2022-10-03.19:00:53
StackOverflow,-1,-1,64,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,5490.41,1064.76,2022-10-03.19:02:59
wiki-edits-sh,4579815,6265043,64,4,283.533916,100000,0,1994.217727,98287,118070,76219214,70,85,14773,-1,-1,-1,2022-10-03.19:03:10
wiki-edits-sh,-1,-1,64,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2022-10-03.20:03:10
wiki-edits-sh,-1,-1,64,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,1279.73,854.096,2022-10-03.20:15:32
DBLP,1824702,8344615,1,4,964.291111,100000,0,80.687600,118187,148070,1159137,0,0,16716,-1,-1,-1,2022-10-03.20:15:50
DBLP,1824702,8344615,1,4,991.017155,0,100000,55.529363,118187,0,656630,0,0,0,-1,-1,-1,2022-10-03.20:16:08
DBLP,-1,-1,1,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,926.892,180.324,2022-10-03.20:16:44
Flickr,2302926,22838276,1,4,1303.487212,100000,0,245.735845,110044,130351,10818444,1,1,11089,-1,-1,-1,2022-10-03.20:17:22
Flickr,2302926,22838276,1,4,1307.799434,0,100000,173.559324,110044,0,8642827,0,0,0,-1,-1,-1,2022-10-03.20:18:00
Flickr,-1,-1,1,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,2940.87,419.528,2022-10-03.20:19:10
StackOverflow,2601978,28183518,1,4,2319.993712,100000,0,1673.892695,101477,176306,43483076,9,10,47318,-1,-1,-1,2022-10-03.20:20:22
StackOverflow,2601978,28183518,1,4,2328.744415,0,100000,859.546508,101477,0,24803420,0,0,0,-1,-1,-1,2022-10-03.20:21:31
StackOverflow,-1,-1,1,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,7090.87,1041.32,2022-10-03.20:23:38
wiki-edits-sh,4579815,6265043,1,4,280.875828,100000,0,1825.114791,100867,116956,78568581,2,2,10631,-1,-1,-1,2022-10-03.20:23:48
wiki-edits-sh,4579815,6265043,1,4,282.158804,0,100000,1821.268757,100867,0,43642478,0,0,0,-1,-1,-1,2022-10-03.20:23:58
wiki-edits-sh,-1,-1,1,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,1393.13,671.558,2022-10-03.20:36:27
DBLP,1824702,8344615,2,4,954.065151,100000,0,53.308939,116744,146390,1121130,0,0,16749,-1,-1,-1,2022-10-03.20:36:45
DBLP,1824702,8344615,2,4,964.664131,0,100000,38.344737,115603,0,645382,0,0,0,-1,-1,-1,2022-10-03.20:37:03
DBLP,-1,-1,2,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,671.119,186.569,2022-10-03.20:37:38
Flickr,2302926,22838276,2,4,1289.598723,100000,0,180.883569,108544,128483,10407193,1,1,11039,-1,-1,-1,2022-10-03.20:38:16
Flickr,2302926,22838276,2,4,1304.554937,0,100000,112.917707,108713,0,8477333,0,0,0,-1,-1,-1,2022-10-03.20:38:53
Flickr,-1,-1,2,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,2119.97,405.606,2022-10-03.20:40:03
StackOverflow,2601978,28183518,2,4,2326.445944,100000,0,1053.936119,101417,176216,42434087,10,11,47327,-1,-1,-1,2022-10-03.20:41:13
StackOverflow,2601978,28183518,2,4,2320.169838,0,100000,538.431711,101249,0,24312177,0,0,0,-1,-1,-1,2022-10-03.20:42:22
StackOverflow,-1,-1,2,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,5222.76,956.909,2022-10-03.20:44:28
wiki-edits-sh,4579815,6265043,2,4,282.111149,100000,0,1523.459478,100713,117320,77377336,7,7,11176,-1,-1,-1,2022-10-03.20:44:38
wiki-edits-sh,4579815,6265043,2,4,282.717438,0,100000,1506.798555,100835,0,47442559,0,0,0,-1,-1,-1,2022-10-03.20:44:48
wiki-edits-sh,-1,-1,2,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,1282.77,649.844,2022-10-03.20:57:43
DBLP,1824702,8344615,4,4,949.918528,100000,0,37.893772,114833,144154,1031703,0,0,16791,-1,-1,-1,2022-10-03.20:58:01
DBLP,1824702,8344615,4,4,963.044982,0,100000,25.758693,111728,0,612270,0,0,0,-1,-1,-1,2022-10-03.20:58:18
DBLP,-1,-1,4,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,571.659,224.555,2022-10-03.20:58:54
Flickr,2302926,22838276,4,4,1282.527640,100000,0,155.192662,106697,126383,9437128,1,1,11038,-1,-1,-1,2022-10-03.20:59:32
Flickr,2302926,22838276,4,4,1300.336381,0,100000,86.363488,106446,0,8092779,0,0,0,-1,-1,-1,2022-10-03.21:00:09
Flickr,-1,-1,4,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,2504.99,511.165,2022-10-03.21:01:19
StackOverflow,2601978,28183518,4,4,2311.723079,100000,0,717.391060,101352,176227,40394439,10,11,47467,-1,-1,-1,2022-10-03.21:02:29
StackOverflow,2601978,28183518,4,4,2298.448654,0,100000,355.569463,100885,0,23286902,0,0,0,-1,-1,-1,2022-10-03.21:03:38
StackOverflow,-1,-1,4,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,4861.94,940.512,2022-10-03.21:05:43
wiki-edits-sh,4579815,6265043,4,4,281.426935,100000,0,1460.634759,100586,117917,80453416,23,26,11996,-1,-1,-1,2022-10-03.21:05:53
wiki-edits-sh,4579815,6265043,4,4,281.829864,0,100000,1317.538556,100822,0,42432068,0,0,0,-1,-1,-1,2022-10-03.21:06:03
wiki-edits-sh,-1,-1,4,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,1274.03,717.295,2022-10-03.21:18:44
DBLP,1824702,8344615,8,4,948.186507,100000,0,48.989934,114292,143792,956726,0,0,16815,-1,-1,-1,2022-10-03.21:19:02
DBLP,1824702,8344615,8,4,960.754365,0,100000,40.378334,111834,0,610268,0,0,0,-1,-1,-1,2022-10-03.21:19:19
DBLP,-1,-1,8,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,419.284,257.389,2022-10-03.21:19:55
Flickr,2302926,22838276,8,4,1280.682213,100000,0,170.194449,107968,127466,8161351,1,1,11037,-1,-1,-1,2022-10-03.21:20:33
Flickr,2302926,22838276,8,4,1301.158560,0,100000,94.062686,106859,0,7490005,0,0,0,-1,-1,-1,2022-10-03.21:21:10
Flickr,-1,-1,8,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,2916.37,542.137,2022-10-03.21:22:20
StackOverflow,2601978,28183518,8,4,2317.457587,100000,0,613.224634,100954,175415,35076396,12,12,47415,-1,-1,-1,2022-10-03.21:23:30
StackOverflow,2601978,28183518,8,4,2311.782067,0,100000,273.824986,98048,0,20845058,0,0,0,-1,-1,-1,2022-10-03.21:24:38
StackOverflow,-1,-1,8,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,5209.06,1001.35,2022-10-03.21:26:43
wiki-edits-sh,4579815,6265043,8,4,280.835423,100000,0,2490.791173,99265,120576,101828400,99,109,16364,-1,-1,-1,2022-10-03.21:26:55
wiki-edits-sh,4579815,6265043,8,4,281.487063,0,100000,1281.923879,100510,0,42392861,0,0,0,-1,-1,-1,2022-10-03.21:27:04
wiki-edits-sh,-1,-1,8,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,1263.16,780.513,2022-10-03.21:39:57
DBLP,1824702,8344615,16,4,957.271337,100000,0,59.702346,113924,143322,929644,0,0,16716,-1,-1,-1,2022-10-03.21:40:16
DBLP,1824702,8344615,16,4,972.294772,0,100000,52.660676,113297,0,626007,0,0,0,-1,-1,-1,2022-10-03.21:40:33
DBLP,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,384.956,282.789,2022-10-03.21:41:09
Flickr,2302926,22838276,16,4,1290.222867,100000,0,195.599778,108116,126851,7555428,1,1,10888,-1,-1,-1,2022-10-03.21:41:47
Flickr,2302926,22838276,16,4,1298.593749,0,100000,110.978729,106823,0,6845982,0,0,0,-1,-1,-1,2022-10-03.21:42:25
Flickr,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,3009.75,564.802,2022-10-03.21:43:35
StackOverflow,2601978,28183518,16,4,2347.385029,100000,0,598.601201,100891,175127,28197229,9,9,47343,-1,-1,-1,2022-10-03.21:44:45
StackOverflow,2601978,28183518,16,4,2332.432654,0,100000,249.774687,97287,0,18036239,0,0,0,-1,-1,-1,2022-10-03.21:45:54
StackOverflow,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,5439.96,1118.42,2022-10-03.21:48:00
wiki-edits-sh,4579815,6265043,16,4,281.311457,100000,0,1498.159591,98458,115299,79334536,22,25,11650,-1,-1,-1,2022-10-03.21:48:11
wiki-edits-sh,-1,-1,16,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2022-10-03.22:48:11
wiki-edits-sh,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,1294.22,900.074,2022-10-03.23:00:21
DBLP,1824702,8344615,32,4,955.539898,100000,0,77.410535,114023,143126,930031,0,0,16521,-1,-1,-1,2022-10-03.23:00:39
DBLP,1824702,8344615,32,4,976.544055,0,100000,66.149650,113745,0,637030,0,0,0,-1,-1,-1,2022-10-03.23:00:57
DBLP,-1,-1,32,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,377.088,251.119,2022-10-03.23:01:32
Flickr,2302926,22838276,32,4,1291.078996,100000,0,228.880314,108430,124723,7189818,0,0,10651,-1,-1,-1,2022-10-03.23:02:10
Flickr,2302926,22838276,32,4,1300.859271,0,100000,121.828884,106526,0,6595427,0,0,0,-1,-1,-1,2022-10-03.23:02:48
Flickr,-1,-1,32,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,2949.81,589.651,2022-10-03.23:03:58
StackOverflow,2601978,28183518,32,4,2375.311420,100000,0,633.950266,100799,174500,22831300,9,9,47044,-1,-1,-1,2022-10-03.23:05:08
StackOverflow,-1,-1,32,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2022-10-04.00:05:08
StackOverflow,-1,-1,32,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,5420.53,1168.48,2022-10-04.00:07:15
wiki-edits-sh,4579815,6265043,32,4,283.659263,100000,0,3329.234866,97748,123561,113956801,173,224,21517,-1,-1,-1,2022-10-04.00:07:27
wiki-edits-sh,4579815,6265043,32,4,278.528415,0,100000,1263.637514,100409,0,47334905,0,0,0,-1,-1,-1,2022-10-04.00:07:37
wiki-edits-sh,-1,-1,32,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,1295.66,832.833,2022-10-04.00:20:00
DBLP,1824702,8344615,64,4,962.012475,100000,0,118.349213,115433,144689,955133,1,1,16634,-1,-1,-1,2022-10-04.00:20:18
DBLP,1824702,8344615,64,4,975.982890,0,100000,78.321767,114820,0,644130,0,0,0,-1,-1,-1,2022-10-04.00:20:36
DBLP,-1,-1,64,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,390.586,283.362,2022-10-04.00:21:12
Flickr,2302926,22838276,64,4,1296.083317,100000,0,311.912792,108867,123363,7218706,1,1,11006,-1,-1,-1,2022-10-04.00:21:51
Flickr,2302926,22838276,64,4,1308.429236,0,100000,133.696457,107505,0,7005202,0,0,0,-1,-1,-1,2022-10-04.00:22:29
Flickr,-1,-1,64,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,2916.64,553.806,2022-10-04.00:23:39
StackOverflow,2601978,28183518,64,4,2376.991532,100000,0,749.746700,100831,174192,20166764,5,5,46894,-1,-1,-1,2022-10-04.00:24:50
StackOverflow,2601978,28183518,64,4,2332.017820,0,100000,262.101823,95461,0,14842125,0,0,0,-1,-1,-1,2022-10-04.00:25:58
StackOverflow,-1,-1,64,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,5485.4,1081.12,2022-10-04.00:28:04
wiki-edits-sh,4579815,6265043,64,4,283.055217,100000,0,1474.938398,98275,115654,65520876,20,20,12048,-1,-1,-1,2022-10-04.00:28:15
wiki-edits-sh,4579815,6265043,64,4,283.834137,0,100000,1394.473414,100385,0,48231483,0,0,0,-1,-1,-1,2022-10-04.00:28:25
wiki-edits-sh,-1,-1,64,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,1320.51,834.572,2022-10-04.00:41:22
DBLP,1824702,8344615,1,4,962.545572,100000,0,80.235465,118187,148070,1159137,0,0,16716,-1,-1,-1,2022-10-04.00:41:40
DBLP,1824702,8344615,1,4,994.245458,0,100000,55.145032,118187,0,656630,0,0,0,-1,-1,-1,2022-10-04.00:41:58
DBLP,-1,-1,1,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,855.561,178.199,2022-10-04.00:42:34
Flickr,2302926,22838276,1,4,1303.530951,100000,0,243.982581,110044,130351,10818444,1,1,11089,-1,-1,-1,2022-10-04.00:43:12
Flickr,2302926,22838276,1,4,1319.406559,0,100000,177.768706,110044,0,8642827,0,0,0,-1,-1,-1,2022-10-04.00:43:50
Flickr,-1,-1,1,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,2912.4,434.976,2022-10-04.00:45:00
StackOverflow,2601978,28183518,1,4,2319.254766,100000,0,1637.413212,101477,176306,43483076,9,10,47318,-1,-1,-1,2022-10-04.00:46:11
StackOverflow,2601978,28183518,1,4,2325.212108,0,100000,864.453406,101477,0,24803420,0,0,0,-1,-1,-1,2022-10-04.00:47:19
StackOverflow,-1,-1,1,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,7140.81,1008.52,2022-10-04.00:49:27
wiki-edits-sh,4579815,6265043,1,4,282.272187,100000,0,1842.909751,100867,116956,78568581,2,2,10631,-1,-1,-1,2022-10-04.00:49:37
wiki-edits-sh,4579815,6265043,1,4,281.291155,0,100000,1809.273417,100867,0,43642478,0,0,0,-1,-1,-1,2022-10-04.00:49:48
wiki-edits-sh,-1,-1,1,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,1413.4,659.403,2022-10-04.01:02:52
DBLP,1824702,8344615,2,4,955.111464,100000,0,52.039149,116659,146286,1123316,0,0,16751,-1,-1,-1,2022-10-04.01:03:11
DBLP,1824702,8344615,2,4,962.200839,0,100000,37.621888,115965,0,646153,0,0,0,-1,-1,-1,2022-10-04.01:03:28
