model,N,M,workers,alg,init-mstime,insert-num,remove-num,mstime,V*,V+,S,tag,assert,date
ba-1m-8m,1000000,7999964,1,3,758.229606,100000,0,164.595996,-32791,166671,1864948,299975,-1,2021-09-15.23:29:36
baidu,2141301,17794839,1,3,1318.650053,100000,0,255.091623,90383,137430,14702896,672208,[0m,,2021-09-15.23:30:00
dbpedia,3966925,13820853,1,3,1613.214587,100000,0,126.711511,90905,128152,1669607,929920,-1,2021-09-15.23:30:17
er-1m-8m,1000000,8000000,1,3,1247.972572,100000,0,85.910188,27917,66783,663584,400964,-1,2021-09-15.23:30:26
livej,4847571,68993773,1,3,4814.842524,100000,0,257.691525,97632,162157,12223657,691932,[0m,,2021-09-15.23:31:16
patent,6009555,16518948,1,3,3506.147973,100000,0,200.282404,83996,185563,2497089,932770,-1,2021-09-15.23:31:49
pokec,1632804,30622564,1,3,1843.361648,100000,0,191.684609,63659,144733,5811506,640518,[0m,,2021-09-15.23:32:14
rmat-1m-8m,999760,7810950,1,3,391.745960,100000,0,278.552940,87457,134283,31150648,516999,[0m,,2021-09-15.23:32:19
roadNetCA,1971281,5533214,1,3,572.139722,100000,0,106.518743,12900,255313,625611,867772,-1,2021-09-15.23:32:22
ssca2,1048577,157877986,1,3,2161.689415,100000,0,2392.470442,1528797,1679106,125862231,11759457,[0m,,2021-09-15.23:33:21
wiki-links,5710993,130160392,1,3,9885.148052,100000,0,811.907429,175492,219364,60094588,664521,[0m,,2021-09-15.23:35:34
wikitalk,2394385,5021410,1,3,456.292848,100000,0,195.810807,96847,108746,12780207,786987,[0m,,2021-09-15.23:35:37
wiki_talk_en,2987536,24981163,1,3,672.477072,100000,0,282.379050,96053,109173,21263164,670814,[0m,,2021-09-15.23:35:43
ba-1m-8m,1000000,7999964,1,2,628.998331,0,100000,250.527812,22139,0,310622,0,-1,2021-09-15.23:35:59
baidu,2141301,17794839,1,2,1340.330142,0,100000,370.149645,98605,0,11718222,0,-1,2021-09-15.23:36:25
dbpedia,3966925,13820853,1,2,1610.189503,0,100000,783.826700,100553,0,2115306,0,-1,2021-09-15.23:36:45
er-1m-8m,1000000,8000000,1,2,1080.004115,0,100000,369.491762,39166,0,861152,0,-1,2021-09-15.23:37:03
livej,4847571,68993773,1,2,4750.014799,0,100000,352.628618,112891,0,17141842,0,-1,2021-09-15.23:38:00
patent,6009555,16518948,1,2,3365.540467,0,100000,361.907864,106759,0,3016850,0,-1,2021-09-15.23:38:41
pokec,1632804,30622564,1,2,1761.479192,0,100000,343.397270,85883,0,6884008,0,-1,2021-09-15.23:39:09
rmat-1m-8m,999760,7810950,1,2,417.006187,0,100000,368.243364,100390,0,45401278,0,-1,2021-09-15.23:39:15
roadNetCA,1971281,5533214,1,2,608.009348,0,100000,179.373538,60770,0,188840,0,-1,2021-09-15.23:39:21
ssca2,1048577,157877986,1,2,1207.616426,0,100000,1789.694354,1591889,0,240955856,0,-1,2021-09-15.23:40:25
wiki-links,5710993,130160392,1,2,9286.196663,0,100000,1088.553663,187900,0,98246346,0,-1,2021-09-15.23:42:47
wikitalk,2394385,5021410,1,2,531.549701,0,100000,377.179852,100555,0,22151402,0,-1,2021-09-15.23:42:51
wiki_talk_en,2987536,24981163,1,2,748.138097,0,100000,672.444749,100138,0,34264590,0,-1,2021-09-15.23:43:00
ba-1m-8m,1000000,7999964,1,3,752.373812,0,100000,34.166778,21913,0,153758,21913,-1,2021-09-15.23:43:06
baidu,2141301,17794839,1,3,1318.480835,0,100000,240.601677,98798,0,6052841,98798,-1,2021-09-15.23:43:31
dbpedia,3966925,13820853,1,3,1614.010930,0,100000,564.320092,100542,0,1091944,100542,-1,2021-09-15.23:43:48
er-1m-8m,1000000,8000000,1,3,1258.159918,0,100000,39.354951,39759,0,437648,39759,-1,2021-09-15.23:43:57
livej,4847571,68993773,1,3,4790.843875,0,100000,190.428368,113781,0,8484243,113781,-1,2021-09-15.23:44:48
patent,6009555,16518948,1,3,3526.871526,0,100000,84.441845,108106,0,1506448,108106,-1,2021-09-15.23:45:21
pokec,1632804,30622564,1,3,1878.161797,0,100000,118.332960,85160,0,3313100,85160,-1,2021-09-15.23:45:46
rmat-1m-8m,999760,7810950,1,3,395.075808,0,100000,363.311033,99501,0,20489355,99501,-1,2021-09-15.23:45:51
roadNetCA,1971281,5533214,1,3,580.431541,0,100000,23.278209,60946,0,95273,60946,-1,2021-09-15.23:45:55
ssca2,1048577,157877986,1,3,2170.854023,0,100000,1076.138200,1591986,0,120546034,1591986,-1,2021-09-15.23:46:52
wiki-links,5710993,130160392,1,3,9905.242460,0,100000,1018.771465,188890,0,51822868,188890,-1,2021-09-15.23:49:07
wikitalk,2394385,5021410,1,3,459.615137,0,100000,333.399216,100437,0,11127373,100437,-1,2021-09-15.23:49:10
wiki_talk_en,2987536,24981163,1,3,677.699867,0,100000,633.168321,100026,0,17023747,100026,-1,2021-09-15.23:49:18
ba-1m-8m,1000000,7999964,1,2,645.002528,100000,0,1207.002441,21906,111238,1857216,0,-1,2021-09-15.23:49:35
baidu,2141301,17794839,1,2,1332.500347,100000,0,384.202054,98821,119965,10039700,0,-1,2021-09-15.23:50:01
dbpedia,3966925,13820853,1,2,1617.032324,100000,0,328.566690,101481,117661,1800386,0,-1,2021-09-15.23:50:21
er-1m-8m,1000000,8000000,1,2,1072.622218,100000,0,337.348687,39189,54660,656168,0,-1,2021-09-15.23:50:39
livej,4847571,68993773,1,2,4725.087621,100000,0,508.782092,113872,140941,11321406,0,-1,2021-09-15.23:51:36
patent,6009555,16518948,1,2,3352.175978,100000,0,659.279982,105833,156504,2418585,0,-1,2021-09-15.23:52:17
pokec,1632804,30622564,1,2,1750.908334,100000,0,517.723187,85337,124851,6016345,0,-1,2021-09-15.23:52:45
rmat-1m-8m,999760,7810950,1,2,414.596723,100000,0,350.627330,100812,120660,30604481,0,-1,2021-09-15.23:52:51
roadNetCA,1971281,5533214,1,2,594.963834,100000,0,446.976100,61085,203612,616777,0,-1,2021-09-15.23:52:57
ssca2,1048577,157877986,1,2,1223.932015,100000,0,2156.111845,1593260,1652314,125366253,0,-1,2021-09-15.23:54:01
wiki-links,5710993,130160392,1,2,9266.243519,100000,0,1031.533420,187129,203487,55557180,0,-1,2021-09-15.23:56:24
wikitalk,2394385,5021410,1,2,528.363505,100000,0,274.476543,99987,105089,12615912,0,-1,2021-09-15.23:56:28
wiki_talk_en,2987536,24981163,1,2,743.946598,100000,0,441.968977,101228,106947,25168161,0,-1,2021-09-15.23:56:36
ba-1m-8m,1000000,7999964,1,3,753.142407,100000,0,163.306190,-33077,166144,1836916,295759,-1,2021-09-15.23:56:43
baidu,2141301,17794839,1,3,1316.882001,100000,0,206.302134,85690,132537,9914971,669214,-1,2021-09-15.23:57:07
dbpedia,3966925,13820853,1,3,1611.756562,100000,0,131.325493,90923,127826,1758179,923412,-1,2021-09-15.23:57:24
er-1m-8m,1000000,8000000,1,3,1253.833267,100000,0,87.342136,27745,66262,658230,411146,-1,2021-09-15.23:57:33
livej,4847571,68993773,1,3,4790.728447,100000,0,241.693586,94641,158347,11071160,680406,[0m,,2021-09-15.23:58:23
patent,6009555,16518948,1,3,3526.453103,100000,0,195.801535,81529,181275,2393843,928261,-1,2021-09-15.23:58:56
pokec,1632804,30622564,1,3,1849.656283,100000,0,193.662080,65242,147350,6105620,636173,-1,2021-09-15.23:59:21
rmat-1m-8m,999760,7810950,1,3,390.851964,100000,0,264.277788,86470,133311,29186252,515294,[0m,,2021-09-15.23:59:26
roadNetCA,1971281,5533214,1,3,572.295554,100000,0,101.591355,13464,257121,631884,840411,-1,2021-09-15.23:59:30
ssca2,1048577,157877986,1,3,2195.489182,100000,0,2403.426380,1534103,1680498,125979648,11835428,[0m,,2021-09-16.00:00:28
wiki-links,5710993,130160392,1,3,9872.718695,100000,0,824.791909,179794,224292,59923566,679439,-1,2021-09-16.00:02:43
wikitalk,2394385,5021410,1,3,456.008028,100000,0,215.599904,97262,109392,14970589,791678,[0m,,2021-09-16.00:02:46
wiki_talk_en,2987536,24981163,1,3,675.494266,100000,0,328.595821,97635,110801,25816030,693131,[0m,,2021-09-16.00:02:53
ba-1m-8m,1000000,7999964,1,2,625.956555,0,100000,249.337994,22105,0,310112,0,-1,2021-09-16.00:03:08
baidu,2141301,17794839,1,2,1336.283289,0,100000,422.143535,102983,0,20849050,0,-1,2021-09-16.00:03:34
dbpedia,3966925,13820853,1,2,1614.222513,0,100000,776.270081,101132,0,1834142,0,-1,2021-09-16.00:03:54
er-1m-8m,1000000,8000000,1,2,1081.624574,0,100000,380.442938,39100,0,859288,0,-1,2021-09-16.00:04:12
livej,4847571,68993773,1,2,4718.219161,0,100000,349.154515,111738,0,16169694,0,-1,2021-09-16.00:05:09
patent,6009555,16518948,1,2,3396.088680,0,100000,359.860968,105457,0,2868294,0,-1,2021-09-16.00:05:50
pokec,1632804,30622564,1,2,1765.166647,0,100000,336.793427,85289,0,6685184,0,-1,2021-09-16.00:06:18
rmat-1m-8m,999760,7810950,1,2,416.787678,0,100000,348.386149,99488,0,40577424,0,-1,2021-09-16.00:06:24
roadNetCA,1971281,5533214,1,2,605.327310,0,100000,179.505082,61375,0,192526,0,-1,2021-09-16.00:06:30
ssca2,1048577,157877986,1,2,1207.861235,0,100000,1778.934112,1590672,0,240640036,0,-1,2021-09-16.00:07:33
wiki-links,5710993,130160392,1,2,9265.333852,0,100000,1097.654079,189496,0,98950576,0,-1,2021-09-16.00:09:57
wikitalk,2394385,5021410,1,2,530.122435,0,100000,364.110112,100031,0,18857184,0,-1,2021-09-16.00:10:01
wiki_talk_en,2987536,24981163,1,2,750.042088,0,100000,721.253501,101154,0,42145172,0,-1,2021-09-16.00:10:09
ba-1m-8m,1000000,7999964,1,3,757.332444,0,100000,34.158036,21983,0,154202,21983,-1,2021-09-16.00:10:16
baidu,2141301,17794839,1,3,1326.466229,0,100000,238.881290,98750,0,5980735,98750,-1,2021-09-16.00:10:40
dbpedia,3966925,13820853,1,3,1610.000297,0,100000,559.238443,101397,0,908031,101397,-1,2021-09-16.00:10:57
er-1m-8m,1000000,8000000,1,3,1252.947148,0,100000,39.266442,40274,0,443950,40274,-1,2021-09-16.00:11:06
livej,4847571,68993773,1,3,4824.826047,0,100000,189.714482,112021,0,8508113,112021,-1,2021-09-16.00:11:58
patent,6009555,16518948,1,3,3535.403350,0,100000,83.539026,106451,0,1448201,106451,-1,2021-09-16.00:12:30
pokec,1632804,30622564,1,3,1862.001414,0,100000,117.595438,86066,0,3392377,86066,-1,2021-09-16.00:12:55
rmat-1m-8m,999760,7810950,1,3,393.739283,0,100000,393.640329,100641,0,22911824,100641,-1,2021-09-16.00:13:00
roadNetCA,1971281,5533214,1,3,579.825934,0,100000,21.747286,61373,0,96561,61373,-1,2021-09-16.00:13:04
ssca2,1048577,157877986,1,3,2177.249992,0,100000,1078.057835,1595344,0,120748971,1595344,-1,2021-09-16.00:14:01
wiki-links,5710993,130160392,1,3,9877.450715,0,100000,1003.803975,185600,0,49007934,185600,-1,2021-09-16.00:16:16
wikitalk,2394385,5021410,1,3,462.261847,0,100000,337.158522,100679,0,11109681,100679,-1,2021-09-16.00:16:19
wiki_talk_en,2987536,24981163,1,3,675.840136,0,100000,637.045799,100009,0,17112538,100009,-1,2021-09-16.00:16:27
ba-1m-8m,1000000,7999964,1,2,644.305223,100000,0,1203.040871,21938,111164,1822849,0,-1,2021-09-16.00:16:44
baidu,2141301,17794839,1,2,1335.154353,100000,0,385.079430,98921,120357,10160654,0,-1,2021-09-16.00:17:10
dbpedia,3966925,13820853,1,2,1610.745652,100000,0,323.702359,100793,117218,1775312,0,-1,2021-09-16.00:17:30
er-1m-8m,1000000,8000000,1,2,1077.176939,100000,0,332.768124,39185,54567,655950,0,-1,2021-09-16.00:17:48
livej,4847571,68993773,1,2,4731.419513,100000,0,504.484533,114387,141500,11544041,0,-1,2021-09-16.00:18:45
patent,6009555,16518948,1,2,3346.671080,100000,0,659.574619,106203,156290,2383317,0,-1,2021-09-16.00:19:26
pokec,1632804,30622564,1,2,1756.700504,100000,0,515.368534,86066,126077,5996849,0,-1,2021-09-16.00:19:54
rmat-1m-8m,999760,7810950,1,2,414.317194,100000,0,357.868741,100526,120201,30746887,0,-1,2021-09-16.00:20:00
roadNetCA,1971281,5533214,1,2,596.378442,100000,0,450.543094,61515,203965,618350,0,-1,2021-09-16.00:20:06
ssca2,1048577,157877986,1,2,1223.380046,100000,0,2169.271022,1585908,1647310,125043860,0,-1,2021-09-16.00:21:10
wiki-links,5710993,130160392,1,2,9264.147472,100000,0,1124.509598,187200,203308,61869984,0,-1,2021-09-16.00:23:33
wikitalk,2394385,5021410,1,2,527.117654,100000,0,298.903460,100710,105874,14552242,0,-1,2021-09-16.00:23:37
wiki_talk_en,2987536,24981163,1,2,747.330147,100000,0,450.575697,100995,106638,25288478,0,-1,2021-09-16.00:23:45
ba-1m-8m,1000000,7999964,1,3,757.446946,100000,0,163.888718,-33129,166813,1834532,297186,-1,2021-09-16.00:23:52
baidu,2141301,17794839,1,3,1325.523651,100000,0,254.480681,90365,137057,14377555,670470,-1,2021-09-16.00:24:17
dbpedia,3966925,13820853,1,3,1609.313874,100000,0,128.203881,90557,127675,1806866,930230,-1,2021-09-16.00:24:33
er-1m-8m,1000000,8000000,1,3,1243.969803,100000,0,87.448726,28749,67298,671015,421155,-1,2021-09-16.00:24:42
livej,4847571,68993773,1,3,4810.926019,100000,0,243.657863,93868,158312,11011592,692711,-1,2021-09-16.00:25:34
patent,6009555,16518948,1,3,3508.491016,100000,0,195.843020,81762,181984,2509279,914864,-1,2021-09-16.00:26:07
pokec,1632804,30622564,1,3,1851.577657,100000,0,195.137210,65667,148225,6132152,640665,[0m,,2021-09-16.00:26:31
rmat-1m-8m,999760,7810950,1,3,390.331513,100000,0,281.602280,87511,134026,31143405,508941,[0m,,2021-09-16.00:26:36
roadNetCA,1971281,5533214,1,3,574.312722,100000,0,102.401128,12908,257493,633117,845704,-1,2021-09-16.00:26:40
ssca2,1048577,157877986,1,3,2194.721649,100000,0,2391.997814,1525181,1673713,125467281,11775209,[0m,,2021-09-16.00:27:38
wiki-links,5710993,130160392,1,3,9885.796117,100000,0,768.732753,169723,213911,55955537,651199,[0m,,2021-09-16.00:29:51
wikitalk,2394385,5021410,1,3,458.514656,100000,0,202.639380,96560,108616,13005085,786958,[0m,,2021-09-16.00:29:54
wiki_talk_en,2987536,24981163,1,3,675.403545,100000,0,326.001471,97376,110520,25197273,688859,[0m,,2021-09-16.00:30:01
ba-1m-8m,1000000,7999964,1,2,625.383981,0,100000,249.779965,21912,0,307502,0,-1,2021-09-16.00:30:16
baidu,2141301,17794839,1,2,1335.262355,0,100000,372.918079,98776,0,11973472,0,-1,2021-09-16.00:30:43
dbpedia,3966925,13820853,1,2,1615.377903,0,100000,789.631768,101438,0,2268058,0,-1,2021-09-16.00:31:02
er-1m-8m,1000000,8000000,1,2,1081.898724,0,100000,376.346902,39048,0,857732,0,-1,2021-09-16.00:31:20
livej,4847571,68993773,1,2,4731.306187,0,100000,354.864067,113104,0,16957160,0,-1,2021-09-16.00:32:17
patent,6009555,16518948,1,2,3355.191574,0,100000,361.771373,105677,0,2880662,0,-1,2021-09-16.00:32:58
pokec,1632804,30622564,1,2,1763.687381,0,100000,340.653520,86434,0,6939494,0,-1,2021-09-16.00:33:26
rmat-1m-8m,999760,7810950,1,2,417.971075,0,100000,367.805206,100670,0,45291404,0,-1,2021-09-16.00:33:32
roadNetCA,1971281,5533214,1,2,607.894275,0,100000,180.427540,61166,0,193246,0,-1,2021-09-16.00:33:38
ssca2,1048577,157877986,1,2,1206.271111,0,100000,1785.546475,1588642,0,240563678,0,-1,2021-09-16.00:34:42
wiki-links,5710993,130160392,1,2,9350.152609,0,100000,1137.663579,194292,0,105795630,0,-1,2021-09-16.00:37:04
wikitalk,2394385,5021410,1,2,530.852752,0,100000,379.262219,100558,0,22233244,0,-1,2021-09-16.00:37:08
wiki_talk_en,2987536,24981163,1,2,749.202943,0,100000,677.439513,99965,0,34723478,0,-1,2021-09-16.00:37:17
ba-1m-8m,1000000,7999964,1,3,750.235212,0,100000,34.205009,22166,0,155418,22166,-1,2021-09-16.00:37:23
baidu,2141301,17794839,1,3,1323.532391,0,100000,237.860068,98572,0,5985486,98572,-1,2021-09-16.00:37:48
dbpedia,3966925,13820853,1,3,1611.363897,0,100000,562.600682,101689,0,1033521,101689,-1,2021-09-16.00:38:05
er-1m-8m,1000000,8000000,1,3,1263.746667,0,100000,38.992904,39345,0,432979,39345,-1,2021-09-16.00:38:14
livej,4847571,68993773,1,3,4808.945957,0,100000,190.869526,112056,0,8471412,112056,-1,2021-09-16.00:39:05
patent,6009555,16518948,1,3,3541.080195,0,100000,82.532447,104937,0,1477546,104937,-1,2021-09-16.00:39:38
pokec,1632804,30622564,1,3,1884.469102,0,100000,118.941365,86220,0,3470644,86220,-1,2021-09-16.00:40:03
rmat-1m-8m,999760,7810950,1,3,391.639083,0,100000,389.839822,100594,0,22811525,100594,-1,2021-09-16.00:40:08
roadNetCA,1971281,5533214,1,3,580.649776,0,100000,21.738081,60844,0,95100,60844,-1,2021-09-16.00:40:12
ssca2,1048577,157877986,1,3,2167.698151,0,100000,1075.466794,1586651,0,120121051,1586651,-1,2021-09-16.00:41:09
wiki-links,5710993,130160392,1,3,9899.994368,0,100000,1007.210520,186957,0,49735682,186957,-1,2021-09-16.00:43:24
wikitalk,2394385,5021410,1,3,461.588022,0,100000,333.144651,100407,0,10948289,100407,-1,2021-09-16.00:43:27
wiki_talk_en,2987536,24981163,1,3,677.585724,0,100000,639.854177,100190,0,17142711,100190,-1,2021-09-16.00:43:35
ba-1m-8m,1000000,7999964,1,2,633.389573,100000,0,1213.963072,22107,111071,1844941,0,-1,2021-09-16.00:43:52
baidu,2141301,17794839,1,2,1337.182518,100000,0,385.674821,98814,120262,10102948,0,-1,2021-09-16.00:44:18
dbpedia,3966925,13820853,1,2,1611.053592,100000,0,318.909724,100628,117383,1603725,0,-1,2021-09-16.00:44:38
er-1m-8m,1000000,8000000,1,2,1071.100716,100000,0,334.619746,39767,55437,667332,0,-1,2021-09-16.00:44:56
livej,4847571,68993773,1,2,4715.295548,100000,0,496.779924,111592,139188,10707615,0,-1,2021-09-16.00:45:53
patent,6009555,16518948,1,2,3351.764220,100000,0,666.001640,107638,158370,2487906,0,-1,2021-09-16.00:46:34
pokec,1632804,30622564,1,2,1751.484834,100000,0,512.601075,86215,125524,5942080,0,-1,2021-09-16.00:47:02
rmat-1m-8m,999760,7810950,1,2,414.804531,100000,0,354.808604,100538,120232,30627808,0,-1,2021-09-16.00:47:08
roadNetCA,1971281,5533214,1,2,592.477294,100000,0,453.703150,61260,207180,629992,0,-1,2021-09-16.00:47:14
ssca2,1048577,157877986,1,2,1218.437402,100000,0,2165.981159,1592581,1653116,125517832,0,-1,2021-09-16.00:48:18
wiki-links,5710993,130160392,1,2,9289.340389,100000,0,1025.993812,187506,204071,54683241,0,-1,2021-09-16.00:50:41
wikitalk,2394385,5021410,1,2,529.666058,100000,0,295.878917,100691,105989,14276402,0,-1,2021-09-16.00:50:45
wiki_talk_en,2987536,24981163,1,2,744.894834,100000,0,396.753311,100076,105541,21010258,0,-1,2021-09-16.00:50:53
ba-1m-8m,1000000,7999964,1,3,755.261743,100000,0,163.947350,-33242,166242,1863008,299822,-1,2021-09-16.00:51:00
baidu,2141301,17794839,1,3,1324.483540,100000,0,209.559727,85582,132485,9970315,673428,[0m,,2021-09-16.00:51:24
dbpedia,3966925,13820853,1,3,1609.770873,100000,0,128.949893,90562,127585,1771126,934939,-1,2021-09-16.00:51:40
er-1m-8m,1000000,8000000,1,3,1241.501539,100000,0,85.726106,27329,65593,651306,389685,-1,2021-09-16.00:51:49
livej,4847571,68993773,1,3,4833.093752,100000,0,247.649137,96871,160553,11374516,699534,[0m,,2021-09-16.00:52:40
patent,6009555,16518948,1,3,3507.359103,100000,0,196.463722,82529,182618,2397172,920125,-1,2021-09-16.00:53:13
pokec,1632804,30622564,1,3,1856.148956,100000,0,192.442137,64294,146411,5931850,637001,-1,2021-09-16.00:53:37
rmat-1m-8m,999760,7810950,1,3,392.076513,100000,0,288.289992,87385,134864,32088075,516204,[0m,,2021-09-16.00:53:42
roadNetCA,1971281,5533214,1,3,571.949335,100000,0,101.546916,13101,257090,632005,836914,-1,2021-09-16.00:53:46
ssca2,1048577,157877986,1,3,2191.090714,100000,0,2407.044508,1526063,1680361,125977256,11796396,[0m,,2021-09-16.00:54:45
wiki-links,5710993,130160392,1,3,9876.214310,100000,0,778.110478,176432,215391,56411356,665618,[0m,,2021-09-16.00:56:58
wikitalk,2394385,5021410,1,3,457.230051,100000,0,217.779723,97057,109459,14371012,804474,[0m,,2021-09-16.00:57:01
wiki_talk_en,2987536,24981163,1,3,671.915044,100000,0,296.398234,96032,109735,22834003,672500,[0m,,2021-09-16.00:57:07
ba-1m-8m,1000000,7999964,1,2,629.044225,0,100000,249.881155,22101,0,309896,0,-1,2021-09-16.00:57:23
baidu,2141301,17794839,1,2,1340.998793,0,100000,425.561029,103066,0,20895338,0,-1,2021-09-16.00:57:49
dbpedia,3966925,13820853,1,2,1621.054836,0,100000,784.986975,100396,0,2079194,0,-1,2021-09-16.00:58:09
er-1m-8m,1000000,8000000,1,2,1081.276461,0,100000,389.799699,40162,0,884946,0,-1,2021-09-16.00:58:27
livej,4847571,68993773,1,2,4722.124078,0,100000,354.132436,113379,0,16822922,0,-1,2021-09-16.00:59:24
patent,6009555,16518948,1,2,3344.042490,0,100000,363.345944,106558,0,3021186,0,-1,2021-09-16.01:00:04
pokec,1632804,30622564,1,2,1800.040611,0,100000,344.295448,87131,0,6955950,0,-1,2021-09-16.01:00:33
rmat-1m-8m,999760,7810950,1,2,418.855759,0,100000,366.332266,100644,0,45211406,0,-1,2021-09-16.01:00:38
roadNetCA,1971281,5533214,1,2,606.827018,0,100000,182.662723,61224,0,191166,0,-1,2021-09-16.01:00:44
ssca2,1048577,157877986,1,2,1204.804632,0,100000,1793.340479,1588387,0,240683002,0,-1,2021-09-16.01:01:48
wiki-links,5710993,130160392,1,2,9276.071456,0,100000,1072.694417,187490,0,96248092,0,-1,2021-09-16.01:04:11
wikitalk,2394385,5021410,1,2,529.000789,0,100000,379.151017,100645,0,21573918,0,-1,2021-09-16.01:04:15
wiki_talk_en,2987536,24981163,1,2,748.014770,0,100000,679.156635,99776,0,34172188,0,-1,2021-09-16.01:04:24
ba-1m-8m,1000000,7999964,1,3,752.798293,0,100000,33.968310,21715,0,152295,21715,-1,2021-09-16.01:04:30
baidu,2141301,17794839,1,3,1327.436252,0,100000,240.952950,98861,0,6107382,98861,-1,2021-09-16.01:04:55
dbpedia,3966925,13820853,1,3,1609.169381,0,100000,559.095764,101220,0,1083573,101220,-1,2021-09-16.01:05:12
er-1m-8m,1000000,8000000,1,3,1258.784651,0,100000,38.882122,38940,0,428422,38940,-1,2021-09-16.01:05:21
livej,4847571,68993773,1,3,4817.375041,0,100000,193.517824,114201,0,8436654,114201,-1,2021-09-16.01:06:12
patent,6009555,16518948,1,3,3528.772274,0,100000,84.222503,108000,0,1511375,108000,-1,2021-09-16.01:06:45
pokec,1632804,30622564,1,3,1856.604721,0,100000,119.402034,86578,0,3471789,86578,-1,2021-09-16.01:07:10
rmat-1m-8m,999760,7810950,1,3,393.593387,0,100000,388.727591,100489,0,22596936,100489,-1,2021-09-16.01:07:15
roadNetCA,1971281,5533214,1,3,579.066993,0,100000,21.920734,61186,0,95671,61186,-1,2021-09-16.01:07:19
ssca2,1048577,157877986,1,3,2191.619263,0,100000,1076.196789,1591343,0,120401177,1591343,-1,2021-09-16.01:08:16
wiki-links,5710993,130160392,1,3,9896.551874,0,100000,987.829899,185692,0,48838888,185692,-1,2021-09-16.01:10:31
wikitalk,2394385,5021410,1,3,460.957323,0,100000,300.084948,99919,0,9162697,99919,-1,2021-09-16.01:10:34
wiki_talk_en,2987536,24981163,1,3,676.167573,0,100000,643.880934,99963,0,17340459,99963,-1,2021-09-16.01:10:42
ba-1m-8m,1000000,7999964,1,2,635.406850,100000,0,1205.105990,22017,111652,1861446,0,-1,2021-09-16.01:10:59
baidu,2141301,17794839,1,2,1335.614215,100000,0,382.845579,98473,119687,10003087,0,-1,2021-09-16.01:11:25
dbpedia,3966925,13820853,1,2,1609.666423,100000,0,320.776843,101090,117784,1673366,0,-1,2021-09-16.01:11:45
er-1m-8m,1000000,8000000,1,2,1062.177668,100000,0,334.030573,39030,54453,655141,0,-1,2021-09-16.01:12:03
livej,4847571,68993773,1,2,4697.232210,100000,0,505.198549,112894,140583,11235062,0,-1,2021-09-16.01:13:00
patent,6009555,16518948,1,2,3342.008263,100000,0,657.267876,106814,155714,2377973,0,-1,2021-09-16.01:13:41
pokec,1632804,30622564,1,2,1748.566813,100000,0,521.428318,85871,126655,6070626,0,-1,2021-09-16.01:14:09
rmat-1m-8m,999760,7810950,1,2,413.511986,100000,0,338.416698,99448,119416,28471507,0,-1,2021-09-16.01:14:15
roadNetCA,1971281,5533214,1,2,591.538753,100000,0,447.310021,61162,201320,608592,0,-1,2021-09-16.01:14:21
ssca2,1048577,157877986,1,2,1214.731116,100000,0,2166.788173,1591129,1652353,125367737,0,-1,2021-09-16.01:15:25
wiki-links,5710993,130160392,1,2,9263.513997,100000,0,997.962356,184226,199508,53936885,0,-1,2021-09-16.01:17:48
wikitalk,2394385,5021410,1,2,530.171885,100000,0,294.692078,100510,105567,14522200,0,-1,2021-09-16.01:17:52
wiki_talk_en,2987536,24981163,1,2,746.332978,100000,0,400.817433,99966,105766,21339559,0,-1,2021-09-16.01:18:00
ba-1m-8m,1000000,7999964,1,3,753.284793,100000,0,165.566156,-32592,166447,1848452,313919,-1,2021-09-16.01:18:06
baidu,2141301,17794839,1,3,1322.413513,100000,0,214.116930,85959,133884,10433595,675932,[0m,,2021-09-16.01:18:30
dbpedia,3966925,13820853,1,3,1608.326421,100000,0,122.663744,90611,128019,1619288,908856,-1,2021-09-16.01:18:47
er-1m-8m,1000000,8000000,1,3,1242.669351,100000,0,86.509518,28261,67443,669956,415835,-1,2021-09-16.01:18:56
livej,4847571,68993773,1,3,4799.176061,100000,0,248.604742,94035,159158,11650332,684079,-1,2021-09-16.01:19:47
patent,6009555,16518948,1,3,3510.126472,100000,0,194.114664,81401,182020,2414665,909112,-1,2021-09-16.01:20:20
pokec,1632804,30622564,1,3,1865.442169,100000,0,191.984997,64275,145933,5885529,636334,-1,2021-09-16.01:20:45
rmat-1m-8m,999760,7810950,1,3,389.575266,100000,0,267.547849,86504,133139,29042485,510981,[0m,,2021-09-16.01:20:50
roadNetCA,1971281,5533214,1,3,572.303261,100000,0,102.416379,13661,256619,631120,847416,-1,2021-09-16.01:20:54
ssca2,1048577,157877986,1,3,2166.423550,100000,0,2400.053040,1534984,1682652,126170197,11801914,[0m,,2021-09-16.01:21:52
wiki-links,5710993,130160392,1,3,9914.096050,100000,0,750.108566,169799,213641,54226911,658984,-1,2021-09-16.01:24:06
wikitalk,2394385,5021410,1,3,459.447731,100000,0,207.110970,96427,108979,13549786,781124,[0m,,2021-09-16.01:24:09
wiki_talk_en,2987536,24981163,1,3,672.712440,100000,0,324.031159,97469,111005,25023154,692301,[0m,,2021-09-16.01:24:16
ba-1m-8m,1000000,7999964,1,2,632.871778,0,100000,252.840627,22102,0,310094,0,-1,2021-09-16.01:24:31
baidu,2141301,17794839,1,2,1335.615777,0,100000,373.902010,98441,0,12069968,0,-1,2021-09-16.01:24:58
dbpedia,3966925,13820853,1,2,1618.464683,0,100000,783.940356,101046,0,2197898,0,-1,2021-09-16.01:25:17
