I,T,t,l,w,Itime,Otime,Dtime,Mtime,tag#,subtag#,orepeat#,relabel#,maxtag#,morepeat#
10000000,2,20,1,8,341.939416,112.272430,172.309978,584.811539,0,10000000,0,0,0,0
10000000,2,21,1,8,362.062668,91.650363,166.456036,577.805484,124768,11746752,0,62384,0,0
10000000,2,22,1,8,440.561015,4.520500,113.598357,629.735109,6289816,19990960,0,356820,3780,0
10000000,2,23,1,8,4595.180235,5.159509,82.269275,5540.685184,99024410,19999976,0,357142,713076,0
10000000,2,20,0,16,228.738418,58.539910,82.808677,494.530150,0,10000000,0,0,0,0
10000000,2,21,0,16,226.469126,46.014243,64.961245,465.811473,125818,11761452,0,62909,0,0
10000000,2,22,0,16,405.021082,2.282711,55.342247,502.428657,6300499,19991212,0,356829,2485,0
10000000,2,23,0,16,3151.196673,2.520732,16.533874,4096.273379,99024410,19999976,0,357142,713076,0
10000000,2,20,1,16,303.782962,58.339229,99.155491,492.758449,0,10000000,0,0,0,0
10000000,2,21,1,16,309.821969,46.012812,85.126358,448.886740,124578,11744092,0,62289,0,0
10000000,2,22,1,16,386.179067,2.312492,70.114512,508.575257,6251251,19990428,0,356801,2485,0
10000000,2,23,1,16,5401.752372,2.882338,50.219627,6857.999875,99024410,19999976,0,357142,713076,0
10000000,2,20,0,24,221.776396,43.638365,70.973678,511.590087,0,10000000,0,0,0,0
10000000,2,21,0,24,220.189044,31.696095,51.115927,480.947777,125004,11750056,0,62502,0,0
10000000,2,22,0,24,423.556680,1.554819,54.004084,467.478858,6277754,19990652,0,356809,2485,0
10000000,2,23,0,24,3393.454367,2.526192,13.081220,4153.041225,99024410,19999976,0,357142,713076,0
10000000,2,20,1,24,306.869941,43.918426,78.758671,524.996368,0,10000000,0,0,0,0
10000000,2,21,1,24,308.217380,31.878762,59.241935,464.353279,124548,11743672,0,62274,0,0
10000000,2,22,1,24,403.937531,1.697706,52.066867,479.607983,6282660,19990568,0,356806,2485,0
10000000,2,23,1,24,5386.117600,3.188412,34.515119,6666.830970,99024410,19999976,0,357142,713076,0
10000000,2,20,0,32,223.747280,37.502141,66.884203,516.673054,0,10000000,0,0,0,0
10000000,2,21,0,32,255.954856,26.746095,48.437405,500.467804,124688,11745632,0,62344,0,0
10000000,2,22,0,32,419.287118,1.463414,41.262368,423.999947,6317116,19991212,0,356829,2485,0
10000000,2,23,0,32,3494.124529,1.535878,12.213681,4420.379164,99024410,19999976,0,357142,713076,0
10000000,2,20,1,32,306.071889,37.395865,68.965613,513.106584,0,10000000,0,0,0,0
10000000,2,21,1,32,309.402446,24.594999,48.318299,455.301283,124408,11741712,0,62204,0,0
10000000,2,22,1,32,417.908157,1.350469,43.133709,424.973190,6307114,19990736,0,356812,3780,0
10000000,2,23,1,32,5976.886595,1.948706,30.974221,7163.318108,99024410,19999976,0,357142,713076,0
10000000,2,20,0,40,221.078831,36.823459,65.260687,533.928349,0,10000000,0,0,0,0
10000000,2,21,0,40,282.977048,21.755983,47.375975,512.628955,124626,11744764,0,62313,0,0
10000000,2,22,0,40,461.903661,1.340379,40.532283,416.264352,6279254,19990736,0,356812,2485,0
10000000,2,23,0,40,3702.151763,1.668464,11.541101,4514.981343,99024410,19999976,0,357142,713076,0
10000000,2,20,1,40,313.950212,36.821578,64.367856,541.066763,0,10000000,0,0,0,0
10000000,2,21,1,40,311.841877,21.455559,43.904951,501.436709,124946,11749244,0,62473,0,0
10000000,2,22,1,40,456.054162,1.457065,41.578748,491.933048,6329644,19990904,0,356818,2485,0
10000000,2,23,1,40,6430.838449,1.867282,22.074495,7201.398960,99024410,19999976,0,357142,713076,0
10000000,2,20,0,48,220.216660,36.304094,62.993944,541.257496,0,10000000,0,0,0,0
10000000,2,21,0,48,303.364064,19.565205,46.984646,487.544661,124892,11748488,0,62446,0,0
10000000,2,22,0,48,483.304483,1.198213,38.482370,417.172821,6298393,19990904,0,356818,2485,0
10000000,2,23,0,48,3785.215785,1.467344,11.140653,4559.589717,99024410,19999976,0,357142,713076,0
10000000,2,20,1,48,319.818195,36.276122,61.727746,538.120275,0,10000000,0,0,0,0
10000000,2,21,1,48,316.492627,19.883038,42.050267,507.517463,125094,11751316,0,62547,0,0
10000000,2,22,1,48,481.157348,1.251966,37.247665,422.145841,6297227,19990680,0,356810,2485,0
10000000,2,23,1,48,6609.336356,1.615421,22.222971,7874.867409,99024410,19999976,0,357142,713076,0
10000000,2,20,0,56,220.839687,36.434248,61.834609,546.694539,0,10000000,0,0,0,0
10000000,2,21,0,56,304.455487,18.346259,46.870448,526.757768,125048,11750672,0,62524,0,0
10000000,2,22,0,56,497.484186,1.077158,41.168577,401.221716,6332380,19991324,0,356833,2485,0
10000000,2,23,0,56,3823.071105,1.128470,10.386027,4746.668775,99024410,19999976,0,357142,713076,0
10000000,2,20,1,56,318.460899,36.626886,59.799399,545.316857,0,10000000,0,0,0,0
10000000,2,21,1,56,320.752140,21.010157,41.167146,505.579174,124740,11746360,0,62370,0,0
10000000,2,22,1,56,497.236765,0.985054,38.436835,405.281548,6299683,19990792,0,356814,2485,0
10000000,2,23,1,56,6580.466034,1.446194,19.606485,8065.207361,99024410,19999976,0,357142,713076,0
10000000,2,20,0,64,219.743309,37.036823,60.581561,548.786026,0,10000000,0,0,0,0
10000000,2,21,0,64,306.791696,18.662563,46.841635,533.065552,125232,11753248,0,62616,0,0
10000000,2,22,0,64,502.274174,1.045367,41.376513,488.943496,6297445,19990708,0,356811,3780,0
10000000,2,23,0,64,3853.757166,1.031876,9.777491,4922.282203,99024410,19999976,0,357142,713076,0
10000000,2,20,1,64,317.488033,37.023622,58.690656,545.663109,0,10000000,0,0,0,0
10000000,2,21,1,64,322.756354,22.855377,41.678626,510.080599,124554,11743756,0,62277,0,0
10000000,2,22,1,64,512.326848,0.930301,36.907647,395.884826,6284773,19991128,0,356826,3780,0
10000000,2,23,1,64,6546.417758,1.272616,19.432996,8209.163276,99024410,19999976,0,357142,713076,0
10000000,2,20,0,128,198.370699,37.302082,64.393106,372.462977,0,10000000,0,0,0,0
10000000,2,21,0,128,266.075820,21.176693,48.401462,318.155794,125160,11752240,0,62580,0,0
10000000,2,22,0,128,315.759998,1.806560,42.401587,296.684648,6329656,19991436,0,356837,3780,0
10000000,2,23,0,128,4435.065917,3.434072,9.952418,6022.605331,99024410,19999976,0,357142,713076,0
10000000,2,20,1,128,254.016725,37.317733,59.477539,430.800528,0,10000000,0,0,0,0
10000000,2,21,1,128,255.069230,24.622214,41.731378,311.241593,124720,11746080,0,62360,0,0
10000000,2,22,1,128,291.525545,1.587469,33.829159,421.085699,6297220,19990596,0,356807,2485,0
10000000,2,23,1,128,7463.317421,1.899404,12.647787,8638.769076,99024410,19999976,0,357142,713076,0
10000000,2,20,3,0,1570.395960,674.481452,261.056429,3253.208176,0,10000000,0,0,0,0
10000000,2,21,3,0,1675.024304,595.282742,265.077074,3122.801027,125320,11754480,0,62660,0,0
10000000,2,22,3,0,385.311252,35.001550,150.737852,698.036909,6326177,19990932,0,356819,3780,0
10000000,2,23,3,0,963.083438,35.160437,36.451684,1303.492682,99024410,19999976,0,357142,713076,0
10000000,2,20,0,0,1668.647753,673.592810,728.063626,3294.797464,0,10000000,0,0,0,0
10000000,2,21,0,0,1762.420255,592.890596,752.774867,3210.114176,125902,11762628,0,62951,0,0
10000000,2,22,0,0,428.476783,34.952857,321.873995,750.971794,6294535,19990596,0,356807,3780,0
10000000,2,23,0,0,1131.785528,35.196788,131.007801,1432.180015,99024410,19999976,0,357142,713076,0
10000000,2,20,1,0,1795.234325,674.308879,1176.148693,3346.955280,0,10000000,0,0,0,0
10000000,2,21,1,0,1941.554715,594.876652,1186.082131,3271.944538,124470,11742580,0,62235,0,0
10000000,2,22,1,0,568.089901,35.063282,483.356426,887.696588,6282362,19990540,0,356805,2485,0
10000000,2,23,1,0,1588.672316,35.345114,276.765334,1828.124756,99024410,19999976,0,357142,713076,0
10000000,2,20,0,1,1832.631930,808.822275,836.274641,3294.373898,0,10000000,0,0,0,0
10000000,2,21,0,1,1941.323735,690.302721,808.653131,3217.422395,124482,11742748,0,62241,0,0
10000000,2,22,0,1,434.580123,35.445408,347.858083,764.759629,6307635,19990820,0,356815,2485,0
10000000,2,23,0,1,1140.761257,34.745146,134.145983,1482.295718,99024410,19999976,0,357142,713076,0
10000000,2,20,1,1,2308.201777,809.210446,1177.001742,3355.127463,0,10000000,0,0,0,0
10000000,2,21,1,1,2355.792001,690.157262,1174.883221,3289.042788,125226,11753164,0,62613,0,0
10000000,2,22,1,1,581.310519,35.449507,479.433244,902.276013,6266853,19990400,0,356800,2485,0
10000000,2,23,1,1,1602.191426,34.807489,275.547450,1904.007157,99024410,19999976,0,357142,713076,0
10000000,2,20,0,2,893.663880,410.186691,427.296042,1780.236606,0,10000000,0,0,0,0
10000000,2,21,0,2,1000.520418,347.637103,414.181815,1727.829517,125004,11750056,0,62502,0,0
10000000,2,22,0,2,376.406795,17.732489,203.789216,582.971333,6324966,19990876,0,356817,3780,0
10000000,2,23,0,2,1662.106556,18.277392,68.802301,2132.666870,99024410,19999976,0,357142,713076,0
10000000,2,20,1,2,1112.030964,409.312038,592.980319,1815.146914,0,10000000,0,0,0,0
10000000,2,21,1,2,1204.596233,349.798013,596.456510,1757.187943,124806,11747284,0,62403,0,0
10000000,2,22,1,2,448.969074,17.931477,255.953153,639.791309,6318882,19990848,0,356816,3780,0
10000000,2,23,1,2,2242.930363,17.556240,231.276179,2691.954074,99024410,19999976,0,357142,713076,0
10000000,2,20,0,4,466.649278,210.127821,224.078073,932.718109,0,10000000,0,0,0,0
10000000,2,21,0,4,513.030311,176.198052,216.878827,901.804210,124904,11748656,0,62452,0,0
10000000,2,22,0,4,273.175176,8.919212,110.481998,374.389847,6277100,19990848,0,356816,2485,0
10000000,2,23,0,4,1842.199748,10.930089,34.204331,2355.947985,99024410,19999976,0,357142,713076,0
10000000,2,20,1,4,577.562549,210.419892,306.732927,947.497918,0,10000000,0,0,0,0
10000000,2,21,1,4,616.621461,176.171349,306.477235,913.312126,125276,11753864,0,62638,0,0
10000000,2,22,1,4,326.953123,9.138841,134.024729,407.986597,6284314,19990988,0,356821,2485,0
10000000,2,23,1,4,2707.623671,10.463819,85.040951,3046.345703,99024410,19999976,0,357142,713076,0
10000000,2,20,0,8,292.368113,112.304876,135.647230,569.470428,0,10000000,0,0,0,0
10000000,2,21,0,8,308.585025,91.849938,124.776082,562.553004,124908,11748712,0,62454,0,0
10000000,2,22,0,8,378.540032,4.508028,72.366634,599.954492,6299642,19990652,0,356809,2485,0
10000000,2,23,0,8,2618.321110,5.108834,25.322061,3478.876672,99024410,19999976,0,357142,713076,0
10000000,2,20,1,8,343.992895,112.120557,172.132068,586.749830,0,10000000,0,0,0,0
10000000,2,21,1,8,363.381954,91.708771,166.238989,577.685001,124574,11744036,0,62287,0,0
10000000,2,22,1,8,442.540925,4.490487,115.456383,634.604726,6322072,19991100,0,356825,3780,0
10000000,2,23,1,8,4479.621913,4.778019,78.058712,5781.503616,99024410,19999976,0,357142,713076,0
10000000,2,20,0,16,229.045161,58.494034,82.892174,524.345267,0,10000000,0,0,0,0
10000000,2,21,0,16,226.640326,46.030117,65.093463,486.517988,124678,11745492,0,62339,0,0
10000000,2,22,0,16,336.963882,2.315601,54.378513,507.371982,6303970,19990400,0,356800,2485,0
10000000,2,23,0,16,3130.431542,2.598114,16.382318,4350.055113,99024410,19999976,0,357142,713076,0
10000000,2,20,1,16,303.221730,58.329277,99.157246,493.896857,0,10000000,0,0,0,0
10000000,2,21,1,16,308.324094,45.986746,84.751674,449.918499,125230,11753220,0,62615,0,0
10000000,2,22,1,16,393.929955,2.295901,65.692359,527.981340,6280680,19990400,0,356800,2485,0
10000000,2,23,1,16,5390.984039,3.783236,47.208499,6747.833237,99024410,19999976,0,357142,713076,0
10000000,2,20,0,24,218.674772,43.911595,71.035003,512.455675,0,10000000,0,0,0,0
10000000,2,21,0,24,260.724674,33.968898,51.223774,483.063517,124842,11747788,0,62421,0,0
10000000,2,22,0,24,428.385580,1.813470,51.851612,464.747253,6295056,19990960,0,356820,2485,0
10000000,2,23,0,24,3384.636894,1.952075,13.240781,4249.128121,99024410,19999976,0,357142,713076,0
10000000,2,20,1,24,308.697984,43.918784,78.826834,524.989889,0,10000000,0,0,0,0
10000000,2,21,1,24,309.818703,31.778843,59.180633,474.721757,124668,11745352,0,62334,0,0
10000000,2,22,1,24,405.670391,1.750497,50.628768,485.130712,6309459,19990764,0,356813,3780,0
10000000,2,23,1,24,5942.907506,2.718939,40.216341,6919.546601,99024410,19999976,0,357142,713076,0
10000000,2,20,0,32,220.034047,37.492092,66.939852,517.563318,0,10000000,0,0,0,0
10000000,2,21,0,32,278.584201,27.876601,56.392490,491.545158,124338,11740732,0,62169,0,0
10000000,2,22,0,32,438.791757,1.436383,42.029991,528.254615,6322797,19990736,0,356812,5139,0
10000000,2,23,0,32,3524.893178,1.585899,12.278708,4591.645584,99024410,19999976,0,357142,713076,0
10000000,2,20,1,32,303.657447,37.494411,68.947670,511.272138,0,10000000,0,0,0,0
10000000,2,21,1,32,306.922489,24.591286,48.104596,470.397268,125166,11752324,0,62583,0,0
10000000,2,22,1,32,422.094272,1.368390,42.769663,450.739956,6305089,19991184,0,356828,2485,0
10000000,2,23,1,32,6135.815055,2.254308,34.647737,7866.813576,99024410,19999976,0,357142,713076,0
10000000,2,20,0,40,220.207760,36.751270,65.344941,545.018850,0,10000000,0,0,0,0
10000000,2,21,0,40,305.987876,23.178665,47.153444,519.701591,125300,11754200,0,62650,0,0
10000000,2,22,0,40,465.512838,1.265975,37.331485,427.341748,6311059,19990652,0,356809,3780,0
10000000,2,23,0,40,3609.233411,1.713895,12.298079,4629.207111,99024410,19999976,0,357142,713076,0
10000000,2,20,1,40,312.879525,36.794781,64.371098,539.762195,0,10000000,0,0,0,0
10000000,2,21,1,40,316.069874,21.485550,44.156603,496.154156,124372,11741208,0,62186,0,0
10000000,2,22,1,40,453.432495,1.276746,38.925044,421.454376,6279425,19990988,0,356821,2485,0
10000000,2,23,1,40,6314.137544,1.747736,22.931234,7226.256739,99024410,19999976,0,357142,713076,0
10000000,2,20,0,48,220.589373,36.233695,63.056939,548.776024,0,10000000,0,0,0,0
10000000,2,21,0,48,294.990819,19.794376,47.150373,526.761700,124988,11749832,0,62494,0,0
10000000,2,22,0,48,482.000162,1.231823,40.430209,532.712030,6280196,19990848,0,356816,2485,0
10000000,2,23,0,48,3806.647046,1.119639,10.937919,4501.982222,99024410,19999976,0,357142,713076,0
10000000,2,20,1,48,315.236953,36.306668,61.463879,544.147498,0,10000000,0,0,0,0
10000000,2,21,1,48,320.483141,19.845208,42.413446,502.310967,124992,11749888,0,62496,0,0
10000000,2,22,1,48,483.592058,1.190152,39.208305,417.243165,6304010,19990988,0,356821,2485,0
10000000,2,23,1,48,6544.432190,1.647422,26.639956,7773.709453,99024410,19999976,0,357142,713076,0
10000000,2,20,0,56,224.864896,36.792930,61.750392,549.356480,0,10000000,0,0,0,0
10000000,2,21,0,56,303.178422,18.354243,46.720094,529.645367,124742,11746388,0,62371,0,0
10000000,2,22,0,56,497.026050,1.145090,41.218633,398.657117,6318705,19991016,0,356822,2485,0
10000000,2,23,0,56,3866.596294,1.605451,10.344462,4832.087844,99024410,19999976,0,357142,713076,0
10000000,2,20,1,56,323.331342,36.598831,59.762944,544.852870,0,10000000,0,0,0,0
10000000,2,21,1,56,320.727858,21.205417,41.169081,507.429742,124894,11748516,0,62447,0,0
10000000,2,22,1,56,498.147587,1.080258,37.995922,407.535223,6298779,19990652,0,356809,2485,0
10000000,2,23,1,56,6783.150101,1.494925,21.940960,7955.621531,99024410,19999976,0,357142,713076,0
10000000,2,20,0,64,219.401023,37.198276,60.638462,548.213381,0,10000000,0,0,0,0
10000000,2,21,0,64,308.182186,18.829354,46.079185,531.703039,125104,11751456,0,62552,0,0
10000000,2,22,0,64,502.971083,0.951132,42.496028,485.586492,6302282,19990904,0,356818,3780,0
10000000,2,23,0,64,3903.302507,1.278746,9.697654,4873.936487,99024410,19999976,0,357142,713076,0
10000000,2,20,1,64,318.027184,37.225547,58.791971,545.704138,0,10000000,0,0,0,0
10000000,2,21,1,64,315.023042,21.908248,40.749692,509.558058,125400,11755600,0,62700,0,0
10000000,2,22,1,64,512.952306,0.941261,37.063840,396.662131,6300971,19990876,0,356817,3780,0
10000000,2,23,1,64,6834.549803,1.349310,21.230248,8337.831247,99024410,19999976,0,357142,713076,0
10000000,2,20,0,128,197.471112,37.463237,64.280710,378.679083,0,10000000,0,0,0,0
10000000,2,21,0,128,260.095190,20.846131,48.204406,320.464308,125174,11752436,0,62587,0,0
10000000,2,22,0,128,314.829891,1.675973,45.815463,424.018634,6302616,19990484,0,356803,2485,0
10000000,2,23,0,128,4468.052712,2.004488,9.774927,6067.335613,99024410,19999976,0,357142,713076,0
10000000,2,20,1,128,254.284564,37.394584,59.446459,438.274425,0,10000000,0,0,0,0
10000000,2,21,1,128,249.015544,24.050021,40.423937,312.889315,124990,11749860,0,62495,0,0
10000000,2,22,1,128,287.090498,1.531187,33.951573,394.443708,6268747,19990316,0,356797,2485,0
10000000,2,23,1,128,6888.993232,1.872632,14.613119,8690.896215,99024410,19999976,0,357142,713076,0
10000000,2,20,3,0,1570.647463,678.114791,277.515377,3274.335985,0,10000000,0,0,0,0
10000000,2,21,3,0,1674.739828,593.375208,252.630048,3108.875528,125958,11763412,0,62979,0,0
10000000,2,22,3,0,387.752312,34.983838,148.569761,697.734445,6320329,19990848,0,356816,2485,0
10000000,2,23,3,0,958.772540,35.210188,36.428202,1297.579003,99024410,19999976,0,357142,713076,0
10000000,2,20,0,0,1672.568636,680.244600,733.175243,3281.287766,0,10000000,0,0,0,0
10000000,2,21,0,0,1792.496011,592.797679,752.201162,3210.751327,125070,11750980,0,62535,0,0
10000000,2,22,0,0,426.789135,34.820481,321.137479,756.188364,6331174,19991156,0,356827,3780,0
10000000,2,23,0,0,1125.078819,35.386236,132.228976,1421.050147,99024410,19999976,0,357142,713076,0
10000000,2,20,1,0,1783.530701,672.865373,1178.367124,3341.733533,0,10000000,0,0,0,0
10000000,2,21,1,0,1916.752736,593.376739,1184.330982,3263.199125,125098,11751372,0,62549,0,0
10000000,2,22,1,0,564.387581,34.880993,481.676559,881.232350,6327771,19990820,0,356815,2485,0
10000000,2,23,1,0,1580.449960,35.176907,277.034040,1824.835572,99024410,19999976,0,357142,713076,0
10000000,2,20,0,1,1819.567081,808.999733,834.131201,3297.805759,0,10000000,0,0,0,0
10000000,2,21,0,1,1948.487987,690.203953,810.835642,3216.572535,125212,11752968,0,62606,0,0
10000000,2,22,0,1,433.564814,35.321153,347.644482,764.395522,6297493,19991240,0,356830,2485,0
10000000,2,23,0,1,1130.317262,34.725246,134.010232,1433.646167,99024410,19999976,0,357142,713076,0
10000000,2,20,1,1,2304.955656,808.595180,1178.271943,3355.503537,0,10000000,0,0,0,0
10000000,2,21,1,1,2367.246470,687.870137,1176.345706,3286.194112,125310,11754340,0,62655,0,0
10000000,2,22,1,1,579.865520,35.301432,476.574580,898.299243,6305504,19990764,0,356813,2485,0
10000000,2,23,1,1,1607.770321,34.974627,275.741840,1892.534243,99024410,19999976,0,357142,713076,0
10000000,2,20,0,2,907.788246,410.376238,428.575932,1779.457334,0,10000000,0,0,0,0
10000000,2,21,0,2,1008.190729,348.654033,413.145828,1727.799936,124622,11744708,0,62311,0,0
10000000,2,22,0,2,372.485653,17.753394,202.665918,581.583752,6282228,19990736,0,356812,2485,0
10000000,2,23,0,2,1511.185627,18.374772,66.703303,2133.518486,99024410,19999976,0,357142,713076,0
10000000,2,20,1,2,1114.170211,410.941650,594.596628,1819.297285,0,10000000,0,0,0,0
10000000,2,21,1,2,1187.758013,350.135115,595.667175,1756.931490,125250,11753500,0,62625,0,0
10000000,2,22,1,2,448.168415,17.708353,255.155778,640.314493,6314909,19991156,0,356827,3780,0
10000000,2,23,1,2,2252.901438,17.448461,230.879848,2668.723738,99024410,19999976,0,357142,713076,0
10000000,2,20,0,4,466.602779,210.230527,224.256410,931.772174,0,10000000,0,0,0,0
10000000,2,21,0,4,506.982341,175.904619,217.039764,900.067239,125016,11750224,0,62508,0,0
10000000,2,22,0,4,276.005578,9.170040,110.908741,371.830680,6260314,19990568,0,356806,2485,0
10000000,2,23,0,4,1819.860179,9.212532,34.130520,2317.368552,99024410,19999976,0,357142,713076,0
10000000,2,20,1,4,574.770858,210.397204,306.157323,948.114984,0,10000000,0,0,0,0
10000000,2,21,1,4,618.328979,175.791323,304.527692,912.994920,124822,11747508,0,62411,0,0
10000000,2,22,1,4,327.778616,9.143019,134.333673,409.191890,6307035,19991212,0,356829,3780,0
10000000,2,23,1,4,2636.379620,9.926083,98.822003,3024.934216,99024410,19999976,0,357142,713076,0
10000000,2,20,0,8,291.261482,112.124804,135.483583,576.001350,0,10000000,0,0,0,0
10000000,2,21,0,8,307.679739,91.783075,124.841338,557.842447,125572,11758008,0,62786,0,0
10000000,2,22,0,8,381.641936,4.701305,79.261109,599.838000,6318665,19990624,0,356808,2485,0
10000000,2,23,0,8,2591.278402,5.364324,25.381908,3462.785775,99024410,19999976,0,357142,713076,0
10000000,2,20,1,8,343.504311,112.070961,172.499268,587.533541,0,10000000,0,0,0,0
10000000,2,21,1,8,363.227172,91.764415,166.319609,575.989367,124542,11743588,0,62271,0,0
10000000,2,22,1,8,441.108851,4.538818,113.848269,623.500419,6293586,19990680,0,356810,2485,0
10000000,2,23,1,8,4452.723676,6.135067,80.051284,5529.139224,99024410,19999976,0,357142,713076,0
10000000,2,20,0,16,227.656754,58.521653,82.901767,523.943203,0,10000000,0,0,0,0
10000000,2,21,0,16,226.869690,46.048169,65.287589,485.981497,125042,11750588,0,62521,0,0
10000000,2,22,0,16,392.825221,2.285069,56.020725,502.701056,6296359,19990904,0,356818,2485,0
10000000,2,23,0,16,3148.600092,4.282256,16.170826,4314.511535,99024410,19999976,0,357142,713076,0
10000000,2,20,1,16,307.041757,58.302554,99.323804,492.491920,0,10000000,0,0,0,0
10000000,2,21,1,16,309.333847,45.974776,84.809191,448.509340,125560,11757840,0,62780,0,0
10000000,2,22,1,16,389.948685,2.316512,67.290096,511.813912,6283454,19990540,0,356805,2485,0
10000000,2,23,1,16,5370.309029,2.786172,52.424527,6790.644933,99024410,19999976,0,357142,713076,0
10000000,2,20,0,24,218.449221,43.905575,71.030579,531.722019,0,10000000,0,0,0,0
10000000,2,21,0,24,260.718265,33.919150,51.176852,482.180528,125502,11757028,0,62751,0,0
10000000,2,22,0,24,414.206722,1.733456,51.975257,525.369851,6323147,19990764,0,356813,2485,0
10000000,2,23,0,24,3361.822282,2.410155,13.616854,4204.013601,99024410,19999976,0,357142,713076,0
10000000,2,20,1,24,307.624441,44.321654,80.515602,506.171083,0,10000000,0,0,0,0
10000000,2,21,1,24,307.396711,31.844619,59.525598,466.112905,125118,11751652,0,62559,0,0
10000000,2,22,1,24,403.534335,1.686104,54.195714,477.417298,6295025,19990764,0,356813,3780,0
10000000,2,23,1,24,5822.021037,2.468868,39.284294,6687.521145,99024410,19999976,0,357142,713076,0
10000000,2,20,0,32,218.557454,37.410332,66.933849,530.927451,0,10000000,0,0,0,0
10000000,2,21,0,32,255.623781,26.725336,48.855192,490.334589,124684,11745576,0,62342,0,0
10000000,2,22,0,32,426.742765,1.475224,46.394864,418.128270,6271983,19990484,0,356803,2485,0
10000000,2,23,0,32,3492.365482,1.847421,12.064266,4472.816977,99024410,19999976,0,357142,713076,0
10000000,2,20,1,32,306.763761,37.458504,68.930776,512.373980,0,10000000,0,0,0,0
