model,N,M,workers,alg,init-mstime,insert-num,remove-num,mstime,V*,V+,S,relabel,tag,subtag,assert,Insert,Delete,date
baidu,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,963.482,570.387,2022-10-07.18:46:15
dbpedia,3966925,12610982,16,4,1989.307997,100000,0,76.409938,98294,125544,1395176,14,16,16787,-1,-1,-1,2022-10-07.18:46:35
dbpedia,3966925,12610982,16,4,1962.600836,0,100000,453.853952,100741,0,878411,0,0,0,-1,-1,-1,2022-10-07.18:46:55
dbpedia,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,965.266,437.626,2022-10-07.18:47:39
livej,4847571,42851237,16,4,4945.488290,100000,0,168.205255,112881,158174,6346702,6,7,27662,-1,-1,-1,2022-10-07.18:48:45
livej,4847571,42851237,16,4,4959.346161,0,100000,77.498427,102449,0,4173265,0,0,0,-1,-1,-1,2022-10-07.18:49:48
livej,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,548.801,528.43,2022-10-07.18:52:14
roadNetCA,1971281,2766607,16,4,826.983095,100000,0,69.808690,48190,250322,541074,136,142,147779,-1,-1,-1,2022-10-07.18:52:18
roadNetCA,1971281,2766607,16,4,819.990576,0,100000,33.017940,59296,0,94981,0,0,0,-1,-1,-1,2022-10-07.18:52:22
roadNetCA,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,397.488,151.887,2022-10-07.18:52:30
baidu,2141301,17014946,16,4,1534.426633,100000,0,123.303363,97459,131970,6522224,10,12,21739,-1,-1,-1,2022-10-07.18:53:01
baidu,2141301,17014946,16,4,1538.233589,0,100000,84.238795,93402,0,2960956,0,0,0,-1,-1,-1,2022-10-07.18:53:31
baidu,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,899.026,529.73,2022-10-07.18:54:28
dbpedia,3966925,12610982,16,4,2061.717493,100000,0,99.819959,98485,125769,1457997,14,16,17115,-1,-1,-1,2022-10-07.18:54:50
dbpedia,3966925,12610982,16,4,2013.485926,0,100000,440.970944,100820,0,1010154,0,0,0,-1,-1,-1,2022-10-07.18:55:10
dbpedia,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,914.606,427.433,2022-10-07.18:55:54
livej,4847571,42851237,16,4,4973.409075,100000,0,172.651269,111954,158244,6962321,15,20,28546,-1,-1,-1,2022-10-07.18:57:00
livej,4847571,42851237,16,4,4981.272651,0,100000,85.579155,104956,0,4804069,0,0,0,-1,-1,-1,2022-10-07.18:58:03
livej,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,575.58,568.762,2022-10-07.19:00:30
roadNetCA,1971281,2766607,16,4,823.335773,100000,0,69.386115,48071,246813,534943,132,133,145440,-1,-1,-1,2022-10-07.19:00:35
roadNetCA,1971281,2766607,16,4,840.914187,0,100000,32.461176,59001,0,94290,0,0,0,-1,-1,-1,2022-10-07.19:00:39
roadNetCA,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,417.708,143.093,2022-10-07.19:00:46
baidu,2141301,17014946,16,4,1537.435177,100000,0,129.402572,97963,131445,6451078,8,8,20858,-1,-1,-1,2022-10-07.19:01:17
baidu,2141301,17014946,16,4,1525.901852,0,100000,79.848448,92979,0,3026106,0,0,0,-1,-1,-1,2022-10-07.19:01:47
baidu,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,1052.16,614.405,2022-10-07.19:02:45
dbpedia,3966925,12610982,16,4,2011.405426,100000,0,77.495150,97895,125380,1302794,13,13,17046,-1,-1,-1,2022-10-07.19:03:05
dbpedia,3966925,12610982,16,4,1976.463238,0,100000,433.237133,100917,0,1039720,0,0,0,-1,-1,-1,2022-10-07.19:03:25
dbpedia,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,905.164,441.754,2022-10-07.19:04:09
livej,4847571,42851237,16,4,4992.782187,100000,0,159.332358,111066,157235,6135283,8,8,28298,-1,-1,-1,2022-10-07.19:05:15
livej,4847571,42851237,16,4,4989.941537,0,100000,83.179827,103484,0,4540888,0,0,0,-1,-1,-1,2022-10-07.19:06:18
livej,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,599.975,551.54,2022-10-07.19:08:44
roadNetCA,1971281,2766607,16,4,835.440536,100000,0,69.311015,47887,247860,529747,113,114,146243,-1,-1,-1,2022-10-07.19:08:48
roadNetCA,1971281,2766607,16,4,832.168331,0,100000,33.031239,58980,0,95017,0,0,0,-1,-1,-1,2022-10-07.19:08:52
roadNetCA,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,379.166,153.774,2022-10-07.19:09:00
baidu,2141301,17014946,16,4,1541.045416,100000,0,120.578264,97774,131664,6163253,10,11,21304,-1,-1,-1,2022-10-07.19:09:31
baidu,2141301,17014946,16,4,1540.196783,0,100000,89.020198,93844,0,3339802,0,0,0,-1,-1,-1,2022-10-07.19:10:01
baidu,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,906.331,547.5,2022-10-07.19:10:58
dbpedia,3966925,12610982,16,4,1993.322044,100000,0,80.595977,98252,125296,1352078,8,8,16450,-1,-1,-1,2022-10-07.19:11:19
dbpedia,3966925,12610982,16,4,1980.573830,0,100000,441.186932,101139,0,984682,0,0,0,-1,-1,-1,2022-10-07.19:11:39
dbpedia,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,859.564,423,2022-10-07.19:12:23
livej,4847571,42851237,16,4,5184.037693,100000,0,162.987491,111721,158233,6178748,16,18,28733,-1,-1,-1,2022-10-07.19:13:30
livej,4847571,42851237,16,4,4956.211862,0,100000,80.593024,105453,0,4916975,0,0,0,-1,-1,-1,2022-10-07.19:14:33
livej,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,598.866,497.334,2022-10-07.19:16:59
roadNetCA,1971281,2766607,16,4,812.684362,100000,0,71.436341,48338,247497,536413,112,114,144162,-1,-1,-1,2022-10-07.19:17:03
roadNetCA,1971281,2766607,16,4,818.299011,0,100000,32.066967,58860,0,94427,0,0,0,-1,-1,-1,2022-10-07.19:17:07
roadNetCA,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,437.692,152.072,2022-10-07.19:17:15
baidu,2141301,17014946,16,4,1528.182951,100000,0,126.419978,97632,131257,6305737,5,5,20869,-1,-1,-1,2022-10-07.19:17:46
baidu,2141301,17014946,16,4,1532.393761,0,100000,91.864907,94013,0,3420152,0,0,0,-1,-1,-1,2022-10-07.19:18:15
baidu,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,890.136,573.31,2022-10-07.19:19:13
dbpedia,3966925,12610982,16,4,1972.680786,100000,0,79.902453,97586,124526,1287183,12,13,16744,-1,-1,-1,2022-10-07.19:19:33
dbpedia,3966925,12610982,16,4,1956.670797,0,100000,424.159627,101006,0,981636,0,0,0,-1,-1,-1,2022-10-07.19:19:53
dbpedia,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,539.266,381.065,2022-10-07.19:20:36
livej,4847571,42851237,16,4,4945.085015,100000,0,161.518832,111305,157173,6349563,9,9,27934,-1,-1,-1,2022-10-07.19:21:42
livej,4847571,42851237,16,4,4950.654744,0,100000,67.502140,102773,0,4270736,0,0,0,-1,-1,-1,2022-10-07.19:22:45
livej,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,579.489,520.992,2022-10-07.19:25:12
roadNetCA,1971281,2766607,16,4,818.292283,100000,0,78.858673,48632,248003,534008,116,120,144998,-1,-1,-1,2022-10-07.19:25:16
roadNetCA,1971281,2766607,16,4,821.398625,0,100000,33.477629,59028,0,94532,0,0,0,-1,-1,-1,2022-10-07.19:25:20
roadNetCA,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,417.59,143.866,2022-10-07.19:25:28
baidu,2141301,17014946,16,4,1531.453797,100000,0,299.510266,102135,136480,11791237,13,14,21673,-1,-1,-1,2022-10-07.19:25:59
baidu,2141301,17014946,16,4,1545.585650,0,100000,198.436502,97862,0,7678732,0,0,0,-1,-1,-1,2022-10-07.19:26:29
baidu,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,872.647,586.879,2022-10-07.19:27:26
dbpedia,3966925,12610982,16,4,1989.700431,100000,0,83.360755,97811,124703,1410351,10,11,16515,-1,-1,-1,2022-10-07.19:27:47
dbpedia,3966925,12610982,16,4,1963.734414,0,100000,445.934185,100501,0,1125347,0,0,0,-1,-1,-1,2022-10-07.19:28:07
dbpedia,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,797.561,402.515,2022-10-07.19:28:50
livej,4847571,42851237,16,4,4985.226411,100000,0,163.321068,110909,157058,5735342,21,21,28437,-1,-1,-1,2022-10-07.19:29:56
livej,4847571,42851237,16,4,4956.072009,0,100000,82.022861,104286,0,4269904,0,0,0,-1,-1,-1,2022-10-07.19:30:59
livej,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,547.41,555.012,2022-10-07.19:33:24
roadNetCA,1971281,2766607,16,4,824.123691,100000,0,67.673225,47587,248176,528810,128,132,146696,-1,-1,-1,2022-10-07.19:33:29
roadNetCA,1971281,2766607,16,4,840.314828,0,100000,33.679185,59078,0,94063,0,0,0,-1,-1,-1,2022-10-07.19:33:33
roadNetCA,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,410.219,139.028,2022-10-07.19:33:40
baidu,2141301,17014946,16,4,1530.920610,100000,0,127.411158,97957,132536,6576287,12,13,21926,-1,-1,-1,2022-10-07.19:34:12
baidu,2141301,17014946,16,4,1531.644912,0,100000,79.218483,93025,0,3233966,0,0,0,-1,-1,-1,2022-10-07.19:34:41
baidu,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,891.944,613.953,2022-10-07.19:35:39
dbpedia,3966925,12610982,16,4,2001.184866,100000,0,77.636641,98266,125393,1464563,12,13,16724,-1,-1,-1,2022-10-07.19:35:59
dbpedia,3966925,12610982,16,4,1968.286911,0,100000,448.807494,100068,0,1062879,0,0,0,-1,-1,-1,2022-10-07.19:36:19
dbpedia,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,779.383,394.917,2022-10-07.19:37:03
livej,4847571,42851237,16,4,4966.429164,100000,0,163.329342,112181,157601,6456421,9,9,27753,-1,-1,-1,2022-10-07.19:38:09
livej,4847571,42851237,16,4,4953.225749,0,100000,70.027123,102642,0,4593483,0,0,0,-1,-1,-1,2022-10-07.19:39:12
livej,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,506.64,520.702,2022-10-07.19:41:37
roadNetCA,1971281,2766607,16,4,831.309200,100000,0,65.276554,47540,244867,524270,110,113,143696,-1,-1,-1,2022-10-07.19:41:41
roadNetCA,1971281,2766607,16,4,842.073886,0,100000,32.345259,58844,0,94012,0,0,0,-1,-1,-1,2022-10-07.19:41:45
roadNetCA,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,439.155,150.532,2022-10-07.19:41:53
baidu,2141301,17014946,16,4,1543.858256,100000,0,125.314579,97928,132077,6581630,16,16,21524,-1,-1,-1,2022-10-07.19:42:24
baidu,2141301,17014946,16,4,1533.813613,0,100000,152.967822,97622,0,7460183,0,0,0,-1,-1,-1,2022-10-07.19:42:54
baidu,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,936.057,571.724,2022-10-07.19:43:51
dbpedia,3966925,12610982,16,4,1989.010572,100000,0,101.740941,99472,126170,1487795,12,13,16499,-1,-1,-1,2022-10-07.19:44:12
dbpedia,3966925,12610982,16,4,1973.738694,0,100000,438.823823,101219,0,1065587,0,0,0,-1,-1,-1,2022-10-07.19:44:32
dbpedia,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,611.623,438.952,2022-10-07.19:45:15
livej,4847571,42851237,16,4,4977.578802,100000,0,182.490040,113951,160744,7293021,30,33,29306,-1,-1,-1,2022-10-07.19:46:21
livej,4847571,42851237,16,4,4927.907221,0,100000,76.844838,102879,0,4071926,0,0,0,-1,-1,-1,2022-10-07.19:47:24
livej,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,522.417,515.065,2022-10-07.19:49:50
roadNetCA,1971281,2766607,16,4,839.156850,100000,0,66.695870,49540,251814,541301,130,137,147125,-1,-1,-1,2022-10-07.19:49:54
roadNetCA,1971281,2766607,16,4,842.292913,0,100000,31.611520,59489,0,95820,0,0,0,-1,-1,-1,2022-10-07.19:49:59
roadNetCA,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,399.856,141.239,2022-10-07.19:50:06
baidu,2141301,17014946,16,4,1539.168311,100000,0,127.441899,98100,131885,6715906,9,9,21204,-1,-1,-1,2022-10-07.19:50:37
baidu,2141301,17014946,16,4,1535.447491,0,100000,83.164690,93154,0,3064984,0,0,0,-1,-1,-1,2022-10-07.19:51:07
baidu,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,906.098,547.323,2022-10-07.19:52:04
dbpedia,3966925,12610982,16,4,1995.334868,100000,0,75.062615,98057,124561,1292040,9,12,16260,-1,-1,-1,2022-10-07.19:52:25
dbpedia,3966925,12610982,16,4,1981.205428,0,100000,459.452684,101209,0,1278270,0,0,0,-1,-1,-1,2022-10-07.19:52:45
dbpedia,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,878.795,429.6,2022-10-07.19:53:29
livej,4847571,42851237,16,4,4959.917867,100000,0,168.108671,113288,158906,6738187,12,12,27962,-1,-1,-1,2022-10-07.19:54:35
livej,4847571,42851237,16,4,4954.948734,0,100000,74.807609,103280,0,4713155,0,0,0,-1,-1,-1,2022-10-07.19:55:38
livej,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,505.854,542.846,2022-10-07.19:58:04
roadNetCA,1971281,2766607,16,4,827.962404,100000,0,68.674981,47251,247849,533761,129,137,145389,-1,-1,-1,2022-10-07.19:58:08
roadNetCA,1971281,2766607,16,4,840.525274,0,100000,34.323300,59527,0,95459,0,0,0,-1,-1,-1,2022-10-07.19:58:12
roadNetCA,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,427.773,160.384,2022-10-07.19:58:20
baidu,2141301,17014946,16,4,1540.154130,100000,0,125.793863,98562,131448,6623994,7,9,20553,-1,-1,-1,2022-10-07.19:58:51
baidu,2141301,17014946,16,4,1530.599238,0,100000,74.515772,92405,0,3363065,0,0,0,-1,-1,-1,2022-10-07.19:59:20
baidu,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,1063.88,578.348,2022-10-07.20:00:18
dbpedia,3966925,12610982,16,4,1991.392299,100000,0,72.936883,98091,125681,1334914,23,26,17407,-1,-1,-1,2022-10-07.20:00:39
dbpedia,3966925,12610982,16,4,1969.096652,0,100000,436.111051,101085,0,954559,0,0,0,-1,-1,-1,2022-10-07.20:00:59
dbpedia,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,673.478,386.216,2022-10-07.20:01:42
livej,4847571,42851237,16,4,4969.259625,100000,0,163.840849,110847,156574,6246071,17,18,28029,-1,-1,-1,2022-10-07.20:02:48
livej,4847571,42851237,16,4,4959.065931,0,100000,79.121474,102292,0,4383703,0,0,0,-1,-1,-1,2022-10-07.20:03:51
livej,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,544.393,540.392,2022-10-07.20:06:18
roadNetCA,1971281,2766607,16,4,852.390056,100000,0,70.497682,48060,249521,533584,126,133,146333,-1,-1,-1,2022-10-07.20:06:22
roadNetCA,1971281,2766607,16,4,868.968279,0,100000,42.757219,59600,0,96100,0,0,0,-1,-1,-1,2022-10-07.20:06:26
roadNetCA,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,431.671,150.922,2022-10-07.20:06:34
baidu,2141301,17014946,16,4,1538.452526,100000,0,128.483077,97520,131680,6582912,1,1,21485,-1,-1,-1,2022-10-07.20:07:05
baidu,2141301,17014946,16,4,1530.731422,0,100000,79.329362,92909,0,2941697,0,0,0,-1,-1,-1,2022-10-07.20:07:35
baidu,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,1008.79,609.189,2022-10-07.20:08:32
dbpedia,3966925,12610982,16,4,1996.024172,100000,0,74.743195,97833,124165,1315015,11,14,16120,-1,-1,-1,2022-10-07.20:08:53
dbpedia,3966925,12610982,16,4,1969.819955,0,100000,437.604982,100864,0,999796,0,0,0,-1,-1,-1,2022-10-07.20:09:13
dbpedia,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,977.241,425.532,2022-10-07.20:09:57
livej,4847571,42851237,16,4,4988.268291,100000,0,163.980013,112662,157446,6236817,4,4,27307,-1,-1,-1,2022-10-07.20:11:03
livej,4847571,42851237,16,4,4937.654347,0,100000,73.679709,100737,0,3487038,0,0,0,-1,-1,-1,2022-10-07.20:12:06
livej,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,546.486,502.882,2022-10-07.20:14:32
roadNetCA,1971281,2766607,16,4,823.467994,100000,0,72.924286,48626,250226,542214,156,171,146723,-1,-1,-1,2022-10-07.20:14:36
roadNetCA,1971281,2766607,16,4,835.195457,0,100000,35.889003,59449,0,95449,0,0,0,-1,-1,-1,2022-10-07.20:14:40
roadNetCA,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,421.856,151.754,2022-10-07.20:14:48
baidu,2141301,17014946,16,4,1542.040326,100000,0,118.910464,97959,131674,6470616,10,12,21288,-1,-1,-1,2022-10-07.20:15:19
baidu,2141301,17014946,16,4,1532.365318,0,100000,74.563197,92821,0,3268794,0,0,0,-1,-1,-1,2022-10-07.20:15:48
baidu,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,916.189,555.42,2022-10-07.20:16:46
dbpedia,3966925,12610982,16,4,2000.187645,100000,0,80.310834,98300,125536,1434011,21,23,17208,-1,-1,-1,2022-10-07.20:17:07
dbpedia,3966925,12610982,16,4,1974.609005,0,100000,435.342351,101259,0,1045906,0,0,0,-1,-1,-1,2022-10-07.20:17:27
dbpedia,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,631.741,403.813,2022-10-07.20:18:10
livej,4847571,42851237,16,4,4999.583326,100000,0,163.033900,111028,156849,5918252,12,14,28220,-1,-1,-1,2022-10-07.20:19:16
livej,4847571,42851237,16,4,4958.310158,0,100000,84.539646,104181,0,4323560,0,0,0,-1,-1,-1,2022-10-07.20:20:19
livej,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,535.855,523.493,2022-10-07.20:22:46
roadNetCA,1971281,2766607,16,4,821.729336,100000,0,68.076657,49885,251187,539858,139,147,147512,-1,-1,-1,2022-10-07.20:22:50
roadNetCA,1971281,2766607,16,4,831.572488,0,100000,30.181508,59463,0,95413,0,0,0,-1,-1,-1,2022-10-07.20:22:55
roadNetCA,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,390.342,141.544,2022-10-07.20:23:02
baidu,2141301,17014946,16,4,1535.126292,100000,0,131.085906,97474,130865,6361450,6,6,20777,-1,-1,-1,2022-10-07.20:23:33
baidu,2141301,17014946,16,4,1537.982435,0,100000,83.826684,93134,0,3095761,0,0,0,-1,-1,-1,2022-10-07.20:24:03
baidu,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,953.742,608.921,2022-10-07.20:25:01
dbpedia,3966925,12610982,16,4,1992.900746,100000,0,78.772058,98048,124886,1367542,13,13,16540,-1,-1,-1,2022-10-07.20:25:21
dbpedia,3966925,12610982,16,4,1982.650265,0,100000,441.167011,101412,0,1087648,0,0,0,-1,-1,-1,2022-10-07.20:25:41
dbpedia,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,638.086,421.745,2022-10-07.20:26:25
livej,4847571,42851237,16,4,4982.181116,100000,0,167.851458,112191,157321,6330468,7,7,27526,-1,-1,-1,2022-10-07.20:27:31
livej,4847571,42851237,16,4,4981.162240,0,100000,70.547914,103106,0,4004829,0,0,0,-1,-1,-1,2022-10-07.20:28:34
livej,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,570.4,515.704,2022-10-07.20:30:59
roadNetCA,1971281,2766607,16,4,835.226895,100000,0,71.659522,47807,249342,538706,130,138,146924,-1,-1,-1,2022-10-07.20:31:04
roadNetCA,1971281,2766607,16,4,839.733308,0,100000,34.373428,59483,0,95142,0,0,0,-1,-1,-1,2022-10-07.20:31:08
roadNetCA,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,401.116,150.975,2022-10-07.20:31:15
baidu,2141301,17014946,16,4,1533.916078,100000,0,151.358059,97904,131521,6984289,7,9,21092,-1,-1,-1,2022-10-07.20:31:46
baidu,2141301,17014946,16,4,1529.622353,0,100000,75.338279,92920,0,3291363,0,0,0,-1,-1,-1,2022-10-07.20:32:16
baidu,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,1011.95,662.541,2022-10-07.20:33:14
dbpedia,3966925,12610982,16,4,1998.188131,100000,0,107.629098,98593,125396,1545327,6,6,16507,-1,-1,-1,2022-10-07.20:33:34
dbpedia,3966925,12610982,16,4,1964.728202,0,100000,439.196325,101205,0,936967,0,0,0,-1,-1,-1,2022-10-07.20:33:54
dbpedia,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,866.576,429.268,2022-10-07.20:34:38
livej,4847571,42851237,16,4,5017.332462,100000,0,170.903338,111997,157213,6444145,14,15,27683,-1,-1,-1,2022-10-07.20:35:44
livej,4847571,42851237,16,4,4975.288481,0,100000,68.914550,101983,0,4436123,0,0,0,-1,-1,-1,2022-10-07.20:36:47
livej,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,544.753,506.75,2022-10-07.20:39:13
roadNetCA,1971281,2766607,16,4,823.733269,100000,0,69.567131,47867,250131,541379,130,138,147061,-1,-1,-1,2022-10-07.20:39:17
roadNetCA,1971281,2766607,16,4,823.525285,0,100000,33.985777,59063,0,94694,0,0,0,-1,-1,-1,2022-10-07.20:39:21
roadNetCA,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,382.555,150.832,2022-10-07.20:39:29
baidu,2141301,17014946,16,4,1542.121831,100000,0,121.251403,97616,131311,6472488,7,8,21001,-1,-1,-1,2022-10-07.20:40:00
baidu,2141301,17014946,16,4,1539.493517,0,100000,125.225534,97753,0,7542839,0,0,0,-1,-1,-1,2022-10-07.20:40:30
baidu,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,1049.08,573.194,2022-10-07.20:41:28
dbpedia,3966925,12610982,16,4,1999.077699,100000,0,86.287111,97534,124221,1355115,10,13,16452,-1,-1,-1,2022-10-07.20:41:48
dbpedia,3966925,12610982,16,4,1981.785469,0,100000,438.254290,100297,0,880679,0,0,0,-1,-1,-1,2022-10-07.20:42:08
dbpedia,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,650.675,411.148,2022-10-07.20:42:52
livej,4847571,42851237,16,4,4991.156763,100000,0,162.222928,113800,160099,6224855,16,17,28464,-1,-1,-1,2022-10-07.20:43:58
livej,4847571,42851237,16,4,4971.550041,0,100000,81.047349,102176,0,3968184,0,0,0,-1,-1,-1,2022-10-07.20:45:01
livej,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,530.531,538.826,2022-10-07.20:47:27
roadNetCA,1971281,2766607,16,4,823.880753,100000,0,67.577932,49719,248681,534707,128,131,145422,-1,-1,-1,2022-10-07.20:47:31
roadNetCA,1971281,2766607,16,4,842.688196,0,100000,32.017526,58873,0,93979,0,0,0,-1,-1,-1,2022-10-07.20:47:35
roadNetCA,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,440.552,154.481,2022-10-07.20:47:43
baidu,2141301,17014946,16,4,1539.620331,100000,0,117.083833,97106,131103,6175947,11,11,21283,-1,-1,-1,2022-10-07.20:48:14
baidu,2141301,17014946,16,4,1540.695076,0,100000,79.692089,93104,0,3483284,0,0,0,-1,-1,-1,2022-10-07.20:48:43
baidu,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,1149.31,612.499,2022-10-07.20:49:41
dbpedia,3966925,12610982,16,4,1998.857651,100000,0,78.474099,98411,125364,1488960,9,9,16856,-1,-1,-1,2022-10-07.20:50:02
dbpedia,3966925,12610982,16,4,1984.430769,0,100000,433.763949,100271,0,937614,0,0,0,-1,-1,-1,2022-10-07.20:50:22
dbpedia,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,803.929,416.601,2022-10-07.20:51:06
livej,-1,-1,16,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2022-10-07.21:01:06
livej,4847571,42851237,16,4,4981.523104,0,100000,82.606156,103185,0,3867331,0,0,0,-1,-1,-1,2022-10-07.21:02:09
livej,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,549.311,507.192,2022-10-07.21:04:35
roadNetCA,1971281,2766607,16,4,833.188235,100000,0,66.911615,47856,250065,543034,130,139,146851,-1,-1,-1,2022-10-07.21:04:39
roadNetCA,1971281,2766607,16,4,843.564699,0,100000,34.057549,59547,0,95751,0,0,0,-1,-1,-1,2022-10-07.21:04:43
roadNetCA,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,377.195,147.398,2022-10-07.21:04:51
baidu,-1,-1,16,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2022-10-07.21:14:51
baidu,2141301,17014946,16,4,1537.991136,0,100000,78.672967,93196,0,3265512,0,0,0,-1,-1,-1,2022-10-07.21:15:21
baidu,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,922.823,521.699,2022-10-07.21:16:18
dbpedia,3966925,12610982,16,4,2052.964231,100000,0,103.355635,99093,125789,1518429,17,17,16445,-1,-1,-1,2022-10-07.21:16:39
dbpedia,3966925,12610982,16,4,1980.690686,0,100000,437.576185,101309,0,988106,0,0,0,-1,-1,-1,2022-10-07.21:16:59
dbpedia,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,903.862,410.323,2022-10-07.21:17:43
livej,-1,-1,16,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2022-10-07.21:27:43
livej,4847571,42851237,16,4,4986.687806,0,100000,79.766850,103390,0,4796188,0,0,0,-1,-1,-1,2022-10-07.21:28:46
livej,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,517.785,526.793,2022-10-07.21:31:12
