model,N,M,workers,alg,init-mstime,insert-num,remove-num,mstime,V*,V+,S,tag,assert,date
ba-1m-8m,1000000,7999964,1,2,729.243213,100000,0,1261.064288,22238,112210,1846452,0,-1,2021-08-20.13:44:10
baidu,2141301,17794839,1,2,1615.818215,100000,0,415.121869,98320,119124,9813784,0,-1,2021-08-20.13:44:39
dbpedia,3966925,13820853,1,2,1692.777744,100000,0,321.759778,101849,117824,1624100,0,-1,2021-08-20.13:44:59
er-1m-8m,1000000,8000000,1,2,962.234065,100000,0,333.808306,39521,54953,660512,0,-1,2021-08-20.13:45:17
livej,4847571,68993773,1,2,4882.229440,100000,0,511.074000,114434,142251,11523639,0,-1,2021-08-20.13:46:15
patent,6009555,16518948,1,2,3500.649685,100000,0,676.999582,107417,158108,2417797,0,-1,2021-08-20.13:46:56
pokec,1632804,30622564,1,2,1825.725852,100000,0,520.597215,85298,125134,5950190,0,-1,2021-08-20.13:47:25
rmat-1m-8m,999760,7810950,1,2,435.616656,100000,0,339.811831,99493,119558,28366191,0,-1,2021-08-20.13:47:31
ssca2,1048577,157877986,1,2,1048.339747,100000,0,2165.998156,1593164,1651678,125394208,0,-1,2021-08-20.13:48:35
wiki-links,5710993,130160392,1,2,9745.399845,100000,0,1027.682274,188294,204811,54919365,0,-1,2021-08-20.13:50:59
wikitalk,2394385,5021410,1,2,557.023589,100000,0,299.799986,100429,105759,14694125,0,-1,2021-08-20.13:51:03
wiki_talk_en,2987536,24981163,1,2,785.646703,100000,0,403.686369,99969,105648,21047529,0,-1,2021-08-20.13:51:12
ba-1m-8m,1000000,7999964,1,3,755.233562,100000,0,261.562954,21950,167195,1851109,368051,-1,2021-08-20.13:51:18
baidu,2141301,17794839,1,3,1337.103766,100000,0,219.713419,99060,132868,10085339,817565,-1,2021-08-20.13:51:43
dbpedia,3966925,13820853,1,3,1627.425782,100000,0,137.315707,100950,128075,1867861,1111357,-1,2021-08-20.13:52:00
er-1m-8m,1000000,8000000,1,3,1085.200169,100000,0,96.814696,39860,66917,666972,433175,-1,2021-08-20.13:52:09
livej,4847571,68993773,1,3,4850.499043,100000,0,401.910048,110504,157275,11062482,758571,-1,2021-08-20.13:53:01
patent,6009555,16518948,1,3,3541.199716,100000,0,239.275667,106193,182154,2401891,1018955,-1,2021-08-20.13:53:34
pokec,1632804,30622564,1,3,1881.069407,100000,0,230.289438,86857,148061,6135214,728372,-1,2021-08-20.13:53:59
rmat-1m-8m,999760,7810950,1,3,390.707757,100000,0,346.127835,99348,132554,28377899,636771,-1,2021-08-20.13:54:04
ssca2,1048577,157877986,1,3,1971.498731,100000,0,11260.858574,1584422,1675550,125717839,11933074,-1,2021-08-20.13:55:11
wiki-links,5710993,130160392,1,3,10010.512939,100000,0,5007.250831,189066,221649,60296428,778023,-1,2021-08-20.13:57:31
wikitalk,2394385,5021410,1,3,465.065157,100000,0,255.942109,100609,109223,14777866,1066096,-1,2021-08-20.13:57:34
wiki_talk_en,2987536,24981163,1,3,677.406013,100000,0,371.344356,100143,109713,21490020,958031,-1,2021-08-20.13:57:42
ba-1m-8m,1000000,7999964,1,2,655.887110,0,100000,249.344434,21883,0,153406,0,-1,2021-08-20.13:57:58
baidu,2141301,17794839,1,2,1395.803205,0,100000,373.995322,98856,0,6061279,0,-1,2021-08-20.13:58:24
dbpedia,3966925,13820853,1,2,1692.604363,0,100000,792.754084,101255,0,1035324,0,-1,2021-08-20.13:58:45
er-1m-8m,1000000,8000000,1,2,960.138145,0,100000,379.059068,39653,0,436504,0,-1,2021-08-20.13:59:03
livej,4847571,68993773,1,2,4997.429798,0,100000,354.906824,112734,0,8535858,0,-1,2021-08-20.14:00:00
patent,6009555,16518948,1,2,3494.175526,0,100000,361.766359,106304,0,1477890,0,-1,2021-08-20.14:00:41
pokec,1632804,30622564,1,2,1854.304833,0,100000,337.928452,86144,0,3466310,0,-1,2021-08-20.14:01:10
rmat-1m-8m,999760,7810950,1,2,434.678117,0,100000,366.626186,100649,0,22831295,0,-1,2021-08-20.14:01:15
ssca2,1048577,157877986,1,2,1033.494333,0,100000,1711.930700,1587205,0,120111376,0,-1,2021-08-20.14:02:19
wiki-links,5710993,130160392,1,2,9829.075739,0,100000,1069.289550,183911,0,49093325,0,-1,2021-08-20.14:04:43
wikitalk,2394385,5021410,1,2,559.814008,0,100000,375.381093,100468,0,11052574,0,-1,2021-08-20.14:04:47
wiki_talk_en,2987536,24981163,1,2,786.702205,0,100000,672.599002,100010,0,17309053,0,-1,2021-08-20.14:04:56
ba-1m-8m,1000000,7999964,1,3,741.559431,0,100000,36.401969,21982,0,308420,21982,-1,2021-08-20.14:05:02
baidu,2141301,17794839,1,3,1332.883443,0,100000,233.294093,98820,0,12009208,98820,-1,2021-08-20.14:05:27
dbpedia,3966925,13820853,1,3,1616.850732,0,100000,553.055364,101292,0,2161406,101292,-1,2021-08-20.14:05:44
er-1m-8m,1000000,8000000,1,3,1097.658954,0,100000,41.375171,39312,0,865056,39312,-1,2021-08-20.14:05:53
livej,4847571,68993773,1,3,4854.433583,0,100000,188.754327,115615,0,18370824,115615,-1,2021-08-20.14:06:45
patent,6009555,16518948,1,3,3564.879908,0,100000,82.739841,107317,0,2964560,107317,-1,2021-08-20.14:07:18
pokec,1632804,30622564,1,3,1872.019240,0,100000,113.888077,85976,0,6868460,85976,-1,2021-08-20.14:07:42
rmat-1m-8m,999760,7810950,1,3,392.570700,0,100000,344.699105,100436,0,45960674,100436,-1,2021-08-20.14:07:47
ssca2,1048577,157877986,1,3,1966.124364,0,100000,1049.624986,1582980,0,239365542,1582980,-1,2021-08-20.14:08:44
wiki-links,5710993,130160392,1,3,10417.046907,0,100000,995.013746,189824,0,103258974,189824,-1,2021-08-20.14:11:00
wikitalk,2394385,5021410,1,3,465.361048,0,100000,323.579518,100674,0,21946314,100674,-1,2021-08-20.14:11:03
wiki_talk_en,2987536,24981163,1,3,680.131418,0,100000,621.049542,100106,0,34376794,100106,-1,2021-08-20.14:11:11
ba-1m-8m,1000000,7999964,1,2,656.064478,100000,0,1206.254848,22084,112400,1860501,0,-1,2021-08-20.14:11:28
baidu,2141301,17794839,1,2,1390.302569,100000,0,384.957807,98952,120342,10057881,0,-1,2021-08-20.14:11:54
dbpedia,3966925,13820853,1,2,1685.996729,100000,0,326.650255,101421,117875,1749524,0,-1,2021-08-20.14:12:14
er-1m-8m,1000000,8000000,1,2,956.371762,100000,0,331.486935,39230,54860,660398,0,-1,2021-08-20.14:12:33
livej,4847571,68993773,1,2,5071.722012,100000,0,603.447312,115293,143169,11491951,0,-1,2021-08-20.14:13:31
patent,6009555,16518948,1,2,3505.336908,100000,0,672.563624,105743,156384,2380116,0,-1,2021-08-20.14:14:13
pokec,1632804,30622564,1,2,1819.366613,100000,0,521.244110,85837,126418,6039953,0,-1,2021-08-20.14:14:41
rmat-1m-8m,999760,7810950,1,2,434.862546,100000,0,357.126770,100680,121092,31101096,0,-1,2021-08-20.14:14:47
ssca2,1048577,157877986,1,2,1043.447510,100000,0,2155.775286,1594338,1656927,125772368,0,-1,2021-08-20.14:15:51
wiki-links,5710993,130160392,1,2,9665.627407,100000,0,1031.797322,190681,206612,56128820,0,-1,2021-08-20.14:18:14
wikitalk,2394385,5021410,1,2,561.395269,100000,0,305.889969,100518,105729,14624570,0,-1,2021-08-20.14:18:18
wiki_talk_en,2987536,24981163,1,2,786.268892,100000,0,462.017891,101041,106939,26083727,0,-1,2021-08-20.14:18:27
ba-1m-8m,1000000,7999964,1,3,748.253180,100000,0,256.321028,22075,165836,1837673,363991,-1,2021-08-20.14:18:34
baidu,2141301,17794839,1,3,1329.151468,100000,0,221.852919,98346,132794,10311941,812986,-1,2021-08-20.14:18:59
dbpedia,3966925,13820853,1,3,1626.155452,100000,0,134.078818,100714,127958,1711373,1112510,-1,2021-08-20.14:19:15
er-1m-8m,1000000,8000000,1,3,1092.774474,100000,0,99.812747,39503,66470,661905,445467,-1,2021-08-20.14:19:24
livej,4847571,68993773,1,3,4895.584737,100000,0,395.645204,112465,157837,10623049,774558,-1,2021-08-20.14:20:16
patent,6009555,16518948,1,3,3550.963372,100000,0,235.711148,106018,181442,2391570,1001988,-1,2021-08-20.14:20:50
pokec,1632804,30622564,1,3,1867.490142,100000,0,225.082675,86488,148598,6022967,720573,-1,2021-08-20.14:21:15
rmat-1m-8m,999760,7810950,1,3,390.836044,100000,0,356.976515,99586,133485,29334294,637632,-1,2021-08-20.14:21:20
ssca2,1048577,157877986,1,3,1934.656001,100000,0,11106.615443,1586141,1674277,125525707,11889831,-1,2021-08-20.14:22:27
wiki-links,5710993,130160392,1,3,10195.657938,100000,0,4335.439290,183469,212345,54175557,760258,-1,2021-08-20.14:24:45
wikitalk,2394385,5021410,1,3,465.404931,100000,0,251.280814,100616,109266,14412290,1072482,-1,2021-08-20.14:24:49
wiki_talk_en,2987536,24981163,1,3,677.598743,100000,0,423.858962,101278,111120,25534356,937542,-1,2021-08-20.14:24:57
ba-1m-8m,1000000,7999964,1,2,658.316150,0,100000,250.504177,21861,0,153353,0,-1,2021-08-20.14:25:12
baidu,2141301,17794839,1,2,1402.924800,0,100000,421.465964,102711,0,10327733,0,-1,2021-08-20.14:25:39
dbpedia,3966925,13820853,1,2,1687.811037,0,100000,783.020630,101078,0,1115957,0,-1,2021-08-20.14:25:59
er-1m-8m,1000000,8000000,1,2,965.775301,0,100000,387.801194,39801,0,438487,0,-1,2021-08-20.14:26:17
livej,4847571,68993773,1,2,4907.139047,0,100000,351.727248,111958,0,8145286,0,-1,2021-08-20.14:27:15
patent,6009555,16518948,1,2,3503.014567,0,100000,373.406015,109652,0,1568538,0,-1,2021-08-20.14:27:56
pokec,1632804,30622564,1,2,1829.858842,0,100000,329.018463,84648,0,3253438,0,-1,2021-08-20.14:28:24
rmat-1m-8m,999760,7810950,1,2,436.153249,0,100000,365.980205,100539,0,22915785,0,-1,2021-08-20.14:28:30
ssca2,1048577,157877986,1,2,1024.652714,0,100000,1701.993424,1587379,0,120139743,0,-1,2021-08-20.14:29:33
wiki-links,5710993,130160392,1,2,9636.223571,0,100000,1029.644426,181106,0,46377028,0,-1,2021-08-20.14:31:56
wikitalk,2394385,5021410,1,2,557.444780,0,100000,380.289943,100757,0,11227550,0,-1,2021-08-20.14:32:00
wiki_talk_en,2987536,24981163,1,2,788.865915,0,100000,671.774568,99948,0,17149159,0,-1,2021-08-20.14:32:09
ba-1m-8m,1000000,7999964,1,3,743.820170,0,100000,36.551970,21898,0,307210,21898,-1,2021-08-20.14:32:16
baidu,2141301,17794839,1,3,1337.770679,0,100000,234.607617,98802,0,11927722,98802,-1,2021-08-20.14:32:41
dbpedia,3966925,13820853,1,3,1622.116630,0,100000,558.826679,101129,0,2036042,101129,-1,2021-08-20.14:32:58
er-1m-8m,1000000,8000000,1,3,1104.355597,0,100000,41.381550,39868,0,876318,39868,-1,2021-08-20.14:33:07
livej,4847571,68993773,1,3,4860.997627,0,100000,184.465579,113872,0,17913898,113872,-1,2021-08-20.14:33:58
patent,6009555,16518948,1,3,3561.462379,0,100000,83.107486,106235,0,3016596,106235,-1,2021-08-20.14:34:31
pokec,1632804,30622564,1,3,1854.735914,0,100000,116.013013,85971,0,6871194,85971,-1,2021-08-20.14:34:56
rmat-1m-8m,999760,7810950,1,3,393.315674,0,100000,346.485168,100663,0,46169502,100663,-1,2021-08-20.14:35:01
ssca2,1048577,157877986,1,3,1942.246548,0,100000,1061.363289,1598244,0,241853838,1598244,-1,2021-08-20.14:35:58
wiki-links,5710993,130160392,1,3,10467.754525,0,100000,1003.859947,185345,0,100437746,185345,-1,2021-08-20.14:38:14
wikitalk,2394385,5021410,1,3,516.310312,0,100000,358.918364,99863,0,18761838,99863,-1,2021-08-20.14:38:18
wiki_talk_en,2987536,24981163,1,3,704.593210,0,100000,647.178150,99946,0,34688682,99946,-1,2021-08-20.14:38:26
ba-1m-8m,1000000,7999964,1,2,701.813714,100000,0,1251.323125,21955,112018,1839385,0,-1,2021-08-20.14:38:44
baidu,2141301,17794839,1,2,1419.285192,100000,0,386.143933,98252,119461,10022504,0,-1,2021-08-20.14:39:11
dbpedia,3966925,13820853,1,2,1774.663260,100000,0,343.258740,100593,117242,1776886,0,-1,2021-08-20.14:39:32
er-1m-8m,1000000,8000000,1,2,970.598013,100000,0,343.029512,40391,55937,673096,0,-1,2021-08-20.14:39:51
livej,4847571,68993773,1,2,5000.558733,100000,0,508.788369,113555,141594,11206717,0,-1,2021-08-20.14:40:50
patent,6009555,16518948,1,2,3496.398342,100000,0,668.966581,105279,156288,2434570,0,-1,2021-08-20.14:41:32
pokec,1632804,30622564,1,2,1820.977536,100000,0,521.611419,86760,126675,6105411,0,-1,2021-08-20.14:42:00
rmat-1m-8m,999760,7810950,1,2,435.556870,100000,0,360.813796,100473,120536,30751261,0,-1,2021-08-20.14:42:06
ssca2,1048577,157877986,1,2,1042.930854,100000,0,2153.890840,1585670,1646819,125011917,0,-1,2021-08-20.14:43:10
wiki-links,5710993,130160392,1,2,9723.686191,100000,0,1041.080712,188002,204255,55834872,0,-1,2021-08-20.14:45:34
wikitalk,2394385,5021410,1,2,558.741522,100000,0,298.627810,100663,105705,14525681,0,-1,2021-08-20.14:45:38
wiki_talk_en,2987536,24981163,1,2,785.070337,100000,0,397.436631,99949,105731,20995895,0,-1,2021-08-20.14:45:47
ba-1m-8m,1000000,7999964,1,3,768.683031,100000,0,259.438905,22095,166117,1850192,357000,-1,2021-08-20.14:45:53
baidu,2141301,17794839,1,3,1326.832282,100000,0,221.222800,98665,132908,10319133,806454,-1,2021-08-20.14:46:18
dbpedia,3966925,13820853,1,3,1621.905429,100000,0,133.940198,101232,128281,1700959,1116250,-1,2021-08-20.14:46:35
er-1m-8m,1000000,8000000,1,3,1094.560634,100000,0,99.675918,38694,65792,651706,437029,-1,2021-08-20.14:46:44
livej,4847571,68993773,1,3,4868.288412,100000,0,433.531374,113542,160178,11325525,784586,-1,2021-08-20.14:47:36
patent,6009555,16518948,1,3,3556.278931,100000,0,239.194561,106388,182830,2468446,1002087,-1,2021-08-20.14:48:09
pokec,1632804,30622564,1,3,1868.915098,100000,0,224.998146,85315,148143,6049574,715981,-1,2021-08-20.14:48:34
rmat-1m-8m,999760,7810950,1,3,391.503473,100000,0,399.388686,100575,134496,31180256,635715,-1,2021-08-20.14:48:39
ssca2,1048577,157877986,1,3,1949.496459,100000,0,11122.871167,1588934,1681098,126172415,11975607,-1,2021-08-20.14:49:46
wiki-links,5710993,130160392,1,3,10325.130066,100000,0,4789.855220,185795,216620,57486620,774229,-1,2021-08-20.14:52:05
wikitalk,2394385,5021410,1,3,465.033555,100000,0,255.660439,100647,109643,14678899,1065790,-1,2021-08-20.14:52:09
wiki_talk_en,2987536,24981163,1,3,675.798990,100000,0,346.616529,100269,109322,20447985,953543,-1,2021-08-20.14:52:17
ba-1m-8m,1000000,7999964,1,2,658.347141,0,100000,249.645855,22050,0,154737,0,-1,2021-08-20.14:52:32
baidu,2141301,17794839,1,2,1390.495996,0,100000,373.113841,98740,0,5997617,0,-1,2021-08-20.14:52:59
dbpedia,3966925,13820853,1,2,1685.755367,0,100000,790.448531,102234,0,1163831,0,-1,2021-08-20.14:53:19
er-1m-8m,1000000,8000000,1,2,961.998782,0,100000,382.788101,39625,0,435932,0,-1,2021-08-20.14:53:37
livej,4847571,68993773,1,2,4907.885831,0,100000,347.318311,112396,0,8183257,0,-1,2021-08-20.14:54:35
patent,6009555,16518948,1,2,3497.196312,0,100000,366.218567,107369,0,1527087,0,-1,2021-08-20.14:55:15
pokec,1632804,30622564,1,2,1839.059258,0,100000,332.831181,85282,0,3340319,0,-1,2021-08-20.14:55:44
rmat-1m-8m,999760,7810950,1,2,437.775502,0,100000,343.888936,99191,0,20209211,0,-1,2021-08-20.14:55:49
ssca2,1048577,157877986,1,2,1023.963003,0,100000,1712.363225,1601520,0,121469766,0,-1,2021-08-20.14:56:53
wiki-links,5710993,130160392,1,2,9703.174940,0,100000,1102.949331,191931,0,51596415,0,-1,2021-08-20.14:59:16
wikitalk,2394385,5021410,1,2,558.912823,0,100000,376.695103,100467,0,10959471,0,-1,2021-08-20.14:59:21
wiki_talk_en,2987536,24981163,1,2,792.307834,0,100000,718.212713,101172,0,21128381,0,-1,2021-08-20.14:59:30
ba-1m-8m,1000000,7999964,1,3,742.474832,0,100000,36.522568,22045,0,309424,22045,-1,2021-08-20.14:59:36
baidu,2141301,17794839,1,3,1324.541374,0,100000,233.041157,98431,0,11865294,98431,-1,2021-08-20.15:00:01
dbpedia,3966925,13820853,1,3,1618.049277,0,100000,556.398429,100857,0,1821180,100857,-1,2021-08-20.15:00:18
er-1m-8m,1000000,8000000,1,3,1100.865491,0,100000,41.202220,39150,0,861506,39150,-1,2021-08-20.15:00:27
livej,4847571,68993773,1,3,4838.400489,0,100000,177.717804,113691,0,17245990,113691,-1,2021-08-20.15:01:18
patent,6009555,16518948,1,3,3559.273183,0,100000,84.720021,107666,0,2978836,107666,-1,2021-08-20.15:01:51
pokec,1632804,30622564,1,3,1861.796579,0,100000,111.883984,84896,0,6675008,84896,-1,2021-08-20.15:02:16
rmat-1m-8m,999760,7810950,1,3,395.754756,0,100000,344.104049,100568,0,45409320,100568,-1,2021-08-20.15:02:21
ssca2,1048577,157877986,1,3,1935.329466,0,100000,1052.106303,1584900,0,240037046,1584900,-1,2021-08-20.15:03:18
wiki-links,5710993,130160392,1,3,9929.762321,0,100000,964.106233,191292,0,104958514,191292,-1,2021-08-20.15:05:33
wikitalk,2394385,5021410,1,3,465.302713,0,100000,326.101210,100632,0,22451110,100632,-1,2021-08-20.15:05:36
wiki_talk_en,2987536,24981163,1,3,678.772827,0,100000,686.379171,101103,0,42391056,101103,-1,2021-08-20.15:05:44
ba-1m-8m,1000000,7999964,1,2,657.204942,100000,0,1215.444867,22042,112682,1870644,0,-1,2021-08-20.15:06:01
baidu,2141301,17794839,1,2,1388.016519,100000,0,435.877206,103057,123629,14382207,0,-1,2021-08-20.15:06:28
dbpedia,3966925,13820853,1,2,1688.115397,100000,0,329.781346,100883,117881,1800343,0,-1,2021-08-20.15:06:47
er-1m-8m,1000000,8000000,1,2,965.145464,100000,0,330.758153,39143,54769,658790,0,-1,2021-08-20.15:07:06
livej,4847571,68993773,1,2,4877.105981,100000,0,500.450163,112116,139713,11163002,0,-1,2021-08-20.15:08:03
patent,6009555,16518948,1,2,3491.931484,100000,0,667.110385,106368,156954,2412424,0,-1,2021-08-20.15:08:44
pokec,1632804,30622564,1,2,1821.371254,100000,0,522.744761,86511,126318,5980586,0,-1,2021-08-20.15:09:13
rmat-1m-8m,999760,7810950,1,2,432.183181,100000,0,352.990463,100554,120115,30298690,0,-1,2021-08-20.15:09:18
ssca2,1048577,157877986,1,2,1038.622783,100000,0,2149.301872,1590783,1651855,125406090,0,-1,2021-08-20.15:10:22
wiki-links,5710993,130160392,1,2,9708.230610,100000,0,1098.881381,191694,209182,58382810,0,-1,2021-08-20.15:12:46
wikitalk,2394385,5021410,1,2,558.662806,100000,0,299.230420,100582,105870,14707210,0,-1,2021-08-20.15:12:50
wiki_talk_en,2987536,24981163,1,2,784.471212,100000,0,406.674382,100035,105946,21769234,0,-1,2021-08-20.15:12:59
ba-1m-8m,1000000,7999964,1,3,748.525777,100000,0,255.274490,21843,166027,1849454,351569,-1,2021-08-20.15:13:05
baidu,2141301,17794839,1,3,1330.942438,100000,0,220.338412,99077,132894,10362380,820954,-1,2021-08-20.15:13:30
dbpedia,3966925,13820853,1,3,1618.845898,100000,0,134.730410,100995,127797,1722668,1132088,-1,2021-08-20.15:13:46
er-1m-8m,1000000,8000000,1,3,1082.603242,100000,0,97.811670,39914,67187,667653,442377,-1,2021-08-20.15:13:56
livej,4847571,68993773,1,3,4868.131824,100000,0,435.236964,115130,162522,11580722,785803,-1,2021-08-20.15:14:47
patent,6009555,16518948,1,3,3536.371951,100000,0,248.550749,107671,184358,2476814,1030126,-1,2021-08-20.15:15:20
pokec,1632804,30622564,1,3,1853.435171,100000,0,227.006331,85774,146883,6065326,717229,-1,2021-08-20.15:15:45
rmat-1m-8m,999760,7810950,1,3,390.849977,100000,0,396.120786,100548,133981,31365021,633231,-1,2021-08-20.15:15:50
ssca2,1048577,157877986,1,3,1964.305021,100000,0,11214.783058,1595408,1686039,126371250,12043828,-1,2021-08-20.15:16:57
wiki-links,5710993,130160392,1,3,9880.198628,100000,0,4804.972864,187683,216461,57325446,772615,-1,2021-08-20.15:19:16
wikitalk,2394385,5021410,1,3,463.394427,100000,0,248.905752,100637,109216,14589985,1059375,-1,2021-08-20.15:19:20
wiki_talk_en,2987536,24981163,1,3,673.995268,100000,0,351.295062,99941,109387,21516058,939921,-1,2021-08-20.15:19:27
ba-1m-8m,1000000,7999964,1,2,658.059288,0,100000,249.741315,21907,0,153656,0,-1,2021-08-20.15:19:43
baidu,2141301,17794839,1,2,1387.480299,0,100000,370.528674,98726,0,5975526,0,-1,2021-08-20.15:20:09
dbpedia,3966925,13820853,1,2,1682.772552,0,100000,918.285891,101198,0,1095106,0,-1,2021-08-20.15:20:29
er-1m-8m,1000000,8000000,1,2,1012.127319,0,100000,405.875107,39404,0,433675,0,-1,2021-08-20.15:20:48
livej,4847571,68993773,1,2,4880.236871,0,100000,360.790940,114366,0,8976562,0,-1,2021-08-20.15:21:46
patent,6009555,16518948,1,2,3506.839211,0,100000,368.636974,108121,0,1507870,0,-1,2021-08-20.15:22:27
pokec,1632804,30622564,1,2,1825.996916,0,100000,339.873657,86256,0,3499353,0,-1,2021-08-20.15:22:55
rmat-1m-8m,999760,7810950,1,2,436.406878,0,100000,347.848544,99736,0,20566997,0,-1,2021-08-20.15:23:01
ssca2,1048577,157877986,1,2,1032.452130,0,100000,1706.894763,1592271,0,120556464,0,-1,2021-08-20.15:24:04
wiki-links,5710993,130160392,1,2,9668.982213,0,100000,1043.498892,183491,0,47611993,0,-1,2021-08-20.15:26:28
wikitalk,2394385,5021410,1,2,559.689881,0,100000,379.774037,100605,0,11066233,0,-1,2021-08-20.15:26:32
wiki_talk_en,2987536,24981163,1,2,792.873521,0,100000,678.572315,100121,0,17091999,0,-1,2021-08-20.15:26:41
ba-1m-8m,1000000,7999964,1,3,744.875561,0,100000,36.824169,22011,0,308822,22011,-1,2021-08-20.15:26:47
baidu,2141301,17794839,1,3,1332.187049,0,100000,235.008124,98875,0,12223348,98875,-1,2021-08-20.15:27:12
dbpedia,3966925,13820853,1,3,1621.556188,0,100000,553.168626,100331,0,1909374,100331,-1,2021-08-20.15:27:29
er-1m-8m,1000000,8000000,1,3,1106.844227,0,100000,42.242706,39486,0,868986,39486,-1,2021-08-20.15:27:38
livej,4847571,68993773,1,3,4873.349319,0,100000,172.087511,111302,0,15725934,111302,-1,2021-08-20.15:28:30
patent,6009555,16518948,1,3,3562.846000,0,100000,83.835208,107560,0,3063260,107560,-1,2021-08-20.15:29:03
pokec,1632804,30622564,1,3,1870.652620,0,100000,117.242795,86031,0,6875228,86031,-1,2021-08-20.15:29:28
rmat-1m-8m,999760,7810950,1,3,392.858600,0,100000,345.027401,100926,0,45712474,100926,-1,2021-08-20.15:29:33
ssca2,1048577,157877986,1,3,1964.742498,0,100000,1058.710970,1592304,0,241429386,1592304,-1,2021-08-20.15:30:30
wiki-links,5710993,130160392,1,3,10201.649401,0,100000,1102.621034,190871,0,115455354,190871,-1,2021-08-20.15:32:45
wikitalk,2394385,5021410,1,3,466.977962,0,100000,301.344293,99983,0,18987308,99983,-1,2021-08-20.15:32:49
wiki_talk_en,2987536,24981163,1,3,678.761810,0,100000,627.417991,100139,0,34602232,100139,-1,2021-08-20.15:32:57
ba-1m-8m,1000000,7999964,1,2,661.650278,100000,0,1210.323564,22145,111415,1861745,0,-1,2021-08-20.15:33:14
baidu,2141301,17794839,1,2,1388.806337,100000,0,384.284234,98502,119346,9932301,0,-1,2021-08-20.15:33:40
dbpedia,3966925,13820853,1,2,1687.425839,100000,0,325.705099,101190,117437,1890265,0,-1,2021-08-20.15:34:00
er-1m-8m,1000000,8000000,1,2,957.641053,100000,0,332.999752,39282,54571,656752,0,-1,2021-08-20.15:34:19
livej,4847571,68993773,1,2,4929.136877,100000,0,493.709673,110571,137976,10527542,0,-1,2021-08-20.15:35:16
patent,6009555,16518948,1,2,3497.193388,100000,0,676.199648,107644,158571,2452983,0,-1,2021-08-20.15:35:57
pokec,1632804,30622564,1,2,1835.349348,100000,0,526.001497,86451,127961,6139977,0,-1,2021-08-20.15:36:26
rmat-1m-8m,999760,7810950,1,2,431.436630,100000,0,359.877005,100278,120441,30670166,0,-1,2021-08-20.15:36:31
ssca2,1048577,157877986,1,2,1042.734143,100000,0,2159.599660,1595253,1655716,125684286,0,-1,2021-08-20.15:37:35
wiki-links,5710993,130160392,1,2,9656.602570,100000,0,1069.027180,190381,207133,57754015,0,-1,2021-08-20.15:39:59
wikitalk,2394385,5021410,1,2,555.776979,100000,0,300.631931,100799,105923,14353998,0,-1,2021-08-20.15:40:03
wiki_talk_en,2987536,24981163,1,2,787.294533,100000,0,402.941439,100046,105824,21539278,0,-1,2021-08-20.15:40:11
ba-1m-8m,1000000,7999964,1,3,746.346015,100000,0,258.928367,22017,166824,1839005,372779,-1,2021-08-20.15:40:18
baidu,2141301,17794839,1,3,1326.108812,100000,0,220.221075,98837,132935,10186136,811556,-1,2021-08-20.15:40:43
dbpedia,3966925,13820853,1,3,1619.497641,100000,0,131.584833,100465,126815,1586277,1122070,-1,2021-08-20.15:41:00
er-1m-8m,1000000,8000000,1,3,1082.523464,100000,0,98.249816,39367,66634,663163,438904,-1,2021-08-20.15:41:09
livej,4847571,68993773,1,3,4844.671077,100000,0,402.682285,111507,156963,10866705,768403,-1,2021-08-20.15:42:01
patent,6009555,16518948,1,3,3545.919076,100000,0,240.611689,107242,184187,2436354,1020779,-1,2021-08-20.15:42:34
pokec,1632804,30622564,1,3,1856.003924,100000,0,225.316734,84964,147213,6016745,723802,-1,2021-08-20.15:42:59
rmat-1m-8m,999760,7810950,1,3,391.693289,100000,0,402.095224,100815,134664,31446590,635991,-1,2021-08-20.15:43:04
ssca2,1048577,157877986,1,3,1967.926605,100000,0,11269.664520,1592364,1682052,125967899,11959064,-1,2021-08-20.15:44:11
wiki-links,5710993,130160392,1,3,9890.759912,100000,0,4231.974066,185487,214172,53525434,772831,-1,2021-08-20.15:46:29
wikitalk,2394385,5021410,1,3,462.666205,100000,0,253.344520,100617,109189,14823318,1083289,-1,2021-08-20.15:46:33
wiki_talk_en,2987536,24981163,1,3,676.564934,100000,0,356.032665,100018,109237,21425484,958427,-1,2021-08-20.15:46:41
ba-1m-8m,1000000,7999964,1,2,653.380855,0,100000,249.559313,22073,0,154813,0,-1,2021-08-20.15:46:56
baidu,2141301,17794839,1,2,1397.841340,0,100000,371.838326,98087,0,5970664,0,-1,2021-08-20.15:47:23
dbpedia,3966925,13820853,1,2,1685.258481,0,100000,782.608628,100624,0,942279,0,-1,2021-08-20.15:47:43
er-1m-8m,1000000,8000000,1,2,967.385514,0,100000,382.328851,39156,0,430353,0,-1,2021-08-20.15:48:01
livej,4847571,68993773,1,2,4877.998134,0,100000,356.126141,113714,0,8451311,0,-1,2021-08-20.15:48:58
patent,6009555,16518948,1,2,3507.283019,0,100000,365.724596,106651,0,1487931,0,-1,2021-08-20.15:49:40
pokec,1632804,30622564,1,2,1831.904922,0,100000,338.549311,86068,0,3424694,0,-1,2021-08-20.15:50:08
rmat-1m-8m,999760,7810950,1,2,434.461984,0,100000,346.147083,99527,0,20364473,0,-1,2021-08-20.15:50:14
ssca2,1048577,157877986,1,2,1028.758014,0,100000,1696.263167,1585694,0,120203211,0,-1,2021-08-20.15:51:17
