model,N,M,workers,alg,init-mstime,insert-num,remove-num,mstime,V*,V+,S,relabel,tag,subtag,assert,Insert,Delete,date
livej,4847571,42851237,16,4,4853.456107,0,400000,274.477266,406543,0,20032355,0,0,0,-1,-1,-1,2022-10-05.01:06:06
livej,-1,-1,16,41,-1,400000,400000,-1,-1,-1,-1,-1,-1,-1,-1,1409.58,2025.24,2022-10-05.01:08:33
livej,4847571,42851237,16,4,4833.666840,500000,0,674.771605,545634,814047,35525017,308,358,179663,-1,-1,-1,2022-10-05.01:09:38
livej,4847571,42851237,16,4,4902.920329,0,500000,347.661837,504511,0,24576723,0,0,0,-1,-1,-1,2022-10-05.01:10:39
livej,-1,-1,16,41,-1,500000,500000,-1,-1,-1,-1,-1,-1,-1,-1,1764.64,2548.67,2022-10-05.01:13:07
livej,4847571,42851237,16,4,4822.161710,600000,0,790.851862,652919,983409,43364333,397,447,222734,-1,-1,-1,2022-10-05.01:14:12
livej,4847571,42851237,16,4,4899.459799,0,600000,402.875154,604906,0,28738368,0,0,0,-1,-1,-1,2022-10-05.01:15:13
livej,-1,-1,16,41,-1,600000,600000,-1,-1,-1,-1,-1,-1,-1,-1,2240.43,3039,2022-10-05.01:17:42
livej,4847571,42851237,16,4,4820.271389,700000,0,972.321433,762837,1154339,51581709,492,566,265838,-1,-1,-1,2022-10-05.01:18:47
livej,4847571,42851237,16,4,4871.699165,0,700000,472.647870,708112,0,35225350,0,0,0,-1,-1,-1,2022-10-05.01:19:49
livej,-1,-1,16,41,-1,700000,700000,-1,-1,-1,-1,-1,-1,-1,-1,3656.77,3738.32,2022-10-05.01:22:20
livej,4847571,42851237,16,4,4793.624259,800000,0,1057.301505,866939,1317266,56831617,539,601,306355,-1,-1,-1,2022-10-05.01:23:25
livej,4847571,42851237,16,4,4884.687362,0,800000,537.978991,803169,0,39415353,0,0,0,-1,-1,-1,2022-10-05.01:24:27
livej,-1,-1,16,41,-1,800000,800000,-1,-1,-1,-1,-1,-1,-1,-1,3773.94,4251.19,2022-10-05.01:27:00
livej,4847571,42851237,16,4,4799.109148,900000,0,1183.045593,974076,1487178,65017086,602,645,350571,-1,-1,-1,2022-10-05.01:28:05
livej,4847571,42851237,16,4,4875.307608,0,900000,602.453227,902121,0,44199742,0,0,0,-1,-1,-1,2022-10-05.01:29:07
livej,-1,-1,16,41,-1,900000,900000,-1,-1,-1,-1,-1,-1,-1,-1,5248.35,4657.62,2022-10-05.01:31:41
livej,4847571,42851237,16,4,4819.948163,1000000,0,1617.822294,1084015,1667332,62085335,783,885,402211,-1,-1,-1,2022-10-05.01:32:48
livej,4847571,42851237,16,4,4878.526556,0,1000000,668.062140,1003132,0,48752811,0,0,0,-1,-1,-1,2022-10-05.01:33:49
livej,-1,-1,16,41,-1,1000000,1000000,-1,-1,-1,-1,-1,-1,-1,-1,4298.3,5199.95,2022-10-05.01:36:25
patent,6009555,16518947,16,4,3629.325691,100000,0,99.992540,103726,179750,1817405,24,26,50925,-1,-1,-1,2022-10-05.01:37:09
patent,6009555,16518947,16,4,3625.340868,0,100000,43.582044,95324,0,1037554,0,0,0,-1,-1,-1,2022-10-05.01:37:50
patent,-1,-1,16,41,-1,100000,100000,-1,-1,-1,-1,-1,-1,-1,-1,1295.95,384.953,2022-10-05.01:39:06
patent,6009555,16518947,16,4,3617.492705,200000,0,158.498174,206514,368359,3875175,144,158,110864,-1,-1,-1,2022-10-05.01:39:50
patent,6009555,16518947,16,4,3626.092403,0,200000,84.368786,188734,0,2053975,0,0,0,-1,-1,-1,2022-10-05.01:40:31
patent,-1,-1,16,41,-1,200000,200000,-1,-1,-1,-1,-1,-1,-1,-1,1535.56,680.827,2022-10-05.01:41:48
patent,6009555,16518947,16,4,3591.934547,300000,0,207.806024,307706,555287,5776632,214,230,169928,-1,-1,-1,2022-10-05.01:42:32
patent,6009555,16518947,16,4,3640.380391,0,300000,115.424199,282365,0,3135721,0,0,0,-1,-1,-1,2022-10-05.01:43:14
patent,-1,-1,16,41,-1,300000,300000,-1,-1,-1,-1,-1,-1,-1,-1,1780.73,1024.64,2022-10-05.01:44:32
