model,N,M,workers,alg,init-mstime,insert-num,remove-num,mstime,V*,V+,S,tag,assert,date
ssca2,1048577,157877986,1,2,1386.028694,0,100000,2042.852646,1594056,0,120701825,0,-1,2021-08-19.01:29:23
wiki-links,5710993,130160392,1,2,8873.416365,0,100000,1201.424493,185324,0,47853849,0,-1,2021-08-19.01:32:15
wikitalk,2394385,5021410,1,2,756.237034,0,100000,1010.646118,100512,0,11240904,0,-1,2021-08-19.01:32:20
wiki_talk_en,2987536,24981163,1,2,1101.879584,0,100000,782.428879,99935,0,17024708,0,-1,2021-08-19.01:33:07
ba-1m-8m,1000000,7999964,1,3,933.680970,0,100000,84477.696726,21871,0,153369,21871,-1,2021-08-19.01:34:37
baidu,2141301,17794839,1,3,1642.638333,0,100000,291.188514,98565,0,5838336,98565,-1,2021-08-19.01:35:09
dbpedia,3966925,13820853,1,3,1940.594361,0,100000,808.211670,101675,0,1147748,101675,-1,2021-08-19.01:35:30
er-1m-8m,1000000,8000000,1,3,1206.456262,0,100000,51.692533,39188,0,431691,39188,-1,2021-08-19.01:35:43
livej,4847571,68993773,1,3,5415.472234,0,100000,75079.317905,113925,0,8548480,113925,-1,2021-08-19.01:38:02
patent,6009555,16518948,1,3,3705.829056,0,100000,99.115042,105673,0,1477026,105673,-1,2021-08-19.01:38:56
pokec,1632804,30622564,1,3,2273.046480,0,100000,146.513553,85589,0,3400857,85589,-1,2021-08-19.01:39:27
rmat-1m-8m,999760,7810950,1,3,535.885316,0,100000,472.919864,100643,0,22820299,100643,-1,2021-08-19.01:39:32
ssca2,1048577,157877986,1,3,2188.966454,0,100000,1229.972785,1586671,0,120112992,1586671,-1,2021-08-19.01:40:47
wiki-links,5710993,130160392,1,3,10326.763086,0,100000,1179.082512,191006,0,50451195,191006,-1,2021-08-19.01:43:32
wikitalk,2394385,5021410,1,3,632.616701,0,100000,4783.349793,100564,0,11159936,100564,-1,2021-08-19.01:43:43
wiki_talk_en,2987536,24981163,1,3,897.197802,0,100000,837.699495,99981,0,17301283,99981,-1,2021-08-19.01:43:57
ba-1m-8m,1000000,7999964,1,2,780.229074,100000,0,1926.987196,22273,111398,1861877,0,-1,2021-08-19.01:44:15
baidu,2141301,17794839,1,2,1743.563443,100000,0,436.541680,98802,120454,10308695,0,-1,2021-08-19.01:44:48
dbpedia,3966925,13820853,1,2,2199.325923,100000,0,578.408271,101759,117845,1704951,0,-1,2021-08-19.01:45:11
er-1m-8m,1000000,8000000,1,2,958.259793,100000,0,371.210444,39033,54641,657888,0,-1,2021-08-19.01:45:33
livej,4847571,68993773,1,2,4992.169086,100000,0,1015.557351,113345,141105,10858098,0,-1,2021-08-19.01:46:40
patent,6009555,16518948,1,2,3696.046064,100000,0,1038.664227,105976,155536,2389329,0,-1,2021-08-19.01:47:28
pokec,1632804,30622564,1,2,2031.412023,100000,0,595.697774,85570,125685,6002791,0,-1,2021-08-19.01:48:03
rmat-1m-8m,999760,7810950,1,2,535.813082,100000,0,441.921051,100714,120664,30734756,0,-1,2021-08-19.01:48:11
ssca2,1048577,157877986,1,2,1393.935538,100000,0,2401.506378,1594960,1654037,125684825,0,-1,2021-08-19.01:49:34
wiki-links,5710993,130160392,1,2,9222.168075,100000,0,1108.934730,186976,201741,54294206,0,-1,2021-08-19.01:52:39
wikitalk,2394385,5021410,1,2,785.148938,100000,0,472.745217,100019,105098,12490223,0,-1,2021-08-19.01:53:11
wiki_talk_en,2987536,24981163,1,2,1095.011612,100000,0,650.167027,99998,105662,21381930,0,-1,2021-08-19.01:53:20
ba-1m-8m,1000000,7999964,1,3,908.762628,100000,0,292.940443,22104,166174,1842857,364561,-1,2021-08-19.01:53:27
baidu,2141301,17794839,1,3,1685.463750,100000,0,260.947905,98472,132855,10204213,810606,-1,2021-08-19.01:53:58
dbpedia,3966925,13820853,1,3,1911.383372,100000,0,151.321260,100602,127808,1843875,1117381,-1,2021-08-19.01:54:19
er-1m-8m,1000000,8000000,1,3,1235.256132,100000,0,107.610583,39957,67330,670698,434429,-1,2021-08-19.01:54:32
livej,4847571,68993773,1,3,5261.198743,100000,0,502.916161,113603,159543,11235159,783735,-1,2021-08-19.01:55:47
patent,6009555,16518948,1,3,3848.072017,100000,0,264.040697,105265,181470,2382440,1031422,-1,2021-08-19.01:56:44
pokec,1632804,30622564,1,3,2368.804480,100000,0,266.192995,85787,148356,6024622,722831,-1,2021-08-19.01:57:16
rmat-1m-8m,999760,7810950,1,3,537.681902,100000,0,440.164603,100505,134111,31082707,638000,-1,2021-08-19.01:57:21
ssca2,1048577,157877986,1,3,2234.153987,100000,0,11171.956304,1592707,1687735,126694632,12088223,-1,2021-08-19.01:58:46
wiki-links,5710993,130160392,1,3,10201.002061,100000,0,4974.858798,185280,215269,52763118,777783,-1,2021-08-19.02:01:34
wikitalk,2394385,5021410,1,3,629.950311,100000,0,299.927596,100644,109485,14792370,1059156,-1,2021-08-19.02:01:46
wiki_talk_en,2987536,24981163,1,3,913.764922,100000,0,513.294772,101107,110502,24972169,928400,-1,2021-08-19.02:01:55
ba-1m-8m,1000000,7999964,1,2,760.788810,0,100000,446.689426,22131,0,155279,0,-1,2021-08-19.02:02:11
baidu,2141301,17794839,1,2,1648.869233,0,100000,440.113664,98936,0,6167172,0,-1,2021-08-19.02:02:44
dbpedia,3966925,13820853,1,2,2220.976242,0,100000,924.640792,101019,0,1002318,0,-1,2021-08-19.02:03:08
er-1m-8m,1000000,8000000,1,2,967.309653,0,100000,462.937894,38718,0,424822,0,-1,2021-08-19.02:03:31
livej,4847571,68993773,1,2,5074.528914,0,100000,431.882316,112039,0,8406263,0,-1,2021-08-19.02:04:38
patent,6009555,16518948,1,2,3601.427113,0,100000,440.497285,105812,0,1501489,0,-1,2021-08-19.02:05:38
pokec,1632804,30622564,1,2,2035.478894,0,100000,409.685237,86558,0,3434691,0,-1,2021-08-19.02:06:13
rmat-1m-8m,999760,7810950,1,2,547.888070,0,100000,406.112591,99412,0,20117284,0,-1,2021-08-19.02:06:18
ssca2,1048577,157877986,1,2,1360.769678,0,100000,2035.992932,1593331,0,120602925,0,-1,2021-08-19.02:07:39
wiki-links,5710993,130160392,1,2,9070.266109,0,100000,1231.105791,185070,0,49120090,0,-1,2021-08-19.02:10:30
wikitalk,2394385,5021410,1,2,784.452869,0,100000,454.469108,100680,0,11204035,0,-1,2021-08-19.02:10:34
wiki_talk_en,2987536,24981163,1,2,1099.486739,0,100000,787.578391,100003,0,17283749,0,-1,2021-08-19.02:11:10
ba-1m-8m,1000000,7999964,1,3,894.864200,0,100000,44.319943,22106,0,155110,22106,-1,2021-08-19.02:11:18
baidu,2141301,17794839,1,3,1586.631394,0,100000,294.069567,98856,0,6048919,98856,-1,2021-08-19.02:11:51
dbpedia,3966925,13820853,1,3,2010.002049,0,100000,2730.997859,100842,0,1037551,100842,-1,2021-08-19.02:12:14
er-1m-8m,1000000,8000000,1,3,1214.823060,0,100000,51.473828,39325,0,432375,39325,-1,2021-08-19.02:12:27
livej,4847571,68993773,1,3,5300.753270,0,100000,221.382038,110909,0,7960358,110909,-1,2021-08-19.02:13:39
patent,6009555,16518948,1,3,3996.741975,0,100000,131.851288,106529,0,1484002,106529,-1,2021-08-19.02:14:22
pokec,1632804,30622564,1,3,2282.407452,0,100000,146.503414,85773,0,3410511,85773,-1,2021-08-19.02:14:55
rmat-1m-8m,999760,7810950,1,3,536.380980,0,100000,468.624488,100501,0,22601393,100501,-1,2021-08-19.02:14:59
ssca2,1048577,157877986,1,3,2230.501582,0,100000,1234.849369,1594763,0,120771625,1594763,-1,2021-08-19.02:16:14
wiki-links,5710993,130160392,1,3,10263.268161,0,100000,1181.142616,190058,0,51924475,190058,-1,2021-08-19.02:18:59
wikitalk,2394385,5021410,1,3,644.456050,0,100000,1624.455584,100590,0,10950326,100590,-1,2021-08-19.02:19:04
wiki_talk_en,2987536,24981163,1,3,882.837286,0,100000,832.503878,100081,0,17157871,100081,-1,2021-08-19.02:19:13
ba-1m-8m,1000000,7999964,1,2,780.179813,100000,0,2003.637172,22077,111751,1867843,0,-1,2021-08-19.02:19:31
baidu,2141301,17794839,1,2,1638.008199,100000,0,434.427803,99058,120206,10213734,0,-1,2021-08-19.02:20:04
dbpedia,3966925,13820853,1,2,2227.100008,100000,0,574.244200,101539,118424,1774684,0,-1,2021-08-19.02:20:27
er-1m-8m,1000000,8000000,1,2,960.905968,100000,0,1133.751092,39343,54822,659008,0,-1,2021-08-19.02:20:51
livej,4847571,68993773,1,2,5199.222989,100000,0,1006.651498,111190,138574,10662834,0,-1,2021-08-19.02:22:01
patent,6009555,16518948,1,2,3703.772764,100000,0,1046.141425,108692,159275,2450764,0,-1,2021-08-19.02:22:48
pokec,1632804,30622564,1,2,1995.515737,100000,0,592.533654,86429,126236,6014257,0,-1,2021-08-19.02:23:22
rmat-1m-8m,999760,7810950,1,2,565.275177,100000,0,431.782916,100449,120309,30371383,0,-1,2021-08-19.02:23:29
ssca2,1048577,157877986,1,2,1378.461568,100000,0,2402.977925,1592100,1654234,125545791,0,-1,2021-08-19.02:24:51
wiki-links,5710993,130160392,1,2,8886.344818,100000,0,1126.445441,187782,204429,55973020,0,-1,2021-08-19.02:27:39
wikitalk,2394385,5021410,1,2,801.894890,100000,0,428.010959,100579,105742,14632150,0,-1,2021-08-19.02:27:44
wiki_talk_en,2987536,24981163,1,2,1082.146160,100000,0,641.268572,100079,105719,21054148,0,-1,2021-08-19.02:27:53
ba-1m-8m,1000000,7999964,1,3,921.956949,100000,0,326.395264,21945,166694,1873059,365993,-1,2021-08-19.02:28:00
baidu,2141301,17794839,1,3,1563.270893,100000,0,259.001269,98154,132765,10096645,821675,-1,2021-08-19.02:28:31
dbpedia,3966925,13820853,1,3,1942.842742,100000,0,147.626966,101155,127742,1648477,1128229,-1,2021-08-19.02:28:52
er-1m-8m,1000000,8000000,1,3,1208.966541,100000,0,105.676812,39059,66086,656538,429449,-1,2021-08-19.02:29:04
livej,4847571,68993773,1,3,5517.482604,100000,0,487.887156,112236,158982,11136246,770230,-1,2021-08-19.02:30:18
patent,6009555,16518948,1,3,3840.009567,100000,0,267.410874,107616,183125,2424474,1024153,-1,2021-08-19.02:31:15
pokec,1632804,30622564,1,3,2272.954776,100000,0,264.665711,85492,146345,5923068,712399,-1,2021-08-19.02:31:47
rmat-1m-8m,999760,7810950,1,3,501.716981,100000,0,449.907320,100464,134433,31275360,636256,-1,2021-08-19.02:31:52
ssca2,1048577,157877986,1,3,2186.773278,100000,0,11130.755290,1586120,1679188,126040372,11884545,-1,2021-08-19.02:33:17
wiki-links,5710993,130160392,1,3,10176.020094,100000,0,5554.412226,185492,214379,60414069,766781,-1,2021-08-19.02:36:06
wikitalk,2394385,5021410,1,3,629.433142,100000,0,302.556173,100460,109110,14578660,1092550,-1,2021-08-19.02:36:21
wiki_talk_en,2987536,24981163,1,3,906.527582,100000,0,428.358845,100047,109522,21870267,954248,-1,2021-08-19.02:36:30
ba-1m-8m,1000000,7999964,1,2,802.459340,0,100000,320.552499,21979,0,154174,0,-1,2021-08-19.02:36:46
baidu,2141301,17794839,1,2,1622.409096,0,100000,437.751958,98625,0,6082699,0,-1,2021-08-19.02:37:19
dbpedia,3966925,13820853,1,2,2235.648999,0,100000,912.604475,101114,0,912371,0,-1,2021-08-19.02:37:43
er-1m-8m,1000000,8000000,1,2,1003.714591,0,100000,469.992411,39195,0,432202,0,-1,2021-08-19.02:38:04
livej,4847571,68993773,1,2,5247.916620,0,100000,423.804896,111609,0,7746053,0,-1,2021-08-19.02:39:12
patent,6009555,16518948,1,2,3632.130319,0,100000,447.734631,109421,0,1524408,0,-1,2021-08-19.02:40:13
pokec,1632804,30622564,1,2,1982.508536,0,100000,406.542947,85298,0,3368167,0,-1,2021-08-19.02:40:48
rmat-1m-8m,999760,7810950,1,2,586.944927,0,100000,427.968330,100835,0,22928645,0,-1,2021-08-19.02:40:53
ssca2,1048577,157877986,1,2,1352.685479,0,100000,2037.584525,1593754,0,120719526,0,-1,2021-08-19.02:42:16
wiki-links,5710993,130160392,1,2,8902.092046,0,100000,1244.312433,192227,0,50743099,0,-1,2021-08-19.02:45:06
wikitalk,2394385,5021410,1,2,809.190771,0,100000,481.580447,100540,0,11109824,0,-1,2021-08-19.02:45:11
wiki_talk_en,2987536,24981163,1,2,1086.044791,0,100000,790.904750,99975,0,17305357,0,-1,2021-08-19.02:46:09
ba-1m-8m,1000000,7999964,1,3,922.287634,0,100000,44.180651,21790,0,152793,21790,-1,2021-08-19.02:46:18
baidu,2141301,17794839,1,3,1654.973515,0,100000,291.032536,98378,0,5869852,98378,-1,2021-08-19.02:46:49
dbpedia,3966925,13820853,1,3,1929.888012,0,100000,3034.816230,101385,0,1110782,101385,-1,2021-08-19.02:47:12
er-1m-8m,1000000,8000000,1,3,1235.600510,0,100000,51.673564,39650,0,435755,39650,-1,2021-08-19.02:47:26
livej,4847571,68993773,1,3,5261.429393,0,100000,277976.392322,114672,0,8884070,114672,-1,2021-08-19.02:53:07
patent,6009555,16518948,1,3,3735.360036,0,100000,101.099080,107670,0,1525518,107670,-1,2021-08-19.02:54:02
pokec,1632804,30622564,1,3,2240.313039,0,100000,149.301546,86481,0,3428492,86481,-1,2021-08-19.02:54:34
rmat-1m-8m,999760,7810950,1,3,518.809900,0,100000,471.165519,100515,0,22840812,100515,-1,2021-08-19.02:54:39
ssca2,1048577,157877986,1,3,2172.411043,0,100000,1229.864470,1587474,0,120204195,1587474,-1,2021-08-19.02:55:54
wiki-links,5710993,130160392,1,3,10382.420563,0,100000,1147.842715,183420,0,47486054,183420,-1,2021-08-19.02:58:38
wikitalk,2394385,5021410,1,3,617.914202,0,100000,30876.097551,100591,0,11155295,100591,-1,2021-08-19.02:59:12
wiki_talk_en,2987536,24981163,1,3,891.082682,0,100000,833.627325,99999,0,17176761,99999,-1,2021-08-19.02:59:30
ba-1m-8m,1000000,7999964,1,2,760.759974,100000,0,2007.398445,21875,111886,1867842,0,-1,2021-08-19.02:59:48
baidu,2141301,17794839,1,2,1628.634826,100000,0,498.263830,102764,123497,14436887,0,-1,2021-08-19.03:00:21
dbpedia,3966925,13820853,1,2,2211.251192,100000,0,724.326811,101129,117413,1694142,0,-1,2021-08-19.03:00:44
er-1m-8m,1000000,8000000,1,2,956.514375,100000,0,1230.909392,39149,54822,659903,0,-1,2021-08-19.03:01:09
livej,4847571,68993773,1,2,5214.033030,100000,0,1061.479340,111350,138736,11003805,0,-1,2021-08-19.03:02:18
patent,6009555,16518948,1,2,3614.101078,100000,0,1028.110023,108213,157882,2445796,0,-1,2021-08-19.03:03:21
pokec,1632804,30622564,1,2,2027.044432,100000,0,592.497611,85854,125089,5920159,0,-1,2021-08-19.03:03:55
rmat-1m-8m,999760,7810950,1,2,535.658265,100000,0,477.364740,99538,119810,28464495,0,-1,2021-08-19.03:04:00
ssca2,1048577,157877986,1,2,1355.968445,100000,0,2398.669851,1593566,1653984,125616285,0,-1,2021-08-19.03:05:22
wiki-links,5710993,130160392,1,2,9087.339650,100000,0,1175.814626,188068,205158,57690440,0,-1,2021-08-19.03:08:16
wikitalk,2394385,5021410,1,2,756.829538,100000,0,606.047954,100671,105899,14622388,0,-1,2021-08-19.03:08:21
wiki_talk_en,2987536,24981163,1,2,1099.625713,100000,0,850.611194,101165,106932,25511265,0,-1,2021-08-19.03:08:31
ba-1m-8m,1000000,7999964,1,3,904.980252,100000,0,328.168985,22132,166973,1855289,371373,-1,2021-08-19.03:08:37
baidu,2141301,17794839,1,3,1606.179345,100000,0,259.887027,98837,133120,10235631,814563,-1,2021-08-19.03:09:09
dbpedia,3966925,13820853,1,3,1938.604528,100000,0,148.234808,101176,128302,1688044,1125176,-1,2021-08-19.03:09:29
er-1m-8m,1000000,8000000,1,3,1183.511906,100000,0,106.825137,39174,66693,662199,428531,-1,2021-08-19.03:09:41
livej,4847571,68993773,1,3,5582.443952,100000,0,495.246325,115262,161348,11849018,792632,-1,2021-08-19.03:10:55
patent,6009555,16518948,1,3,3603.193088,100000,0,268.372588,106905,184375,2463419,1025677,-1,2021-08-19.03:11:52
pokec,1632804,30622564,1,3,2354.659662,100000,0,266.847974,85755,147953,6108110,718227,-1,2021-08-19.03:12:25
rmat-1m-8m,999760,7810950,1,3,511.511307,100000,0,433.568208,100511,133358,30718778,637153,-1,2021-08-19.03:12:30
ssca2,1048577,157877986,1,3,2155.359186,100000,0,11121.634776,1596123,1688009,126621557,11960349,-1,2021-08-19.03:13:54
wiki-links,5710993,130160392,1,3,10334.617082,100000,0,5360.817505,187998,215391,61848218,765860,-1,2021-08-19.03:16:43
wikitalk,2394385,5021410,1,3,607.071987,100000,0,300.726209,100654,109431,14590415,1071002,-1,2021-08-19.03:16:48
wiki_talk_en,2987536,24981163,1,3,893.947156,100000,0,441.667710,99934,109593,21522382,945456,-1,2021-08-19.03:16:56
ba-1m-8m,1000000,7999964,1,2,782.591625,0,100000,327.698138,21878,0,153519,0,-1,2021-08-19.03:17:13
baidu,2141301,17794839,1,2,1733.208754,0,100000,433.315851,98751,0,5961987,0,-1,2021-08-19.03:17:45
dbpedia,3966925,13820853,1,2,2205.385377,0,100000,920.721277,101356,0,1036337,0,-1,2021-08-19.03:18:09
er-1m-8m,1000000,8000000,1,2,1000.427747,0,100000,502.844638,39754,0,436821,0,-1,2021-08-19.03:18:30
livej,4847571,68993773,1,2,5244.450018,0,100000,433.359700,114021,0,8517004,0,-1,2021-08-19.03:19:40
patent,6009555,16518948,1,2,3683.986579,0,100000,466.852540,107442,0,1500865,0,-1,2021-08-19.03:20:27
pokec,1632804,30622564,1,2,1922.655820,0,100000,403.675428,86189,0,3453969,0,-1,2021-08-19.03:21:01
rmat-1m-8m,999760,7810950,1,2,549.702573,0,100000,426.316523,100874,0,22829926,0,-1,2021-08-19.03:21:06
ssca2,1048577,157877986,1,2,1347.400560,0,100000,2042.264719,1593754,0,120831361,0,-1,2021-08-19.03:22:29
wiki-links,5710993,130160392,1,2,9093.601777,0,100000,1218.688652,185189,0,48711174,0,-1,2021-08-19.03:25:23
wikitalk,2394385,5021410,1,2,774.392159,0,100000,467.343718,100545,0,11169100,0,-1,2021-08-19.03:25:28
wiki_talk_en,2987536,24981163,1,2,1084.157048,0,100000,842.802147,101245,0,21200019,0,-1,2021-08-19.03:26:14
ba-1m-8m,1000000,7999964,1,3,892.531221,0,100000,44.311870,22284,0,156284,22284,-1,2021-08-19.03:26:23
baidu,2141301,17794839,1,3,1567.171967,0,100000,297.028557,98909,0,6051897,98909,-1,2021-08-19.03:26:55
dbpedia,3966925,13820853,1,3,1966.593121,0,100000,2818.300520,100917,0,973660,100917,-1,2021-08-19.03:27:18
er-1m-8m,1000000,8000000,1,3,1259.125236,0,100000,51.928326,39687,0,436606,39687,-1,2021-08-19.03:27:30
livej,4847571,68993773,1,3,5330.942512,0,100000,223674.228047,113515,0,8485944,113515,-1,2021-08-19.03:32:17
patent,6009555,16518948,1,3,3856.154672,0,100000,98.820588,104815,0,1462319,104815,-1,2021-08-19.03:33:12
pokec,1632804,30622564,1,3,2270.739668,0,100000,149.596723,86404,0,3456375,86404,-1,2021-08-19.03:33:44
rmat-1m-8m,999760,7810950,1,3,492.627436,0,100000,469.249223,100463,0,22698123,100463,-1,2021-08-19.03:33:49
ssca2,1048577,157877986,1,3,2127.304216,0,100000,1226.741912,1585377,0,120007958,1585377,-1,2021-08-19.03:35:04
wiki-links,5710993,130160392,1,3,10657.177756,0,100000,1161.418550,187850,0,48660224,187850,-1,2021-08-19.03:37:49
wikitalk,2394385,5021410,1,3,615.571187,0,100000,30862.850640,100654,0,10998272,100654,-1,2021-08-19.03:38:23
wiki_talk_en,2987536,24981163,1,3,893.301196,0,100000,831.144667,99988,0,17116465,99988,-1,2021-08-19.03:38:38
ba-1m-8m,1000000,7999964,1,2,790.895852,100000,0,2641.592228,22046,111603,1847950,0,-1,2021-08-19.03:38:57
baidu,2141301,17794839,1,2,1621.724468,100000,0,427.980854,98718,119433,9846478,0,-1,2021-08-19.03:39:30
dbpedia,3966925,13820853,1,2,2186.484112,100000,0,511.332975,101105,116984,1715815,0,-1,2021-08-19.03:39:53
er-1m-8m,1000000,8000000,1,2,1009.173546,100000,0,367.381762,39197,54623,655953,0,-1,2021-08-19.03:40:17
livej,4847571,68993773,1,2,5077.604848,100000,0,652.839021,113701,141493,11087870,0,-1,2021-08-19.03:41:32
patent,6009555,16518948,1,2,3707.915531,100000,0,1011.797878,105817,156683,2433291,0,-1,2021-08-19.03:42:19
pokec,1632804,30622564,1,2,2052.554488,100000,0,599.004953,85572,125283,5931856,0,-1,2021-08-19.03:42:54
rmat-1m-8m,999760,7810950,1,2,549.316885,100000,0,450.867250,99453,119140,28261282,0,-1,2021-08-19.03:43:01
ssca2,1048577,157877986,1,2,1420.232335,100000,0,2400.273016,1591525,1652659,125310344,0,-1,2021-08-19.03:44:22
wiki-links,5710993,130160392,1,2,9349.070782,100000,0,1116.455285,180958,198751,53148302,0,-1,2021-08-19.03:47:12
wikitalk,2394385,5021410,1,2,818.286122,100000,0,487.023846,100615,105640,14195805,0,-1,2021-08-19.03:47:17
wiki_talk_en,2987536,24981163,1,2,1090.522539,100000,0,728.121368,99931,105970,21979704,0,-1,2021-08-19.03:47:46
ba-1m-8m,1000000,7999964,1,3,904.059622,100000,0,321.391813,22064,166309,1846592,370925,-1,2021-08-19.03:47:52
baidu,2141301,17794839,1,3,1640.171391,100000,0,254.348680,98572,132137,9756116,813999,-1,2021-08-19.03:48:24
dbpedia,3966925,13820853,1,3,2000.235405,100000,0,151.530462,101229,127949,1810791,1120549,-1,2021-08-19.03:48:44
er-1m-8m,1000000,8000000,1,3,1224.509658,100000,0,105.893372,39876,67128,668936,435887,-1,2021-08-19.03:48:56
livej,4847571,68993773,1,3,5602.417297,100000,0,496.531684,113926,160572,11626884,773690,-1,2021-08-19.03:50:08
patent,6009555,16518948,1,3,3763.877773,100000,0,268.925502,107196,183873,2446187,1027769,-1,2021-08-19.03:51:05
pokec,1632804,30622564,1,3,2365.519580,100000,0,263.474830,86286,146491,5977001,723292,-1,2021-08-19.03:51:37
rmat-1m-8m,999760,7810950,1,3,481.619120,100000,0,427.629580,100177,133387,30751568,635228,-1,2021-08-19.03:51:41
ssca2,1048577,157877986,1,3,2196.151029,100000,0,11057.518937,1590055,1681173,126174993,11961608,-1,2021-08-19.03:53:06
wiki-links,5710993,130160392,1,3,9965.947582,100000,0,5725.483025,188650,219334,58141285,767753,-1,2021-08-19.03:55:57
wikitalk,2394385,5021410,1,3,648.920517,100000,0,294.727016,100628,108915,14332906,1066719,-1,2021-08-19.03:56:01
wiki_talk_en,2987536,24981163,1,3,871.950590,100000,0,437.720557,100007,109647,21706641,940563,-1,2021-08-19.03:56:10
ba-1m-8m,1000000,7999964,1,2,760.828345,0,100000,454.934668,21996,0,154218,0,-1,2021-08-19.03:56:26
baidu,2141301,17794839,1,2,1617.145200,0,100000,493.575027,103040,0,10420798,0,-1,2021-08-19.03:56:58
dbpedia,3966925,13820853,1,2,2199.290028,0,100000,928.583617,101482,0,961042,0,-1,2021-08-19.03:57:21
er-1m-8m,1000000,8000000,1,2,1015.093186,0,100000,463.312720,39495,0,433977,0,-1,2021-08-19.03:57:42
livej,4847571,68993773,1,2,5235.246613,0,100000,441.377444,112836,0,8125870,0,-1,2021-08-19.03:58:49
patent,6009555,16518948,1,2,3694.523914,0,100000,445.498242,106148,0,1467876,0,-1,2021-08-19.03:59:36
pokec,1632804,30622564,1,2,2295.506086,0,100000,404.588365,85642,0,3367894,0,-1,2021-08-19.04:00:12
rmat-1m-8m,999760,7810950,1,2,550.503661,0,100000,408.213082,99569,0,20503511,0,-1,2021-08-19.04:00:17
ssca2,1048577,157877986,1,2,1352.930834,0,100000,2034.691337,1590692,0,120473045,0,-1,2021-08-19.04:01:38
wiki-links,5710993,130160392,1,2,8893.203227,0,100000,1300.528515,184335,0,53658700,0,-1,2021-08-19.04:04:36
wikitalk,2394385,5021410,1,2,768.203279,0,100000,1427.554415,100675,0,11125271,0,-1,2021-08-19.04:04:41
wiki_talk_en,2987536,24981163,1,2,1095.014895,0,100000,839.901923,101107,0,21184035,0,-1,2021-08-19.04:05:27
ba-1m-8m,1000000,7999964,1,3,931.848673,0,100000,80725.678997,21965,0,154075,21965,-1,2021-08-19.04:06:54
baidu,2141301,17794839,1,3,1628.256423,0,100000,297.660519,99026,0,6103851,99026,-1,2021-08-19.04:07:26
dbpedia,3966925,13820853,1,3,1920.932046,0,100000,2626.131095,100621,0,1061812,100621,-1,2021-08-19.04:07:49
er-1m-8m,1000000,8000000,1,3,1152.899900,0,100000,51.238988,38979,0,428221,38979,-1,2021-08-19.04:08:01
livej,4847571,68993773,1,3,5511.230278,0,100000,24830.888673,110827,0,7860432,110827,-1,2021-08-19.04:09:29
patent,6009555,16518948,1,3,3745.279417,0,100000,98.831054,105547,0,1458597,105547,-1,2021-08-19.04:10:26
pokec,1632804,30622564,1,3,2236.995096,0,100000,148.721682,86629,0,3456363,86629,-1,2021-08-19.04:10:58
rmat-1m-8m,999760,7810950,1,3,543.535208,0,100000,438.700354,99456,0,20409198,99456,-1,2021-08-19.04:11:03
ssca2,1048577,157877986,1,3,2144.615231,0,100000,1232.508742,1592020,0,120489123,1592020,-1,2021-08-19.04:12:18
wiki-links,5710993,130160392,1,3,9568.024206,0,100000,1165.930529,184186,0,49709865,184186,-1,2021-08-19.04:15:04
wikitalk,2394385,5021410,1,3,635.419064,0,100000,1999.714143,99943,0,9384197,99943,-1,2021-08-19.04:15:10
wiki_talk_en,2987536,24981163,1,3,887.881935,0,100000,830.937347,100008,0,17035799,100008,-1,2021-08-19.04:15:29
ba-1m-8m,1000000,7999964,1,2,790.421949,100000,0,2659.005311,21949,110700,1826830,0,-1,2021-08-19.04:15:48
baidu,2141301,17794839,1,2,1672.177224,100000,0,433.452852,98737,119952,10073727,0,-1,2021-08-19.04:16:21
dbpedia,3966925,13820853,1,2,2194.719942,100000,0,608.773923,100860,117096,1769857,0,-1,2021-08-19.04:16:44
er-1m-8m,1000000,8000000,1,2,965.998804,100000,0,1211.024571,39724,55580,668498,0,-1,2021-08-19.04:17:06
livej,4847571,68993773,1,2,5005.126503,100000,0,1088.389212,112303,139823,10838554,0,-1,2021-08-19.04:18:14
patent,6009555,16518948,1,2,3627.824427,100000,0,1005.248983,104655,155227,2361195,0,-1,2021-08-19.04:19:14
pokec,1632804,30622564,1,2,1969.974735,100000,0,596.890988,85390,125213,5976208,0,-1,2021-08-19.04:19:49
rmat-1m-8m,999760,7810950,1,2,573.797097,100000,0,451.653025,99586,119835,28562909,0,-1,2021-08-19.04:19:54
ssca2,1048577,157877986,1,2,1333.942234,100000,0,2396.898798,1590503,1651490,125321308,0,-1,2021-08-19.04:21:17
wiki-links,5710993,130160392,1,2,9055.956951,100000,0,1108.087167,187419,204049,53779091,0,-1,2021-08-19.04:24:13
wikitalk,2394385,5021410,1,2,783.551887,100000,0,466.210685,99846,104964,12824478,0,-1,2021-08-19.04:24:18
wiki_talk_en,2987536,24981163,1,2,1073.127481,100000,0,799.971792,101049,106847,25430985,0,-1,2021-08-19.04:24:44
ba-1m-8m,1000000,7999964,1,3,850.518891,100000,0,350.534115,21765,166868,1856774,360863,-1,2021-08-19.04:24:50
baidu,2141301,17794839,1,3,1671.431127,100000,0,259.286783,98350,132855,10169723,809911,-1,2021-08-19.04:25:22
dbpedia,3966925,13820853,1,3,1950.097051,100000,0,152.469491,100622,128132,1866407,1103610,-1,2021-08-19.04:25:42
er-1m-8m,1000000,8000000,1,3,1257.930620,100000,0,107.406498,39660,67137,668578,443354,-1,2021-08-19.04:25:54
