model,N,M,workers,alg,init-mstime,insert-num,remove-num,mstime,V*,V+,S,tag,batch-repeat,snum,assert,date
ba-1m-8m,1000000,7999964,1,3,32.183073,100000,0,103.646831,166972,172486,175378,2493486,-1,100000,-1,2021-10-13.15:22:05
ba-1m-8m,1000000,7999964,1,3,70.776174,100000,0,115.241173,129555,151754,169854,2098634,-1,200000,-1,2021-10-13.15:22:09
ba-1m-8m,1000000,7999964,1,3,130.320152,100000,0,102.703018,111814,163005,254941,1591390,-1,400000,-1,2021-10-13.15:22:12
ba-1m-8m,1000000,7999964,1,3,213.329958,100000,0,114.377857,109467,148500,281830,1548947,-1,800000,-1,2021-10-13.15:22:15
ba-1m-8m,1000000,7999964,1,3,327.073754,100000,0,126.719130,111962,162954,498142,1433443,-1,1600000,-1,2021-10-13.15:22:19
ba-1m-8m,1000000,7999964,1,3,437.104503,100000,0,167.175513,66432,195048,1624895,905084,-1,3200000,-1,2021-10-13.15:22:24
ba-1m-8m,1000000,7999964,1,3,562.606710,100000,0,148.602799,52159,149822,1467278,690859,-1,6400000,-1,2021-10-13.15:22:29
ba-1m-8m,1000000,7999964,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.15:22:32
ba-1m-8m,1000000,7999964,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.15:22:35
ba-1m-8m,1000000,7999964,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.15:22:38
ba-1m-8m,1000000,7999964,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.15:22:41
baidu,2141301,17794839,1,3,69.708494,100000,0,93.390310,137804,156855,202927,2006818,-1,100000,-1,2021-10-13.15:23:00
baidu,2141301,17794839,1,3,104.156861,100000,0,98.883598,115128,142417,227660,1647993,-1,200000,-1,2021-10-13.15:23:20
baidu,2141301,17794839,1,3,150.002455,100000,0,101.215106,107267,138588,352081,1439236,-1,400000,-1,2021-10-13.15:23:39
baidu,2141301,17794839,1,3,222.962736,100000,0,110.434713,106148,143134,876374,1274926,-1,800000,-1,2021-10-13.15:23:59
baidu,2141301,17794839,1,3,327.209997,100000,0,124.681297,98877,139889,1350048,1155427,-1,1600000,-1,2021-10-13.15:24:20
baidu,2141301,17794839,1,3,486.908451,100000,0,158.542708,102811,146735,3703579,1069786,-1,3200000,-1,2021-10-13.15:24:41
baidu,2141301,17794839,1,3,786.838752,100000,0,176.800123,99431,139186,4871027,965227,-1,6400000,-1,2021-10-13.15:25:03
baidu,2141301,17794839,1,3,1205.767113,100000,0,194.876181,97301,132177,7526230,850892,-1,12800000,-1,2021-10-13.15:25:28
baidu,2141301,17794839,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.15:25:45
baidu,2141301,17794839,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.15:26:02
baidu,2141301,17794839,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.15:26:20
dbpedia,3966925,13820853,1,3,123.029953,100000,0,152.280712,145699,148904,177671,2612618,-1,100000,-1,2021-10-13.15:26:31
dbpedia,3966925,13820853,1,3,163.811973,100000,0,115.063371,128833,136061,159628,2078007,-1,200000,-1,2021-10-13.15:26:42
dbpedia,3966925,13820853,1,3,219.639001,100000,0,107.282721,117442,130878,217462,1790765,-1,400000,-1,2021-10-13.15:26:53
dbpedia,3966925,13820853,1,3,320.052249,100000,0,98.786330,109557,127135,215141,1562432,-1,800000,-1,2021-10-13.15:27:04
dbpedia,3966925,13820853,1,3,475.356038,100000,0,108.378446,105216,126634,434751,1432774,-1,1600000,-1,2021-10-13.15:27:16
dbpedia,3966925,13820853,1,3,743.699013,100000,0,114.815695,101668,124568,614654,1319458,-1,3200000,-1,2021-10-13.15:27:29
dbpedia,3966925,13820853,1,3,1107.847213,100000,0,117.526729,100240,123720,929705,1204350,-1,6400000,-1,2021-10-13.15:27:43
dbpedia,3966925,13820853,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.15:27:53
dbpedia,3966925,13820853,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.15:28:02
dbpedia,3966925,13820853,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.15:28:12
dbpedia,3966925,13820853,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.15:28:21
er-1m-8m,1000000,8000000,1,3,32.351079,100000,0,131.058330,181188,182499,182586,2913783,-1,100000,-1,2021-10-13.15:28:27
er-1m-8m,1000000,8000000,1,3,75.674398,100000,0,139.438386,148564,157633,159182,2567107,-1,200000,-1,2021-10-13.15:28:33
er-1m-8m,1000000,8000000,1,3,144.226956,100000,0,91.126202,99601,146349,165121,1519274,-1,400000,-1,2021-10-13.15:28:39
er-1m-8m,1000000,8000000,1,3,256.160798,100000,0,166.899611,157399,213131,424064,2232618,-1,800000,-1,2021-10-13.15:28:45
er-1m-8m,1000000,8000000,1,3,391.003818,100000,0,145.920027,44238,284596,913139,749388,-1,1600000,-1,2021-10-13.15:28:52
er-1m-8m,1000000,8000000,1,3,543.409344,100000,0,114.651773,36244,161620,693783,512538,-1,3200000,-1,2021-10-13.15:28:59
er-1m-8m,-1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.15:30:07
er-1m-8m,1000000,8000000,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.15:30:12
er-1m-8m,1000000,8000000,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.15:30:18
er-1m-8m,1000000,8000000,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.15:30:23
er-1m-8m,1000000,8000000,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.15:30:29
livej,4847571,68993773,1,3,149.946886,100000,0,138.249635,176536,181212,184141,2783411,-1,100000,-1,2021-10-13.15:31:02
livej,4847571,68993773,1,3,192.497944,100000,0,150.766183,152296,168324,189402,2577104,-1,200000,-1,2021-10-13.15:31:35
livej,4847571,68993773,1,3,279.673518,100000,0,120.183902,129643,159161,219910,1924870,-1,400000,-1,2021-10-13.15:32:09
livej,4847571,68993773,1,3,406.137065,100000,0,121.730800,116186,161248,335939,1626767,-1,800000,-1,2021-10-13.15:32:43
livej,4847571,68993773,1,3,664.610533,100000,0,139.118802,109354,163302,625098,1359803,-1,1600000,-1,2021-10-13.15:33:21
livej,4847571,68993773,1,3,954.685802,100000,0,131.413319,108282,161406,1016763,1203423,-1,3200000,-1,2021-10-13.15:33:57
livej,4847571,68993773,1,3,1449.162262,100000,0,147.648988,104852,161036,1986578,1050397,-1,6400000,-1,2021-10-13.15:34:35
livej,4847571,68993773,1,3,2200.074017,100000,0,162.129971,103183,157162,3312296,928235,-1,12800000,-1,2021-10-13.15:35:15
livej,4847571,68993773,1,3,3379.380421,100000,0,190.672314,103166,151258,5730682,820802,-1,25600000,-1,2021-10-13.15:35:59
livej,4847571,68993773,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.15:36:31
livej,4847571,68993773,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.15:37:02
patent,6009555,16518948,1,3,182.922953,100000,0,257.173136,188817,189364,189434,4142683,-1,100000,-1,2021-10-13.15:37:25
patent,6009555,16518948,1,3,242.584562,100000,0,176.949574,170175,173673,174684,3016533,-1,200000,-1,2021-10-13.15:37:48
patent,6009555,16518948,1,3,344.314866,100000,0,145.445593,142751,157071,165635,2352376,-1,400000,-1,2021-10-13.15:38:11
patent,6009555,16518948,1,3,516.578734,100000,0,115.619399,116844,153997,204165,1715285,-1,800000,-1,2021-10-13.15:38:34
patent,6009555,16518948,1,3,798.700582,100000,0,129.602242,114979,163728,308549,1566002,-1,1600000,-1,2021-10-13.15:38:59
patent,6009555,16518948,1,3,1235.466870,100000,0,138.897422,105780,169212,540242,1314702,-1,3200000,-1,2021-10-13.15:39:25
patent,6009555,16518948,1,3,1861.277219,100000,0,158.970019,105225,176871,975483,1176807,-1,6400000,-1,2021-10-13.15:39:52
patent,6009555,16518948,1,3,2816.045756,100000,0,179.376090,100734,176412,1788208,1017727,-1,12800000,-1,2021-10-13.15:40:24
patent,6009555,16518948,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.15:40:43
patent,6009555,16518948,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.15:41:02
patent,6009555,16518948,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.15:41:22
pokec,1632804,30622564,1,3,51.346003,100000,0,109.874805,170346,174922,176161,2557777,-1,100000,-1,2021-10-13.15:41:39
pokec,1632804,30622564,1,3,93.260508,100000,0,113.612504,129419,155005,169830,2059612,-1,200000,-1,2021-10-13.15:41:56
pokec,1632804,30622564,1,3,157.184999,100000,0,113.296614,120809,175727,290191,1670261,-1,400000,-1,2021-10-13.15:42:13
pokec,1632804,30622564,1,3,252.188759,100000,0,115.853052,101271,165741,435863,1347984,-1,800000,-1,2021-10-13.15:42:31
pokec,1632804,30622564,1,3,388.110246,100000,0,127.503812,87240,171203,712682,1099397,-1,1600000,-1,2021-10-13.15:42:49
pokec,1632804,30622564,1,3,597.346492,100000,0,332.676349,170079,354468,4163504,1559492,-1,3200000,[0m,,2021-10-13.15:43:08
pokec,1632804,30622564,1,3,827.242031,100000,0,175.972125,86985,167346,2438378,898968,-1,6400000,-1,2021-10-13.15:43:28
pokec,1632804,30622564,1,3,1227.985426,100000,0,231.504121,85314,173880,4632462,811270,-1,12800000,-1,2021-10-13.15:43:50
pokec,1632804,30622564,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.15:44:06
pokec,1632804,30622564,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.15:44:22
pokec,1632804,30622564,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.15:44:38
rmat-1m-8m,999760,7810950,1,3,32.642342,100000,0,82.739713,118139,170130,644923,1604957,-1,100000,-1,2021-10-13.15:44:41
rmat-1m-8m,999760,7810950,1,3,49.545700,100000,0,114.002842,104511,177120,2434203,1293789,-1,200000,-1,2021-10-13.15:44:44
rmat-1m-8m,999760,7810950,1,3,71.909331,100000,0,122.070054,102081,162168,3642237,1127263,-1,400000,-1,2021-10-13.15:44:47
rmat-1m-8m,999760,7810950,1,3,104.414566,100000,0,115.858655,101188,143201,3978016,991961,-1,800000,-1,2021-10-13.15:44:51
rmat-1m-8m,999760,7810950,1,3,153.421948,100000,0,134.322633,100556,139634,7219670,878008,-1,1600000,-1,2021-10-13.15:44:54
rmat-1m-8m,999760,7810950,1,3,224.781483,100000,0,172.325928,100040,136105,13511587,767905,-1,3200000,-1,2021-10-13.15:44:58
rmat-1m-8m,999760,7810950,1,3,339.508804,100000,0,248.608681,100600,135058,26009464,667169,-1,6400000,-1,2021-10-13.15:45:03
rmat-1m-8m,999760,7810950,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.15:45:06
rmat-1m-8m,999760,7810950,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.15:45:09
rmat-1m-8m,999760,7810950,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.15:45:12
rmat-1m-8m,999760,7810950,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.15:45:15
roadNetCA,1971281,5533214,1,3,62.193922,100000,0,105.132655,192298,192491,192511,2977507,-1,100000,-1,2021-10-13.15:45:16
roadNetCA,1971281,5533214,1,3,92.240087,100000,0,142.409670,177711,179200,179427,3308433,-1,200000,-1,2021-10-13.15:45:18
roadNetCA,1971281,5533214,1,3,135.940200,100000,0,115.324029,151422,159162,161125,2531332,-1,400000,-1,2021-10-13.15:45:20
roadNetCA,1971281,5533214,1,3,212.203671,100000,0,87.238104,111827,146981,164995,1674140,-1,800000,-1,2021-10-13.15:45:23
roadNetCA,1971281,5533214,1,3,366.208756,100000,0,124.153877,152328,247592,461994,2088440,-1,1600000,-1,2021-10-13.15:45:26
roadNetCA,1971281,5533214,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.15:45:27
roadNetCA,1971281,5533214,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.15:45:29
roadNetCA,1971281,5533214,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.15:45:30
roadNetCA,1971281,5533214,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.15:45:32
roadNetCA,1971281,5533214,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.15:45:34
roadNetCA,1971281,5533214,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.15:45:35
ssca2,1048577,157877986,1,3,31.255270,100000,0,128.574741,180465,182069,182329,2825037,-1,100000,-1,2021-10-13.15:46:22
ssca2,1048577,157877986,1,3,73.983206,100000,0,132.597968,147317,157971,161086,2464127,-1,200000,-1,2021-10-13.15:47:09
ssca2,1048577,157877986,1,3,144.755285,100000,0,101.801915,110805,157175,197851,1630669,-1,400000,-1,2021-10-13.15:47:56
ssca2,1048577,157877986,1,3,254.542198,100000,0,129.539762,128472,179427,336185,1761410,-1,800000,-1,2021-10-13.15:48:43
ssca2,1048577,157877986,1,3,380.980579,100000,0,148.482729,116983,200442,632263,1482493,-1,1600000,-1,2021-10-13.15:49:31
ssca2,1048577,157877986,1,3,506.893071,100000,0,189.219960,135878,226570,1375870,1462071,-1,3200000,-1,2021-10-13.15:50:19
ssca2,1048577,157877986,1,3,605.096619,100000,0,212.575363,151760,216129,2617542,1364167,-1,6400000,-1,2021-10-13.15:51:08
ssca2,1048577,157877986,1,3,735.786850,100000,0,238.540968,172508,210372,5333642,1280583,-1,12800000,-1,2021-10-13.15:51:59
ssca2,1048577,157877986,1,3,905.113030,100000,0,285.504670,206741,226454,11912903,1251191,-1,25600000,-1,2021-10-13.15:52:52
ssca2,1048577,157877986,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.15:53:38
ssca2,1048577,157877986,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.15:54:24
wiki-links,5710993,130160392,1,3,155.577365,100000,0,120.588535,159850,164241,172104,2407852,-1,100000,-1,2021-10-13.15:55:57
wiki-links,5710993,130160392,1,3,213.114714,100000,0,127.313899,135045,149991,188435,2110833,-1,200000,-1,2021-10-13.15:57:30
wiki-links,5710993,130160392,1,3,299.214085,100000,0,115.055431,119062,145663,218748,1731447,-1,400000,-1,2021-10-13.15:59:04
wiki-links,5710993,130160392,1,3,430.650186,100000,0,118.812526,112135,150605,419977,1497855,-1,800000,-1,2021-10-13.16:00:38
wiki-links,5710993,130160392,1,3,640.536397,100000,0,130.317346,105648,150547,581637,1328779,-1,1600000,-1,2021-10-13.16:02:12
wiki-links,5710993,130160392,1,3,983.781648,100000,0,139.525407,103875,151665,1084612,1154635,-1,3200000,-1,2021-10-13.16:03:48
wiki-links,5710993,130160392,1,3,1500.383800,100000,0,158.037231,105861,149785,2012289,1027352,-1,6400000,-1,2021-10-13.16:05:25
wiki-links,5710993,130160392,1,3,2276.619211,100000,0,180.877275,109850,148552,3576175,911102,-1,12800000,-1,2021-10-13.16:07:05
wiki-links,5710993,130160392,1,3,3551.066321,100000,0,252.369701,113149,146809,9027969,790021,-1,25600000,-1,2021-10-13.16:08:51
wiki-links,5710993,130160392,1,3,5604.543853,100000,0,315.792521,110030,138275,13815741,675869,-1,51200000,-1,2021-10-13.16:10:45
wiki-links,5710993,130160392,1,3,8993.831313,100000,0,555.104847,128984,154830,35223752,612714,-1,102400000,-1,2021-10-13.16:12:55
wikitalk,2394385,5021410,1,3,73.931309,100000,0,79.266013,107005,131495,624253,1496129,-1,100000,-1,2021-10-13.16:12:57
wikitalk,2394385,5021410,1,3,95.311499,100000,0,89.964365,100738,118570,1055591,1374705,-1,200000,-1,2021-10-13.16:12:59
wikitalk,2394385,5021410,1,3,120.621938,100000,0,101.783269,101010,116446,2041438,1316367,-1,400000,-1,2021-10-13.16:13:00
wikitalk,2394385,5021410,1,3,166.278396,100000,0,118.114252,100835,112690,3144460,1294028,-1,800000,-1,2021-10-13.16:13:02
wikitalk,2394385,5021410,1,3,234.535576,100000,0,138.497362,100563,110250,5402161,1176462,-1,1600000,-1,2021-10-13.16:13:05
wikitalk,2394385,5021410,1,3,359.274164,100000,0,186.022646,100686,110028,10564152,1112621,-1,3200000,-1,2021-10-13.16:13:07
wikitalk,2394385,5021410,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.16:13:09
wikitalk,2394385,5021410,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.16:13:10
wikitalk,2394385,5021410,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.16:13:12
wikitalk,2394385,5021410,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.16:13:13
wikitalk,2394385,5021410,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.16:13:14
wiki_talk_en,2987536,24981163,1,3,94.752838,100000,0,84.803666,107458,144447,1084905,1482362,-1,100000,-1,2021-10-13.16:13:19
wiki_talk_en,2987536,24981163,1,3,117.428495,100000,0,94.572773,101253,130507,1374895,1365723,-1,200000,-1,2021-10-13.16:13:23
wiki_talk_en,2987536,24981163,1,3,138.844923,100000,0,106.772600,100492,121039,1963271,1305805,-1,400000,-1,2021-10-13.16:13:28
wiki_talk_en,2987536,24981163,1,3,185.502024,100000,0,123.219393,100096,118577,3597541,1218976,-1,800000,-1,2021-10-13.16:13:33
wiki_talk_en,2987536,24981163,1,3,258.157087,100000,0,149.362121,100798,113554,5734188,1152650,-1,1600000,-1,2021-10-13.16:13:38
wiki_talk_en,2987536,24981163,1,3,374.011902,100000,0,181.225934,99781,111038,9387435,1052462,-1,3200000,-1,2021-10-13.16:13:44
wiki_talk_en,2987536,24981163,1,3,567.260665,100000,0,293.549473,100642,110677,20488727,976828,-1,6400000,-1,2021-10-13.16:13:51
wiki_talk_en,2987536,24981163,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.16:13:55
wiki_talk_en,2987536,24981163,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.16:13:59
wiki_talk_en,2987536,24981163,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.16:14:03
wiki_talk_en,2987536,24981163,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.16:14:07
ba-1m-8m,1000000,7999964,1,13,31.427437,100000,0,93.086919,166972,177867,198924,173963,5,100000,-1,2021-10-13.16:14:11
ba-1m-8m,1000000,7999964,1,13,69.262288,100000,0,87.625139,129555,151528,174474,142518,4,200000,-1,2021-10-13.16:14:14
ba-1m-8m,1000000,7999964,1,13,126.859991,100000,0,102.562031,111814,155330,246357,162657,4,400000,-1,2021-10-13.16:14:18
ba-1m-8m,1000000,7999964,1,13,210.548050,100000,0,113.003970,109467,144647,280801,192950,4,800000,-1,2021-10-13.16:14:22
ba-1m-8m,1000000,7999964,1,13,326.827280,100000,0,131.938505,111962,154441,477651,196015,4,1600000,-1,2021-10-13.16:14:26
ba-1m-8m,1000000,7999964,1,13,438.652810,100000,0,178.195451,66432,169630,1264313,138205,3,3200000,-1,2021-10-13.16:14:31
ba-1m-8m,1000000,7999964,1,13,560.561392,100000,0,183.324002,52159,140065,1347334,105846,5,6400000,-1,2021-10-13.16:14:37
ba-1m-8m,1000000,7999964,1,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.16:14:40
ba-1m-8m,1000000,7999964,1,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.16:14:44
ba-1m-8m,1000000,7999964,1,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.16:14:47
ba-1m-8m,1000000,7999964,1,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.16:14:50
baidu,2141301,17794839,1,13,65.026220,100000,0,93.355726,137804,163736,239369,154214,7,100000,-1,2021-10-13.16:15:10
baidu,2141301,17794839,1,13,98.771657,100000,0,89.142167,115128,137428,233290,147263,5,200000,-1,2021-10-13.16:15:29
baidu,2141301,17794839,1,13,144.738073,100000,0,96.356411,107267,131477,332983,159266,6,400000,-1,2021-10-13.16:15:49
baidu,2141301,17794839,1,13,217.757251,100000,0,101.221539,106148,130985,722886,123603,4,800000,-1,2021-10-13.16:16:09
baidu,2141301,17794839,1,13,324.473681,100000,0,107.860713,98877,127208,1010193,115976,4,1600000,-1,2021-10-13.16:16:29
baidu,2141301,17794839,1,13,483.854790,100000,0,130.572315,102811,128913,2547945,117985,5,3200000,-1,2021-10-13.16:16:50
baidu,2141301,17794839,1,13,723.431797,100000,0,148.028162,99431,124739,3384358,113888,6,6400000,-1,2021-10-13.16:17:11
baidu,2141301,17794839,1,13,1091.086455,100000,0,186.585702,97301,123141,6092421,112221,5,12800000,-1,2021-10-13.16:17:35
baidu,2141301,17794839,1,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.16:17:52
baidu,2141301,17794839,1,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.16:18:09
baidu,2141301,17794839,1,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.16:18:27
dbpedia,3966925,13820853,1,13,120.974230,100000,0,92.600605,145699,151034,208820,148926,4,100000,-1,2021-10-13.16:18:38
dbpedia,3966925,13820853,1,13,161.888188,100000,0,85.616875,128833,135630,164898,132566,3,200000,-1,2021-10-13.16:18:48
dbpedia,3966925,13820853,1,13,216.788516,100000,0,86.498489,117442,129796,208648,124192,3,400000,-1,2021-10-13.16:18:59
dbpedia,3966925,13820853,1,13,315.504551,100000,0,88.806892,109557,126095,213166,118538,3,800000,-1,2021-10-13.16:19:11
dbpedia,3966925,13820853,1,13,472.609199,100000,0,95.939585,105216,124738,405910,115897,4,1600000,-1,2021-10-13.16:19:23
dbpedia,3966925,13820853,1,13,737.563754,100000,0,109.045753,101668,122569,552856,113225,4,3200000,-1,2021-10-13.16:19:36
dbpedia,3966925,13820853,1,13,1099.828024,100000,0,115.626801,100240,121752,887993,112290,4,6400000,-1,2021-10-13.16:19:50
dbpedia,3966925,13820853,1,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.16:19:59
dbpedia,3966925,13820853,1,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.16:20:09
dbpedia,3966925,13820853,1,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.16:20:18
dbpedia,3966925,13820853,1,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.16:20:27
er-1m-8m,1000000,8000000,1,13,31.616224,100000,0,96.996274,181188,183814,195776,182712,3,100000,-1,2021-10-13.16:20:33
er-1m-8m,1000000,8000000,1,13,74.537599,100000,0,90.489193,148564,158279,168474,154018,3,200000,-1,2021-10-13.16:20:39
er-1m-8m,1000000,8000000,1,13,141.804225,100000,0,97.064929,99601,144299,167343,127295,4,400000,-1,2021-10-13.16:20:45
er-1m-8m,1000000,8000000,1,13,264.846725,100000,0,159.426675,157399,200971,412064,248948,4,800000,-1,2021-10-13.16:20:51
er-1m-8m,1000000,8000000,1,13,386.885828,100000,0,202.766962,44238,228031,702813,185604,4,1600000,-1,2021-10-13.16:20:58
er-1m-8m,1000000,8000000,1,13,536.443746,100000,0,179.936399,36244,143794,609078,105751,5,3200000,-1,2021-10-13.16:21:05
er-1m-8m,1000000,8000000,1,13,762.806814,100000,0,957.653985,772064,812483,11080790,799755,4,6400000,-1,2021-10-13.16:21:15
er-1m-8m,1000000,8000000,1,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.16:21:20
er-1m-8m,1000000,8000000,1,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.16:21:25
er-1m-8m,1000000,8000000,1,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.16:21:31
er-1m-8m,1000000,8000000,1,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.16:21:36
livej,4847571,68993773,1,13,141.292794,100000,0,104.552259,176536,184302,200453,181600,6,100000,-1,2021-10-13.16:22:09
livej,4847571,68993773,1,13,192.187397,100000,0,102.141627,152296,166139,190871,162645,4,200000,-1,2021-10-13.16:22:43
livej,4847571,68993773,1,13,272.107599,100000,0,105.495241,129643,154832,211360,146722,5,400000,-1,2021-10-13.16:23:16
livej,4847571,68993773,1,13,404.440595,100000,0,115.555976,116186,153418,302018,140482,4,800000,-1,2021-10-13.16:23:50
livej,4847571,68993773,1,13,615.655193,100000,0,126.746553,109354,152998,517542,135837,5,1600000,-1,2021-10-13.16:24:25
livej,4847571,68993773,1,13,943.013818,100000,0,138.706123,108282,151945,897531,134102,5,3200000,-1,2021-10-13.16:25:01
livej,4847571,68993773,1,13,1439.049870,100000,0,157.440029,104852,151742,1752820,133125,4,6400000,-1,2021-10-13.16:25:38
livej,4847571,68993773,1,13,2196.393189,100000,0,183.042764,103183,149245,2994584,130856,4,12800000,-1,2021-10-13.16:26:18
livej,4847571,68993773,1,13,3406.140783,100000,0,227.644216,103166,145471,5325431,128231,5,25600000,-1,2021-10-13.16:27:03
livej,4847571,68993773,1,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.16:27:34
livej,4847571,68993773,1,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.16:28:06
patent,6009555,16518948,1,13,179.440155,100000,0,115.245877,188817,190021,197285,189491,3,100000,-1,2021-10-13.16:28:28
patent,6009555,16518948,1,13,237.446470,100000,0,110.682762,170175,173867,180065,172212,3,200000,-1,2021-10-13.16:28:51
patent,6009555,16518948,1,13,339.102049,100000,0,107.791455,142751,156374,168073,150575,3,400000,-1,2021-10-13.16:29:14
patent,6009555,16518948,1,13,509.248977,100000,0,116.492219,116844,151273,201148,137828,4,800000,-1,2021-10-13.16:29:38
patent,6009555,16518948,1,13,794.172721,100000,0,135.305824,114979,159892,300706,142133,4,1600000,-1,2021-10-13.16:30:02
patent,6009555,16518948,1,13,1228.088326,100000,0,153.207503,105780,162040,505148,141023,4,3200000,-1,2021-10-13.16:30:28
patent,6009555,16518948,1,13,1853.654268,100000,0,178.858431,105225,167864,903940,144901,4,6400000,-1,2021-10-13.16:30:55
patent,6009555,16518948,1,13,2808.081205,100000,0,228.187013,100734,167133,1657666,143465,3,12800000,-1,2021-10-13.16:31:27
patent,6009555,16518948,1,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.16:31:46
patent,6009555,16518948,1,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-13.16:32:05
