model,N,M,workers,alg,init-mstime,insert-num,remove-num,mstime,V*,V+,S,relabel,tag,subtag,assert,Insert,Delete,date
rmat-1m-8m,999759,7810951,1,43,-1,100000,-1,-1,-1,-1,-1,-1,-1,-1,-1,24132.62147,1571.561346,2023-01-06.16:29:45
roadNetCA,-1,-1,1,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9853,696,2023-01-06.16:30:29
roadNetCA,1971280,2766608,1,43,-1,100000,-1,-1,-1,-1,-1,-1,-1,-1,-1,12910.140153,83.906274,2023-01-06.16:30:45
wiki-links,-1,-1,1,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,31260,15512,2023-01-06.17:20:46
wiki-links,5710992,104738324,1,43,-1,100000,-1,-1,-1,-1,-1,-1,-1,-1,-1,63123.259698,4651.371772,2023-01-06.17:23:01
wikitalk,-1,-1,1,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9823,8491,2023-01-06.17:25:04
wikitalk,2394384,4659566,1,43,-1,100000,-1,-1,-1,-1,-1,-1,-1,-1,-1,9334.426301,923.04365,2023-01-06.17:25:18
wiki_talk_en,-1,-1,1,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26040,20364,2023-01-06.17:31:53
wiki_talk_en,2987535,8146545,1,43,-1,100000,-1,-1,-1,-1,-1,-1,-1,-1,-1,55746.769406,2129.286944,2023-01-06.17:32:56
ba-1m-8m,-1,-1,2,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1058410,10339,2023-01-06.17:51:25
baidu,-1,-1,2,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13220,5926,2023-01-06.17:55:21
dbpedia,-1,-1,2,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22301,35749,2023-01-06.18:12:55
er-1m-8m,-1,-1,2,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,83281,1316,2023-01-06.18:14:58
livej,-1,-1,2,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8498,2017,2023-01-06.18:17:11
patent,-1,-1,2,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19928,1060,2023-01-06.18:18:29
pokec,-1,-1,2,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,28909,1511,2023-01-06.18:20:03
rmat-1m-8m,-1,-1,2,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6583,3274,2023-01-06.18:21:19
roadNetCA,-1,-1,2,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9227,611,2023-01-06.18:22:02
wiki-links,-1,-1,2,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22904,14669,2023-01-06.19:11:50
wikitalk,-1,-1,2,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9467,8276,2023-01-06.19:13:51
wiki_talk_en,-1,-1,2,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25435,19894,2023-01-06.19:20:29
ba-1m-8m,-1,-1,4,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1117060,10732,2023-01-06.19:39:55
baidu,-1,-1,4,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12699,6066,2023-01-06.19:43:48
dbpedia,-1,-1,4,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21709,35337,2023-01-06.20:01:17
er-1m-8m,-1,-1,4,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,79037,1375,2023-01-06.20:03:14
livej,-1,-1,4,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5688,1754,2023-01-06.20:05:22
patent,-1,-1,4,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16452,1034,2023-01-06.20:06:37
pokec,-1,-1,4,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27016,1430,2023-01-06.20:08:10
rmat-1m-8m,-1,-1,4,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6552,3232,2023-01-06.20:09:27
roadNetCA,-1,-1,4,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9298,691,2023-01-06.20:10:10
wiki-links,-1,-1,4,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17523,14157,2023-01-06.20:59:51
wikitalk,-1,-1,4,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9491,8439,2023-01-06.21:01:52
wiki_talk_en,-1,-1,4,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25533,20106,2023-01-06.21:08:26
ba-1m-8m,-1,-1,8,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1043160,10652,2023-01-06.21:26:36
baidu,-1,-1,8,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12378,6033,2023-01-06.21:30:28
dbpedia,-1,-1,8,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21476,34946,2023-01-06.21:47:55
er-1m-8m,-1,-1,8,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75064,1385,2023-01-06.21:49:48
livej,-1,-1,8,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4435,1630,2023-01-06.21:51:53
patent,-1,-1,8,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15352,985,2023-01-06.21:53:05
pokec,-1,-1,8,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25772,1420,2023-01-06.21:54:33
rmat-1m-8m,-1,-1,8,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6329,3134,2023-01-06.21:55:47
roadNetCA,-1,-1,8,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9370,675,2023-01-06.21:56:29
wiki-links,-1,-1,8,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14037,13975,2023-01-06.22:46:04
wikitalk,-1,-1,8,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9495,8489,2023-01-06.22:48:02
wiki_talk_en,-1,-1,8,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25372,20118,2023-01-06.22:54:34
ba-1m-8m,-1,-1,16,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,901551,10506,2023-01-06.23:10:20
baidu,-1,-1,16,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12188,6061,2023-01-06.23:14:08
dbpedia,-1,-1,16,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21428,34931,2023-01-06.23:31:31
er-1m-8m,-1,-1,16,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75373,1388,2023-01-06.23:33:20
livej,-1,-1,16,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3799,1570,2023-01-06.23:35:20
patent,-1,-1,16,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14941,1008,2023-01-06.23:36:27
pokec,-1,-1,16,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25733,1426,2023-01-06.23:37:51
rmat-1m-8m,-1,-1,16,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6395,3142,2023-01-06.23:39:02
roadNetCA,-1,-1,16,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9551,682,2023-01-06.23:39:40
wiki-links,-1,-1,16,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12356,13887,2023-01-07.00:29:09
wikitalk,-1,-1,16,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9663,8501,2023-01-07.00:31:04
wiki_talk_en,-1,-1,16,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25734,20148,2023-01-07.00:37:32
ba-1m-8m,-1,-1,32,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,919043,10535,2023-01-07.00:53:29
baidu,-1,-1,32,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12261,6121,2023-01-07.00:57:09
dbpedia,-1,-1,32,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21755,34872,2023-01-07.01:14:29
er-1m-8m,-1,-1,32,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,77250,1394,2023-01-07.01:16:13
livej,-1,-1,32,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3641,1578,2023-01-07.01:18:07
patent,-1,-1,32,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15235,1045,2023-01-07.01:19:08
pokec,-1,-1,32,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26463,1450,2023-01-07.01:20:27
rmat-1m-8m,-1,-1,32,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6515,3139,2023-01-07.01:21:30
roadNetCA,-1,-1,32,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9927,706,2023-01-07.01:22:02
wiki-links,-1,-1,32,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11907,13991,2023-01-07.02:11:31
wikitalk,-1,-1,32,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9706,8644,2023-01-07.02:13:20
wiki_talk_en,-1,-1,32,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26119,20264,2023-01-07.02:19:44
ba-1m-8m,-1,-1,64,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,953663,10399,2023-01-07.02:35:59
baidu,-1,-1,64,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12368,6159,2023-01-07.02:39:26
dbpedia,-1,-1,64,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21861,35492,2023-01-07.02:56:36
er-1m-8m,-1,-1,64,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,78223,1394,2023-01-07.02:58:06
livej,-1,-1,64,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3612,1595,2023-01-07.02:59:47
patent,-1,-1,64,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15251,1081,2023-01-07.03:00:32
pokec,-1,-1,64,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26409,1459,2023-01-07.03:01:36
rmat-1m-8m,-1,-1,64,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6430,3145,2023-01-07.03:02:24
roadNetCA,-1,-1,64,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9668,687,2023-01-07.03:02:40
wiki-links,-1,-1,64,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12009,13950,2023-01-07.03:52:02
wikitalk,-1,-1,64,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10031,8690,2023-01-07.03:53:36
wiki_talk_en,-1,-1,64,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26902,20365,2023-01-07.03:59:44
ba-1m-8m,-1,-1,1,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1082390,10582,2023-01-07.04:18:38
ba-1m-8m,-1,-1,1,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-01-07.05:18:38
baidu,-1,-1,1,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14577,6202,2023-01-07.05:22:37
baidu,2141300,17014947,1,43,-1,100000,-1,-1,-1,-1,-1,-1,-1,-1,-1,48780.512374,3244.604068,2023-01-07.05:23:40
dbpedia,-1,-1,1,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23990,35666,2023-01-07.05:41:16
dbpedia,3966924,12610983,1,43,-1,100000,-1,-1,-1,-1,-1,-1,-1,-1,-1,106852.456773,2348.031654,2023-01-07.05:43:18
er-1m-8m,-1,-1,1,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,82077,1379,2023-01-07.05:45:20
er-1m-8m,-1,-1,1,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-01-07.05:45:24
livej,-1,-1,1,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13251,2429,2023-01-07.05:47:43
livej,-1,-1,1,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-01-07.05:51:20
patent,-1,-1,1,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26212,1217,2023-01-07.05:52:44
patent,-1,-1,1,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2023-01-07.06:52:44
pokec,-1,-1,1,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33264,1726,2023-01-07.06:54:24
pokec,1632803,22301965,1,43,-1,100000,-1,-1,-1,-1,-1,-1,-1,-1,-1,2175482.622159,6456.714931,2023-01-07.07:30:59
rmat-1m-8m,-1,-1,1,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7247,3659,2023-01-07.07:32:17
rmat-1m-8m,999759,7810951,1,43,-1,100000,-1,-1,-1,-1,-1,-1,-1,-1,-1,25432.752798,1745.177368,2023-01-07.07:32:48
roadNetCA,-1,-1,1,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10297,697,2023-01-07.07:33:35
roadNetCA,1971280,2766608,1,43,-1,100000,-1,-1,-1,-1,-1,-1,-1,-1,-1,12441.166591,89.672666,2023-01-07.07:33:51
wiki-links,-1,-1,1,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,31167,15478,2023-01-07.08:23:46
wiki-links,5710992,104738324,1,43,-1,100000,-1,-1,-1,-1,-1,-1,-1,-1,-1,62622.291399,4432.086038,2023-01-07.08:26:00
wikitalk,-1,-1,1,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9882,8564,2023-01-07.08:28:03
wikitalk,2394384,4659566,1,43,-1,100000,-1,-1,-1,-1,-1,-1,-1,-1,-1,9287.17423,989.58346,2023-01-07.08:28:16
wiki_talk_en,-1,-1,1,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26327,20388,2023-01-07.08:34:52
wiki_talk_en,2987535,8146545,1,43,-1,100000,-1,-1,-1,-1,-1,-1,-1,-1,-1,51525.084813,2100.502958,2023-01-07.08:35:51
ba-1m-8m,-1,-1,2,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,955997,10559,2023-01-07.08:52:39
baidu,-1,-1,2,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13369,5946,2023-01-07.08:56:37
dbpedia,-1,-1,2,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22302,35048,2023-01-07.09:14:10
er-1m-8m,-1,-1,2,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,85872,1348,2023-01-07.09:16:15
livej,-1,-1,2,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8447,1988,2023-01-07.09:18:29
patent,-1,-1,2,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19563,1072,2023-01-07.09:19:46
pokec,-1,-1,2,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29060,1531,2023-01-07.09:21:21
rmat-1m-8m,-1,-1,2,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6651,3271,2023-01-07.09:22:38
roadNetCA,-1,-1,2,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9414,629,2023-01-07.09:23:24
wiki-links,-1,-1,2,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22989,14631,2023-01-07.10:13:28
wikitalk,-1,-1,2,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9429,8289,2023-01-07.10:15:29
wiki_talk_en,-1,-1,2,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25323,19950,2023-01-07.10:22:06
ba-1m-8m,-1,-1,4,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,899265,10656,2023-01-07.10:37:56
baidu,-1,-1,4,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12642,6110,2023-01-07.10:41:50
dbpedia,-1,-1,4,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21731,34966,2023-01-07.10:59:24
er-1m-8m,-1,-1,4,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,79911,1362,2023-01-07.11:01:23
livej,-1,-1,4,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5690,1748,2023-01-07.11:03:33
patent,-1,-1,4,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16514,1026,2023-01-07.11:04:47
pokec,-1,-1,4,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27237,1437,2023-01-07.11:06:18
rmat-1m-8m,-1,-1,4,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6586,3249,2023-01-07.11:07:34
roadNetCA,-1,-1,4,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9891,682,2023-01-07.11:08:18
wiki-links,-1,-1,4,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17572,14246,2023-01-07.11:57:56
wikitalk,-1,-1,4,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9607,8449,2023-01-07.11:59:59
wiki_talk_en,-1,-1,4,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25753,20069,2023-01-07.12:06:33
ba-1m-8m,-1,-1,8,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,918866,10548,2023-01-07.12:22:40
baidu,-1,-1,8,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12303,6043,2023-01-07.12:26:33
dbpedia,-1,-1,8,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21466,34932,2023-01-07.12:44:00
er-1m-8m,-1,-1,8,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75811,1377,2023-01-07.12:45:53
livej,-1,-1,8,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4440,1636,2023-01-07.12:47:59
patent,-1,-1,8,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15695,1002,2023-01-07.12:49:10
pokec,-1,-1,8,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26272,1437,2023-01-07.12:50:39
rmat-1m-8m,-1,-1,8,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6398,3155,2023-01-07.12:51:52
roadNetCA,-1,-1,8,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9480,677,2023-01-07.12:52:34
wiki-links,-1,-1,8,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13455,13974,2023-01-07.13:42:07
wikitalk,-1,-1,8,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9581,8495,2023-01-07.13:44:05
wiki_talk_en,-1,-1,8,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25688,20092,2023-01-07.13:50:37
ba-1m-8m,-1,-1,16,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,930941,10598,2023-01-07.14:06:53
baidu,-1,-1,16,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12229,6074,2023-01-07.14:10:41
dbpedia,-1,-1,16,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21519,35036,2023-01-07.14:28:04
er-1m-8m,-1,-1,16,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75860,1396,2023-01-07.14:29:54
livej,-1,-1,16,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3816,1583,2023-01-07.14:31:56
patent,-1,-1,16,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15030,1024,2023-01-07.14:33:02
pokec,-1,-1,16,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26015,1423,2023-01-07.14:34:27
rmat-1m-8m,-1,-1,16,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6411,3115,2023-01-07.14:35:36
roadNetCA,-1,-1,16,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9527,693,2023-01-07.14:36:15
wiki-links,-1,-1,16,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12206,13996,2023-01-07.15:25:56
wikitalk,-1,-1,16,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9636,8526,2023-01-07.15:27:51
wiki_talk_en,-1,-1,16,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25920,20308,2023-01-07.15:34:20
ba-1m-8m,-1,-1,32,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,974908,10518,2023-01-07.15:51:12
baidu,-1,-1,32,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12360,6138,2023-01-07.15:54:53
dbpedia,-1,-1,32,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21845,35034,2023-01-07.16:12:12
er-1m-8m,-1,-1,32,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,77419,1426,2023-01-07.16:13:57
livej,-1,-1,32,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3641,1625,2023-01-07.16:15:52
patent,-1,-1,32,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15425,1022,2023-01-07.16:16:52
pokec,-1,-1,32,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26428,1438,2023-01-07.16:18:11
rmat-1m-8m,-1,-1,32,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6306,3147,2023-01-07.16:19:14
roadNetCA,-1,-1,32,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9789,696,2023-01-07.16:19:46
wiki-links,-1,-1,32,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11955,13989,2023-01-07.17:09:09
wikitalk,-1,-1,32,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9907,8559,2023-01-07.17:10:58
wiki_talk_en,-1,-1,32,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26337,20282,2023-01-07.17:17:24
ba-1m-8m,-1,-1,64,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1024990,10268,2023-01-07.17:34:50
baidu,-1,-1,64,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12411,6129,2023-01-07.17:38:16
dbpedia,-1,-1,64,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21884,35042,2023-01-07.17:55:24
er-1m-8m,-1,-1,64,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,78187,1428,2023-01-07.17:56:54
livej,-1,-1,64,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3602,1609,2023-01-07.17:58:35
patent,-1,-1,64,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15506,1052,2023-01-07.17:59:20
pokec,-1,-1,64,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26256,1450,2023-01-07.18:00:24
rmat-1m-8m,-1,-1,64,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6370,3163,2023-01-07.18:01:12
