model,N,M,workers,alg,init-mstime,insert-num,remove-num,mstime,V*,V+,S,tag,batch-repeat,assert,date
wiki-links,5710993,130160392,1,3,9172.952956,0,100000,1005.808855,188280,0,50421159,188280,-1,-1,2021-10-09.08:23:53
wikitalk,2394385,5021410,1,3,426.718749,0,100000,337.543987,100656,0,11137227,100656,-1,-1,2021-10-09.08:23:56
wiki_talk_en,2987536,24981163,1,3,626.544753,0,100000,638.791972,99999,0,17042774,99999,-1,-1,2021-10-09.08:24:04
ba-1m-8m,1000000,7999964,1,2,632.433864,0,100000,257.285302,22053,0,309386,0,-1,-1,2021-10-09.08:24:19
baidu,2141301,17794839,1,2,1357.535856,0,100000,381.526392,98675,0,11988540,0,-1,-1,2021-10-09.08:24:46
dbpedia,3966925,13820853,1,2,1635.023768,0,100000,836.744532,101362,0,1979842,0,-1,-1,2021-10-09.08:25:06
er-1m-8m,1000000,8000000,1,2,922.531790,0,100000,380.568350,39394,0,866230,0,-1,-1,2021-10-09.08:25:24
livej,4847571,68993773,1,2,4703.970875,0,100000,358.081311,113104,0,17009104,0,-1,-1,2021-10-09.08:26:20
patent,6009555,16518948,1,2,3378.319734,0,100000,368.259380,105947,0,2894236,0,-1,-1,2021-10-09.08:27:01
pokec,1632804,30622564,1,2,1755.060482,0,100000,350.156441,86245,0,6867220,0,-1,-1,2021-10-09.08:27:29
rmat-1m-8m,999760,7810950,1,2,416.609513,0,100000,351.236014,99612,0,41065248,0,-1,-1,2021-10-09.08:27:35
roadNetCA,1971281,5533214,1,2,608.497605,0,100000,183.325418,61834,0,194176,0,-1,-1,2021-10-09.08:27:41
ssca2,1048577,157877986,1,2,1001.906721,0,100000,1765.066594,1591339,0,240797616,0,-1,-1,2021-10-09.08:28:44
wiki-links,5710993,130160392,1,2,9273.698414,0,100000,1071.933073,183498,0,95982428,0,-1,-1,2021-10-09.08:31:06
wikitalk,2394385,5021410,1,2,532.299372,0,100000,369.829668,99813,0,19052028,0,-1,-1,2021-10-09.08:31:11
wiki_talk_en,2987536,24981163,1,2,753.934456,0,100000,701.692920,100031,0,34143414,0,-1,-1,2021-10-09.08:31:19
ba-1m-8m,1000000,7999964,1,3,544.388710,100000,0,162.256489,21856,167436,1854346,371178,-1,-1,2021-10-09.08:31:25
baidu,2141301,17794839,1,3,1282.028519,100000,0,218.374430,98387,133480,10605976,812263,-1,-1,2021-10-09.08:31:50
dbpedia,3966925,13820853,1,3,1496.417991,100000,0,127.983252,100613,128100,1760094,1104759,-1,-1,2021-10-09.08:32:06
er-1m-8m,1000000,8000000,1,3,856.401569,100000,0,84.280048,39073,66291,658520,450503,-1,-1,2021-10-09.08:32:15
livej,4847571,68993773,1,3,4648.117064,100000,0,243.328513,112646,158240,10975680,780588,-1,-1,2021-10-09.08:33:06
patent,6009555,16518948,1,3,3229.831808,100000,0,203.019394,107366,185967,2485959,1028765,-1,-1,2021-10-09.08:33:39
pokec,1632804,30622564,1,3,1685.965528,100000,0,196.193939,86220,147239,6051202,723802,-1,-1,2021-10-09.08:34:03
rmat-1m-8m,999760,7810950,1,3,376.660450,100000,0,275.166056,100450,133391,30581466,635311,-1,-1,2021-10-09.08:34:08
roadNetCA,1971281,5533214,1,3,506.548014,100000,0,99.305869,60986,254824,624079,913630,-1,-1,2021-10-09.08:34:12
ssca2,1048577,157877986,1,3,969.165457,100000,0,2366.174869,1589743,1682785,126291978,11927748,-1,-1,2021-10-09.08:35:08
wiki-links,5710993,130160392,1,3,9016.728499,100000,0,764.975406,184497,213492,54955912,760637,-1,-1,2021-10-09.08:37:21
wikitalk,2394385,5021410,1,3,422.603501,100000,0,216.915718,100564,109270,14259033,1069190,-1,-1,2021-10-09.08:37:24
wiki_talk_en,2987536,24981163,1,3,622.884594,100000,0,296.971031,100148,109492,21535285,943793,-1,-1,2021-10-09.08:37:31
ba-1m-8m,1000000,7999964,1,13,550.334096,100000,0,233.888790,21889,156341,1700829,104304,4,-1,2021-10-09.08:37:38
baidu,2141301,17794839,1,13,1283.543695,100000,0,214.591967,98326,122998,8187492,112345,5,-1,2021-10-09.08:38:02
dbpedia,3966925,13820853,1,13,1492.538590,100000,0,150.179064,101726,125390,1574869,115786,3,-1,2021-10-09.08:38:19
er-1m-8m,1000000,8000000,1,13,851.262676,100000,0,118.083855,39130,62038,623642,51838,4,-1,2021-10-09.08:38:27
livej,4847571,68993773,1,13,4641.531793,100000,0,288.087821,111405,151321,9893793,134816,6,-1,2021-10-09.08:39:18
patent,6009555,16518948,1,13,3234.963188,100000,0,257.909913,107755,173726,2300888,150250,3,-1,2021-10-09.08:39:51
pokec,1632804,30622564,1,13,1686.292591,100000,0,216.451284,86180,133973,5230744,115249,4,-1,2021-10-09.08:40:15
rmat-1m-8m,999760,7810950,1,13,378.398465,100000,0,257.717444,99510,117979,23351990,109644,10,-1,2021-10-09.08:40:20
roadNetCA,1971281,5533214,1,13,505.526902,100000,0,155.387981,61798,232959,567550,188498,4,-1,2021-10-09.08:40:24
ssca2,1048577,157877986,1,13,949.778407,100000,0,1860.394848,1595099,1598709,121058571,2388008,5,-1,2021-10-09.08:41:20
wiki-links,5710993,130160392,1,13,9029.089343,100000,0,863.350643,182188,205152,50409007,195203,5,-1,2021-10-09.08:43:33
wikitalk,2394385,5021410,1,13,421.465335,100000,0,172.693695,99969,104857,10835656,102636,11,-1,2021-10-09.08:43:36
wiki_talk_en,2987536,24981163,1,13,624.542136,100000,0,273.389088,99897,104974,18475375,102647,8,-1,2021-10-09.08:43:44
ba-1m-8m,1000000,7999964,1,2,633.584431,100000,0,1229.861497,22241,111658,1855879,0,-1,-1,2021-10-09.08:44:01
baidu,2141301,17794839,1,2,1349.916018,100000,0,386.350958,98573,119230,9833496,0,-1,-1,2021-10-09.08:44:27
dbpedia,3966925,13820853,1,2,1626.744512,100000,0,330.303725,101274,117770,1670215,0,-1,-1,2021-10-09.08:44:46
er-1m-8m,1000000,8000000,1,2,920.627929,100000,0,335.512633,39578,55395,666202,0,-1,-1,2021-10-09.08:45:05
livej,4847571,68993773,1,2,4698.861762,100000,0,513.441082,112720,140389,11389415,0,-1,-1,2021-10-09.08:46:02
patent,6009555,16518948,1,2,3367.923350,100000,0,657.965613,104733,153761,2337941,0,-1,-1,2021-10-09.08:46:42
pokec,1632804,30622564,1,2,1748.291291,100000,0,532.395675,86555,126606,6147362,0,-1,-1,2021-10-09.08:47:11
rmat-1m-8m,999760,7810950,1,2,414.434378,100000,0,355.184824,100380,120571,30725569,0,-1,-1,2021-10-09.08:47:16
roadNetCA,1971281,5533214,1,2,596.208975,100000,0,455.817960,61303,204364,620411,0,-1,-1,2021-10-09.08:47:23
ssca2,1048577,157877986,1,2,1014.199761,100000,0,2193.465559,1597641,1659270,125914149,0,-1,-1,2021-10-09.08:48:27
wiki-links,5710993,130160392,1,2,9400.629063,100000,0,1036.633363,187824,203611,56006510,0,-1,-1,2021-10-09.08:50:49
wikitalk,2394385,5021410,1,2,532.473943,100000,0,279.629606,99916,105048,12862428,0,-1,-1,2021-10-09.08:50:53
wiki_talk_en,2987536,24981163,1,2,750.409567,100000,0,399.993550,100100,105664,20844746,0,-1,-1,2021-10-09.08:51:01
ba-1m-8m,1000000,7999964,1,3,536.002570,0,100000,34.684097,22033,0,154491,22033,-1,-1,2021-10-09.08:51:08
baidu,2141301,17794839,1,3,1284.106321,0,100000,246.725566,98744,0,5963695,98744,-1,-1,2021-10-09.08:51:32
dbpedia,3966925,13820853,1,3,1491.549710,0,100000,564.423097,100695,0,1031064,100695,-1,-1,2021-10-09.08:51:49
er-1m-8m,1000000,8000000,1,3,863.605933,0,100000,38.833159,39413,0,433755,39413,-1,-1,2021-10-09.08:51:58
livej,4847571,68993773,1,3,4637.510672,0,100000,191.291735,114302,0,8444565,114302,-1,-1,2021-10-09.08:52:48
patent,6009555,16518948,1,3,3274.500330,0,100000,84.499271,106938,0,1491118,106938,-1,-1,2021-10-09.08:53:21
pokec,1632804,30622564,1,3,1695.381892,0,100000,118.993800,86197,0,3426192,86197,-1,-1,2021-10-09.08:53:45
rmat-1m-8m,999760,7810950,1,3,382.486010,0,100000,388.449235,100319,0,22615350,100319,-1,-1,2021-10-09.08:53:51
roadNetCA,1971281,5533214,1,3,512.303962,0,100000,21.043859,61154,0,95192,61154,-1,-1,2021-10-09.08:53:54
ssca2,1048577,157877986,1,3,943.717360,0,100000,1073.128506,1594275,0,120693779,1594275,-1,-1,2021-10-09.08:54:50
wiki-links,5710993,130160392,1,3,9067.205048,0,100000,992.393677,185205,0,47625930,185205,-1,-1,2021-10-09.08:57:02
wikitalk,2394385,5021410,1,3,424.626587,0,100000,333.481410,100623,0,11087525,100623,-1,-1,2021-10-09.08:57:06
wiki_talk_en,2987536,24981163,1,3,623.392044,0,100000,720.013430,101134,0,21294832,101134,-1,-1,2021-10-09.08:57:13
ba-1m-8m,1000000,7999964,1,2,627.322215,0,100000,258.131049,21780,0,305472,0,-1,-1,2021-10-09.08:57:29
baidu,2141301,17794839,1,2,1352.869913,0,100000,380.892087,98511,0,11957838,0,-1,-1,2021-10-09.08:57:55
dbpedia,3966925,13820853,1,2,1624.993161,0,100000,825.452946,100587,0,1881512,0,-1,-1,2021-10-09.08:58:15
er-1m-8m,1000000,8000000,1,2,926.252836,0,100000,377.740666,39110,0,859178,0,-1,-1,2021-10-09.08:58:34
livej,4847571,68993773,1,2,4703.157802,0,100000,356.218833,111497,0,16846386,0,-1,-1,2021-10-09.08:59:30
patent,6009555,16518948,1,2,3379.907854,0,100000,374.464162,107545,0,3024752,0,-1,-1,2021-10-09.09:00:11
pokec,1632804,30622564,1,2,1759.764443,0,100000,342.305352,84892,0,6625248,0,-1,-1,2021-10-09.09:00:39
rmat-1m-8m,999760,7810950,1,2,416.221579,0,100000,367.782981,100515,0,45299570,0,-1,-1,2021-10-09.09:00:45
roadNetCA,1971281,5533214,1,2,607.067410,0,100000,182.947057,60903,0,190180,0,-1,-1,2021-10-09.09:00:51
ssca2,1048577,157877986,1,2,1004.169166,0,100000,1756.827250,1583914,0,239702558,0,-1,-1,2021-10-09.09:01:54
wiki-links,5710993,130160392,1,2,9266.187042,0,100000,1074.980470,186801,0,96135852,0,-1,-1,2021-10-09.09:04:16
wikitalk,2394385,5021410,1,2,530.988225,0,100000,386.265013,100714,0,22561048,0,-1,-1,2021-10-09.09:04:20
wiki_talk_en,2987536,24981163,1,2,758.733112,0,100000,750.202167,101207,0,42167414,0,-1,-1,2021-10-09.09:04:29
ba-1m-8m,1000000,7999964,1,3,548.453680,100000,0,159.444442,22035,166840,1861818,364706,-1,-1,2021-10-09.09:04:35
baidu,2141301,17794839,1,3,1287.227940,100000,0,221.014721,98842,133919,10628079,825056,-1,-1,2021-10-09.09:05:00
dbpedia,3966925,13820853,1,3,1500.139891,100000,0,128.260835,101100,127846,1733907,1124662,-1,-1,2021-10-09.09:05:16
er-1m-8m,1000000,8000000,1,3,871.422058,100000,0,84.330617,39571,66954,664903,451487,-1,-1,2021-10-09.09:05:25
livej,4847571,68993773,1,3,4644.889619,100000,0,246.293883,113187,159113,11471530,763784,-1,-1,2021-10-09.09:06:16
patent,6009555,16518948,1,3,3224.790562,100000,0,201.419512,108273,183558,2476776,1035132,-1,-1,2021-10-09.09:06:49
pokec,1632804,30622564,1,3,1711.564853,100000,0,196.476044,85900,148690,6142621,714235,-1,-1,2021-10-09.09:07:13
rmat-1m-8m,999760,7810950,1,3,378.336478,100000,0,281.206653,100546,134709,31348199,632806,-1,-1,2021-10-09.09:07:18
roadNetCA,1971281,5533214,1,3,507.639964,100000,0,99.610869,61224,255398,625626,912823,-1,-1,2021-10-09.09:07:22
ssca2,1048577,157877986,1,3,950.940717,100000,0,2368.075160,1590919,1682192,126049993,11961964,-1,-1,2021-10-09.09:08:18
wiki-links,5710993,130160392,1,3,9074.836771,100000,0,773.997114,188300,216839,55742461,772503,-1,-1,2021-10-09.09:10:31
wikitalk,2394385,5021410,1,3,419.190109,100000,0,202.313358,100088,108758,12927706,1078661,-1,-1,2021-10-09.09:10:34
wiki_talk_en,2987536,24981163,1,3,621.980267,100000,0,335.370510,101170,110786,25652232,940031,-1,-1,2021-10-09.09:10:41
ba-1m-8m,1000000,7999964,1,13,550.623310,100000,0,232.413016,22021,156594,1723099,104740,4,-1,2021-10-09.09:10:48
baidu,2141301,17794839,1,13,1285.909157,100000,0,260.518026,102395,127016,12345891,116477,5,-1,2021-10-09.09:11:12
dbpedia,3966925,13820853,1,13,1504.975457,100000,0,150.570484,100633,124551,1656932,114781,4,-1,2021-10-09.09:11:29
er-1m-8m,1000000,8000000,1,13,853.344650,100000,0,118.872564,39322,62364,627633,52111,4,-1,2021-10-09.09:11:38
livej,4847571,68993773,1,13,4644.626666,100000,0,294.690643,111304,151304,10186290,134837,4,-1,2021-10-09.09:12:28
patent,6009555,16518948,1,13,3256.754320,100000,0,251.131001,105818,171593,2212359,148128,3,-1,2021-10-09.09:13:01
pokec,1632804,30622564,1,13,1682.202804,100000,0,218.226132,85681,133307,5182563,114831,4,-1,2021-10-09.09:13:25
rmat-1m-8m,999760,7810950,1,13,377.416886,100000,0,277.401834,100606,118746,25658144,110527,10,-1,2021-10-09.09:13:31
roadNetCA,1971281,5533214,1,13,504.140162,100000,0,153.212580,60808,230915,560683,186255,3,-1,2021-10-09.09:13:34
ssca2,1048577,157877986,1,13,954.641853,100000,0,1852.483137,1589278,1592607,120560704,2354540,5,-1,2021-10-09.09:14:31
wiki-links,5710993,130160392,1,13,9116.839922,100000,0,883.676434,184618,207299,51789848,197362,5,-1,2021-10-09.09:16:44
wikitalk,2394385,5021410,1,13,418.359229,100000,0,181.224704,100501,105299,12367499,103142,8,-1,2021-10-09.09:16:47
wiki_talk_en,2987536,24981163,1,13,619.613380,100000,0,272.192507,99940,105202,18621224,102840,9,-1,2021-10-09.09:16:54
ba-1m-8m,1000000,7999964,1,2,647.781899,100000,0,1235.492099,21867,111755,1854913,0,-1,-1,2021-10-09.09:17:12
baidu,2141301,17794839,1,2,1349.947724,100000,0,389.402349,98248,119625,10062661,0,-1,-1,2021-10-09.09:17:38
dbpedia,3966925,13820853,1,2,1627.295209,100000,0,330.773530,101216,117814,1895140,0,-1,-1,2021-10-09.09:17:57
er-1m-8m,1000000,8000000,1,2,927.487397,100000,0,337.454712,39545,55263,664786,0,-1,-1,2021-10-09.09:18:16
livej,4847571,68993773,1,2,4694.537615,100000,0,504.924313,112621,140156,10985070,0,-1,-1,2021-10-09.09:19:13
patent,6009555,16518948,1,2,3373.305104,100000,0,669.925525,107439,156403,2420008,0,-1,-1,2021-10-09.09:19:54
pokec,1632804,30622564,1,2,1760.734575,100000,0,525.196873,86354,126380,5979951,0,-1,-1,2021-10-09.09:20:22
rmat-1m-8m,999760,7810950,1,2,417.142533,100000,0,360.161679,100487,120115,30531548,0,-1,-1,2021-10-09.09:20:28
roadNetCA,1971281,5533214,1,2,599.894233,100000,0,461.031355,62166,205651,623262,0,-1,-1,2021-10-09.09:20:35
ssca2,1048577,157877986,1,2,1020.117451,100000,0,2184.739347,1597909,1658955,125919061,0,-1,-1,2021-10-09.09:21:38
wiki-links,5710993,130160392,1,2,9312.799548,100000,0,1048.671556,190404,207242,57815230,0,-1,-1,2021-10-09.09:24:01
wikitalk,2394385,5021410,1,2,529.779796,100000,0,284.030262,99801,105254,13273197,0,-1,-1,2021-10-09.09:24:05
wiki_talk_en,2987536,24981163,1,2,752.795487,100000,0,409.860074,100268,105860,21555971,0,-1,-1,2021-10-09.09:24:13
ba-1m-8m,1000000,7999964,1,3,537.252257,0,100000,34.495691,22139,0,155320,22139,-1,-1,2021-10-09.09:24:19
baidu,2141301,17794839,1,3,1302.372937,0,100000,244.439410,98418,0,5920131,98418,-1,-1,2021-10-09.09:24:44
dbpedia,3966925,13820853,1,3,1497.109061,0,100000,558.848265,101261,0,980190,101261,-1,-1,2021-10-09.09:25:01
er-1m-8m,1000000,8000000,1,3,871.604165,0,100000,39.346888,39751,0,437079,39751,-1,-1,2021-10-09.09:25:10
livej,4847571,68993773,1,3,4604.110667,0,100000,186.892479,112715,0,8381047,112715,-1,-1,2021-10-09.09:26:00
patent,6009555,16518948,1,3,3240.162353,0,100000,86.462257,108295,0,1551490,108295,-1,-1,2021-10-09.09:26:33
pokec,1632804,30622564,1,3,1700.447794,0,100000,122.246828,86967,0,3516046,86967,-1,-1,2021-10-09.09:26:57
rmat-1m-8m,999760,7810950,1,3,383.921800,0,100000,390.556401,100779,0,22687693,100779,-1,-1,2021-10-09.09:27:03
roadNetCA,1971281,5533214,1,3,512.161201,0,100000,21.497959,61715,0,97560,61715,-1,-1,2021-10-09.09:27:06
ssca2,1048577,157877986,1,3,942.715424,0,100000,1069.607950,1586377,0,120048572,1586377,-1,-1,2021-10-09.09:28:02
wiki-links,5710993,130160392,1,3,9050.737382,0,100000,966.866375,188159,0,48332036,188159,-1,-1,2021-10-09.09:30:15
wikitalk,2394385,5021410,1,3,422.198343,0,100000,336.699774,100629,0,11232112,100629,-1,-1,2021-10-09.09:30:18
wiki_talk_en,2987536,24981163,1,3,623.214661,0,100000,643.215559,99934,0,17044652,99934,-1,-1,2021-10-09.09:30:26
ba-1m-8m,1000000,7999964,1,2,627.383625,0,100000,257.097893,21949,0,307858,0,-1,-1,2021-10-09.09:30:41
baidu,2141301,17794839,1,2,1358.514342,0,100000,381.223538,98681,0,11931186,0,-1,-1,2021-10-09.09:31:08
dbpedia,3966925,13820853,1,2,1620.861695,0,100000,828.401851,100860,0,2111602,0,-1,-1,2021-10-09.09:31:28
er-1m-8m,1000000,8000000,1,2,928.256446,0,100000,377.177361,39427,0,865840,0,-1,-1,2021-10-09.09:31:46
livej,4847571,68993773,1,2,4695.736896,0,100000,360.124706,113664,0,17056574,0,-1,-1,2021-10-09.09:32:42
patent,6009555,16518948,1,2,3394.947367,0,100000,365.166502,105444,0,2973712,0,-1,-1,2021-10-09.09:33:23
pokec,1632804,30622564,1,2,1754.637423,0,100000,342.779499,85579,0,6746546,0,-1,-1,2021-10-09.09:33:51
rmat-1m-8m,999760,7810950,1,2,417.802478,0,100000,366.833854,100474,0,45205034,0,-1,-1,2021-10-09.09:33:57
roadNetCA,1971281,5533214,1,2,605.962699,0,100000,182.529965,61472,0,194208,0,-1,-1,2021-10-09.09:34:03
ssca2,1048577,157877986,1,2,1001.284312,0,100000,1768.009136,1591839,0,240722018,0,-1,-1,2021-10-09.09:35:06
wiki-links,5710993,130160392,1,2,9247.852910,0,100000,1210.031815,190532,0,115394342,0,-1,-1,2021-10-09.09:37:29
wikitalk,2394385,5021410,1,2,530.770829,0,100000,384.295218,100597,0,21836768,0,-1,-1,2021-10-09.09:37:33
wiki_talk_en,2987536,24981163,1,2,754.960977,0,100000,697.779383,100112,0,34746320,0,-1,-1,2021-10-09.09:37:41
ba-1m-8m,1000000,7999964,1,3,540.148359,100000,0,159.074114,22034,167154,1881961,359549,-1,-1,2021-10-09.09:37:48
baidu,2141301,17794839,1,3,1294.286697,100000,0,221.458994,98296,132667,10107499,814019,-1,-1,2021-10-09.09:38:12
dbpedia,3966925,13820853,1,3,1498.171755,100000,0,131.666537,101561,128980,1939901,1118637,-1,-1,2021-10-09.09:38:28
er-1m-8m,1000000,8000000,1,3,851.478249,100000,0,81.590695,39287,66000,654873,434957,-1,-1,2021-10-09.09:38:37
livej,4847571,68993773,1,3,4624.190830,100000,0,247.251245,113553,159453,11205366,777867,-1,-1,2021-10-09.09:39:28
patent,6009555,16518948,1,3,3219.686983,100000,0,194.747296,105445,180795,2387173,996388,-1,-1,2021-10-09.09:40:01
pokec,1632804,30622564,1,3,1689.916528,100000,0,198.287344,85405,147274,6068062,727114,-1,-1,2021-10-09.09:40:25
rmat-1m-8m,999760,7810950,1,3,376.037579,100000,0,275.634816,100900,134045,30846659,639423,-1,-1,2021-10-09.09:40:30
roadNetCA,1971281,5533214,1,3,506.333216,100000,0,100.396350,61761,254506,623417,927142,-1,-1,2021-10-09.09:40:34
ssca2,1048577,157877986,1,3,948.618982,100000,0,2366.279363,1589937,1679161,125759227,11946007,-1,-1,2021-10-09.09:41:30
wiki-links,5710993,130160392,1,3,9031.476320,100000,0,744.243369,185189,212605,54112843,756976,-1,-1,2021-10-09.09:43:43
wikitalk,2394385,5021410,1,3,419.105591,100000,0,215.829456,100523,109182,14654885,1058180,-1,-1,2021-10-09.09:43:47
wiki_talk_en,2987536,24981163,1,3,618.128615,100000,0,337.776901,101095,110742,25798600,938657,-1,-1,2021-10-09.09:43:54
ba-1m-8m,1000000,7999964,1,13,549.102383,100000,0,231.231681,21959,156565,1717600,104449,4,-1,2021-10-09.09:44:00
baidu,2141301,17794839,1,13,1291.061034,100000,0,215.343596,98678,123542,8176546,112878,4,-1,2021-10-09.09:44:25
dbpedia,3966925,13820853,1,13,1507.497587,100000,0,149.918191,101435,125321,1624365,115737,3,-1,2021-10-09.09:44:41
er-1m-8m,1000000,8000000,1,13,857.320780,100000,0,118.330507,39451,62614,630150,52289,4,-1,2021-10-09.09:44:50
livej,4847571,68993773,1,13,4634.372935,100000,0,295.079804,111723,151496,10490190,135005,4,-1,2021-10-09.09:45:41
patent,6009555,16518948,1,13,3215.497078,100000,0,249.427038,105491,171838,2206852,148297,3,-1,2021-10-09.09:46:13
