model,N,M,workers,alg,init-mstime,insert-num,remove-num,mstime,V*,V+,S,tag,assert,date
livej,4847571,68993773,1,2,5331.911177,0,100000,732.564722,111656,0,8301699,0,-1,2021-08-19.21:16:38
patent,6009555,16518948,1,2,3697.124198,0,100000,482.853024,106130,0,1474330,0,-1,2021-08-19.21:17:26
pokec,1632804,30622564,1,2,2046.574183,0,100000,429.029667,86221,0,3392754,0,-1,2021-08-19.21:18:01
rmat-1m-8m,999760,7810950,1,2,631.388162,0,100000,431.593341,99212,0,20185671,0,-1,2021-08-19.21:18:07
ssca2,1048577,157877986,1,2,1390.170758,0,100000,2060.163406,1590524,0,120419882,0,-1,2021-08-19.21:19:28
wiki-links,5710993,130160392,1,2,8902.092726,0,100000,1296.530492,191292,0,51264510,0,-1,2021-08-19.21:22:25
wikitalk,2394385,5021410,1,2,789.983534,0,100000,85553.385685,100530,0,11091732,0,-1,2021-08-19.21:23:55
wiki_talk_en,2987536,24981163,1,2,1065.485469,0,100000,196464.453225,100019,0,16945684,0,-1,2021-08-19.21:27:22
ba-1m-8m,1000000,7999964,1,3,1205.901195,0,100000,48.039264,22044,0,309130,22044,-1,2021-08-19.21:27:28
baidu,2141301,17794839,1,3,2015.822087,0,100000,293.391772,98602,0,12121144,98602,-1,2021-08-19.21:28:00
dbpedia,3966925,13820853,1,3,2077.415529,0,100000,812.539183,100824,0,2068656,100824,-1,2021-08-19.21:28:21
er-1m-8m,1000000,8000000,1,3,1344.988989,0,100000,53.570667,39439,0,867690,39439,-1,2021-08-19.21:28:32
livej,4847571,68993773,1,3,5845.380658,0,100000,241940.967183,112533,0,17770268,112533,-1,2021-08-19.21:33:34
patent,6009555,16518948,1,3,4027.607278,0,100000,106.279503,105491,0,2922070,105491,-1,2021-08-19.21:34:13
pokec,1632804,30622564,1,3,2575.165230,0,100000,148.997899,86158,0,6867440,86158,-1,2021-08-19.21:34:44
rmat-1m-8m,999760,7810950,1,3,532.908168,0,100000,460.407808,100380,0,45334974,100380,-1,2021-08-19.21:34:49
ssca2,1048577,157877986,1,3,2212.488815,0,100000,1221.669439,1583950,0,239964268,1583950,-1,2021-08-19.21:36:03
wiki-links,-1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-08-19.22:06:03
wikitalk,2394385,5021410,1,3,670.441424,0,100000,424.107582,100701,0,22648510,100701,-1,2021-08-19.22:06:07
wiki_talk_en,2987536,24981163,1,3,951.290562,0,100000,912.202982,101239,0,43038432,101239,-1,2021-08-19.22:06:16
ba-1m-8m,1000000,7999964,1,2,1045.969143,100000,0,1508.520719,21882,111655,1875987,0,-1,2021-08-19.22:06:35
baidu,2141301,17794839,1,2,1694.804319,100000,0,447.648441,98982,119956,10136909,0,-1,2021-08-19.22:07:08
dbpedia,3966925,13820853,1,2,2172.703562,100000,0,491.401595,100870,116583,1679221,0,-1,2021-08-19.22:07:32
er-1m-8m,1000000,8000000,1,2,1144.142050,100000,0,378.188528,38914,54832,659732,0,-1,2021-08-19.22:07:55
livej,4847571,68993773,1,2,5190.775540,100000,0,1032.999220,113989,141949,11238405,0,-1,2021-08-19.22:09:03
patent,6009555,16518948,1,2,3689.281979,100000,0,828.367566,107841,158211,2417803,0,-1,2021-08-19.22:09:52
pokec,1632804,30622564,1,2,2194.580792,100000,0,614.822742,86263,126613,6127201,0,-1,2021-08-19.22:10:28
rmat-1m-8m,999760,7810950,1,2,603.649080,100000,0,477.054202,100270,120642,30958243,0,-1,2021-08-19.22:10:36
ssca2,1048577,157877986,1,2,1369.215833,100000,0,2448.167136,1586466,1648212,125134526,0,-1,2021-08-19.22:11:58
wiki-links,5710993,130160392,1,2,9460.400898,100000,0,1135.043204,189290,205859,54638829,0,-1,2021-08-19.22:14:52
wikitalk,2394385,5021410,1,2,784.881467,100000,0,692.623522,100556,105612,14224593,0,-1,2021-08-19.22:14:58
wiki_talk_en,2987536,24981163,1,2,1347.879022,100000,0,838.564154,101265,107147,25639390,0,-1,2021-08-19.22:15:18
ba-1m-8m,1000000,7999964,1,3,1097.744015,100000,0,310.554606,21988,166925,1879029,360001,-1,2021-08-19.22:15:25
baidu,2141301,17794839,1,3,1984.009434,100000,0,288.101991,98581,132854,10195691,811693,-1,2021-08-19.22:15:56
dbpedia,3966925,13820853,1,3,2093.683091,100000,0,148.980631,101074,127959,1558016,1113923,-1,2021-08-19.22:16:16
er-1m-8m,1000000,8000000,1,3,1477.500259,100000,0,113.522904,39740,67073,668513,443196,-1,2021-08-19.22:16:28
livej,4847571,68993773,1,3,5667.174611,100000,0,477.763998,113366,159588,11120304,786348,-1,2021-08-19.22:17:30
patent,6009555,16518948,1,3,4000.470656,100000,0,273.901282,106848,183213,2424184,1021328,-1,2021-08-19.22:18:09
pokec,1632804,30622564,1,3,2646.400494,100000,0,279.629891,84652,145888,5964444,702911,-1,2021-08-19.22:18:40
