model,N,M,workers,alg,init-mstime,insert-num,remove-num,mstime,V*,V+,S,relabel,tag,subtag,assert,Insert,Delete,date
wikitalk,-1,-1,8,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,849.49,425.659,2022-09-24.00:32:34
wiki_talk_en,2987536,24981163,8,4,682.474812,100000,0,669.814561,100614,110134,22985510,0,0,5832,-1,-1,-1,2022-09-24.00:32:41
wiki_talk_en,2987536,24981163,8,4,676.204930,0,100000,389.483299,100409,0,20548694,0,0,0,-1,-1,-1,2022-09-24.00:32:48
wiki_talk_en,-1,-1,8,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2766.32,1023.69,2022-09-24.00:33:06
ba-1m-8m,1000000,7999964,16,4,525.214582,100000,0,76.011442,21487,164383,1433705,0,0,89280,-1,-1,-1,2022-09-24.00:33:11
ba-1m-8m,1000000,7999964,16,4,493.822399,0,100000,24.657862,21816,0,147995,0,0,0,-1,-1,-1,2022-09-24.00:33:15
ba-1m-8m,-1,-1,16,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21709.5,263.864,2022-09-24.00:33:51
baidu,2141301,17794839,16,4,1499.709021,100000,0,146.979322,97716,130793,6204685,9,9,20645,-1,-1,-1,2022-09-24.00:34:22
baidu,2141301,17794839,16,4,1491.216132,0,100000,86.667640,94131,0,3434398,0,0,0,-1,-1,-1,2022-09-24.00:34:51
baidu,-1,-1,16,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,850.054,519.448,2022-09-24.00:35:24
dbpedia,3966925,13820853,16,4,1939.472399,100000,0,106.348671,97901,124766,1332345,13,13,16575,-1,-1,-1,2022-09-24.00:35:44
dbpedia,3966925,13820853,16,4,1923.465348,0,100000,528.272145,100793,0,906637,0,0,0,-1,-1,-1,2022-09-24.00:36:04
dbpedia,-1,-1,16,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,823.372,403.135,2022-09-24.00:36:34
er-1m-8m,1000000,8000000,16,4,807.598328,100000,0,30.753646,38173,64422,526855,0,0,15193,-1,-1,-1,2022-09-24.00:36:46
er-1m-8m,1000000,8000000,16,4,829.394654,0,100000,20.472563,33246,0,312819,0,0,0,-1,-1,-1,2022-09-24.00:36:57
er-1m-8m,-1,-1,16,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2169.6,199.717,2022-09-24.00:37:13
livej,4847571,68993773,16,4,4918.196884,100000,0,169.922607,113662,159149,6449822,5,5,27910,-1,-1,-1,2022-09-24.00:38:18
livej,4847571,68993773,16,4,4855.505692,0,100000,81.256307,104215,0,4095000,0,0,0,-1,-1,-1,2022-09-24.00:39:19
livej,-1,-1,16,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,507.41,522.637,2022-09-24.00:40:56
patent,6009555,16518948,16,4,3633.725414,100000,0,89.124930,103727,179370,1793896,26,28,50871,-1,-1,-1,2022-09-24.00:41:40
patent,6009555,16518948,16,4,3623.795131,0,100000,40.748757,94363,0,1075982,0,0,0,-1,-1,-1,2022-09-24.00:42:21
patent,-1,-1,16,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1236.49,333.355,2022-09-24.00:43:06
pokec,1632804,30622564,16,4,1595.439094,100000,0,92.549187,83887,144670,3758569,26,29,40005,-1,-1,-1,2022-09-24.00:43:37
pokec,1632804,30622564,16,4,1583.701136,0,100000,46.994460,75277,0,1760176,0,0,0,-1,-1,-1,2022-09-24.00:44:06
pokec,-1,-1,16,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1874.67,420.425,2022-09-24.00:44:54
rmat-1m-8m,999760,7810950,16,4,437.460652,100000,0,299.901395,99957,132973,18190920,4,4,20241,-1,-1,-1,2022-09-24.00:44:57
rmat-1m-8m,999760,7810950,16,4,437.703475,0,100000,150.598254,95532,0,14851648,0,0,0,-1,-1,-1,2022-09-24.00:45:01
rmat-1m-8m,-1,-1,16,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2855.93,1205.24,2022-09-24.00:45:15
roadNetCA,1971281,5533214,16,4,825.560335,100000,0,72.872709,48816,250282,539533,123,132,146239,-1,-1,-1,2022-09-24.00:45:19
roadNetCA,1971281,5533214,16,4,835.678484,0,100000,33.172965,59516,0,95454,0,0,0,-1,-1,-1,2022-09-24.00:45:23
roadNetCA,-1,-1,16,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,373.085,125.084,2022-09-24.00:45:30
wiki-links,5710993,130160392,16,4,8880.403909,100000,0,991.869095,187506,217434,38498183,59,67,18649,-1,-1,-1,2022-09-24.00:48:12
wiki-links,5710993,130160392,16,4,8857.213141,0,100000,493.753448,179347,0,35887743,0,0,0,-1,-1,-1,2022-09-24.00:50:46
wiki-links,-1,-1,16,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,708.368,849.81,2022-09-24.00:55:12
wikitalk,2394385,5021410,16,4,381.986288,100000,0,350.889456,100118,108807,12127681,0,0,5386,-1,-1,-1,2022-09-24.00:55:16
wikitalk,2394385,5021410,16,4,377.195149,0,100000,167.576221,99068,0,10465291,0,0,0,-1,-1,-1,2022-09-24.00:55:19
wikitalk,-1,-1,16,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,762.968,464.106,2022-09-24.00:55:27
wiki_talk_en,2987536,24981163,16,4,698.967440,100000,0,683.417814,100789,110285,21436480,0,0,5810,-1,-1,-1,2022-09-24.00:55:35
wiki_talk_en,2987536,24981163,16,4,677.820053,0,100000,332.264525,100057,0,20172833,0,0,0,-1,-1,-1,2022-09-24.00:55:42
wiki_talk_en,-1,-1,16,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2746.24,1094.41,2022-09-24.00:56:00
ba-1m-8m,1000000,7999964,32,4,525.998058,100000,0,81.911063,21469,163238,1181673,0,0,89274,-1,-1,-1,2022-09-24.00:56:06
ba-1m-8m,1000000,7999964,32,4,503.270376,0,100000,28.791926,21816,0,148447,0,0,0,-1,-1,-1,2022-09-24.00:56:09
ba-1m-8m,-1,-1,32,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22467.6,264.256,2022-09-24.00:56:47
baidu,2141301,17794839,32,4,1505.724193,100000,0,189.276519,97713,130519,5207666,12,12,20643,-1,-1,-1,2022-09-24.00:57:17
baidu,2141301,17794839,32,4,1496.800075,0,100000,80.773339,93000,0,2495385,0,0,0,-1,-1,-1,2022-09-24.00:57:47
baidu,-1,-1,32,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,823.298,508.76,2022-09-24.00:58:19
dbpedia,3966925,13820853,32,4,1955.858399,100000,0,146.376539,98356,125128,1274907,14,16,16548,-1,-1,-1,2022-09-24.00:58:39
dbpedia,3966925,13820853,32,4,1934.829752,0,100000,548.786910,100795,0,906860,0,0,0,-1,-1,-1,2022-09-24.00:58:59
dbpedia,-1,-1,32,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,831.698,376.183,2022-09-24.00:59:29
er-1m-8m,1000000,8000000,32,4,813.464219,100000,0,34.841840,38206,64223,460419,0,0,15259,-1,-1,-1,2022-09-24.00:59:42
er-1m-8m,1000000,8000000,32,4,794.067004,0,100000,20.492993,33120,0,298995,0,0,0,-1,-1,-1,2022-09-24.00:59:52
er-1m-8m,-1,-1,32,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2159.64,198.073,2022-09-24.01:00:09
livej,4847571,68993773,32,4,4876.134589,100000,0,210.262422,113716,159220,5364003,5,5,27988,-1,-1,-1,2022-09-24.01:01:14
livej,4847571,68993773,32,4,4867.998160,0,100000,79.235309,101375,0,3464161,0,0,0,-1,-1,-1,2022-09-24.01:02:15
livej,-1,-1,32,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,498.441,502.756,2022-09-24.01:03:53
patent,6009555,16518948,32,4,3617.043472,100000,0,123.896002,104087,179383,1555070,28,30,50998,-1,-1,-1,2022-09-24.01:04:37
patent,6009555,16518948,32,4,3628.095281,0,100000,54.103784,95950,0,819793,0,0,0,-1,-1,-1,2022-09-24.01:05:18
patent,-1,-1,32,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1254.32,316.053,2022-09-24.01:06:04
pokec,1632804,30622564,32,4,1619.961033,100000,0,101.630914,83927,143964,3038339,23,24,39453,-1,-1,-1,2022-09-24.01:06:35
pokec,1632804,30622564,32,4,1598.757543,0,100000,45.995637,72807,0,1330315,0,0,0,-1,-1,-1,2022-09-24.01:07:04
pokec,-1,-1,32,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1870.89,391.798,2022-09-24.01:07:51
rmat-1m-8m,999760,7810950,32,4,436.943543,100000,0,319.939153,100006,133210,15109332,6,6,20292,-1,-1,-1,2022-09-24.01:07:55
rmat-1m-8m,999760,7810950,32,4,437.780427,0,100000,151.003739,94340,0,12728724,0,0,0,-1,-1,-1,2022-09-24.01:07:59
rmat-1m-8m,-1,-1,32,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2840.52,1185.38,2022-09-24.01:08:13
roadNetCA,1971281,5533214,32,4,842.882852,100000,0,76.500966,47060,248128,482556,124,132,146172,-1,-1,-1,2022-09-24.01:08:17
roadNetCA,1971281,5533214,32,4,807.372138,0,100000,38.042309,59802,0,95783,0,0,0,-1,-1,-1,2022-09-24.01:08:21
roadNetCA,-1,-1,32,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,410.441,119.684,2022-09-24.01:08:28
wiki-links,5710993,130160392,32,4,8912.722842,100000,0,1082.104208,187479,216998,34366109,55,62,18380,-1,-1,-1,2022-09-24.01:11:11
wiki-links,5710993,130160392,32,4,8886.705160,0,100000,460.191525,172320,0,28507916,0,0,0,-1,-1,-1,2022-09-24.01:13:45
wiki-links,-1,-1,32,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,675.154,892.39,2022-09-24.01:18:12
wikitalk,2394385,5021410,32,4,383.189584,100000,0,402.425309,100159,108679,11569377,0,0,5338,-1,-1,-1,2022-09-24.01:18:16
wikitalk,2394385,5021410,32,4,377.872221,0,100000,148.910391,98305,0,9954789,0,0,0,-1,-1,-1,2022-09-24.01:18:19
wikitalk,-1,-1,32,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,790.482,450.886,2022-09-24.01:18:27
wiki_talk_en,2987536,24981163,32,4,700.782440,100000,0,759.178993,100809,110217,21113517,0,0,5811,-1,-1,-1,2022-09-24.01:18:35
wiki_talk_en,2987536,24981163,32,4,684.963627,0,100000,286.217335,99692,0,19726639,0,0,0,-1,-1,-1,2022-09-24.01:18:42
wiki_talk_en,-1,-1,32,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2811.09,1057.24,2022-09-24.01:19:00
ba-1m-8m,1000000,7999964,64,4,531.866120,100000,0,97.279250,21414,160007,958304,0,0,89227,-1,-1,-1,2022-09-24.01:19:06
ba-1m-8m,1000000,7999964,64,4,505.101961,0,100000,35.834319,21837,0,148827,0,0,0,-1,-1,-1,2022-09-24.01:19:10
ba-1m-8m,-1,-1,64,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22085.2,265.3,2022-09-24.01:19:47
baidu,2141301,17794839,64,4,1519.271863,100000,0,266.236635,97929,130464,4643757,10,12,20727,-1,-1,-1,2022-09-24.01:20:18
baidu,2141301,17794839,64,4,1509.490147,0,100000,99.583875,93300,0,2128954,0,0,0,-1,-1,-1,2022-09-24.01:20:47
baidu,-1,-1,64,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,865.644,487.455,2022-09-24.01:21:20
dbpedia,3966925,13820853,64,4,1972.370313,100000,0,223.472485,98860,125483,1300955,15,16,16557,-1,-1,-1,2022-09-24.01:21:41
dbpedia,3966925,13820853,64,4,1951.023816,0,100000,591.098995,100750,0,906522,0,0,0,-1,-1,-1,2022-09-24.01:22:01
dbpedia,-1,-1,64,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,863.873,362.631,2022-09-24.01:22:31
er-1m-8m,1000000,8000000,64,4,814.029832,100000,0,55.668718,38027,63588,404781,0,0,15245,-1,-1,-1,2022-09-24.01:22:44
er-1m-8m,1000000,8000000,64,4,812.101271,0,100000,25.993016,31063,0,234972,0,0,0,-1,-1,-1,2022-09-24.01:22:54
er-1m-8m,-1,-1,64,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2190.09,206.949,2022-09-24.01:23:11
livej,4847571,68993773,64,4,4891.533032,100000,0,307.872089,113848,158856,4527186,5,5,27754,-1,-1,-1,2022-09-24.01:24:17
livej,4847571,68993773,64,4,4892.625332,0,100000,99.189035,98280,0,2531861,0,0,0,-1,-1,-1,2022-09-24.01:25:19
livej,-1,-1,64,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,483.403,455.292,2022-09-24.01:26:55
patent,6009555,16518948,64,4,3647.464807,100000,0,254.369178,104908,177214,1492555,25,27,50801,-1,-1,-1,2022-09-24.01:27:40
patent,6009555,16518948,64,4,3628.404782,0,100000,58.546057,96959,0,700753,0,0,0,-1,-1,-1,2022-09-24.01:28:22
patent,-1,-1,64,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1256.83,278.44,2022-09-24.01:29:07
pokec,1632804,30622564,64,4,1606.722026,100000,0,147.834856,84379,143842,2665714,25,26,39411,-1,-1,-1,2022-09-24.01:29:39
pokec,1632804,30622564,64,4,1610.890348,0,100000,56.109975,72815,0,1299147,0,0,0,-1,-1,-1,2022-09-24.01:30:08
pokec,-1,-1,64,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1855.65,400.823,2022-09-24.01:30:56
rmat-1m-8m,999760,7810950,64,4,438.476397,100000,0,392.351191,100080,133690,14608956,6,6,20666,-1,-1,-1,2022-09-24.01:31:00
rmat-1m-8m,999760,7810950,64,4,438.560841,0,100000,184.930705,93658,0,12579260,0,0,0,-1,-1,-1,2022-09-24.01:31:03
rmat-1m-8m,-1,-1,64,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2767.24,1124.03,2022-09-24.01:31:17
roadNetCA,1971281,5533214,64,4,833.936726,100000,0,85.541064,47639,249841,510898,115,120,145953,-1,-1,-1,2022-09-24.01:31:22
roadNetCA,1971281,5533214,64,4,825.734694,0,100000,46.560945,59981,0,95643,0,0,0,-1,-1,-1,2022-09-24.01:31:26
roadNetCA,-1,-1,64,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,416.103,122.848,2022-09-24.01:31:33
wiki-links,5710993,130160392,64,4,8886.214190,100000,0,1306.227270,187492,216439,29685354,49,53,17855,-1,-1,-1,2022-09-24.01:34:17
wiki-links,5710993,130160392,64,4,8866.479971,0,100000,544.433949,163065,0,24663750,0,0,0,-1,-1,-1,2022-09-24.01:36:52
wiki-links,-1,-1,64,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,675.488,907.523,2022-09-24.01:41:20
wikitalk,2394385,5021410,64,4,385.617884,100000,0,515.268348,100242,108478,11328612,0,0,5175,-1,-1,-1,2022-09-24.01:41:24
wikitalk,2394385,5021410,64,4,378.275259,0,100000,162.851009,98370,0,9942559,0,0,0,-1,-1,-1,2022-09-24.01:41:27
wikitalk,-1,-1,64,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,837.325,441.236,2022-09-24.01:41:35
wiki_talk_en,2987536,24981163,64,4,700.982082,100000,0,901.894006,100882,110122,20480288,0,0,5742,-1,-1,-1,2022-09-24.01:41:44
wiki_talk_en,2987536,24981163,64,4,682.108338,0,100000,308.054497,99518,0,18423350,0,0,0,-1,-1,-1,2022-09-24.01:41:51
wiki_talk_en,-1,-1,64,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2821.49,1017.85,2022-09-24.01:42:09
ba-1m-8m,1000000,7999964,0,4,533.599221,100000,0,412.755604,22035,166225,1855695,0,0,89354,-1,-1,-1,2022-09-24.01:42:15
ba-1m-8m,1000000,7999964,0,4,502.548705,0,100000,72.046727,22035,0,154493,0,0,0,-1,-1,-1,2022-09-24.01:42:18
ba-1m-8m,-1,-1,0,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20086.6,239.219,2022-09-24.01:42:53
baidu,2141301,17794839,0,4,1517.838009,100000,0,535.690565,98204,131683,9720031,4,4,20732,-1,-1,-1,2022-09-24.01:43:24
baidu,2141301,17794839,0,4,1518.738087,0,100000,436.282351,98204,0,5854018,0,0,0,-1,-1,-1,2022-09-24.01:43:54
baidu,-1,-1,0,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,992.306,361.49,2022-09-24.01:44:26
dbpedia,3966925,13820853,0,4,1955.411213,100000,0,222.841760,100897,127788,1688737,15,15,16609,-1,-1,-1,2022-09-24.01:44:46
dbpedia,3966925,13820853,0,4,1953.632292,0,100000,944.378372,100897,0,907823,0,0,0,-1,-1,-1,2022-09-24.01:45:06
dbpedia,-1,-1,0,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1247.71,327.384,2022-09-24.01:45:36
er-1m-8m,1000000,8000000,0,4,798.914291,100000,0,117.346269,39067,65652,652680,0,0,15246,-1,-1,-1,2022-09-24.01:45:49
er-1m-8m,1000000,8000000,0,4,806.001755,0,100000,86.018983,39067,0,429513,0,0,0,-1,-1,-1,2022-09-24.01:45:59
er-1m-8m,-1,-1,0,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1942.47,186.596,2022-09-24.01:46:16
livej,4847571,68993773,0,4,4892.066034,100000,0,542.345896,114343,160115,11611733,6,6,27945,-1,-1,-1,2022-09-24.01:47:20
livej,4847571,68993773,0,4,4867.520613,0,100000,302.741761,114343,0,8810609,0,0,0,-1,-1,-1,2022-09-24.01:48:21
livej,-1,-1,0,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1934.86,385.496,2022-09-24.01:50:00
patent,6009555,16518948,0,4,3607.640631,100000,0,328.059106,105994,181783,2412847,26,28,50757,-1,-1,-1,2022-09-24.01:50:43
patent,6009555,16518948,0,4,3626.415389,0,100000,151.353860,105994,0,1491313,0,0,0,-1,-1,-1,2022-09-24.01:51:25
patent,-1,-1,0,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3597.37,295.658,2022-09-24.01:52:12
pokec,1632804,30622564,0,4,1626.102315,100000,0,437.681641,85001,146159,5823693,31,33,40189,-1,-1,-1,2022-09-24.01:52:43
pokec,1632804,30622564,0,4,1613.913490,0,100000,202.947403,85001,0,3240928,0,0,0,-1,-1,-1,2022-09-24.01:53:12
pokec,-1,-1,0,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2606.17,324.021,2022-09-24.01:54:00
rmat-1m-8m,999760,7810950,0,4,436.529138,100000,0,713.077008,100572,133889,31016617,10,10,20284,-1,-1,-1,2022-09-24.01:54:05
rmat-1m-8m,999760,7810950,0,4,436.877108,0,100000,681.412466,100572,0,22740887,0,0,0,-1,-1,-1,2022-09-24.01:54:09
rmat-1m-8m,-1,-1,0,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1960.61,736.032,2022-09-24.01:54:21
roadNetCA,1971281,5533214,0,4,816.007512,100000,0,175.708664,61534,256362,629634,121,136,146075,-1,-1,-1,2022-09-24.01:54:25
roadNetCA,1971281,5533214,0,4,813.764456,0,100000,48.666090,61534,0,96576,0,0,0,-1,-1,-1,2022-09-24.01:54:29
roadNetCA,-1,-1,0,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,348.867,110.358,2022-09-24.01:54:36
wiki-links,5710993,130160392,0,4,8902.647803,100000,0,2307.628687,187714,217566,63776843,58,63,18535,-1,-1,-1,2022-09-24.01:57:19
wiki-links,5710993,130160392,0,4,8891.607252,0,100000,1914.495684,187714,0,56223559,0,0,0,-1,-1,-1,2022-09-24.01:59:55
wiki-links,-1,-1,0,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3043.77,1051.98,2022-09-24.02:04:25
wikitalk,2394385,5021410,0,4,384.810576,100000,0,633.463457,100643,109450,14645967,3,3,5363,-1,-1,-1,2022-09-24.02:04:29
wikitalk,2394385,5021410,0,4,381.681893,0,100000,742.723564,100643,0,11054790,0,0,0,-1,-1,-1,2022-09-24.02:04:32
wikitalk,-1,-1,0,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,868.287,356.101,2022-09-24.02:04:40
wiki_talk_en,2987536,24981163,0,4,681.952400,100000,0,1047.869575,101184,110831,25857504,1,1,5859,-1,-1,-1,2022-09-24.02:04:48
wiki_talk_en,2987536,24981163,0,4,674.851480,0,100000,1443.215945,101184,0,21311531,0,0,0,-1,-1,-1,2022-09-24.02:04:56
wiki_talk_en,-1,-1,0,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2209.38,823.078,2022-09-24.02:05:13
ba-1m-8m,1000000,7999964,1,4,526.663737,100000,0,402.918485,22035,166225,1855695,0,0,89354,-1,-1,-1,2022-09-24.02:05:19
ba-1m-8m,1000000,7999964,1,4,496.786567,0,100000,73.128695,22035,0,154493,0,0,0,-1,-1,-1,2022-09-24.02:05:22
ba-1m-8m,-1,-1,1,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20003.1,237.396,2022-09-24.02:05:57
baidu,2141301,17794839,1,4,1493.994679,100000,0,528.743043,98204,131683,9720031,4,4,20732,-1,-1,-1,2022-09-24.02:06:28
baidu,2141301,17794839,1,4,1488.768845,0,100000,435.888159,98204,0,5854018,0,0,0,-1,-1,-1,2022-09-24.02:06:57
baidu,-1,-1,1,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1011.83,369.352,2022-09-24.02:07:30
dbpedia,3966925,13820853,1,4,1931.442572,100000,0,219.851980,100897,127788,1688737,15,15,16609,-1,-1,-1,2022-09-24.02:07:50
dbpedia,3966925,13820853,1,4,1917.999986,0,100000,946.034285,100897,0,907823,0,0,0,-1,-1,-1,2022-09-24.02:08:09
dbpedia,-1,-1,1,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1241.06,326.579,2022-09-24.02:08:40
er-1m-8m,1000000,8000000,1,4,776.993856,100000,0,117.752431,39067,65652,652680,0,0,15246,-1,-1,-1,2022-09-24.02:08:52
er-1m-8m,1000000,8000000,1,4,796.611586,0,100000,86.832452,39067,0,429513,0,0,0,-1,-1,-1,2022-09-24.02:09:02
er-1m-8m,-1,-1,1,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1973.86,194.616,2022-09-24.02:09:19
livej,4847571,68993773,1,4,4852.616669,100000,0,540.521911,114343,160115,11611733,6,6,27945,-1,-1,-1,2022-09-24.02:10:23
livej,4847571,68993773,1,4,4856.825086,0,100000,302.036746,114343,0,8810609,0,0,0,-1,-1,-1,2022-09-24.02:11:24
livej,-1,-1,1,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1942.78,386.167,2022-09-24.02:13:03
patent,6009555,16518948,1,4,3615.577219,100000,0,327.733888,105994,181783,2412847,26,28,50757,-1,-1,-1,2022-09-24.02:13:46
patent,6009555,16518948,1,4,3618.011783,0,100000,152.173656,105994,0,1491313,0,0,0,-1,-1,-1,2022-09-24.02:14:28
patent,-1,-1,1,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3624.19,296.854,2022-09-24.02:15:15
pokec,1632804,30622564,1,4,1611.672085,100000,0,433.538780,85001,146159,5823693,31,33,40189,-1,-1,-1,2022-09-24.02:15:46
pokec,1632804,30622564,1,4,1614.588049,0,100000,203.280517,85001,0,3240928,0,0,0,-1,-1,-1,2022-09-24.02:16:15
pokec,-1,-1,1,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2632.39,328.177,2022-09-24.02:17:03
rmat-1m-8m,999760,7810950,1,4,433.254468,100000,0,717.151985,100572,133889,31016617,10,10,20284,-1,-1,-1,2022-09-24.02:17:08
rmat-1m-8m,999760,7810950,1,4,435.640581,0,100000,678.668944,100572,0,22740887,0,0,0,-1,-1,-1,2022-09-24.02:17:12
rmat-1m-8m,-1,-1,1,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2006.08,756.865,2022-09-24.02:17:24
roadNetCA,1971281,5533214,1,4,810.867333,100000,0,176.713355,61534,256362,629634,121,136,146075,-1,-1,-1,2022-09-24.02:17:29
roadNetCA,1971281,5533214,1,4,818.456758,0,100000,49.834209,61534,0,96576,0,0,0,-1,-1,-1,2022-09-24.02:17:32
roadNetCA,-1,-1,1,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,359.418,111.31,2022-09-24.02:17:39
wiki-links,5710993,130160392,1,4,8863.892906,100000,0,2291.606887,187714,217566,63776843,58,63,18535,-1,-1,-1,2022-09-24.02:20:22
wiki-links,5710993,130160392,1,4,8889.353422,0,100000,1896.376112,187714,0,56223559,0,0,0,-1,-1,-1,2022-09-24.02:22:58
wiki-links,-1,-1,1,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3100.44,1063.81,2022-09-24.02:27:29
wikitalk,2394385,5021410,1,4,385.298830,100000,0,635.616428,100643,109450,14645967,3,3,5363,-1,-1,-1,2022-09-24.02:27:32
wikitalk,2394385,5021410,1,4,382.599069,0,100000,741.148596,100643,0,11054790,0,0,0,-1,-1,-1,2022-09-24.02:27:36
wikitalk,-1,-1,1,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,843.603,349.076,2022-09-24.02:27:44
wiki_talk_en,2987536,24981163,1,4,682.175490,100000,0,1047.566788,101184,110831,25857504,1,1,5859,-1,-1,-1,2022-09-24.02:27:52
wiki_talk_en,2987536,24981163,1,4,680.290026,0,100000,1442.066486,101184,0,21311531,0,0,0,-1,-1,-1,2022-09-24.02:28:00
wiki_talk_en,-1,-1,1,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2308.24,838.549,2022-09-24.02:28:17
ba-1m-8m,1000000,7999964,2,4,516.657101,100000,0,220.649158,22023,165990,1837935,0,0,89345,-1,-1,-1,2022-09-24.02:28:22
ba-1m-8m,1000000,7999964,2,4,497.012825,0,100000,40.751211,22017,0,153337,0,0,0,-1,-1,-1,2022-09-24.02:28:26
ba-1m-8m,-1,-1,2,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20206.2,228.961,2022-09-24.02:29:00
baidu,2141301,17794839,2,4,1496.961463,100000,0,288.344972,98102,131540,9514822,4,4,20735,-1,-1,-1,2022-09-24.02:29:31
baidu,2141301,17794839,2,4,1490.720526,0,100000,234.414438,98116,0,5753930,0,0,0,-1,-1,-1,2022-09-24.02:30:01
baidu,-1,-1,2,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,815.984,309.976,2022-09-24.02:30:32
dbpedia,3966925,13820853,2,4,1930.899528,100000,0,139.183096,100579,127386,1664607,15,15,16584,-1,-1,-1,2022-09-24.02:30:52
dbpedia,3966925,13820853,2,4,1914.504193,0,100000,597.545528,100877,0,905443,0,0,0,-1,-1,-1,2022-09-24.02:31:12
dbpedia,-1,-1,2,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,920.845,286.688,2022-09-24.02:31:42
er-1m-8m,1000000,8000000,2,4,776.373984,100000,0,69.478498,38980,65481,644800,0,0,15236,-1,-1,-1,2022-09-24.02:31:54
er-1m-8m,1000000,8000000,2,4,794.218359,0,100000,48.842076,38985,0,423351,0,0,0,-1,-1,-1,2022-09-24.02:32:04
