model,N,M,workers,alg,init-mstime,insert-num,remove-num,mstime,V*,V+,S,relabel,tag,subtag,assert,Insert,Delete,date
wiki-links,5710993,130160392,1,4,8869.295279,100000,0,2293.667620,187714,217566,63776843,58,63,18535,-1,-1,-1,2022-09-24.14:35:08
wiki-links,5710993,130160392,1,4,8871.538885,0,100000,1900.542147,187714,0,56223559,0,0,0,-1,-1,-1,2022-09-24.14:37:43
wiki-links,-1,-1,1,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3140.85,1063.84,2022-09-24.14:42:14
wikitalk,2394385,5021410,1,4,386.565686,100000,0,635.288610,100643,109450,14645967,3,3,5363,-1,-1,-1,2022-09-24.14:42:17
wikitalk,2394385,5021410,1,4,382.203880,0,100000,741.813737,100643,0,11054790,0,0,0,-1,-1,-1,2022-09-24.14:42:21
wikitalk,-1,-1,1,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,869.608,353.74,2022-09-24.14:42:29
wiki_talk_en,2987536,24981163,1,4,676.798883,100000,0,1045.978858,101184,110831,25857504,1,1,5859,-1,-1,-1,2022-09-24.14:42:37
wiki_talk_en,2987536,24981163,1,4,679.339608,0,100000,1440.759014,101184,0,21311531,0,0,0,-1,-1,-1,2022-09-24.14:42:45
wiki_talk_en,-1,-1,1,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2345.04,834.576,2022-09-24.14:43:02
ba-1m-8m,1000000,7999964,2,4,519.050731,100000,0,219.506107,22054,165978,1837795,0,0,89328,-1,-1,-1,2022-09-24.14:43:07
ba-1m-8m,1000000,7999964,2,4,493.250559,0,100000,38.527708,22008,0,153497,0,0,0,-1,-1,-1,2022-09-24.14:43:11
ba-1m-8m,-1,-1,2,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19825.4,232.605,2022-09-24.14:43:45
baidu,2141301,17794839,2,4,1496.307667,100000,0,293.010156,98105,131538,9495690,4,4,20723,-1,-1,-1,2022-09-24.14:44:16
baidu,2141301,17794839,2,4,1493.138164,0,100000,230.662426,98103,0,5760196,0,0,0,-1,-1,-1,2022-09-24.14:44:45
baidu,-1,-1,2,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,798.65,301.63,2022-09-24.14:45:17
dbpedia,3966925,13820853,2,4,1927.020743,100000,0,139.858883,100601,127393,1666446,15,15,16601,-1,-1,-1,2022-09-24.14:45:37
dbpedia,3966925,13820853,2,4,1914.713415,0,100000,598.002396,100879,0,905548,0,0,0,-1,-1,-1,2022-09-24.14:45:57
dbpedia,-1,-1,2,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,928.799,289.507,2022-09-24.14:46:27
er-1m-8m,1000000,8000000,2,4,790.477768,100000,0,64.289394,38997,65507,646557,0,0,15238,-1,-1,-1,2022-09-24.14:46:39
er-1m-8m,1000000,8000000,2,4,791.964231,0,100000,46.334456,38968,0,424614,0,0,0,-1,-1,-1,2022-09-24.14:46:49
er-1m-8m,-1,-1,2,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1950.72,190.298,2022-09-24.14:47:05
livej,4847571,68993773,2,4,4878.240988,100000,0,296.360800,114232,160003,11300084,6,6,27981,-1,-1,-1,2022-09-24.14:48:10
livej,4847571,68993773,2,4,4857.888904,0,100000,162.435395,114149,0,8555631,0,0,0,-1,-1,-1,2022-09-24.14:49:11
livej,-1,-1,2,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1146.24,283.792,2022-09-24.14:50:48
patent,6009555,16518948,2,4,3596.069855,100000,0,182.704661,105783,181471,2382222,25,27,50788,-1,-1,-1,2022-09-24.14:51:31
patent,6009555,16518948,2,4,3626.421608,0,100000,81.809908,105672,0,1468571,0,0,0,-1,-1,-1,2022-09-24.14:52:13
patent,-1,-1,2,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2074.23,226.593,2022-09-24.14:52:58
pokec,1632804,30622564,2,4,1612.360512,100000,0,232.383679,84923,145976,5723529,30,32,40156,-1,-1,-1,2022-09-24.14:53:29
pokec,1632804,30622564,2,4,1600.651722,0,100000,107.828745,84819,0,3186080,0,0,0,-1,-1,-1,2022-09-24.14:53:58
pokec,-1,-1,2,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2188.39,262.745,2022-09-24.14:54:46
rmat-1m-8m,999760,7810950,2,4,433.500163,100000,0,450.412979,100481,133759,30110227,10,10,20294,-1,-1,-1,2022-09-24.14:54:50
rmat-1m-8m,999760,7810950,2,4,436.787667,0,100000,375.243339,100466,0,22317315,0,0,0,-1,-1,-1,2022-09-24.14:54:53
rmat-1m-8m,-1,-1,2,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2188.81,759.289,2022-09-24.14:55:06
roadNetCA,1971281,5533214,2,4,812.280557,100000,0,103.947019,60937,255390,624128,122,137,146093,-1,-1,-1,2022-09-24.14:55:10
roadNetCA,1971281,5533214,2,4,811.538937,0,100000,30.409294,61214,0,96133,0,0,0,-1,-1,-1,2022-09-24.14:55:14
roadNetCA,-1,-1,2,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,367.894,115.964,2022-09-24.14:55:21
wiki-links,5710993,130160392,2,4,8834.423375,100000,0,1473.438888,187658,217241,61001803,55,60,18280,-1,-1,-1,2022-09-24.14:58:03
wiki-links,5710993,130160392,2,4,8854.402568,0,100000,1081.798379,187563,0,54608351,0,0,0,-1,-1,-1,2022-09-24.15:00:37
wiki-links,-1,-1,2,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1788.93,743.102,2022-09-24.15:05:05
wikitalk,2394385,5021410,2,4,385.234637,100000,0,450.083541,100471,109317,14488408,4,4,5412,-1,-1,-1,2022-09-24.15:05:09
wikitalk,2394385,5021410,2,4,378.850478,0,100000,406.415888,100560,0,10986897,0,0,0,-1,-1,-1,2022-09-24.15:05:12
wikitalk,-1,-1,2,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,914.075,381.486,2022-09-24.15:05:20
wiki_talk_en,2987536,24981163,2,4,677.342922,100000,0,794.874547,101032,110665,25412334,1,1,5858,-1,-1,-1,2022-09-24.15:05:28
wiki_talk_en,2987536,24981163,2,4,679.865855,0,100000,812.606637,101142,0,21238352,0,0,0,-1,-1,-1,2022-09-24.15:05:35
wiki_talk_en,-1,-1,2,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2439.79,880.36,2022-09-24.15:05:52
ba-1m-8m,1000000,7999964,4,4,524.370479,100000,0,124.962376,21916,165666,1805650,0,0,89342,-1,-1,-1,2022-09-24.15:05:58
ba-1m-8m,1000000,7999964,4,4,495.048328,0,100000,22.824187,21969,0,151105,0,0,0,-1,-1,-1,2022-09-24.15:06:01
ba-1m-8m,-1,-1,4,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21951.8,253.633,2022-09-24.15:06:38
baidu,2141301,17794839,4,4,1495.892914,100000,0,173.678505,97957,131421,8947056,7,8,20818,-1,-1,-1,2022-09-24.15:07:09
baidu,2141301,17794839,4,4,1482.902227,0,100000,130.079493,97936,0,5403764,0,0,0,-1,-1,-1,2022-09-24.15:07:38
baidu,-1,-1,4,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,775.31,336.658,2022-09-24.15:08:10
dbpedia,3966925,13820853,4,4,1931.226611,100000,0,101.730001,100241,127043,1600571,15,15,16604,-1,-1,-1,2022-09-24.15:08:30
dbpedia,3966925,13820853,4,4,1907.209715,0,100000,524.372062,100861,0,906738,0,0,0,-1,-1,-1,2022-09-24.15:08:49
dbpedia,-1,-1,4,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,799.797,301.942,2022-09-24.15:09:19
er-1m-8m,1000000,8000000,4,4,783.923515,100000,0,42.476406,38773,65202,626195,0,0,15237,-1,-1,-1,2022-09-24.15:09:31
er-1m-8m,1000000,8000000,4,4,798.738168,0,100000,25.084319,38700,0,417806,0,0,0,-1,-1,-1,2022-09-24.15:09:41
er-1m-8m,-1,-1,4,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2111.92,200.793,2022-09-24.15:09:58
livej,4847571,68993773,4,4,4900.088003,100000,0,181.160609,114067,159825,10465223,6,6,28001,-1,-1,-1,2022-09-24.15:11:02
livej,4847571,68993773,4,4,4853.387881,0,100000,89.333009,113600,0,7938733,0,0,0,-1,-1,-1,2022-09-24.15:12:03
livej,-1,-1,4,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,764.588,253.014,2022-09-24.15:13:40
patent,6009555,16518948,4,4,3597.799498,100000,0,103.755695,105356,181136,2324495,27,29,50925,-1,-1,-1,2022-09-24.15:14:24
patent,6009555,16518948,4,4,3631.926346,0,100000,51.375217,103880,0,1385471,0,0,0,-1,-1,-1,2022-09-24.15:15:05
patent,-1,-1,4,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1392.37,209.654,2022-09-24.15:15:50
pokec,1632804,30622564,4,4,1600.188222,100000,0,133.522996,84724,145670,5449985,29,33,40139,-1,-1,-1,2022-09-24.15:16:21
pokec,1632804,30622564,4,4,1624.362536,0,100000,63.641585,84221,0,2981678,0,0,0,-1,-1,-1,2022-09-24.15:16:50
pokec,-1,-1,4,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1951.39,245.006,2022-09-24.15:17:37
rmat-1m-8m,999760,7810950,4,4,433.872698,100000,0,325.598789,100392,133677,28088350,6,6,20329,-1,-1,-1,2022-09-24.15:17:41
rmat-1m-8m,999760,7810950,4,4,435.714643,0,100000,219.413715,100313,0,21234951,0,0,0,-1,-1,-1,2022-09-24.15:17:44
rmat-1m-8m,-1,-1,4,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2787.51,989.178,2022-09-24.15:17:58
roadNetCA,1971281,5533214,4,4,815.272464,100000,0,67.406559,59115,254575,616104,123,136,146177,-1,-1,-1,2022-09-24.15:18:02
roadNetCA,1971281,5533214,4,4,809.980859,0,100000,18.960100,60267,0,95264,0,0,0,-1,-1,-1,2022-09-24.15:18:06
roadNetCA,-1,-1,4,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,334.49,121.022,2022-09-24.15:18:12
wiki-links,5710993,130160392,4,4,8864.992261,100000,0,1109.455847,187607,218062,57281679,64,69,19148,-1,-1,-1,2022-09-24.15:20:54
wiki-links,5710993,130160392,4,4,8870.048495,0,100000,685.504893,187238,0,51381167,0,0,0,-1,-1,-1,2022-09-24.15:23:27
wiki-links,-1,-1,4,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1131.82,578.786,2022-09-24.15:27:54
wikitalk,2394385,5021410,4,4,384.927411,100000,0,360.664352,100231,109076,14025473,4,4,5424,-1,-1,-1,2022-09-24.15:27:58
wikitalk,2394385,5021410,4,4,380.524557,0,100000,249.299026,100495,0,10850537,0,0,0,-1,-1,-1,2022-09-24.15:28:01
wikitalk,-1,-1,4,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,826.936,372.397,2022-09-24.15:28:09
wiki_talk_en,2987536,24981163,4,4,680.193695,100000,0,678.519053,100821,110448,24573879,0,0,5851,-1,-1,-1,2022-09-24.15:28:16
wiki_talk_en,2987536,24981163,4,4,678.287853,0,100000,492.372087,101091,0,21032523,0,0,0,-1,-1,-1,2022-09-24.15:28:23
wiki_talk_en,-1,-1,4,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2648.74,974.078,2022-09-24.15:28:41
ba-1m-8m,1000000,7999964,8,4,525.457237,100000,0,87.202858,21719,165289,1702297,0,0,89336,-1,-1,-1,2022-09-24.15:28:46
ba-1m-8m,1000000,7999964,8,4,489.660949,0,100000,18.873866,21820,0,147579,0,0,0,-1,-1,-1,2022-09-24.15:28:50
ba-1m-8m,-1,-1,8,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21161.6,256.288,2022-09-24.15:29:26
baidu,2141301,17794839,8,4,1502.522725,100000,0,140.102443,97734,130979,7822137,8,9,20726,-1,-1,-1,2022-09-24.15:29:56
baidu,2141301,17794839,8,4,1481.736742,0,100000,97.521175,95001,0,4611979,0,0,0,-1,-1,-1,2022-09-24.15:30:26
baidu,-1,-1,8,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,841.677,402.912,2022-09-24.15:30:58
dbpedia,3966925,13820853,8,4,1956.996136,100000,0,94.289194,99170,126154,1471248,14,14,16622,-1,-1,-1,2022-09-24.15:31:18
dbpedia,3966925,13820853,8,4,1925.224670,0,100000,534.518778,100838,0,906317,0,0,0,-1,-1,-1,2022-09-24.15:31:38
dbpedia,-1,-1,8,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,813.926,384.296,2022-09-24.15:32:07
er-1m-8m,1000000,8000000,8,4,797.666390,100000,0,33.285678,38508,65011,583988,0,0,15215,-1,-1,-1,2022-09-24.15:32:20
er-1m-8m,1000000,8000000,8,4,786.331274,0,100000,22.155917,35452,0,369225,0,0,0,-1,-1,-1,2022-09-24.15:32:30
er-1m-8m,-1,-1,8,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2171.54,200.398,2022-09-24.15:32:47
livej,4847571,68993773,8,4,4887.959396,100000,0,160.217551,113799,159372,8574815,5,5,27964,-1,-1,-1,2022-09-24.15:33:51
livej,4847571,68993773,8,4,4860.191785,0,100000,75.030724,108191,0,6067353,0,0,0,-1,-1,-1,2022-09-24.15:34:52
livej,-1,-1,8,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,595.629,337.268,2022-09-24.15:36:29
patent,6009555,16518948,8,4,3612.188599,100000,0,87.873333,104494,180526,2105122,27,29,50957,-1,-1,-1,2022-09-24.15:37:13
patent,6009555,16518948,8,4,3620.084555,0,100000,41.124903,96435,0,1231425,0,0,0,-1,-1,-1,2022-09-24.15:37:54
patent,-1,-1,8,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1214.56,288.668,2022-09-24.15:38:39
pokec,1632804,30622564,8,4,1609.710408,100000,0,97.847759,84302,145025,4761656,26,29,39970,-1,-1,-1,2022-09-24.15:39:10
pokec,1632804,30622564,8,4,1589.894472,0,100000,45.697642,77650,0,2662787,0,0,0,-1,-1,-1,2022-09-24.15:39:39
pokec,-1,-1,8,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1863.03,298.716,2022-09-24.15:40:26
rmat-1m-8m,999760,7810950,8,4,435.553864,100000,0,306.921499,100005,133277,23261269,8,8,20492,-1,-1,-1,2022-09-24.15:40:30
rmat-1m-8m,999760,7810950,8,4,438.237210,0,100000,173.603011,96998,0,18857520,0,0,0,-1,-1,-1,2022-09-24.15:40:33
rmat-1m-8m,-1,-1,8,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2980.35,1093.23,2022-09-24.15:40:47
roadNetCA,1971281,5533214,8,4,816.545184,100000,0,60.647255,52909,252262,593768,123,136,146157,-1,-1,-1,2022-09-24.15:40:52
roadNetCA,1971281,5533214,8,4,814.643005,0,100000,23.872711,59487,0,95123,0,0,0,-1,-1,-1,2022-09-24.15:40:56
roadNetCA,-1,-1,8,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,396.774,123.273,2022-09-24.15:41:02
wiki-links,5710993,130160392,8,4,8853.291440,100000,0,1030.702469,187519,217437,47842813,60,65,18646,-1,-1,-1,2022-09-24.15:43:44
wiki-links,5710993,130160392,8,4,8835.636727,0,100000,544.648502,184583,0,43066644,0,0,0,-1,-1,-1,2022-09-24.15:46:18
wiki-links,-1,-1,8,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,856.282,580.836,2022-09-24.15:50:45
wikitalk,2394385,5021410,8,4,386.394540,100000,0,349.028983,99974,108719,13165768,3,4,5441,-1,-1,-1,2022-09-24.15:50:48
wikitalk,2394385,5021410,8,4,378.369685,0,100000,196.696939,99554,0,10660307,0,0,0,-1,-1,-1,2022-09-24.15:50:51
wikitalk,-1,-1,8,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,839.904,418.239,2022-09-24.15:50:59
wiki_talk_en,2987536,24981163,8,4,690.548442,100000,0,674.977165,100664,110204,23026721,0,0,5835,-1,-1,-1,2022-09-24.15:51:07
wiki_talk_en,2987536,24981163,8,4,677.387266,0,100000,381.265443,100356,0,20707573,0,0,0,-1,-1,-1,2022-09-24.15:51:14
wiki_talk_en,-1,-1,8,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2774.82,1032.76,2022-09-24.15:51:32
ba-1m-8m,1000000,7999964,16,4,526.040439,100000,0,78.632441,21463,164475,1448121,0,0,89268,-1,-1,-1,2022-09-24.15:51:38
ba-1m-8m,1000000,7999964,16,4,496.314748,0,100000,24.555041,21797,0,147934,0,0,0,-1,-1,-1,2022-09-24.15:51:41
ba-1m-8m,-1,-1,16,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21644.2,261.353,2022-09-24.15:52:17
baidu,2141301,17794839,16,4,1502.105576,100000,0,148.154433,97701,130700,6162429,8,8,20564,-1,-1,-1,2022-09-24.15:52:48
baidu,2141301,17794839,16,4,1493.857656,0,100000,86.734831,94106,0,3239737,0,0,0,-1,-1,-1,2022-09-24.15:53:18
baidu,-1,-1,16,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,841.506,554.612,2022-09-24.15:53:50
dbpedia,3966925,13820853,16,4,1944.641667,100000,0,99.107211,97902,124868,1310337,13,13,16571,-1,-1,-1,2022-09-24.15:54:10
dbpedia,3966925,13820853,16,4,1931.031703,0,100000,541.677821,100790,0,906497,0,0,0,-1,-1,-1,2022-09-24.15:54:30
dbpedia,-1,-1,16,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,856.326,389.038,2022-09-24.15:55:00
er-1m-8m,1000000,8000000,16,4,802.731473,100000,0,30.974971,38024,64379,522220,0,0,15188,-1,-1,-1,2022-09-24.15:55:12
er-1m-8m,1000000,8000000,16,4,815.921165,0,100000,17.131981,33894,0,334504,0,0,0,-1,-1,-1,2022-09-24.15:55:23
er-1m-8m,-1,-1,16,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2165.05,202.114,2022-09-24.15:55:40
livej,4847571,68993773,16,4,4892.586030,100000,0,166.178054,113601,159202,6620659,6,6,27991,-1,-1,-1,2022-09-24.15:56:44
livej,4847571,68993773,16,4,4870.911253,0,100000,83.241846,104342,0,4197252,0,0,0,-1,-1,-1,2022-09-24.15:57:45
livej,-1,-1,16,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,492.621,524.494,2022-09-24.15:59:22
patent,6009555,16518948,16,4,3619.910852,100000,0,95.861106,103755,179903,1818168,25,27,50916,-1,-1,-1,2022-09-24.16:00:06
patent,6009555,16518948,16,4,3615.997742,0,100000,43.070935,95460,0,1027216,0,0,0,-1,-1,-1,2022-09-24.16:00:47
patent,-1,-1,16,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1217.48,336.688,2022-09-24.16:01:32
pokec,1632804,30622564,16,4,1601.449950,100000,0,87.832386,83945,144617,3789528,27,30,39895,-1,-1,-1,2022-09-24.16:02:03
pokec,1632804,30622564,16,4,1595.876881,0,100000,37.862828,74941,0,2196601,0,0,0,-1,-1,-1,2022-09-24.16:02:32
pokec,-1,-1,16,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1879.42,376.915,2022-09-24.16:03:19
rmat-1m-8m,999760,7810950,16,4,459.340366,100000,0,297.849288,100024,133090,18255395,3,3,20288,-1,-1,-1,2022-09-24.16:03:23
rmat-1m-8m,999760,7810950,16,4,435.824457,0,100000,154.854214,95528,0,15471588,0,0,0,-1,-1,-1,2022-09-24.16:03:27
rmat-1m-8m,-1,-1,16,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2693.48,1183.43,2022-09-24.16:03:41
roadNetCA,1971281,5533214,16,4,826.595610,100000,0,67.881671,48941,249658,540864,125,135,146175,-1,-1,-1,2022-09-24.16:03:45
roadNetCA,1971281,5533214,16,4,826.873571,0,100000,32.525896,59643,0,95429,0,0,0,-1,-1,-1,2022-09-24.16:03:49
roadNetCA,-1,-1,16,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,380.492,125.032,2022-09-24.16:03:55
wiki-links,5710993,130160392,16,4,8850.632973,100000,0,1024.935063,187482,216978,38854754,52,61,18276,-1,-1,-1,2022-09-24.16:06:37
wiki-links,5710993,130160392,16,4,8866.013965,0,100000,483.175628,179111,0,36855248,0,0,0,-1,-1,-1,2022-09-24.16:09:12
wiki-links,-1,-1,16,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,706.926,859.408,2022-09-24.16:13:38
wikitalk,2394385,5021410,16,4,383.494828,100000,0,353.242393,100141,108827,12003424,1,1,5350,-1,-1,-1,2022-09-24.16:13:42
wikitalk,2394385,5021410,16,4,382.463228,0,100000,170.109879,98993,0,10266680,0,0,0,-1,-1,-1,2022-09-24.16:13:45
wikitalk,-1,-1,16,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,819.528,512.439,2022-09-24.16:13:53
wiki_talk_en,2987536,24981163,16,4,703.694003,100000,0,683.632518,100745,110111,21349719,1,1,5716,-1,-1,-1,2022-09-24.16:14:01
wiki_talk_en,2987536,24981163,16,4,682.790602,0,100000,311.154715,100024,0,20195998,0,0,0,-1,-1,-1,2022-09-24.16:14:08
wiki_talk_en,-1,-1,16,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2728.05,1107.88,2022-09-24.16:14:25
ba-1m-8m,1000000,7999964,32,4,529.042218,100000,0,76.413920,21566,162995,1128227,0,0,89285,-1,-1,-1,2022-09-24.16:14:31
ba-1m-8m,1000000,7999964,32,4,503.189807,0,100000,30.932865,21802,0,147611,0,0,0,-1,-1,-1,2022-09-24.16:14:35
ba-1m-8m,-1,-1,32,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22039.7,265.239,2022-09-24.16:15:12
baidu,2141301,17794839,32,4,1509.951717,100000,0,177.701464,97793,130694,5119053,10,11,20777,-1,-1,-1,2022-09-24.16:15:43
baidu,2141301,17794839,32,4,1506.853191,0,100000,78.889303,93544,0,2922091,0,0,0,-1,-1,-1,2022-09-24.16:16:12
baidu,-1,-1,32,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,865.537,507.433,2022-09-24.16:16:44
dbpedia,3966925,13820853,32,4,1977.829125,100000,0,134.694051,98289,125150,1283614,14,16,16525,-1,-1,-1,2022-09-24.16:17:05
dbpedia,3966925,13820853,32,4,1954.716484,0,100000,552.867108,100774,0,906925,0,0,0,-1,-1,-1,2022-09-24.16:17:25
dbpedia,-1,-1,32,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,848.305,389.81,2022-09-24.16:17:55
er-1m-8m,1000000,8000000,32,4,802.450370,100000,0,32.966838,37878,64022,456843,0,0,15269,-1,-1,-1,2022-09-24.16:18:07
er-1m-8m,1000000,8000000,32,4,804.111839,0,100000,19.974289,32382,0,245693,0,0,0,-1,-1,-1,2022-09-24.16:18:18
er-1m-8m,-1,-1,32,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2164.22,206.058,2022-09-24.16:18:35
livej,4847571,68993773,32,4,4894.496718,100000,0,211.462102,113778,159274,5363698,4,4,28021,-1,-1,-1,2022-09-24.16:19:40
livej,4847571,68993773,32,4,4915.194472,0,100000,83.150202,101602,0,2840480,0,0,0,-1,-1,-1,2022-09-24.16:20:41
livej,-1,-1,32,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,497.906,506.765,2022-09-24.16:22:19
patent,6009555,16518948,32,4,3662.325372,100000,0,142.496506,104101,177792,1498160,25,27,50979,-1,-1,-1,2022-09-24.16:23:03
patent,6009555,16518948,32,4,3633.713928,0,100000,43.255326,95954,0,779010,0,0,0,-1,-1,-1,2022-09-24.16:23:44
patent,-1,-1,32,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1234.87,320.353,2022-09-24.16:24:30
pokec,1632804,30622564,32,4,1614.702678,100000,0,109.859011,83759,144032,2932718,23,24,39556,-1,-1,-1,2022-09-24.16:25:01
pokec,1632804,30622564,32,4,1598.559845,0,100000,44.129486,73347,0,1578478,0,0,0,-1,-1,-1,2022-09-24.16:25:30
pokec,-1,-1,32,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1873.69,393.129,2022-09-24.16:26:18
rmat-1m-8m,999760,7810950,32,4,439.028343,100000,0,317.466798,99999,132906,15367842,2,2,20077,-1,-1,-1,2022-09-24.16:26:22
rmat-1m-8m,999760,7810950,32,4,436.922434,0,100000,157.565980,94165,0,13624940,0,0,0,-1,-1,-1,2022-09-24.16:26:25
rmat-1m-8m,-1,-1,32,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2753.06,1172.4,2022-09-24.16:26:39
roadNetCA,1971281,5533214,32,4,835.396477,100000,0,77.111466,47781,249087,486989,121,130,146271,-1,-1,-1,2022-09-24.16:26:43
roadNetCA,1971281,5533214,32,4,822.888375,0,100000,37.559191,59641,0,95549,0,0,0,-1,-1,-1,2022-09-24.16:26:48
roadNetCA,-1,-1,32,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,407.755,130.345,2022-09-24.16:26:54
wiki-links,5710993,130160392,32,4,8888.487410,100000,0,1124.312182,187397,217346,34302548,61,72,18866,-1,-1,-1,2022-09-24.16:29:37
wiki-links,5710993,130160392,32,4,8972.560095,0,100000,476.645869,170907,0,27527017,0,0,0,-1,-1,-1,2022-09-24.16:32:12
wiki-links,-1,-1,32,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,677.467,897.715,2022-09-24.16:36:41
wikitalk,2394385,5021410,32,4,385.087563,100000,0,394.684561,100148,108686,11079889,1,1,5342,-1,-1,-1,2022-09-24.16:36:44
wikitalk,2394385,5021410,32,4,383.220884,0,100000,171.620138,98742,0,10283526,0,0,0,-1,-1,-1,2022-09-24.16:36:47
wikitalk,-1,-1,32,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,818.874,441.463,2022-09-24.16:36:56
wiki_talk_en,2987536,24981163,32,4,704.347083,100000,0,740.361722,100815,110071,19986571,0,0,5677,-1,-1,-1,2022-09-24.16:37:04
wiki_talk_en,2987536,24981163,32,4,680.988318,0,100000,324.661282,99567,0,19138391,0,0,0,-1,-1,-1,2022-09-24.16:37:11
wiki_talk_en,-1,-1,32,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2814.4,1046.46,2022-09-24.16:37:29
ba-1m-8m,1000000,7999964,64,4,539.469472,100000,0,99.136776,21581,161990,937509,0,0,89276,-1,-1,-1,2022-09-24.16:37:35
ba-1m-8m,1000000,7999964,64,4,505.177976,0,100000,36.110862,21830,0,148504,0,0,0,-1,-1,-1,2022-09-24.16:37:39
ba-1m-8m,-1,-1,64,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22038.6,267.727,2022-09-24.16:38:15
baidu,2141301,17794839,64,4,1515.723862,100000,0,265.489046,97832,130384,4887061,16,17,20797,-1,-1,-1,2022-09-24.16:38:47
baidu,2141301,17794839,64,4,1526.073597,0,100000,95.778489,92257,0,2276107,0,0,0,-1,-1,-1,2022-09-24.16:39:16
baidu,-1,-1,64,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,882.177,478.011,2022-09-24.16:39:48
