model,N,M,workers,alg,init-mstime,insert-num,remove-num,mstime,V*,V+,S,tag,assert,date
wikitalk,2394385,5021410,1,3,454.444097,0,100000,339.595928,100629,0,11198045,100629,-1,2021-09-16.22:00:09
wiki_talk_en,2987536,24981163,1,3,664.348822,0,100000,716.573419,101113,0,21115467,101113,-1,2021-09-16.22:00:16
ba-1m-8m,1000000,7999964,1,2,636.439483,100000,0,1205.290784,21819,111514,1847619,0,-1,2021-09-16.22:00:33
baidu,2141301,17794839,1,2,1341.517112,100000,0,394.667270,98963,120840,10643368,0,-1,2021-09-16.22:00:59
dbpedia,3966925,13820853,1,2,1622.557681,100000,0,323.893800,101341,117913,1608408,0,-1,2021-09-16.22:01:19
er-1m-8m,1000000,8000000,1,2,1078.518672,100000,0,340.971376,39120,54770,658672,0,-1,2021-09-16.22:01:37
livej,4847571,68993773,1,2,4713.288983,100000,0,498.116701,112212,139686,10733520,0,-1,2021-09-16.22:02:35
patent,6009555,16518948,1,2,3375.104362,100000,0,668.098268,107504,157316,2422768,0,-1,2021-09-16.22:03:15
pokec,1632804,30622564,1,2,1778.849101,100000,0,520.926565,85610,124931,5869644,0,-1,2021-09-16.22:03:44
rmat-1m-8m,999760,7810950,1,2,417.072926,100000,0,353.188678,100345,120308,30399015,0,-1,2021-09-16.22:03:49
roadNetCA,1971281,5533214,1,2,593.172693,100000,0,454.839024,61965,204408,619589,0,-1,2021-09-16.22:03:55
ssca2,1048577,157877986,1,2,1251.379963,100000,0,2179.172450,1598413,1658682,125912479,0,-1,2021-09-16.22:04:59
wiki-links,5710993,130160392,1,2,9254.138217,100000,0,1038.528922,189388,206000,56720644,0,-1,2021-09-16.22:07:22
wikitalk,2394385,5021410,1,2,532.103173,100000,0,295.995505,100702,105811,14524381,0,-1,2021-09-16.22:07:26
wiki_talk_en,2987536,24981163,1,2,748.171707,100000,0,447.970755,101233,106960,25170879,0,-1,2021-09-16.22:07:34
ba-1m-8m,1000000,7999964,1,3,556.821450,100000,0,158.149831,-32859,166175,1848122,363126,-1,2021-09-16.22:07:40
baidu,2141301,17794839,1,3,1300.216023,100000,0,214.962982,85936,133442,10516409,816960,-1,2021-09-16.22:08:05
dbpedia,3966925,13820853,1,3,1549.881052,100000,0,129.198819,91037,127842,1837985,1117011,-1,2021-09-16.22:08:21
er-1m-8m,1000000,8000000,1,3,1038.703262,100000,0,85.305200,28235,66380,660789,438793,-1,2021-09-16.22:08:30
livej,4847571,68993773,1,3,4716.846077,100000,0,243.811991,94008,158139,10913293,782370,-1,2021-09-16.22:09:22
patent,6009555,16518948,1,3,3317.714904,100000,0,193.691394,81198,180839,2380321,1008294,-1,2021-09-16.22:09:55
pokec,1632804,30622564,1,3,1739.079241,100000,0,193.371918,64575,146730,5891498,722531,-1,2021-09-16.22:10:19
rmat-1m-8m,999760,7810950,1,3,387.187662,100000,0,261.249589,86744,133092,28484151,630802,-1,2021-09-16.22:10:24
roadNetCA,1971281,5533214,1,3,533.984857,100000,0,101.138979,12499,256427,630482,919031,-1,2021-09-16.22:10:27
ssca2,1048577,157877986,1,3,1211.846538,100000,0,2360.711744,1535774,1683170,126316139,12007132,-1,2021-09-16.22:11:24
wiki-links,5710993,130160392,1,3,9204.857114,100000,0,756.777841,174822,217185,54870129,772275,-1,2021-09-16.22:13:38
wikitalk,2394385,5021410,1,3,452.471259,100000,0,215.974244,97158,109436,14603206,1067315,-1,2021-09-16.22:13:42
wiki_talk_en,2987536,24981163,1,3,664.037938,100000,0,300.455395,96130,110047,22287476,946018,-1,2021-09-16.22:13:49
ba-1m-8m,1000000,7999964,1,2,634.235867,0,100000,253.874771,21719,0,304636,0,-1,2021-09-16.22:14:04
baidu,2141301,17794839,1,2,1350.863934,0,100000,382.223929,98510,0,11986706,0,-1,2021-09-16.22:14:30
dbpedia,3966925,13820853,1,2,1617.132590,0,100000,829.937218,100760,0,1969400,0,-1,2021-09-16.22:14:50
er-1m-8m,1000000,8000000,1,2,1093.684773,0,100000,388.100126,39409,0,866486,0,-1,2021-09-16.22:15:09
livej,4847571,68993773,1,2,4762.114586,0,100000,353.639022,111559,0,16399200,0,-1,2021-09-16.22:16:06
patent,6009555,16518948,1,2,3381.489445,0,100000,369.437627,105716,0,2945578,0,-1,2021-09-16.22:16:47
pokec,1632804,30622564,1,2,1789.742262,0,100000,340.660520,85155,0,6715508,0,-1,2021-09-16.22:17:15
rmat-1m-8m,999760,7810950,1,2,419.985703,0,100000,348.358328,99495,0,40428574,0,-1,2021-09-16.22:17:20
roadNetCA,1971281,5533214,1,2,610.062122,0,100000,184.976815,61939,0,195686,0,-1,2021-09-16.22:17:26
ssca2,1048577,157877986,1,2,1208.212989,0,100000,1775.419289,1592139,0,240999024,0,-1,2021-09-16.22:18:29
wiki-links,5710993,130160392,1,2,9314.728186,0,100000,1067.650971,188421,0,93647720,0,-1,2021-09-16.22:20:52
wikitalk,2394385,5021410,1,2,530.952035,0,100000,391.267164,100596,0,22462044,0,-1,2021-09-16.22:20:56
wiki_talk_en,2987536,24981163,1,2,751.919415,0,100000,740.681359,101161,0,42436856,0,-1,2021-09-16.22:21:05
ba-1m-8m,1000000,7999964,1,3,550.203436,0,100000,34.767476,21959,0,154094,21959,-1,2021-09-16.22:21:10
baidu,2141301,17794839,1,3,1302.647319,0,100000,326.891200,103288,0,10422965,103288,-1,2021-09-16.22:21:35
dbpedia,3966925,13820853,1,3,1550.860336,0,100000,557.069259,100252,0,872032,100252,-1,2021-09-16.22:21:52
er-1m-8m,1000000,8000000,1,3,1046.467757,0,100000,39.164696,40125,0,441825,40125,-1,2021-09-16.22:22:01
livej,4847571,68993773,1,3,4703.776747,0,100000,195.256756,113627,0,8549130,113627,-1,2021-09-16.22:22:53
patent,6009555,16518948,1,3,3320.045074,0,100000,83.441806,106045,0,1454289,106045,-1,2021-09-16.22:23:26
pokec,1632804,30622564,1,3,1733.047682,0,100000,118.774840,85594,0,3381834,85594,-1,2021-09-16.22:23:50
rmat-1m-8m,999760,7810950,1,3,393.149626,0,100000,400.628655,100867,0,22909341,100867,-1,2021-09-16.22:23:55
roadNetCA,1971281,5533214,1,3,541.514475,0,100000,21.156040,60907,0,95145,60907,-1,2021-09-16.22:23:58
ssca2,1048577,157877986,1,3,1191.801763,0,100000,1071.939970,1595343,0,120798883,1595343,-1,2021-09-16.22:24:54
wiki-links,5710993,130160392,1,3,9201.992378,0,100000,1159.628196,189677,0,56329396,189677,-1,2021-09-16.22:27:08
wikitalk,2394385,5021410,1,3,453.681963,0,100000,336.332905,100655,0,11075724,100655,-1,2021-09-16.22:27:12
wiki_talk_en,2987536,24981163,1,3,663.785738,0,100000,642.843021,99842,0,17045423,99842,-1,2021-09-16.22:27:19
ba-1m-8m,1000000,7999964,1,2,641.176717,100000,0,1228.274468,21994,111900,1874263,0,-1,2021-09-16.22:27:36
baidu,2141301,17794839,1,2,1343.263121,100000,0,440.045781,102779,123831,14398623,0,-1,2021-09-16.22:28:02
dbpedia,3966925,13820853,1,2,1625.421211,100000,0,326.829925,101518,117920,1853051,0,-1,2021-09-16.22:28:22
er-1m-8m,1000000,8000000,1,2,1083.802714,100000,0,334.629659,39444,54777,658836,0,-1,2021-09-16.22:28:41
livej,4847571,68993773,1,2,4740.807393,100000,0,504.646573,111792,139307,11315665,0,-1,2021-09-16.22:29:38
patent,6009555,16518948,1,2,3367.008579,100000,0,680.953093,108552,158745,2429437,0,-1,2021-09-16.22:30:19
pokec,1632804,30622564,1,2,1771.222318,100000,0,524.821167,86221,126831,6001741,0,-1,2021-09-16.22:30:47
rmat-1m-8m,999760,7810950,1,2,421.741725,100000,0,355.470337,100550,120203,30329137,0,-1,2021-09-16.22:30:52
roadNetCA,1971281,5533214,1,2,592.624485,100000,0,453.128316,61448,204076,618042,0,-1,2021-09-16.22:30:58
ssca2,1048577,157877986,1,2,1224.279321,100000,0,2178.952493,1594097,1654348,125608701,0,-1,2021-09-16.22:32:02
wiki-links,5710993,130160392,1,2,9344.385053,100000,0,1128.178097,189095,204966,60634475,0,-1,2021-09-16.22:34:25
wikitalk,2394385,5021410,1,2,531.355637,100000,0,296.769310,100568,105747,14469772,0,-1,2021-09-16.22:34:29
wiki_talk_en,2987536,24981163,1,2,750.677073,100000,0,395.519317,100165,105732,20972476,0,-1,2021-09-16.22:34:37
ba-1m-8m,1000000,7999964,1,3,552.132379,100000,0,159.884203,-33005,166746,1850263,379295,-1,2021-09-16.22:34:43
baidu,2141301,17794839,1,3,1307.842591,100000,0,212.120974,85803,132779,10116270,816857,-1,2021-09-16.22:35:08
dbpedia,3966925,13820853,1,3,1547.315970,100000,0,132.129373,90743,127645,1682370,1125085,-1,2021-09-16.22:35:24
er-1m-8m,1000000,8000000,1,3,1044.550797,100000,0,84.872427,27173,65547,650256,430917,-1,2021-09-16.22:35:33
livej,4847571,68993773,1,3,4706.574673,100000,0,248.133451,93117,158450,11206206,769285,-1,2021-09-16.22:36:25
patent,6009555,16518948,1,3,3298.425746,100000,0,198.564197,83530,184130,2445830,1021215,-1,2021-09-16.22:36:58
pokec,1632804,30622564,1,3,1738.324277,100000,0,198.635042,65956,149259,6275839,719454,-1,2021-09-16.22:37:22
rmat-1m-8m,999760,7810950,1,3,387.098650,100000,0,282.575396,87418,133682,31147912,631427,-1,2021-09-16.22:37:27
roadNetCA,1971281,5533214,1,3,534.920892,100000,0,101.336382,12160,257019,630795,915259,-1,2021-09-16.22:37:30
ssca2,1048577,157877986,1,3,1165.426128,100000,0,2356.488429,1526605,1677716,126045450,11948443,-1,2021-09-16.22:38:27
wiki-links,5710993,130160392,1,3,9148.089740,100000,0,789.997839,175463,218352,57484785,767704,-1,2021-09-16.22:40:41
wikitalk,2394385,5021410,1,3,452.608622,100000,0,202.869760,96387,108656,13090793,1058843,-1,2021-09-16.22:40:45
wiki_talk_en,2987536,24981163,1,3,662.370722,100000,0,333.688565,97298,110686,25414128,939670,-1,2021-09-16.22:40:52
ba-1m-8m,1000000,7999964,1,2,636.001077,0,100000,255.137100,22175,0,311036,0,-1,2021-09-16.22:41:07
baidu,2141301,17794839,1,2,1350.994976,0,100000,378.038237,98577,0,11858994,0,-1,2021-09-16.22:41:34
dbpedia,3966925,13820853,1,2,1621.763064,0,100000,833.076073,100806,0,2133446,0,-1,2021-09-16.22:41:54
er-1m-8m,1000000,8000000,1,2,1089.994125,0,100000,389.953079,39893,0,879462,0,-1,2021-09-16.22:42:12
livej,4847571,68993773,1,2,4732.550097,0,100000,362.011093,113511,0,17025268,0,-1,2021-09-16.22:43:09
patent,6009555,16518948,1,2,3383.353497,0,100000,375.304209,108065,0,3013134,0,-1,2021-09-16.22:43:50
pokec,1632804,30622564,1,2,1789.146032,0,100000,348.344396,85390,0,6759702,0,-1,2021-09-16.22:44:18
rmat-1m-8m,999760,7810950,1,2,419.569575,0,100000,366.717185,100532,0,45466742,0,-1,2021-09-16.22:44:23
roadNetCA,1971281,5533214,1,2,607.928613,0,100000,182.203931,61299,0,192876,0,-1,2021-09-16.22:44:29
ssca2,1048577,157877986,1,2,1212.694354,0,100000,1779.256948,1591989,0,241339280,0,-1,2021-09-16.22:45:32
wiki-links,5710993,130160392,1,2,9317.042817,0,100000,1089.426032,185649,0,98588320,0,-1,2021-09-16.22:47:55
wikitalk,2394385,5021410,1,2,531.973455,0,100000,390.035733,100494,0,22320444,0,-1,2021-09-16.22:47:59
wiki_talk_en,2987536,24981163,1,2,752.958042,0,100000,691.127636,99958,0,33903408,0,-1,2021-09-16.22:48:08
ba-1m-8m,1000000,7999964,1,3,547.229258,0,100000,35.755794,22005,0,154396,22005,-1,2021-09-16.22:48:14
baidu,2141301,17794839,1,3,1302.148354,0,100000,239.934214,98938,0,5985884,98938,-1,2021-09-16.22:48:39
dbpedia,3966925,13820853,1,3,1548.094497,0,100000,556.255423,100385,0,980049,100385,-1,2021-09-16.22:48:55
er-1m-8m,1000000,8000000,1,3,1045.959331,0,100000,39.344825,39515,0,434458,39515,-1,2021-09-16.22:49:05
livej,4847571,68993773,1,3,4701.204690,0,100000,183.226213,112093,0,7899614,112093,-1,2021-09-16.22:49:56
patent,6009555,16518948,1,3,3311.947844,0,100000,83.036261,104904,0,1458061,104904,-1,2021-09-16.22:50:29
pokec,1632804,30622564,1,3,1737.725624,0,100000,119.147037,85839,0,3392177,85839,-1,2021-09-16.22:50:53
rmat-1m-8m,999760,7810950,1,3,390.172148,0,100000,399.163152,100515,0,22721282,100515,-1,2021-09-16.22:50:58
roadNetCA,1971281,5533214,1,3,542.039988,0,100000,21.365543,61470,0,96958,61470,-1,2021-09-16.22:51:01
ssca2,1048577,157877986,1,3,1186.499480,0,100000,1069.732063,1592377,0,120660141,1592377,-1,2021-09-16.22:51:57
wiki-links,5710993,130160392,1,3,9214.080704,0,100000,999.608988,185122,0,49625100,185122,-1,2021-09-16.22:54:12
wikitalk,2394385,5021410,1,3,457.824082,0,100000,337.282939,100605,0,11126181,100605,-1,2021-09-16.22:54:15
wiki_talk_en,2987536,24981163,1,3,665.545666,0,100000,646.500473,99927,0,17075684,99927,-1,2021-09-16.22:54:23
ba-1m-8m,1000000,7999964,1,2,634.248626,100000,0,1232.840158,22046,112587,1867767,0,-1,2021-09-16.22:54:39
baidu,2141301,17794839,1,2,1346.526095,100000,0,383.860278,98792,119241,9921034,0,-1,2021-09-16.22:55:05
dbpedia,3966925,13820853,1,2,1627.437924,100000,0,329.427013,101352,118744,1837538,0,-1,2021-09-16.22:55:25
er-1m-8m,1000000,8000000,1,2,1077.196661,100000,0,339.449556,39002,54668,657438,0,-1,2021-09-16.22:55:43
livej,4847571,68993773,1,2,4735.425128,100000,0,506.830773,112992,140313,11378454,0,-1,2021-09-16.22:56:41
patent,6009555,16518948,1,2,3366.684023,100000,0,663.524407,105662,155274,2365318,0,-1,2021-09-16.22:57:22
pokec,1632804,30622564,1,2,1776.349991,100000,0,516.124074,85525,125193,5984481,0,-1,2021-09-16.22:57:50
rmat-1m-8m,999760,7810950,1,2,416.852720,100000,0,348.133048,100728,120627,30705082,0,-1,2021-09-16.22:57:55
roadNetCA,1971281,5533214,1,2,600.886907,100000,0,462.613673,61790,205350,623481,0,-1,2021-09-16.22:58:01
ssca2,1048577,157877986,1,2,1241.086824,100000,0,2159.050261,1584433,1642743,124719718,0,-1,2021-09-16.22:59:05
wiki-links,5710993,130160392,1,2,9286.558024,100000,0,1011.453077,186506,202923,53462595,0,-1,2021-09-16.23:01:28
wikitalk,2394385,5021410,1,2,531.016845,100000,0,294.410947,100661,105803,14343655,0,-1,2021-09-16.23:01:32
wiki_talk_en,2987536,24981163,1,2,748.602319,100000,0,451.533475,101063,106873,25149519,0,-1,2021-09-16.23:01:40
ba-1m-8m,1000000,7999964,1,3,554.392454,100000,0,160.567319,-32906,166738,1867726,362589,-1,2021-09-16.23:01:46
baidu,2141301,17794839,1,3,1297.623081,100000,0,212.572155,85847,133092,10065164,808154,-1,2021-09-16.23:02:10
dbpedia,3966925,13820853,1,3,1548.499559,100000,0,132.111769,91056,129164,1886188,1125347,-1,2021-09-16.23:02:27
er-1m-8m,1000000,8000000,1,3,1045.714094,100000,0,83.967678,28062,67102,667813,427514,-1,2021-09-16.23:02:36
livej,4847571,68993773,1,3,4726.071221,100000,0,249.937624,96063,160689,11729988,781273,-1,2021-09-16.23:03:27
patent,6009555,16518948,1,3,3309.322804,100000,0,196.426781,81050,182163,2421740,1002268,-1,2021-09-16.23:04:00
pokec,1632804,30622564,1,3,1739.432269,100000,0,196.410766,64609,147671,6036496,724034,-1,2021-09-16.23:04:25
rmat-1m-8m,999760,7810950,1,3,389.173637,100000,0,280.495933,87084,133924,31101134,635353,-1,2021-09-16.23:04:30
roadNetCA,1971281,5533214,1,3,536.052654,100000,0,98.349056,12664,255702,626840,905534,-1,2021-09-16.23:04:33
ssca2,1048577,157877986,1,3,1195.634349,100000,0,2361.214663,1529501,1679544,125940820,11964170,-1,2021-09-16.23:05:30
wiki-links,5710993,130160392,1,3,9269.203287,100000,0,741.504332,168317,209249,52858995,756206,-1,2021-09-16.23:07:44
wikitalk,2394385,5021410,1,3,453.128488,100000,0,216.091912,97156,109196,14432196,1080478,-1,2021-09-16.23:07:48
wiki_talk_en,2987536,24981163,1,3,662.115289,100000,0,337.538401,97277,111062,25794359,963217,-1,2021-09-16.23:07:55
ba-1m-8m,1000000,7999964,1,2,631.716980,0,100000,254.848547,21814,0,305994,0,-1,2021-09-16.23:08:10
baidu,2141301,17794839,1,2,1348.877893,0,100000,433.800011,103122,0,20952930,0,-1,2021-09-16.23:08:36
dbpedia,3966925,13820853,1,2,1622.998209,0,100000,830.051891,101650,0,2035002,0,-1,2021-09-16.23:08:57
er-1m-8m,1000000,8000000,1,2,1082.432446,0,100000,375.012241,39158,0,860764,0,-1,2021-09-16.23:09:15
livej,4847571,68993773,1,2,4745.337562,0,100000,349.959039,110609,0,15718286,0,-1,2021-09-16.23:10:12
patent,6009555,16518948,1,2,3382.264018,0,100000,365.933697,105399,0,2919250,0,-1,2021-09-16.23:10:52
pokec,1632804,30622564,1,2,1791.154428,0,100000,339.005517,85818,0,6730156,0,-1,2021-09-16.23:11:21
rmat-1m-8m,999760,7810950,1,2,420.643536,0,100000,371.662191,100547,0,45573266,0,-1,2021-09-16.23:11:26
roadNetCA,1971281,5533214,1,2,607.398735,0,100000,183.259121,61157,0,192038,0,-1,2021-09-16.23:11:32
ssca2,1048577,157877986,1,2,1207.868622,0,100000,1774.846292,1590661,0,240939254,0,-1,2021-09-16.23:12:35
wiki-links,5710993,130160392,1,2,9334.522397,0,100000,1089.808271,186868,0,97403242,0,-1,2021-09-16.23:14:58
wikitalk,2394385,5021410,1,2,531.978394,0,100000,387.836658,100745,0,22134256,0,-1,2021-09-16.23:15:02
wiki_talk_en,2987536,24981163,1,2,752.958119,0,100000,753.695863,101162,0,42320452,0,-1,2021-09-16.23:15:11
ba-1m-8m,1000000,7999964,1,3,543.940810,0,100000,34.763297,21716,0,152320,21716,-1,2021-09-16.23:15:16
baidu,2141301,17794839,1,3,1309.393763,0,100000,330.110356,102836,0,10563083,102836,-1,2021-09-16.23:15:41
dbpedia,3966925,13820853,1,3,1548.017334,0,100000,558.294803,100946,0,1032531,100946,-1,2021-09-16.23:15:58
er-1m-8m,1000000,8000000,1,3,1045.881663,0,100000,39.173762,39494,0,434852,39494,-1,2021-09-16.23:16:07
livej,4847571,68993773,1,3,4705.350942,0,100000,195.521581,112830,0,8780554,112830,-1,2021-09-16.23:16:59
patent,6009555,16518948,1,3,3309.159043,0,100000,84.929052,106950,0,1515805,106950,-1,2021-09-16.23:17:31
pokec,1632804,30622564,1,3,1741.214368,0,100000,121.561300,86266,0,3424382,86266,-1,2021-09-16.23:17:56
rmat-1m-8m,999760,7810950,1,3,391.438782,0,100000,399.690535,100428,0,22836647,100428,-1,2021-09-16.23:18:01
roadNetCA,1971281,5533214,1,3,542.202258,0,100000,21.352605,61604,0,96380,61604,-1,2021-09-16.23:18:04
ssca2,1048577,157877986,1,3,1170.613014,0,100000,1069.862585,1589872,0,120369350,1589872,-1,2021-09-16.23:19:00
wiki-links,5710993,130160392,1,3,9181.162809,0,100000,1032.784230,190078,0,51698957,190078,-1,2021-09-16.23:21:14
wikitalk,2394385,5021410,1,3,456.169678,0,100000,336.939649,100724,0,11133135,100724,-1,2021-09-16.23:21:17
wiki_talk_en,2987536,24981163,1,3,665.443917,0,100000,637.914643,100036,0,16837417,100036,-1,2021-09-16.23:21:25
ba-1m-8m,1000000,7999964,1,2,639.233028,100000,0,1207.639547,21940,111565,1848795,0,-1,2021-09-16.23:21:41
baidu,2141301,17794839,1,2,1348.132741,100000,0,383.618869,98658,119700,9884656,0,-1,2021-09-16.23:22:08
dbpedia,3966925,13820853,1,2,1618.925288,100000,0,326.225744,101222,117624,1838574,0,-1,2021-09-16.23:22:28
er-1m-8m,1000000,8000000,1,2,1083.743409,100000,0,336.205478,39523,55095,663129,0,-1,2021-09-16.23:22:47
livej,4847571,68993773,1,2,4740.093855,100000,0,501.703098,110923,138570,10718858,0,-1,2021-09-16.23:23:44
patent,6009555,16518948,1,2,3360.556434,100000,0,668.165074,107342,156536,2392499,0,-1,2021-09-16.23:24:25
pokec,1632804,30622564,1,2,1787.422822,100000,0,525.538790,85254,125711,6070351,0,-1,2021-09-16.23:24:54
rmat-1m-8m,999760,7810950,1,2,416.179687,100000,0,341.492174,99442,119641,28497649,0,-1,2021-09-16.23:24:59
roadNetCA,1971281,5533214,1,2,594.602491,100000,0,454.468569,61855,204390,620040,0,-1,2021-09-16.23:25:05
ssca2,1048577,157877986,1,2,1218.796813,100000,0,2174.529502,1593279,1653669,125472867,0,-1,2021-09-16.23:26:08
wiki-links,5710993,130160392,1,2,9336.816616,100000,0,1005.886895,184300,200820,53101191,0,-1,2021-09-16.23:28:31
wikitalk,2394385,5021410,1,2,532.980488,100000,0,297.802845,100687,105863,14562293,0,-1,2021-09-16.23:28:35
wiki_talk_en,2987536,24981163,1,2,748.369041,100000,0,453.588874,100931,106722,25224879,0,-1,2021-09-16.23:28:43
ba-1m-8m,1000000,7999964,1,3,554.142542,100000,0,159.146201,-33160,167599,1870507,358163,-1,2021-09-16.23:28:49
baidu,2141301,17794839,1,3,1302.022685,100000,0,256.697414,90089,136872,14301198,814928,-1,2021-09-16.23:29:15
dbpedia,3966925,13820853,1,3,1552.758251,100000,0,136.293010,91091,128439,2331850,1119010,-1,2021-09-16.23:29:31
