model,N,M,workers,alg,init-mstime,insert-num,remove-num,mstime,V*,V+,S,tag,assert,date
livej,4847571,68993773,1,3,4661.378291,100000,0,257.343389,113810,160608,11848413,783513,-1,2021-09-21.00:30:08
patent,6009555,16518948,1,3,3269.879649,100000,0,199.959232,107530,183427,2449982,1021457,-1,2021-09-21.00:30:41
pokec,1632804,30622564,1,3,1726.944860,100000,0,196.363129,86020,146466,6010179,725163,-1,2021-09-21.00:31:06
rmat-1m-8m,999760,7810950,1,3,382.131306,100000,0,282.647534,100487,134410,31296465,634712,-1,2021-09-21.00:31:11
roadNetCA,1971281,5533214,1,3,504.332845,100000,0,100.325064,61871,254441,623665,923050,-1,2021-09-21.00:31:14
ssca2,1048577,157877986,1,3,943.852935,100000,0,2361.016572,1586004,1677582,125749216,11949323,-1,2021-09-21.00:32:11
wiki-links,5710993,130160392,1,3,9213.004362,100000,0,814.081165,188027,218161,59006453,770053,-1,2021-09-21.00:34:24
wikitalk,2394385,5021410,1,3,423.063954,100000,0,228.473156,100628,109427,15084896,1099204,-1,2021-09-21.00:34:27
wiki_talk_en,2987536,24981163,1,3,624.883329,100000,0,296.053220,100038,110111,21750986,934199,-1,2021-09-21.00:34:34
ba-1m-8m,1000000,7999964,1,2,635.865055,0,100000,260.642506,22021,0,308888,0,-1,2021-09-21.00:34:50
baidu,2141301,17794839,1,2,1368.006655,0,100000,432.392132,102996,0,20693250,0,-1,2021-09-21.00:35:16
dbpedia,3966925,13820853,1,2,1627.869577,0,100000,838.072165,101053,0,2104334,0,-1,2021-09-21.00:35:36
er-1m-8m,1000000,8000000,1,2,936.939203,0,100000,379.578678,39610,0,872070,0,-1,2021-09-21.00:35:54
livej,4847571,68993773,1,2,4754.800465,0,100000,355.626212,112632,0,16306510,0,-1,2021-09-21.00:36:51
patent,6009555,16518948,1,2,3395.343914,0,100000,372.625004,106979,0,2977708,0,-1,2021-09-21.00:37:32
pokec,1632804,30622564,1,2,1789.079215,0,100000,345.000956,85723,0,6790274,0,-1,2021-09-21.00:38:00
rmat-1m-8m,999760,7810950,1,2,420.458291,0,100000,369.801865,100339,0,45294606,0,-1,2021-09-21.00:38:05
roadNetCA,1971281,5533214,1,2,613.825548,0,100000,183.575525,60900,0,191020,0,-1,2021-09-21.00:38:12
ssca2,1048577,157877986,1,2,1020.286724,0,100000,1759.781309,1589601,0,240758524,0,-1,2021-09-21.00:39:15
wiki-links,5710993,130160392,1,2,9323.856950,0,100000,1123.918205,189085,0,104095002,0,-1,2021-09-21.00:41:37
wikitalk,2394385,5021410,1,2,532.946417,0,100000,376.251105,100081,0,19043164,0,-1,2021-09-21.00:41:41
wiki_talk_en,2987536,24981163,1,2,755.036614,0,100000,699.812738,99925,0,34039904,0,-1,2021-09-21.00:41:50
ba-1m-8m,1000000,7999964,1,3,547.726357,0,100000,35.390491,21980,0,154227,21980,-1,2021-09-21.00:41:56
baidu,2141301,17794839,1,3,1300.370519,0,100000,240.845111,98802,0,5975255,98802,-1,2021-09-21.00:42:21
dbpedia,3966925,13820853,1,3,1515.568965,0,100000,559.143156,100825,0,954035,100825,-1,2021-09-21.00:42:37
er-1m-8m,1000000,8000000,1,3,866.603243,0,100000,40.197762,39931,0,439526,39931,-1,2021-09-21.00:42:46
livej,4847571,68993773,1,3,4682.525859,0,100000,192.864153,113625,0,8532464,113625,-1,2021-09-21.00:43:37
patent,6009555,16518948,1,3,3283.244950,0,100000,83.010960,104572,0,1413144,104572,-1,2021-09-21.00:44:10
pokec,1632804,30622564,1,3,1738.781373,0,100000,121.137623,86211,0,3454982,86211,-1,2021-09-21.00:44:35
rmat-1m-8m,999760,7810950,1,3,385.915546,0,100000,398.576967,100411,0,22553621,100411,-1,2021-09-21.00:44:40
roadNetCA,1971281,5533214,1,3,511.366853,0,100000,21.389812,61264,0,96334,61264,-1,2021-09-21.00:44:43
ssca2,1048577,157877986,1,3,958.575693,0,100000,1061.045097,1583012,0,119710684,1583012,-1,2021-09-21.00:45:38
wiki-links,5710993,130160392,1,3,9147.722491,0,100000,983.414059,186789,0,48294898,186789,-1,2021-09-21.00:47:52
wikitalk,2394385,5021410,1,3,428.132386,0,100000,340.049433,100598,0,11097444,100598,-1,2021-09-21.00:47:55
wiki_talk_en,2987536,24981163,1,3,629.233364,0,100000,654.330167,100165,0,17252895,100165,-1,2021-09-21.00:48:03
ba-1m-8m,1000000,7999964,1,2,641.967180,100000,0,1255.321961,22005,112454,1902521,0,-1,2021-09-21.00:48:19
baidu,2141301,17794839,1,2,1349.670788,100000,0,385.070739,98249,118967,9757810,0,-1,2021-09-21.00:48:46
dbpedia,3966925,13820853,1,2,1631.263545,100000,0,330.048106,100671,117169,1825180,0,-1,2021-09-21.00:49:05
er-1m-8m,1000000,8000000,1,2,933.318051,100000,0,331.066740,39300,54764,658497,0,-1,2021-09-21.00:49:24
livej,4847571,68993773,1,2,4741.633326,100000,0,510.338016,113248,141266,11053773,0,-1,2021-09-21.00:50:21
patent,6009555,16518948,1,2,3366.296602,100000,0,675.623815,106577,157374,2431805,0,-1,2021-09-21.00:51:02
pokec,1632804,30622564,1,2,1781.397905,100000,0,519.421529,85285,124520,5938420,0,-1,2021-09-21.00:51:30
rmat-1m-8m,999760,7810950,1,2,414.407730,100000,0,365.130563,100455,120345,30692368,0,-1,2021-09-21.00:51:36
roadNetCA,1971281,5533214,1,2,598.049360,100000,0,456.807627,60900,204176,619666,0,-1,2021-09-21.00:51:42
ssca2,1048577,157877986,1,2,1018.360502,100000,0,2184.147414,1589275,1649390,125139037,0,-1,2021-09-21.00:52:45
wiki-links,5710993,130160392,1,2,9329.421034,100000,0,1019.904436,189064,205764,54986771,0,-1,2021-09-21.00:55:07
wikitalk,2394385,5021410,1,2,531.716562,100000,0,282.008135,100134,105298,12645380,0,-1,2021-09-21.00:55:11
wiki_talk_en,2987536,24981163,1,2,747.997826,100000,0,456.915903,101096,106720,25266498,0,-1,2021-09-21.00:55:19
ba-1m-8m,1000000,7999964,1,3,562.493587,100000,0,159.507203,21925,166700,1855436,362351,-1,2021-09-21.00:55:25
baidu,2141301,17794839,1,3,1295.277160,100000,0,215.467248,99271,133642,10150547,825589,-1,2021-09-21.00:55:50
dbpedia,3966925,13820853,1,3,1516.918253,100000,0,131.476784,100865,128011,1751187,1129243,-1,2021-09-21.00:56:06
er-1m-8m,1000000,8000000,1,3,882.095439,100000,0,83.557736,38523,65797,651025,421365,-1,2021-09-21.00:56:15
livej,4847571,68993773,1,3,4676.821257,100000,0,249.999584,114091,160755,11238709,781146,-1,2021-09-21.00:57:07
patent,6009555,16518948,1,3,3276.248042,100000,0,199.741216,108056,182991,2462919,1025206,-1,2021-09-21.00:57:40
pokec,1632804,30622564,1,3,1713.019473,100000,0,195.869376,85385,146987,6018473,714096,-1,2021-09-21.00:58:04
rmat-1m-8m,999760,7810950,1,3,383.507698,100000,0,278.554928,100394,133706,30675203,633931,-1,2021-09-21.00:58:09
roadNetCA,1971281,5533214,1,3,503.181504,100000,0,100.670222,61418,255826,627468,914395,-1,2021-09-21.00:58:12
ssca2,1048577,157877986,1,3,945.489769,100000,0,2370.378346,1599759,1688927,126775588,11995057,-1,2021-09-21.00:59:09
wiki-links,5710993,130160392,1,3,9173.397393,100000,0,801.588244,190996,220628,57687517,768651,-1,2021-09-21.01:01:22
wikitalk,2394385,5021410,1,3,425.076970,100000,0,216.822990,100703,109313,14500477,1057486,-1,2021-09-21.01:01:25
wiki_talk_en,2987536,24981163,1,3,628.281727,100000,0,299.330486,100098,109839,21883429,939947,-1,2021-09-21.01:01:32
ba-1m-8m,1000000,7999964,1,2,633.792112,0,100000,260.285245,21893,0,307242,0,-1,2021-09-21.01:01:48
baidu,2141301,17794839,1,2,1357.302093,0,100000,382.103900,98498,0,12180052,0,-1,2021-09-21.01:02:14
dbpedia,3966925,13820853,1,2,1629.544126,0,100000,831.798866,100826,0,2024932,0,-1,2021-09-21.01:02:34
er-1m-8m,1000000,8000000,1,2,935.006507,0,100000,384.345907,39698,0,873966,0,-1,2021-09-21.01:02:53
livej,4847571,68993773,1,2,4725.032319,0,100000,362.945714,113216,0,17025096,0,-1,2021-09-21.01:03:49
patent,6009555,16518948,1,2,3391.359697,0,100000,378.014432,108299,0,3060630,0,-1,2021-09-21.01:04:30
pokec,1632804,30622564,1,2,1795.223243,0,100000,344.512964,86220,0,6926940,0,-1,2021-09-21.01:04:58
rmat-1m-8m,999760,7810950,1,2,419.889462,0,100000,371.148328,100658,0,45374176,0,-1,2021-09-21.01:05:04
roadNetCA,1971281,5533214,1,2,615.360764,0,100000,186.132835,61460,0,192446,0,-1,2021-09-21.01:05:10
ssca2,1048577,157877986,1,2,1022.186250,0,100000,1760.962110,1587166,0,240279064,0,-1,2021-09-21.01:06:13
wiki-links,5710993,130160392,1,2,9322.692949,0,100000,1121.954952,189657,0,102372766,0,-1,2021-09-21.01:08:35
wikitalk,2394385,5021410,1,2,533.473392,0,100000,391.993359,100708,0,22018360,0,-1,2021-09-21.01:08:39
wiki_talk_en,2987536,24981163,1,2,754.147286,0,100000,704.021522,100113,0,34578174,0,-1,2021-09-21.01:08:48
ba-1m-8m,1000000,7999964,1,3,550.376185,0,100000,35.365262,21947,0,153928,21947,-1,2021-09-21.01:08:54
baidu,2141301,17794839,1,3,1309.703152,0,100000,332.108362,103193,0,10448910,103193,-1,2021-09-21.01:09:18
dbpedia,3966925,13820853,1,3,1509.719396,0,100000,561.699430,101100,0,984831,101100,-1,2021-09-21.01:09:35
er-1m-8m,1000000,8000000,1,3,875.764296,0,100000,39.887206,39741,0,437140,39741,-1,2021-09-21.01:09:44
livej,4847571,68993773,1,3,4644.563310,0,100000,195.643777,112814,0,8446108,112814,-1,2021-09-21.01:10:35
patent,6009555,16518948,1,3,3282.519595,0,100000,87.603695,108730,0,1532260,108730,-1,2021-09-21.01:11:08
pokec,1632804,30622564,1,3,1734.826235,0,100000,120.721759,85852,0,3457327,85852,-1,2021-09-21.01:11:33
rmat-1m-8m,999760,7810950,1,3,384.324361,0,100000,370.208727,99372,0,20357784,99372,-1,2021-09-21.01:11:37
roadNetCA,1971281,5533214,1,3,511.053213,0,100000,21.529440,61855,0,97348,61855,-1,2021-09-21.01:11:41
ssca2,1048577,157877986,1,3,969.482887,0,100000,1072.008986,1596084,0,120810559,1596084,-1,2021-09-21.01:12:36
wiki-links,5710993,130160392,1,3,9088.795977,0,100000,1037.715257,186858,0,50549495,186858,-1,2021-09-21.01:14:49
wikitalk,2394385,5021410,1,3,425.119577,0,100000,342.585520,100615,0,11189878,100615,-1,2021-09-21.01:14:52
wiki_talk_en,2987536,24981163,1,3,628.790266,0,100000,654.064206,99990,0,17234301,99990,-1,2021-09-21.01:15:00
ba-1m-8m,1000000,7999964,1,2,643.921832,100000,0,1240.621657,21993,111891,1856153,0,-1,2021-09-21.01:15:17
baidu,2141301,17794839,1,2,1351.206026,100000,0,390.274912,98929,119869,10267805,0,-1,2021-09-21.01:15:43
dbpedia,3966925,13820853,1,2,1629.252459,100000,0,328.941043,101185,118215,1729306,0,-1,2021-09-21.01:16:03
er-1m-8m,1000000,8000000,1,2,934.271187,100000,0,330.742509,39281,54760,658507,0,-1,2021-09-21.01:16:21
livej,4847571,68993773,1,2,4757.834972,100000,0,502.402569,111870,139346,10645969,0,-1,2021-09-21.01:17:18
patent,6009555,16518948,1,2,3389.411330,100000,0,666.941365,104891,155194,2373281,0,-1,2021-09-21.01:17:59
pokec,1632804,30622564,1,2,1783.774906,100000,0,526.842180,85579,126191,6014346,0,-1,2021-09-21.01:18:28
rmat-1m-8m,999760,7810950,1,2,417.035573,100000,0,363.698604,100521,121062,31231054,0,-1,2021-09-21.01:18:33
roadNetCA,1971281,5533214,1,2,592.932845,100000,0,458.214407,61600,205362,622959,0,-1,2021-09-21.01:18:39
ssca2,1048577,157877986,1,2,1015.589771,100000,0,2183.376522,1597068,1657912,125770221,0,-1,2021-09-21.01:19:43
wiki-links,5710993,130160392,1,2,9292.406302,100000,0,1009.183703,187238,203501,53950717,0,-1,2021-09-21.01:22:05
wikitalk,2394385,5021410,1,2,525.440688,100000,0,297.637474,100506,105678,14186386,0,-1,2021-09-21.01:22:09
wiki_talk_en,2987536,24981163,1,2,749.223944,100000,0,400.154267,100115,105736,21104020,0,-1,2021-09-21.01:22:17
ba-1m-8m,1000000,7999964,1,3,563.683480,100000,0,160.819127,21970,166224,1846099,371180,-1,2021-09-21.01:22:23
baidu,2141301,17794839,1,3,1295.108598,100000,0,217.831803,98768,132976,10533108,820410,-1,2021-09-21.01:22:48
dbpedia,3966925,13820853,1,3,1513.381364,100000,0,131.434105,101337,128677,1840424,1123855,-1,2021-09-21.01:23:04
er-1m-8m,1000000,8000000,1,3,871.794770,100000,0,84.669014,39243,66281,658211,440630,-1,2021-09-21.01:23:13
livej,4847571,68993773,1,3,4651.292060,100000,0,245.200918,111510,158057,10885830,774105,-1,2021-09-21.01:24:04
patent,6009555,16518948,1,3,3270.104148,100000,0,199.602231,105873,181197,2387217,1009997,-1,2021-09-21.01:24:37
pokec,1632804,30622564,1,3,1727.552535,100000,0,199.286569,86237,148735,6195829,715967,-1,2021-09-21.01:25:02
rmat-1m-8m,999760,7810950,1,3,381.214508,100000,0,277.151601,99390,133830,30096658,632739,-1,2021-09-21.01:25:06
roadNetCA,1971281,5533214,1,3,505.302936,100000,0,100.087215,61022,256207,628891,889870,-1,2021-09-21.01:25:10
ssca2,1048577,157877986,1,3,964.938540,100000,0,2358.963504,1591722,1680394,126115929,11941782,-1,2021-09-21.01:26:06
wiki-links,5710993,130160392,1,3,9154.462463,100000,0,753.661554,183750,213759,55545999,744808,-1,2021-09-21.01:28:19
wikitalk,2394385,5021410,1,3,423.240016,100000,0,210.191320,99921,108781,13232019,1066224,-1,2021-09-21.01:28:23
wiki_talk_en,2987536,24981163,1,3,625.732418,100000,0,336.746949,101203,111085,25505585,947061,-1,2021-09-21.01:28:30
ba-1m-8m,1000000,7999964,1,2,636.551850,0,100000,257.272748,21866,0,306762,0,-1,2021-09-21.01:28:45
baidu,2141301,17794839,1,2,1352.121647,0,100000,382.431400,98713,0,11965596,0,-1,2021-09-21.01:29:12
dbpedia,3966925,13820853,1,2,1629.508508,0,100000,844.131991,101102,0,1965764,0,-1,2021-09-21.01:29:32
er-1m-8m,1000000,8000000,1,2,940.800127,0,100000,381.469932,39434,0,867156,0,-1,2021-09-21.01:29:50
livej,4847571,68993773,1,2,4767.157424,0,100000,361.069903,113263,0,16358342,0,-1,2021-09-21.01:30:47
patent,6009555,16518948,1,2,3402.853663,0,100000,369.537370,105424,0,2970882,0,-1,2021-09-21.01:31:28
pokec,1632804,30622564,1,2,1803.203935,0,100000,353.602380,86328,0,6934220,0,-1,2021-09-21.01:31:56
rmat-1m-8m,999760,7810950,1,2,421.031375,0,100000,371.405243,100520,0,45377850,0,-1,2021-09-21.01:32:01
roadNetCA,1971281,5533214,1,2,611.703543,0,100000,182.809955,61216,0,192136,0,-1,2021-09-21.01:32:07
ssca2,1048577,157877986,1,2,1011.001722,0,100000,1756.699814,1588338,0,240451548,0,-1,2021-09-21.01:33:10
wiki-links,5710993,130160392,1,2,9329.002910,0,100000,1124.364943,189739,0,102715324,0,-1,2021-09-21.01:35:33
wikitalk,2394385,5021410,1,2,538.436219,0,100000,390.082111,100483,0,22064348,0,-1,2021-09-21.01:35:37
wiki_talk_en,2987536,24981163,1,2,753.815364,0,100000,699.920212,99953,0,34338108,0,-1,2021-09-21.01:35:46
ba-1m-8m,1000000,7999964,1,3,548.257190,0,100000,35.844728,22039,0,154619,22039,-1,2021-09-21.01:35:52
baidu,2141301,17794839,1,3,1304.827117,0,100000,248.680363,99429,0,6174217,99429,-1,2021-09-21.01:36:16
dbpedia,3966925,13820853,1,3,1511.522697,0,100000,561.425752,101066,0,1035629,101066,-1,2021-09-21.01:36:33
er-1m-8m,1000000,8000000,1,3,878.381059,0,100000,39.374552,39291,0,431757,39291,-1,2021-09-21.01:36:42
livej,4847571,68993773,1,3,4686.983847,0,100000,196.206950,112962,0,8517311,112962,-1,2021-09-21.01:37:33
patent,6009555,16518948,1,3,3280.187594,0,100000,85.323488,106664,0,1495081,106664,-1,2021-09-21.01:38:06
pokec,1632804,30622564,1,3,1736.403308,0,100000,120.751586,86180,0,3463828,86180,-1,2021-09-21.01:38:31
rmat-1m-8m,999760,7810950,1,3,384.015180,0,100000,402.827359,100442,0,22827990,100442,-1,2021-09-21.01:38:35
roadNetCA,1971281,5533214,1,3,512.871139,0,100000,21.309609,60553,0,94250,60553,-1,2021-09-21.01:38:39
ssca2,1048577,157877986,1,3,934.410995,0,100000,1064.622696,1588257,0,120210897,1588257,-1,2021-09-21.01:39:34
wiki-links,5710993,130160392,1,3,9070.329110,0,100000,990.817774,188421,0,48810408,188421,-1,2021-09-21.01:41:47
wikitalk,2394385,5021410,1,3,425.476536,0,100000,310.753520,99951,0,9402947,99951,-1,2021-09-21.01:41:51
wiki_talk_en,2987536,24981163,1,3,629.059632,0,100000,657.319503,100039,0,17136408,100039,-1,2021-09-21.01:41:58
ba-1m-8m,1000000,7999964,1,2,637.658398,100000,0,1236.629388,22148,111374,1854276,0,-1,2021-09-21.01:42:15
baidu,2141301,17794839,1,2,1349.618838,100000,0,389.981109,98656,119947,10185669,0,-1,2021-09-21.01:42:42
dbpedia,3966925,13820853,1,2,1630.858515,100000,0,320.504249,100677,117019,1620181,0,-1,2021-09-21.01:43:01
er-1m-8m,1000000,8000000,1,2,933.640195,100000,0,335.676027,39744,55590,669597,0,-1,2021-09-21.01:43:20
livej,4847571,68993773,1,2,4733.695904,100000,0,505.663240,111972,139443,11088226,0,-1,2021-09-21.01:44:17
patent,6009555,16518948,1,2,3382.365369,100000,0,677.735289,106853,157431,2411773,0,-1,2021-09-21.01:44:58
pokec,1632804,30622564,1,2,1772.175469,100000,0,530.551245,85996,126401,6091967,0,-1,2021-09-21.01:45:26
rmat-1m-8m,999760,7810950,1,2,416.368362,100000,0,358.129733,100850,120380,30458088,0,-1,2021-09-21.01:45:31
roadNetCA,1971281,5533214,1,2,596.463189,100000,0,458.197164,61987,205351,623132,0,-1,2021-09-21.01:45:38
ssca2,1048577,157877986,1,2,1017.752683,100000,0,2175.895778,1590212,1652328,125467423,0,-1,2021-09-21.01:46:41
wiki-links,5710993,130160392,1,2,9344.264458,100000,0,1005.223291,183970,200438,53104134,0,-1,2021-09-21.01:49:03
wikitalk,2394385,5021410,1,2,532.207261,100000,0,302.756750,100530,105800,14542436,0,-1,2021-09-21.01:49:07
wiki_talk_en,2987536,24981163,1,2,750.071926,100000,0,456.630079,101300,106793,25203890,0,-1,2021-09-21.01:49:15
ba-1m-8m,1000000,7999964,1,3,555.970879,100000,0,159.327723,21932,166295,1834291,368116,-1,2021-09-21.01:49:21
baidu,2141301,17794839,1,3,1297.224985,100000,0,215.299133,98350,132437,9946408,816833,-1,2021-09-21.01:49:46
dbpedia,3966925,13820853,1,3,1511.316170,100000,0,136.409363,101381,128343,1873340,1131191,-1,2021-09-21.01:50:03
er-1m-8m,1000000,8000000,1,3,879.628369,100000,0,85.754692,39401,66385,659134,453344,-1,2021-09-21.01:50:12
livej,4847571,68993773,1,3,4681.877739,100000,0,242.621482,110700,156813,10873075,766735,-1,2021-09-21.01:51:03
patent,6009555,16518948,1,3,3277.678702,100000,0,200.951201,105567,181435,2445064,1022192,-1,2021-09-21.01:51:36
pokec,1632804,30622564,1,3,1717.464293,100000,0,198.998728,85990,147338,6108948,723191,-1,2021-09-21.01:52:00
rmat-1m-8m,999760,7810950,1,3,381.240001,100000,0,258.875584,99494,132588,28031110,633930,-1,2021-09-21.01:52:05
roadNetCA,1971281,5533214,1,3,501.354188,100000,0,99.921938,60745,256007,627715,903287,-1,2021-09-21.01:52:08
ssca2,1048577,157877986,1,3,983.449657,100000,0,2365.365708,1592290,1681701,126060207,11996694,-1,2021-09-21.01:53:05
wiki-links,5710993,130160392,1,3,9110.133374,100000,0,773.539511,187738,217754,54811580,778834,-1,2021-09-21.01:55:18
wikitalk,2394385,5021410,1,3,423.036922,100000,0,203.879876,100020,108746,12932300,1070836,-1,2021-09-21.01:55:21
wiki_talk_en,2987536,24981163,1,3,625.981662,100000,0,293.561890,99840,109371,21464149,947444,-1,2021-09-21.01:55:28
ba-1m-8m,1000000,7999964,1,2,633.118888,0,100000,259.061638,22011,0,308680,0,-1,2021-09-21.01:55:44
baidu,2141301,17794839,1,2,1370.811990,0,100000,433.460731,102883,0,20860712,0,-1,2021-09-21.01:56:10
dbpedia,3966925,13820853,1,2,1627.914379,0,100000,830.425664,100795,0,1932990,0,-1,2021-09-21.01:56:30
er-1m-8m,1000000,8000000,1,2,936.488059,0,100000,386.595279,40198,0,884598,0,-1,2021-09-21.01:56:48
livej,4847571,68993773,1,2,4734.639636,0,100000,354.680587,112008,0,16222240,0,-1,2021-09-21.01:57:45
patent,6009555,16518948,1,2,3404.477811,0,100000,375.550407,108129,0,3022556,0,-1,2021-09-21.01:58:26
pokec,1632804,30622564,1,2,1793.325789,0,100000,351.687810,86461,0,6976644,0,-1,2021-09-21.01:58:54
rmat-1m-8m,999760,7810950,1,2,419.882887,0,100000,351.005564,99285,0,40712140,0,-1,2021-09-21.01:58:59
roadNetCA,1971281,5533214,1,2,614.118513,0,100000,183.191915,61250,0,192828,0,-1,2021-09-21.01:59:05
ssca2,1048577,157877986,1,2,1005.776621,0,100000,1760.977268,1590913,0,241240320,0,-1,2021-09-21.02:00:08
wiki-links,5710993,130160392,1,2,9312.128771,0,100000,1094.222532,187857,0,99454296,0,-1,2021-09-21.02:02:31
wikitalk,2394385,5021410,1,2,533.728298,0,100000,389.003146,100496,0,22146496,0,-1,2021-09-21.02:02:35
wiki_talk_en,2987536,24981163,1,2,753.757053,0,100000,747.110516,101296,0,42467352,0,-1,2021-09-21.02:02:43
ba-1m-8m,1000000,7999964,1,3,544.648024,0,100000,35.298820,22097,0,154972,22097,-1,2021-09-21.02:02:49
baidu,2141301,17794839,1,3,1296.691673,0,100000,242.351014,98276,0,5948961,98276,-1,2021-09-21.02:03:14
dbpedia,3966925,13820853,1,3,1505.794594,0,100000,566.443285,101087,0,1033398,101087,-1,2021-09-21.02:03:31
er-1m-8m,1000000,8000000,1,3,878.578644,0,100000,39.574674,38630,0,423165,38630,-1,2021-09-21.02:03:40
livej,4847571,68993773,1,3,4661.007161,0,100000,191.275022,114144,0,8158991,114144,-1,2021-09-21.02:04:31
patent,6009555,16518948,1,3,3275.907628,0,100000,85.057164,107016,0,1482775,107016,-1,2021-09-21.02:05:04
pokec,1632804,30622564,1,3,1744.775973,0,100000,119.795460,85953,0,3379661,85953,-1,2021-09-21.02:05:28
rmat-1m-8m,999760,7810950,1,3,385.461945,0,100000,400.562737,100591,0,22732993,100591,-1,2021-09-21.02:05:33
roadNetCA,1971281,5533214,1,3,510.684276,0,100000,21.577777,61137,0,95953,61137,-1,2021-09-21.02:05:36
ssca2,1048577,157877986,1,3,939.980470,0,100000,1065.590371,1589523,0,120391462,1589523,-1,2021-09-21.02:06:31
wiki-links,5710993,130160392,1,3,9087.210523,0,100000,1025.524502,190078,0,50701658,190078,-1,2021-09-21.02:08:44
wikitalk,2394385,5021410,1,3,426.615501,0,100000,340.334989,100571,0,11092791,100571,-1,2021-09-21.02:08:48
wiki_talk_en,2987536,24981163,1,3,627.435936,0,100000,654.811654,100103,0,17171971,100103,-1,2021-09-21.02:08:55
ba-1m-8m,1000000,7999964,1,2,630.950392,100000,0,1226.720165,21825,111209,1846664,0,-1,2021-09-21.02:09:12
baidu,2141301,17794839,1,2,1348.952580,100000,0,387.137570,98648,120096,9997106,0,-1,2021-09-21.02:09:39
dbpedia,3966925,13820853,1,2,1634.660501,100000,0,326.152435,101815,117974,1858266,0,-1,2021-09-21.02:09:58
er-1m-8m,1000000,8000000,1,2,925.794445,100000,0,330.044021,39150,54652,656452,0,-1,2021-09-21.02:10:17
livej,4847571,68993773,1,2,4748.044747,100000,0,503.144139,112433,140294,10941088,0,-1,2021-09-21.02:11:14
patent,6009555,16518948,1,2,3388.349853,100000,0,678.521862,105958,157264,2400316,0,-1,2021-09-21.02:11:54
pokec,1632804,30622564,1,2,1779.654787,100000,0,517.434804,84146,123815,5792057,0,-1,2021-09-21.02:12:23
rmat-1m-8m,999760,7810950,1,2,418.573249,100000,0,334.242264,99399,119307,28128157,0,-1,2021-09-21.02:12:28
roadNetCA,1971281,5533214,1,2,602.552756,100000,0,459.678386,60842,203476,616842,0,-1,2021-09-21.02:12:35
ssca2,1048577,157877986,1,2,1019.671327,100000,0,2170.646908,1586173,1647218,125038776,0,-1,2021-09-21.02:13:38
wiki-links,5710993,130160392,1,2,9343.721275,100000,0,1016.138739,182062,198906,54019910,0,-1,2021-09-21.02:16:00
wikitalk,2394385,5021410,1,2,532.930792,100000,0,282.169505,99892,105059,12735516,0,-1,2021-09-21.02:16:04
wiki_talk_en,2987536,24981163,1,2,750.978449,100000,0,404.119413,100033,105729,21270522,0,-1,2021-09-21.02:16:12
ba-1m-8m,1000000,7999964,1,3,560.726880,100000,0,158.748412,22161,165923,1854467,364144,-1,2021-09-21.02:16:18
baidu,2141301,17794839,1,3,1293.176905,100000,0,214.946685,98718,133089,10163773,811101,-1,2021-09-21.02:16:43
dbpedia,3966925,13820853,1,3,1517.808970,100000,0,128.384642,100922,128006,1713850,1103352,-1,2021-09-21.02:16:59
er-1m-8m,1000000,8000000,1,3,871.000697,100000,0,83.433426,38984,66050,656698,428540,-1,2021-09-21.02:17:08
livej,4847571,68993773,1,3,4624.545559,100000,0,249.769572,112536,159070,11256650,776393,-1,2021-09-21.02:17:59
patent,6009555,16518948,1,3,3263.428540,100000,0,198.013986,106057,182026,2454198,1004630,-1,2021-09-21.02:18:32
pokec,1632804,30622564,1,3,1747.933510,100000,0,197.521061,85640,147520,6064904,715737,-1,2021-09-21.02:18:57
rmat-1m-8m,999760,7810950,1,3,381.562861,100000,0,282.222970,100656,134433,31544607,637419,-1,2021-09-21.02:19:01
roadNetCA,1971281,5533214,1,3,506.191586,100000,0,100.538885,61444,255944,627893,920292,-1,2021-09-21.02:19:05
ssca2,1048577,157877986,1,3,968.925093,100000,0,2360.823979,1590550,1682422,126219808,11948917,-1,2021-09-21.02:20:01
wiki-links,5710993,130160392,1,3,9141.340066,100000,0,761.255612,189632,218712,54564951,768914,-1,2021-09-21.02:22:14
wikitalk,2394385,5021410,1,3,422.128460,100000,0,209.169680,99934,108605,13043217,1096701,-1,2021-09-21.02:22:17
wiki_talk_en,2987536,24981163,1,3,627.418659,100000,0,294.300847,99976,109553,21400522,944090,-1,2021-09-21.02:22:24
ba-1m-8m,1000000,7999964,1,2,631.699540,0,100000,260.503352,21829,0,306230,0,-1,2021-09-21.02:22:40
baidu,2141301,17794839,1,2,1355.063732,0,100000,380.182237,98617,0,11928764,0,-1,2021-09-21.02:23:06
dbpedia,3966925,13820853,1,2,1630.141056,0,100000,833.344188,100639,0,1918990,0,-1,2021-09-21.02:23:26
er-1m-8m,1000000,8000000,1,2,941.670204,0,100000,384.259497,39657,0,874982,0,-1,2021-09-21.02:23:45
livej,4847571,68993773,1,2,4742.468425,0,100000,355.970009,112567,0,16219760,0,-1,2021-09-21.02:24:41
patent,6009555,16518948,1,2,3391.609450,0,100000,368.560502,106334,0,2914558,0,-1,2021-09-21.02:25:22
pokec,1632804,30622564,1,2,1793.480919,0,100000,347.572577,85393,0,6741210,0,-1,2021-09-21.02:25:50
rmat-1m-8m,999760,7810950,1,2,420.104152,0,100000,373.646658,100931,0,45645544,0,-1,2021-09-21.02:25:55
roadNetCA,1971281,5533214,1,2,610.047633,0,100000,183.510563,61134,0,191400,0,-1,2021-09-21.02:26:02
