model,N,M,workers,alg,init-mstime,insert-num,remove-num,mstime,V*,V+,S,tag,assert,date
ssca2,1048577,157877986,1,3,963.658911,100000,0,2391.982343,1591374,1684086,126392322,12073923,-1,2021-09-20.22:44:01
wiki-links,5710993,130160392,1,3,9095.049060,100000,0,813.508487,190361,221353,59650971,781384,-1,2021-09-20.22:46:14
wikitalk,2394385,5021410,1,3,428.376500,100000,0,229.432231,100728,109437,14499897,1061106,-1,2021-09-20.22:46:18
wiki_talk_en,2987536,24981163,1,3,633.905184,100000,0,301.370689,99966,109411,21372666,952595,-1,2021-09-20.22:46:25
ba-1m-8m,1000000,7999964,1,2,637.149798,0,100000,262.201905,21889,0,307160,0,-1,2021-09-20.22:46:41
baidu,2141301,17794839,1,2,1368.100464,0,100000,443.096796,103191,0,20987826,0,-1,2021-09-20.22:47:07
dbpedia,3966925,13820853,1,2,1645.851217,0,100000,833.904241,100829,0,2057178,0,-1,2021-09-20.22:47:27
er-1m-8m,1000000,8000000,1,2,940.238779,0,100000,386.229994,39321,0,864830,0,-1,2021-09-20.22:47:46
livej,4847571,68993773,1,2,4761.892093,0,100000,362.923843,113354,0,17016030,0,-1,2021-09-20.22:48:44
patent,6009555,16518948,1,2,3422.083638,0,100000,381.815172,107653,0,3021672,0,-1,2021-09-20.22:49:25
pokec,1632804,30622564,1,2,1805.120380,0,100000,347.944026,85510,0,6718736,0,-1,2021-09-20.22:49:53
rmat-1m-8m,999760,7810950,1,2,421.755328,0,100000,374.123314,100679,0,45598864,0,-1,2021-09-20.22:49:58
roadNetCA,1971281,5533214,1,2,614.423022,0,100000,185.004423,61054,0,191816,0,-1,2021-09-20.22:50:04
ssca2,1048577,157877986,1,2,1014.089262,0,100000,1777.321982,1597863,0,241795494,0,-1,2021-09-20.22:51:08
wiki-links,5710993,130160392,1,2,9575.187561,0,100000,1141.080461,189682,0,106354046,0,-1,2021-09-20.22:53:36
wikitalk,2394385,5021410,1,2,536.065774,0,100000,389.814449,100627,0,22276166,0,-1,2021-09-20.22:53:40
wiki_talk_en,2987536,24981163,1,2,758.870574,0,100000,752.841377,101226,0,42587198,0,-1,2021-09-20.22:53:49
ba-1m-8m,1000000,7999964,1,3,550.199156,0,100000,35.193517,22202,0,155740,22202,-1,2021-09-20.22:53:54
baidu,2141301,17794839,1,3,1324.505738,0,100000,333.004845,102973,0,10552009,102973,-1,2021-09-20.22:54:20
dbpedia,3966925,13820853,1,3,1521.662689,0,100000,569.846030,101859,0,1027940,101859,-1,2021-09-20.22:54:37
er-1m-8m,1000000,8000000,1,3,878.138552,0,100000,40.181034,39791,0,438696,39791,-1,2021-09-20.22:54:46
livej,4847571,68993773,1,3,4738.415178,0,100000,195.468125,113518,0,8408767,113518,-1,2021-09-20.22:55:37
patent,6009555,16518948,1,3,3286.088538,0,100000,85.181209,106925,0,1486752,106925,-1,2021-09-20.22:56:10
pokec,1632804,30622564,1,3,1788.726996,0,100000,123.501702,86110,0,3477516,86110,-1,2021-09-20.22:56:35
rmat-1m-8m,999760,7810950,1,3,386.631292,0,100000,401.189156,100494,0,22601300,100494,-1,2021-09-20.22:56:40
roadNetCA,1971281,5533214,1,3,515.177787,0,100000,21.429472,61253,0,96069,61253,-1,2021-09-20.22:56:43
ssca2,1048577,157877986,1,3,941.147528,0,100000,1074.446932,1596083,0,120778126,1596083,-1,2021-09-20.22:57:40
wiki-links,5710993,130160392,1,3,9251.029694,0,100000,1034.742907,190318,0,51433735,190318,-1,2021-09-20.22:59:54
wikitalk,2394385,5021410,1,3,426.704471,0,100000,320.872629,100035,0,9642414,100035,-1,2021-09-20.22:59:58
wiki_talk_en,2987536,24981163,1,3,631.568069,0,100000,654.836108,100032,0,16945705,100032,-1,2021-09-20.23:00:05
ba-1m-8m,1000000,7999964,1,2,642.489837,100000,0,1237.846740,22073,112024,1853120,0,-1,2021-09-20.23:00:22
baidu,2141301,17794839,1,2,1354.966589,100000,0,451.781732,102949,123926,14722253,0,-1,2021-09-20.23:00:49
dbpedia,3966925,13820853,1,2,1641.977534,100000,0,340.078889,101064,117841,2250409,0,-1,2021-09-20.23:01:08
er-1m-8m,1000000,8000000,1,2,934.559685,100000,0,333.948144,39237,54813,659025,0,-1,2021-09-20.23:01:27
livej,4847571,68993773,1,2,4804.312803,100000,0,500.001954,111832,139386,10723190,0,-1,2021-09-20.23:02:24
patent,6009555,16518948,1,2,3392.235997,100000,0,679.133512,107530,157860,2430358,0,-1,2021-09-20.23:03:06
pokec,1632804,30622564,1,2,1797.932583,100000,0,537.162678,86166,126303,6117917,0,-1,2021-09-20.23:03:34
rmat-1m-8m,999760,7810950,1,2,417.529378,100000,0,343.874693,99170,119148,28174702,0,-1,2021-09-20.23:03:39
roadNetCA,1971281,5533214,1,2,598.827201,100000,0,456.578023,61344,203474,616436,0,-1,2021-09-20.23:03:46
ssca2,1048577,157877986,1,2,1017.256799,100000,0,2193.533297,1586602,1645851,125030395,0,-1,2021-09-20.23:04:50
wiki-links,5710993,130160392,1,2,9315.066334,100000,0,1062.823832,188422,206080,57071482,0,-1,2021-09-20.23:07:12
wikitalk,2394385,5021410,1,2,533.157346,100000,0,298.909489,100482,105589,14397153,0,-1,2021-09-20.23:07:16
wiki_talk_en,2987536,24981163,1,2,751.723366,100000,0,467.376083,101122,106913,25443544,0,-1,2021-09-20.23:07:25
ba-1m-8m,1000000,7999964,1,3,563.348135,100000,0,159.271977,22402,166381,1846457,365671,-1,2021-09-20.23:07:31
baidu,2141301,17794839,1,3,1303.391364,100000,0,212.163943,98519,132722,9837778,812227,-1,2021-09-20.23:07:56
dbpedia,3966925,13820853,1,3,1528.027890,100000,0,132.995983,101241,128127,1650641,1128239,-1,2021-09-20.23:08:12
er-1m-8m,1000000,8000000,1,3,875.574041,100000,0,84.460220,39739,67113,666774,437868,-1,2021-09-20.23:08:21
livej,4847571,68993773,1,3,4701.639875,100000,0,249.457103,113065,159422,11227755,785954,-1,2021-09-20.23:09:12
patent,6009555,16518948,1,3,3287.990186,100000,0,203.097617,106994,183721,2431926,1021980,-1,2021-09-20.23:09:46
pokec,1632804,30622564,1,3,1766.346769,100000,0,198.868608,85250,146371,5909991,721923,-1,2021-09-20.23:10:10
rmat-1m-8m,999760,7810950,1,3,381.736253,100000,0,279.500163,100630,134335,31368279,636565,-1,2021-09-20.23:10:15
roadNetCA,1971281,5533214,1,3,505.560602,100000,0,101.319965,61238,256184,627970,897962,-1,2021-09-20.23:10:18
ssca2,1048577,157877986,1,3,953.046326,100000,0,2383.989361,1591508,1683458,126282122,12032075,-1,2021-09-20.23:11:15
wiki-links,5710993,130160392,1,3,9155.884739,100000,0,772.138565,188386,218630,55356616,772221,-1,2021-09-20.23:13:28
wikitalk,2394385,5021410,1,3,423.116981,100000,0,220.583318,100563,109389,14678088,1065862,-1,2021-09-20.23:13:31
wiki_talk_en,2987536,24981163,1,3,626.252720,100000,0,298.622960,100151,109944,21855251,942308,-1,2021-09-20.23:13:39
ba-1m-8m,1000000,7999964,1,2,639.119949,0,100000,258.466479,21776,0,305446,0,-1,2021-09-20.23:13:54
baidu,2141301,17794839,1,2,1351.653999,0,100000,380.817597,98512,0,12035616,0,-1,2021-09-20.23:14:20
dbpedia,3966925,13820853,1,2,1634.518920,0,100000,823.972850,101292,0,1967708,0,-1,2021-09-20.23:14:41
er-1m-8m,1000000,8000000,1,2,932.935504,0,100000,383.992004,39723,0,875268,0,-1,2021-09-20.23:14:59
livej,4847571,68993773,1,2,4772.324805,0,100000,350.973488,110773,0,16160354,0,-1,2021-09-20.23:15:56
patent,6009555,16518948,1,2,3420.211879,0,100000,376.651823,108081,0,3034206,0,-1,2021-09-20.23:16:36
pokec,1632804,30622564,1,2,1814.230813,0,100000,352.638314,86382,0,6935726,0,-1,2021-09-20.23:17:05
rmat-1m-8m,999760,7810950,1,2,421.232909,0,100000,353.881582,99514,0,40802104,0,-1,2021-09-20.23:17:10
roadNetCA,1971281,5533214,1,2,610.069229,0,100000,186.837232,61306,0,192922,0,-1,2021-09-20.23:17:16
ssca2,1048577,157877986,1,2,1005.346065,0,100000,1767.988142,1595247,0,241431470,0,-1,2021-09-20.23:18:19
wiki-links,5710993,130160392,1,2,9272.337095,0,100000,1114.584327,188063,0,100615294,0,-1,2021-09-20.23:20:41
wikitalk,2394385,5021410,1,2,533.538936,0,100000,377.190441,99858,0,19041600,0,-1,2021-09-20.23:20:45
wiki_talk_en,2987536,24981163,1,2,756.406285,0,100000,702.146207,99930,0,34140608,0,-1,2021-09-20.23:20:54
ba-1m-8m,1000000,7999964,1,3,556.680406,0,100000,35.592380,22102,0,155000,22102,-1,2021-09-20.23:21:00
baidu,2141301,17794839,1,3,1300.032480,0,100000,247.229052,99134,0,6119640,99134,-1,2021-09-20.23:21:24
dbpedia,3966925,13820853,1,3,1510.409024,0,100000,567.376566,100721,0,993233,100721,-1,2021-09-20.23:21:41
er-1m-8m,1000000,8000000,1,3,870.735122,0,100000,39.832943,39623,0,436499,39623,-1,2021-09-20.23:21:50
livej,4847571,68993773,1,3,4660.125110,0,100000,186.988204,111159,0,7798033,111159,-1,2021-09-20.23:22:41
patent,6009555,16518948,1,3,3286.088071,0,100000,85.188298,106563,0,1479360,106563,-1,2021-09-20.23:23:14
pokec,1632804,30622564,1,3,1742.171360,0,100000,119.611736,85112,0,3343535,85112,-1,2021-09-20.23:23:39
rmat-1m-8m,999760,7810950,1,3,383.831670,0,100000,402.699324,100526,0,22859680,100526,-1,2021-09-20.23:23:44
roadNetCA,1971281,5533214,1,3,512.155119,0,100000,21.477856,61331,0,96481,61331,-1,2021-09-20.23:23:47
ssca2,1048577,157877986,1,3,935.331445,0,100000,1069.241708,1594629,0,120818107,1594629,-1,2021-09-20.23:24:42
wiki-links,5710993,130160392,1,3,9163.525400,0,100000,1020.665894,187086,0,50441637,187086,-1,2021-09-20.23:26:55
wikitalk,2394385,5021410,1,3,427.323514,0,100000,338.213616,100370,0,10869953,100370,-1,2021-09-20.23:26:59
wiki_talk_en,2987536,24981163,1,3,631.261196,0,100000,656.871701,100090,0,17316262,100090,-1,2021-09-20.23:27:07
ba-1m-8m,1000000,7999964,1,2,636.811231,100000,0,1225.807715,22232,111435,1843310,0,-1,2021-09-20.23:27:23
baidu,2141301,17794839,1,2,1347.615379,100000,0,389.613974,98546,120244,10145328,0,-1,2021-09-20.23:27:50
dbpedia,3966925,13820853,1,2,1635.053099,100000,0,327.913825,100853,117560,1736156,0,-1,2021-09-20.23:28:09
er-1m-8m,1000000,8000000,1,2,927.947565,100000,0,328.928064,39461,55147,663112,0,-1,2021-09-20.23:28:28
livej,4847571,68993773,1,2,4797.988177,100000,0,510.522468,113147,141139,11310401,0,-1,2021-09-20.23:29:25
patent,6009555,16518948,1,2,3392.515083,100000,0,664.894578,106597,155677,2362496,0,-1,2021-09-20.23:30:06
pokec,1632804,30622564,1,2,1802.407815,100000,0,531.624007,86250,126211,6005373,0,-1,2021-09-20.23:30:35
rmat-1m-8m,999760,7810950,1,2,416.834616,100000,0,361.338145,100743,120975,31302740,0,-1,2021-09-20.23:30:40
roadNetCA,1971281,5533214,1,2,597.748185,100000,0,456.902212,61182,203859,617258,0,-1,2021-09-20.23:30:46
ssca2,1048577,157877986,1,2,1019.912515,100000,0,2179.905235,1590789,1651927,125518597,0,-1,2021-09-20.23:31:49
wiki-links,5710993,130160392,1,2,9273.973843,100000,0,1090.968626,189344,206971,58913335,0,-1,2021-09-20.23:34:11
wikitalk,2394385,5021410,1,2,535.320892,100000,0,301.853496,100492,105746,14566953,0,-1,2021-09-20.23:34:16
wiki_talk_en,2987536,24981163,1,2,750.223918,100000,0,405.490720,99893,105579,21547733,0,-1,2021-09-20.23:34:24
ba-1m-8m,1000000,7999964,1,3,557.965067,100000,0,158.484082,22092,166221,1830659,352204,-1,2021-09-20.23:34:30
baidu,2141301,17794839,1,3,1298.159970,100000,0,218.747484,98690,133589,10407086,815841,-1,2021-09-20.23:34:54
dbpedia,3966925,13820853,1,3,1515.430911,100000,0,142.154274,101142,127773,2319703,1110473,-1,2021-09-20.23:35:11
er-1m-8m,1000000,8000000,1,3,868.235067,100000,0,83.092606,39357,66775,663498,428381,-1,2021-09-20.23:35:20
livej,4847571,68993773,1,3,4677.668029,100000,0,252.338460,113567,160357,11747249,775595,-1,2021-09-20.23:36:11
patent,6009555,16518948,1,3,3267.620899,100000,0,203.039401,107921,183429,2424790,1031104,[0m,,2021-09-20.23:36:43
pokec,1632804,30622564,1,3,1766.777496,100000,0,201.034991,86029,148453,6138945,723614,-1,2021-09-20.23:37:08
rmat-1m-8m,999760,7810950,1,3,382.775590,100000,0,262.635857,99394,133336,28825119,637960,-1,2021-09-20.23:37:13
roadNetCA,1971281,5533214,1,3,505.087227,100000,0,101.875428,61422,254600,623559,923828,-1,2021-09-20.23:37:16
ssca2,1048577,157877986,1,3,942.759779,100000,0,2369.460150,1590721,1680281,126073518,12011876,-1,2021-09-20.23:38:12
wiki-links,5710993,130160392,1,3,9187.191738,100000,0,789.042771,187531,216856,58450511,776804,-1,2021-09-20.23:40:26
wikitalk,2394385,5021410,1,3,422.903248,100000,0,200.189016,99824,108281,12436760,1068790,-1,2021-09-20.23:40:29
wiki_talk_en,2987536,24981163,1,3,623.766408,100000,0,289.254527,99955,109352,20987770,943674,-1,2021-09-20.23:40:36
ba-1m-8m,1000000,7999964,1,2,633.973426,0,100000,258.418611,21854,0,306612,0,-1,2021-09-20.23:40:51
baidu,2141301,17794839,1,2,1365.507050,0,100000,434.835331,102854,0,20747416,0,-1,2021-09-20.23:41:19
dbpedia,3966925,13820853,1,2,1638.859359,0,100000,822.186986,101375,0,2116108,0,-1,2021-09-20.23:41:39
er-1m-8m,1000000,8000000,1,2,935.058087,0,100000,378.579620,39360,0,865246,0,-1,2021-09-20.23:41:57
livej,4847571,68993773,1,2,4765.172901,0,100000,359.449519,111947,0,16920212,0,-1,2021-09-20.23:42:54
patent,6009555,16518948,1,2,3398.833986,0,100000,380.277094,108573,0,3140080,0,-1,2021-09-20.23:43:35
pokec,1632804,30622564,1,2,1787.009636,0,100000,353.077544,86805,0,6969884,0,-1,2021-09-20.23:44:03
rmat-1m-8m,999760,7810950,1,2,420.599957,0,100000,351.722144,99563,0,40474912,0,-1,2021-09-20.23:44:08
roadNetCA,1971281,5533214,1,2,610.296109,0,100000,184.029297,61081,0,191990,0,-1,2021-09-20.23:44:14
ssca2,1048577,157877986,1,2,1001.681015,0,100000,1751.345381,1584441,0,239961890,0,-1,2021-09-20.23:45:18
wiki-links,5710993,130160392,1,2,9262.901173,0,100000,1079.672896,190297,0,97256538,0,-1,2021-09-20.23:47:40
wikitalk,2394385,5021410,1,2,533.273718,0,100000,388.628594,100692,0,21828876,0,-1,2021-09-20.23:47:44
wiki_talk_en,2987536,24981163,1,2,755.735994,0,100000,698.187955,99952,0,34057020,0,-1,2021-09-20.23:47:53
ba-1m-8m,1000000,7999964,1,3,550.665979,0,100000,35.293225,22088,0,155012,22088,-1,2021-09-20.23:47:58
baidu,2141301,17794839,1,3,1300.260931,0,100000,240.631135,98194,0,5860457,98194,-1,2021-09-20.23:48:23
dbpedia,3966925,13820853,1,3,1513.093638,0,100000,565.692865,100937,0,958434,100937,-1,2021-09-20.23:48:40
er-1m-8m,1000000,8000000,1,3,877.147087,0,100000,39.847720,39349,0,432237,39349,-1,2021-09-20.23:48:49
livej,4847571,68993773,1,3,4702.415570,0,100000,197.429823,112569,0,8872263,112569,-1,2021-09-20.23:49:40
patent,6009555,16518948,1,3,3278.129726,0,100000,84.540886,106080,0,1463821,106080,-1,2021-09-20.23:50:13
pokec,1632804,30622564,1,3,1736.854560,0,100000,120.539030,86133,0,3394353,86133,-1,2021-09-20.23:50:37
rmat-1m-8m,999760,7810950,1,3,387.114445,0,100000,404.846734,100541,0,22875236,100541,-1,2021-09-20.23:50:42
roadNetCA,1971281,5533214,1,3,512.730197,0,100000,23.330576,61590,0,97209,61590,-1,2021-09-20.23:50:46
ssca2,1048577,157877986,1,3,941.457999,0,100000,1072.265764,1594392,0,120897167,1594392,-1,2021-09-20.23:51:41
wiki-links,5710993,130160392,1,3,9096.341214,0,100000,970.224333,184246,0,47610343,184246,-1,2021-09-20.23:53:54
wikitalk,2394385,5021410,1,3,426.698467,0,100000,340.347210,100554,0,10976061,100554,-1,2021-09-20.23:53:57
wiki_talk_en,2987536,24981163,1,3,629.239056,0,100000,655.390488,100163,0,17194473,100163,-1,2021-09-20.23:54:05
ba-1m-8m,1000000,7999964,1,2,641.379689,100000,0,1230.462944,21948,111603,1859778,0,-1,2021-09-20.23:54:22
baidu,2141301,17794839,1,2,1367.293756,100000,0,390.550480,98859,120460,10190088,0,-1,2021-09-20.23:54:48
dbpedia,3966925,13820853,1,2,1637.500018,100000,0,327.317716,100335,117824,1656569,0,-1,2021-09-20.23:55:08
er-1m-8m,1000000,8000000,1,2,928.618246,100000,0,334.227623,39234,54849,659639,0,-1,2021-09-20.23:55:27
livej,4847571,68993773,1,2,4746.246936,100000,0,506.224893,112531,140284,10998938,0,-1,2021-09-20.23:56:24
patent,6009555,16518948,1,2,3392.883910,100000,0,689.879099,109053,159773,2454927,0,-1,2021-09-20.23:57:05
pokec,1632804,30622564,1,2,1800.912502,100000,0,526.843231,85860,125311,6006183,0,-1,2021-09-20.23:57:33
rmat-1m-8m,999760,7810950,1,2,416.622016,100000,0,357.735692,101105,121021,30719810,0,-1,2021-09-20.23:57:38
roadNetCA,1971281,5533214,1,2,600.770883,100000,0,457.696857,61599,203498,616168,0,-1,2021-09-20.23:57:45
ssca2,1048577,157877986,1,2,1013.709978,100000,0,2175.730926,1587218,1648056,125102695,0,-1,2021-09-20.23:58:48
wiki-links,5710993,130160392,1,2,9313.169000,100000,0,1031.163219,187992,204520,55453299,0,-1,2021-09-21.00:01:10
wikitalk,2394385,5021410,1,2,531.936644,100000,0,297.627511,100519,105556,14248600,0,-1,2021-09-21.00:01:14
wiki_talk_en,2987536,24981163,1,2,749.660469,100000,0,460.784795,101275,106852,25449395,0,-1,2021-09-21.00:01:23
ba-1m-8m,1000000,7999964,1,3,553.604763,100000,0,161.638257,21935,167380,1862931,358072,-1,2021-09-21.00:01:29
baidu,2141301,17794839,1,3,1307.417543,100000,0,218.358617,98313,133610,10311224,815165,-1,2021-09-21.00:01:53
dbpedia,3966925,13820853,1,3,1515.098731,100000,0,132.028781,100840,127646,1723766,1119965,-1,2021-09-21.00:02:10
er-1m-8m,1000000,8000000,1,3,868.511865,100000,0,83.511555,39229,66540,660658,426514,-1,2021-09-21.00:02:19
livej,4847571,68993773,1,3,4690.678692,100000,0,249.082877,113364,159383,11649764,770024,-1,2021-09-21.00:03:10
patent,6009555,16518948,1,3,3275.327200,100000,0,197.628134,106592,182876,2434644,1008237,-1,2021-09-21.00:03:43
pokec,1632804,30622564,1,3,1755.632864,100000,0,201.861313,85853,147628,6027580,719079,-1,2021-09-21.00:04:08
rmat-1m-8m,999760,7810950,1,3,382.237270,100000,0,285.578951,100669,134332,31295183,636835,-1,2021-09-21.00:04:12
roadNetCA,1971281,5533214,1,3,504.917532,100000,0,102.242252,61665,257667,633584,909012,-1,2021-09-21.00:04:16
ssca2,1048577,157877986,1,3,963.144622,100000,0,2368.819979,1588127,1679894,125846620,11923875,-1,2021-09-21.00:05:12
wiki-links,5710993,130160392,1,3,9146.233558,100000,0,779.875826,190798,221404,57163678,779737,-1,2021-09-21.00:07:25
wikitalk,2394385,5021410,1,3,420.922412,100000,0,216.884675,100596,109035,14481899,1067538,-1,2021-09-21.00:07:29
wiki_talk_en,2987536,24981163,1,3,625.665487,100000,0,327.810347,101087,110766,25355797,926956,-1,2021-09-21.00:07:36
ba-1m-8m,1000000,7999964,1,2,630.534109,0,100000,259.394188,22003,0,308702,0,-1,2021-09-21.00:07:51
baidu,2141301,17794839,1,2,1351.087260,0,100000,377.617741,98323,0,11710678,0,-1,2021-09-21.00:08:18
dbpedia,3966925,13820853,1,2,1627.047232,0,100000,829.973588,101631,0,2071708,0,-1,2021-09-21.00:08:38
er-1m-8m,1000000,8000000,1,2,926.315234,0,100000,384.651364,40069,0,882360,0,-1,2021-09-21.00:08:56
livej,4847571,68993773,1,2,4750.300486,0,100000,353.457431,110840,0,15616406,0,-1,2021-09-21.00:09:53
patent,6009555,16518948,1,2,3408.042738,0,100000,372.229133,106183,0,3024796,0,-1,2021-09-21.00:10:34
pokec,1632804,30622564,1,2,1785.655061,0,100000,339.112588,84800,0,6631298,0,-1,2021-09-21.00:11:02
rmat-1m-8m,999760,7810950,1,2,422.359317,0,100000,351.790032,99356,0,40818026,0,-1,2021-09-21.00:11:07
roadNetCA,1971281,5533214,1,2,609.286037,0,100000,185.798418,61471,0,193680,0,-1,2021-09-21.00:11:13
ssca2,1048577,157877986,1,2,1009.842055,0,100000,1763.918287,1592263,0,241350484,0,-1,2021-09-21.00:12:16
wiki-links,5710993,130160392,1,2,9351.802896,0,100000,1101.630017,188027,0,98679592,0,-1,2021-09-21.00:14:38
wikitalk,2394385,5021410,1,2,532.583157,0,100000,390.437993,100658,0,22244894,0,-1,2021-09-21.00:14:43
wiki_talk_en,2987536,24981163,1,2,754.136133,0,100000,741.781558,101038,0,41626464,0,-1,2021-09-21.00:14:51
ba-1m-8m,1000000,7999964,1,3,549.068698,0,100000,35.344794,22136,0,155191,22136,-1,2021-09-21.00:14:57
baidu,2141301,17794839,1,3,1304.675176,0,100000,245.732178,99135,0,6159677,99135,-1,2021-09-21.00:15:22
dbpedia,3966925,13820853,1,3,1511.072457,0,100000,571.680549,101014,0,1041190,101014,-1,2021-09-21.00:15:39
er-1m-8m,1000000,8000000,1,3,873.098005,0,100000,39.919189,39926,0,439853,39926,-1,2021-09-21.00:15:48
livej,4847571,68993773,1,3,4674.852828,0,100000,185.556409,112544,0,7945314,112544,-1,2021-09-21.00:16:39
patent,6009555,16518948,1,3,3277.026423,0,100000,85.729865,107624,0,1502293,107624,-1,2021-09-21.00:17:12
pokec,1632804,30622564,1,3,1732.938547,0,100000,122.064532,86252,0,3414929,86252,-1,2021-09-21.00:17:36
rmat-1m-8m,999760,7810950,1,3,386.885064,0,100000,369.692620,99523,0,20471921,99523,-1,2021-09-21.00:17:41
roadNetCA,1971281,5533214,1,3,509.192198,0,100000,21.381677,61373,0,96358,61373,-1,2021-09-21.00:17:44
ssca2,1048577,157877986,1,3,935.915485,0,100000,1067.666241,1591860,0,120337942,1591860,-1,2021-09-21.00:18:39
wiki-links,5710993,130160392,1,3,9086.003582,0,100000,970.676082,185464,0,47816831,185464,-1,2021-09-21.00:20:53
wikitalk,2394385,5021410,1,3,427.161767,0,100000,340.437908,100614,0,11079903,100614,-1,2021-09-21.00:20:56
wiki_talk_en,2987536,24981163,1,3,629.365498,0,100000,731.982313,101281,0,21299135,101281,-1,2021-09-21.00:21:04
ba-1m-8m,1000000,7999964,1,2,635.546179,100000,0,1222.834153,21805,111376,1838301,0,-1,2021-09-21.00:21:21
baidu,2141301,17794839,1,2,1350.534157,100000,0,388.359925,98404,119855,10142075,0,-1,2021-09-21.00:21:47
dbpedia,3966925,13820853,1,2,1628.871209,100000,0,329.043036,101355,117680,1795286,0,-1,2021-09-21.00:22:07
er-1m-8m,1000000,8000000,1,2,931.029825,100000,0,326.731841,39426,55046,662236,0,-1,2021-09-21.00:22:26
livej,4847571,68993773,1,2,4734.002632,100000,0,507.339626,113060,141189,11037727,0,-1,2021-09-21.00:23:23
patent,6009555,16518948,1,2,3371.152623,100000,0,677.073927,106537,158019,2436794,0,-1,2021-09-21.00:24:03
pokec,1632804,30622564,1,2,1787.095426,100000,0,524.852698,86318,125823,5969466,0,-1,2021-09-21.00:24:32
rmat-1m-8m,999760,7810950,1,2,415.912873,100000,0,363.450323,100713,120700,30543963,0,-1,2021-09-21.00:24:37
roadNetCA,1971281,5533214,1,2,601.274685,100000,0,457.492741,61349,204419,620059,0,-1,2021-09-21.00:24:43
ssca2,1048577,157877986,1,2,1034.575950,100000,0,2174.820552,1588010,1649009,125189296,0,-1,2021-09-21.00:25:47
wiki-links,5710993,130160392,1,2,9333.209456,100000,0,1115.441572,189262,206082,60302337,0,-1,2021-09-21.00:28:09
wikitalk,2394385,5021410,1,2,531.961542,100000,0,303.594814,100584,105807,14479228,0,-1,2021-09-21.00:28:13
wiki_talk_en,2987536,24981163,1,2,749.760168,100000,0,401.653966,99975,105602,21156305,0,-1,2021-09-21.00:28:21
ba-1m-8m,1000000,7999964,1,3,558.684478,100000,0,160.141478,21928,166605,1846310,370561,-1,2021-09-21.00:28:27
baidu,2141301,17794839,1,3,1289.924244,100000,0,218.361228,98943,133226,10575725,809751,-1,2021-09-21.00:28:52
dbpedia,3966925,13820853,1,3,1513.033688,100000,0,131.213959,100341,127304,1803831,1121087,-1,2021-09-21.00:29:08
er-1m-8m,1000000,8000000,1,3,876.467836,100000,0,84.837278,38980,66181,656914,433188,-1,2021-09-21.00:29:18
