I,T,t,l,w,Itime,Otime,Dtime,Mtime,tag#,subtag#,orepeat#,relabel#,maxtag#,morepeat#
10000000,2,20,3,0,1155.206087,680.663819,246.092024,3233.942388,0,10000000,0,0,0,0
10000000,2,21,3,0,1275.903088,596.508031,237.041746,3147.546228,125012,11750168,0,62506,0,0
10000000,2,22,3,0,411.649851,36.675143,154.642941,739.647711,6306188,19990596,0,356807,2485,0
10000000,2,23,3,0,907.598487,36.290727,47.784171,1321.303376,99024410,19999976,0,357142,713076,0
10000000,2,20,0,0,1309.017883,684.703733,838.583638,3289.731578,0,10000000,0,0,0,0
10000000,2,21,0,0,1463.412678,599.230708,821.586589,3229.979702,125648,11759072,0,62824,0,0
10000000,2,22,0,0,452.676028,36.702694,383.120243,788.146736,6320522,19991100,0,356825,3780,0
10000000,2,23,0,0,1058.916783,36.482654,131.945810,1389.279066,99024410,19999976,0,357142,713076,0
10000000,2,20,1,0,1646.877551,676.892926,1142.876194,3356.206309,0,10000000,0,0,0,0
10000000,2,21,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11
10000000,2,22,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11
10000000,2,23,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11
10000000,2,20,0,1,1464.865110,811.400164,850.033513,3296.702892,0,10000000,0,0,0,0
10000000,2,21,0,1,1698.936174,692.506957,828.498522,3231.595081,125104,11751456,0,62552,0,0
10000000,2,22,0,1,451.778878,36.233462,380.951679,782.082029,6324467,19991212,0,356829,2485,0
10000000,2,23,0,1,1055.857189,36.351307,130.510800,1442.020286,99024410,19999976,0,357142,713076,0
10000000,2,20,1,1,1750.923324,810.366368,1145.704421,3369.068589,0,10000000,0,0,0,0
10000000,2,21,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11
10000000,2,22,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11
10000000,2,23,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11
10000000,2,20,0,2,782.823613,408.783373,434.235061,1784.092302,0,10000000,0,0,0,0
10000000,2,21,0,2,918.578860,350.479814,423.462998,1734.653532,124988,11749832,0,62494,0,0
10000000,2,22,0,2,372.456275,18.155612,218.491780,579.020501,6270810,19990540,0,356805,2485,0
10000000,2,23,0,2,1642.794306,18.901195,65.848374,2063.908341,99024410,19999976,0,357142,713076,0
10000000,2,20,1,2,931.562569,409.089671,578.479492,1824.618532,0,10000000,0,0,0,0
10000000,2,21,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11
10000000,2,22,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11
10000000,2,23,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11
10000000,2,20,0,4,412.284738,209.646660,227.427545,930.389454,0,10000000,0,0,0,0
10000000,2,21,0,4,477.849106,176.424295,221.471658,903.343763,125084,11751176,0,62542,0,0
10000000,2,22,0,4,292.595736,9.306946,118.170141,394.983592,6326741,19990764,0,356813,3780,0
10000000,2,23,0,4,1715.036782,10.927219,34.317274,2269.378389,99024410,19999976,0,357142,713076,0
10000000,2,20,1,4,485.077265,209.552723,297.211971,949.955087,0,10000000,0,0,0,0
10000000,2,21,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11
10000000,2,22,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11
10000000,2,23,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11
10000000,2,20,0,8,275.364722,111.551634,136.374283,575.736110,0,10000000,0,0,0,0
10000000,2,21,0,8,292.605271,92.058313,127.697784,563.828817,124868,11748152,0,62434,0,0
10000000,2,22,0,8,378.996720,4.640847,84.335517,604.015200,6271779,19990148,0,356791,2485,0
10000000,2,23,0,8,2575.208486,5.730116,27.241506,3355.729348,99024410,19999976,0,357142,713076,0
10000000,2,20,1,8,322.266002,111.629745,165.815355,589.875394,0,10000000,0,0,0,0
