I,T,t,l,w,Itime,Otime,Dtime,Mtime,tag#,subtag#,orepeat#,relabel#,maxtag#,morepeat#
100000000,2,20,0,32,2610.366514,792.694418,851.923058,5191.678190,0,100000000,0,0,0,0
100000000,2,21,0,32,2689.389637,358.604017,819.598141,5262.437215,1249962,117499468,0,624981,0,0
100000000,2,22,0,32,3096.292730,16.220041,438.873537,4699.484013,62921430,199908172,0,3568149,3780,0
10000000,2,20,0,32,287.856630,38.272223,67.205744,515.015507,0,10000000,0,0,0,0
10000000,2,21,0,32,290.393649,26.437133,49.052130,491.079792,125220,11753080,0,62610,0,0
10000000,2,22,0,32,478.693207,1.274225,44.124167,559.867535,6309370,19990876,0,356817,3780,0
20000000,2,20,0,32,564.091618,71.052931,141.995826,1057.801073,0,20000000,0,0,0,0
20000000,2,21,0,32,546.147572,57.200742,115.703110,1022.766329,249582,23494148,0,124791,0,0
20000000,2,22,0,32,949.308055,2.878665,85.751046,910.399313,12564681,39981892,0,713639,2485,0
30000000,2,20,0,32,828.162900,119.408801,219.349469,1586.886578,0,30000000,0,0,0,0
30000000,2,21,0,32,807.132351,91.801327,195.563702,1514.620764,374724,35246136,0,187362,0,0
30000000,2,22,0,32,1244.387427,4.380700,127.261319,1461.524780,18900360,59972516,0,1070447,3780,0
40000000,2,20,0,32,1092.740452,197.755436,301.926076,2058.700357,0,40000000,0,0,0,0
40000000,2,21,0,32,1075.166743,129.107959,280.554244,2080.338971,501524,47021336,0,250762,0,0
40000000,2,22,0,32,1806.339030,7.112147,166.582249,1758.039773,25194411,79963448,0,1427266,2485,0
50000000,2,20,0,32,1349.617672,303.386041,388.603293,2648.651689,0,50000000,0,0,0,0
50000000,2,21,0,32,1344.225309,167.439255,369.530619,2610.426737,625568,58757952,0,312784,0,0
50000000,2,22,0,32,2213.453301,6.948381,223.394033,2172.659799,31517078,99954016,0,1784072,5139,0
60000000,2,20,0,32,1602.555662,401.026649,478.434315,3098.151682,0,60000000,0,0,0,0
60000000,2,21,0,32,1818.419590,205.882267,460.102433,2954.093075,750698,70509772,0,375349,0,0
60000000,2,22,0,32,2048.242471,8.678385,250.669302,2702.732983,37877289,119944668,0,2140881,3780,0
70000000,2,20,0,32,1859.171669,501.755873,570.333655,3716.687298,0,70000000,0,0,0,0
70000000,2,21,0,32,1874.123095,244.801208,547.995950,3584.823748,875876,82262264,0,437938,0,0
70000000,2,22,0,32,3003.608192,10.087536,294.591680,3016.970589,44096236,139936524,0,2497733,3780,0
80000000,2,20,0,32,2107.217417,603.921506,663.208439,4143.851773,0,80000000,0,0,0,0
80000000,2,21,0,32,2444.336613,283.324073,640.070439,3961.208259,999778,93996892,0,499889,0,0
80000000,2,22,0,32,3463.596206,12.681788,341.355381,3311.793746,50425433,159926336,0,2854512,3780,0
90000000,2,20,0,32,2354.072791,702.059707,757.306383,4666.178939,0,90000000,0,0,0,0
90000000,2,21,0,32,2417.538293,321.264533,727.802619,4630.283047,1125704,105759856,0,562852,0,0
90000000,2,22,0,32,2585.223228,16.009902,387.648740,4223.072350,56742305,179918584,0,3211378,3780,0
100000000,2,20,0,32,2606.187484,798.569926,852.997849,5188.058085,0,100000000,0,0,0,0
100000000,2,21,0,32,2855.537487,358.558112,816.731191,4891.161415,1250426,117505964,0,625213,0,0
100000000,2,22,0,32,4417.145012,16.615138,439.725321,4267.691624,62925751,199907416,0,3568122,3780,0
10000000,2,20,0,32,285.403333,38.299134,67.150641,514.992342,0,10000000,0,0,0,0
10000000,2,21,0,32,300.965815,26.397491,48.692814,475.653242,124720,11746080,0,62360,0,0
10000000,2,22,0,32,431.562927,1.375960,46.389734,421.553065,6276853,19990568,0,356806,3780,0
20000000,2,20,0,32,561.245331,71.020059,141.963204,1057.615549,0,20000000,0,0,0,0
20000000,2,21,0,32,547.921285,57.143319,115.632777,999.944786,250142,23501988,0,125071,0,0
20000000,2,22,0,32,779.634947,2.816851,83.297219,839.697923,12628611,39981920,0,713640,3780,0
30000000,2,20,0,32,829.243611,119.653089,219.270204,1586.323153,0,30000000,0,0,0,0
30000000,2,21,0,32,863.398627,91.861949,195.246247,1441.426432,376022,35264308,0,188011,0,0
30000000,2,22,0,32,1361.368012,4.308397,126.963215,1321.362674,18934643,59972684,0,1070453,3780,0
40000000,2,20,0,32,1090.923827,198.715696,302.815895,2068.550959,0,40000000,0,0,0,0
40000000,2,21,0,32,1225.908059,129.037726,281.501743,1966.620775,500906,47012684,0,250453,0,0
40000000,2,22,0,32,1571.065403,5.470856,170.445254,1861.567005,25151452,79963196,0,1427257,3780,0
50000000,2,20,0,32,1351.645743,301.289508,389.318571,2578.107846,0,50000000,0,0,0,0
50000000,2,21,0,32,1534.379948,167.444275,369.688244,2466.177569,624716,58746024,0,312358,0,0
50000000,2,22,0,32,2229.048183,7.265774,215.410138,2166.964461,31528359,99954884,0,1784103,3780,0
60000000,2,20,0,32,1607.799650,401.854774,479.321220,3182.128404,0,60000000,0,0,0,0
60000000,2,21,0,32,1607.450055,206.257362,457.605433,3070.334312,750378,70505292,0,375189,0,0
60000000,2,22,0,32,1767.083222,8.857613,252.729330,2728.371047,37776073,119945452,0,2140909,3780,0
70000000,2,20,0,32,1851.751970,501.004247,569.498207,3716.026080,0,70000000,0,0,0,0
70000000,2,21,0,32,1881.471067,244.775939,547.326146,3593.158983,875940,82263160,0,437970,0,0
70000000,2,22,0,32,2067.715439,10.926781,296.580121,3191.852788,43983795,139933808,0,2497636,3780,0
80000000,2,20,0,32,2106.573659,599.954687,662.724013,4253.298406,0,80000000,0,0,0,0
80000000,2,21,0,32,2148.759455,283.217267,639.582658,4200.603349,999488,93992832,0,499744,0,0
